country,variant,freq,year,mortality15to60per1000aliveat15
724,estimates,5yearly,1950,189.617474335182
724,estimates,5yearly,1955,158.562961622324
724,estimates,5yearly,1960,139.871695749885
724,estimates,5yearly,1965,131.711255274093
724,estimates,5yearly,1970,125.204975272452
724,estimates,5yearly,1975,114.485389683975
724,estimates,5yearly,1980,102.551840682659
724,estimates,5yearly,1985,101.457612939016
724,estimates,5yearly,1990,99.7377531286946
724,estimates,5yearly,1995,89.0739313224828
724,estimates,5yearly,2000,80.5171015887524
724,estimates,5yearly,2005,70.9558411497193
724,estimates,5yearly,2010,60.9170464139241
724,medium_variant,5yearly,2015,55.5301389807038
724,medium_variant,5yearly,2020,51.3034610809324
724,medium_variant,5yearly,2025,47.2168827817822
724,medium_variant,5yearly,2030,43.3752523020614
724,medium_variant,5yearly,2035,39.7643645907367
724,medium_variant,5yearly,2040,36.3760421843584
724,medium_variant,5yearly,2045,33.1740736995675
724,medium_variant,5yearly,2050,30.1871455945117
724,medium_variant,5yearly,2055,27.3872811281819
724,medium_variant,5yearly,2060,24.755867588494
724,medium_variant,5yearly,2065,22.1455994359874
724,medium_variant,5yearly,2070,19.8104474158997
724,medium_variant,5yearly,2075,17.6342026182225
724,medium_variant,5yearly,2080,15.6545317238622
724,medium_variant,5yearly,2085,13.7849440582782
724,medium_variant,5yearly,2090,12.0806343059391
724,medium_variant,5yearly,2095,10.4774574646394
724,estimates,5yearly,Regi,Spain
724,medium_variant,5yearly,Regi,Spain
