region,year,variant,gender,age1yearinterval,population
1501,1950,estimates,female,0,12772.144
1501,1950,estimates,male,0,12931.699
1501,1950,estimates,female,1,11857.969
1501,1950,estimates,male,1,12055.073
1501,1950,estimates,female,2,11101.922
1501,1950,estimates,male,2,11324.113
1501,1950,estimates,female,3,10488.018
1501,1950,estimates,male,3,10724.495
1501,1950,estimates,female,4,10000.271
1501,1950,estimates,male,4,10241.916
1501,1950,estimates,female,5,9622.7
1501,1950,estimates,male,5,9862.052
1501,1950,estimates,female,6,9339.324
1501,1950,estimates,male,6,9570.602
1501,1950,estimates,female,7,9134.153
1501,1950,estimates,male,7,9353.248
1501,1950,estimates,female,8,8991.222
1501,1950,estimates,male,8,9195.681
1501,1950,estimates,female,9,8894.531
1501,1950,estimates,male,9,9083.586
1501,1950,estimates,female,10,8848.535
1501,1950,estimates,male,10,9020.156
1501,1950,estimates,female,11,8857.674
1501,1950,estimates,male,11,9008.604
1501,1950,estimates,female,12,8803.831
1501,1950,estimates,male,12,8947.062
1501,1950,estimates,female,13,8630.17
1501,1950,estimates,male,13,8786.197
1501,1950,estimates,female,14,8382.002
1501,1950,estimates,male,14,8564.23
1501,1950,estimates,female,15,8159.258
1501,1950,estimates,male,15,8365.319
1501,1950,estimates,female,16,7939.336
1501,1950,estimates,male,16,8168.567
1501,1950,estimates,female,17,7739.399
1501,1950,estimates,male,17,7992.578
1501,1950,estimates,female,18,7577.145
1501,1950,estimates,male,18,7853.723
1501,1950,estimates,female,19,7437.139
1501,1950,estimates,male,19,7735.442
1501,1950,estimates,female,20,7288.528
1501,1950,estimates,male,20,7608.917
1501,1950,estimates,female,21,7140.237
1501,1950,estimates,male,21,7484.823
1501,1950,estimates,female,22,6974.299
1501,1950,estimates,male,22,7328.948
1501,1950,estimates,female,23,6779.558
1501,1950,estimates,male,23,7122.94
1501,1950,estimates,female,24,6567.278
1501,1950,estimates,male,24,6885.855
1501,1950,estimates,female,25,6362.126
1501,1950,estimates,male,25,6655.95
1501,1950,estimates,female,26,6161.869
1501,1950,estimates,male,26,6426.579
1501,1950,estimates,female,27,5964.584
1501,1950,estimates,male,27,6210.648
1501,1950,estimates,female,28,5772.677
1501,1950,estimates,male,28,6018.752
1501,1950,estimates,female,29,5588.294
1501,1950,estimates,male,29,5845.219
1501,1950,estimates,female,30,5406.386
1501,1950,estimates,male,30,5671.006
1501,1950,estimates,female,31,5222.246
1501,1950,estimates,male,31,5496.59
1501,1950,estimates,female,32,5073.251
1501,1950,estimates,male,32,5344.121
1501,1950,estimates,female,33,4975.678
1501,1950,estimates,male,33,5221.653
1501,1950,estimates,female,34,4910.722
1501,1950,estimates,male,34,5119.191
1501,1950,estimates,female,35,4844.307
1501,1950,estimates,male,35,5018.098
1501,1950,estimates,female,36,4784.465
1501,1950,estimates,male,36,4921.366
1501,1950,estimates,female,37,4704.555
1501,1950,estimates,male,37,4819.013
1501,1950,estimates,female,38,4588.269
1501,1950,estimates,male,38,4703.938
1501,1950,estimates,female,39,4448.161
1501,1950,estimates,male,39,4579.86
1501,1950,estimates,female,40,4314.898
1501,1950,estimates,male,40,4459.699
1501,1950,estimates,female,41,4184.518
1501,1950,estimates,male,41,4343.361
1501,1950,estimates,female,42,4048.25
1501,1950,estimates,male,42,4214.669
1501,1950,estimates,female,43,3905.486
1501,1950,estimates,male,43,4067.651
1501,1950,estimates,female,44,3759.645
1501,1950,estimates,male,44,3909.742
1501,1950,estimates,female,45,3612.323
1501,1950,estimates,male,45,3752.43
1501,1950,estimates,female,46,3460.343
1501,1950,estimates,male,46,3591.092
1501,1950,estimates,female,47,3325.68
1501,1950,estimates,male,47,3445.198
1501,1950,estimates,female,48,3218.541
1501,1950,estimates,male,48,3324.871
1501,1950,estimates,female,49,3128.138
1501,1950,estimates,male,49,3220.13
1501,1950,estimates,female,50,3037.392
1501,1950,estimates,male,50,3113.991
1501,1950,estimates,female,51,2954.402
1501,1950,estimates,male,51,3013.576
1501,1950,estimates,female,52,2849.489
1501,1950,estimates,male,52,2895.793
1501,1950,estimates,female,53,2707.667
1501,1950,estimates,male,53,2748.646
1501,1950,estimates,female,54,2545.44
1501,1950,estimates,male,54,2585.283
1501,1950,estimates,female,55,2389.274
1501,1950,estimates,male,55,2427.236
1501,1950,estimates,female,56,2227.859
1501,1950,estimates,male,56,2265.81
1501,1950,estimates,female,57,2103.391
1501,1950,estimates,male,57,2132.788
1501,1950,estimates,female,58,2037.612
1501,1950,estimates,male,58,2044.757
1501,1950,estimates,female,59,2007.676
1501,1950,estimates,male,59,1984.58
1501,1950,estimates,female,60,1973.257
1501,1950,estimates,male,60,1922.051
1501,1950,estimates,female,61,1947.542
1501,1950,estimates,male,61,1867.425
1501,1950,estimates,female,62,1888.046
1501,1950,estimates,male,62,1787.99
1501,1950,estimates,female,63,1771.194
1501,1950,estimates,male,63,1665.788
1501,1950,estimates,female,64,1619.809
1501,1950,estimates,male,64,1518.645
1501,1950,estimates,female,65,1477.999
1501,1950,estimates,male,65,1380.045
1501,1950,estimates,female,66,1334.196
1501,1950,estimates,male,66,1240.524
1501,1950,estimates,female,67,1216.169
1501,1950,estimates,male,67,1125.557
1501,1950,estimates,female,68,1141.284
1501,1950,estimates,male,68,1050.315
1501,1950,estimates,female,69,1094.158
1501,1950,estimates,male,69,1000.839
1501,1950,estimates,female,70,1042.588
1501,1950,estimates,male,70,948.829
1501,1950,estimates,female,71,993.736
1501,1950,estimates,male,71,900.991
1501,1950,estimates,female,72,937.439
1501,1950,estimates,male,72,844.958
1501,1950,estimates,female,73,865.655
1501,1950,estimates,male,73,772.086
1501,1950,estimates,female,74,784.731
1501,1950,estimates,male,74,689.57
1501,1950,estimates,female,75,709.9
1501,1950,estimates,male,75,613.639
1501,1950,estimates,female,76,639.073
1501,1950,estimates,male,76,541.491
1501,1950,estimates,female,77,568.909
1501,1950,estimates,male,77,473.259
1501,1950,estimates,female,78,499.569
1501,1950,estimates,male,78,410.77
1501,1950,estimates,female,79,432.294
1501,1950,estimates,male,79,353.422
1501,1950,estimates,female,80plus,2008.597
1501,1950,estimates,male,80plus,1461.446
1501,1951,estimates,female,0,13539.881
1501,1951,estimates,male,0,13926.738
1501,1951,estimates,female,1,12406.675
1501,1951,estimates,male,1,12608.152
1501,1951,estimates,female,2,11567.76
1501,1951,estimates,male,2,11791.375
1501,1951,estimates,female,3,10873.633
1501,1951,estimates,male,3,11111.312
1501,1951,estimates,female,4,10309.562
1501,1951,estimates,male,4,10554.244
1501,1951,estimates,female,5,9860.801
1501,1951,estimates,male,5,10106.46
1501,1951,estimates,female,6,9512.409
1501,1951,estimates,male,6,9754.557
1501,1951,estimates,female,7,9249.426
1501,1951,estimates,male,7,9485.139
1501,1951,estimates,female,8,9058.202
1501,1951,estimates,male,8,9282.94
1501,1951,estimates,female,9,8924.426
1501,1951,estimates,male,9,9133.645
1501,1951,estimates,female,10,8832.724
1501,1951,estimates,male,10,9024.458
1501,1951,estimates,female,11,8786.623
1501,1951,estimates,male,11,8960.346
1501,1951,estimates,female,12,8790.959
1501,1951,estimates,male,12,8944.386
1501,1951,estimates,female,13,8733.12
1501,1951,estimates,male,13,8878.815
1501,1951,estimates,female,14,8559.01
1501,1951,estimates,male,14,8716.599
1501,1951,estimates,female,15,8312.393
1501,1951,estimates,male,15,8494.769
1501,1951,estimates,female,16,8088.961
1501,1951,estimates,male,16,8294.044
1501,1951,estimates,female,17,7866.936
1501,1951,estimates,male,17,8094.223
1501,1951,estimates,female,18,7665.432
1501,1951,estimates,male,18,7915.802
1501,1951,estimates,female,19,7502.696
1501,1951,estimates,male,19,7775.744
1501,1951,estimates,female,20,7362.909
1501,1951,estimates,male,20,7657.132
1501,1951,estimates,female,21,7214.281
1501,1951,estimates,male,21,7530.065
1501,1951,estimates,female,22,7065.884
1501,1951,estimates,male,22,7405.321
1501,1951,estimates,female,23,6900.067
1501,1951,estimates,male,23,7249.494
1501,1951,estimates,female,24,6705.719
1501,1951,estimates,male,24,7044.473
1501,1951,estimates,female,25,6494.021
1501,1951,estimates,male,25,6808.988
1501,1951,estimates,female,26,6289.507
1501,1951,estimates,male,26,6580.71
1501,1951,estimates,female,27,6089.966
1501,1951,estimates,male,27,6353.102
1501,1951,estimates,female,28,5893.297
1501,1951,estimates,male,28,6138.613
1501,1951,estimates,female,29,5701.814
1501,1951,estimates,male,29,5947.547
1501,1951,estimates,female,30,5517.722
1501,1951,estimates,male,30,5774.433
1501,1951,estimates,female,31,5336.159
1501,1951,estimates,male,31,5600.708
1501,1951,estimates,female,32,5152.381
1501,1951,estimates,male,32,5426.771
1501,1951,estimates,female,33,5003.728
1501,1951,estimates,male,33,5274.596
1501,1951,estimates,female,34,4906.477
1501,1951,estimates,male,34,5152.195
1501,1951,estimates,female,35,4841.839
1501,1951,estimates,male,35,5049.635
1501,1951,estimates,female,36,4775.744
1501,1951,estimates,male,36,4948.362
1501,1951,estimates,female,37,4716.219
1501,1951,estimates,male,37,4851.395
1501,1951,estimates,female,38,4636.603
1501,1951,estimates,male,38,4748.694
1501,1951,estimates,female,39,4520.57
1501,1951,estimates,male,39,4633.159
1501,1951,estimates,female,40,4380.694
1501,1951,estimates,male,40,4508.555
1501,1951,estimates,female,41,4247.624
1501,1951,estimates,male,41,4387.797
1501,1951,estimates,female,42,4117.333
1501,1951,estimates,male,42,4270.764
1501,1951,estimates,female,43,3981.397
1501,1951,estimates,male,43,4141.553
1501,1951,estimates,female,44,3839.381
1501,1951,estimates,male,44,3994.311
1501,1951,estimates,female,45,3694.483
1501,1951,estimates,male,45,3836.36
1501,1951,estimates,female,46,3548.044
1501,1951,estimates,male,46,3678.96
1501,1951,estimates,female,47,3397.039
1501,1951,estimates,male,47,3517.615
1501,1951,estimates,female,48,3262.692
1501,1951,estimates,male,48,3371.364
1501,1951,estimates,female,49,3154.831
1501,1951,estimates,male,49,3250.098
1501,1951,estimates,female,50,3063.069
1501,1951,estimates,male,50,3144.104
1501,1951,estimates,female,51,2970.963
1501,1951,estimates,male,51,3036.745
1501,1951,estimates,female,52,2886.32
1501,1951,estimates,male,52,2934.94
1501,1951,estimates,female,53,2780.562
1501,1951,estimates,male,53,2816.384
1501,1951,estimates,female,54,2639.275
1501,1951,estimates,male,54,2669.459
1501,1951,estimates,female,55,2478.328
1501,1951,estimates,male,55,2506.903
1501,1951,estimates,female,56,2323.296
1501,1951,estimates,male,56,2349.621
1501,1951,estimates,female,57,2163.343
1501,1951,estimates,male,57,2189.294
1501,1951,estimates,female,58,2038.808
1501,1951,estimates,male,58,2056.257
1501,1951,estimates,female,59,1970.522
1501,1951,estimates,male,59,1966.368
1501,1951,estimates,female,60,1936.663
1501,1951,estimates,male,60,1903.311
1501,1951,estimates,female,61,1898.639
1501,1951,estimates,male,61,1838.2
1501,1951,estimates,female,62,1869.027
1501,1951,estimates,male,62,1780.793
1501,1951,estimates,female,63,1807.525
1501,1951,estimates,male,63,1700.267
1501,1951,estimates,female,64,1691.728
1501,1951,estimates,male,64,1579.668
1501,1951,estimates,female,65,1543.32
1501,1951,estimates,male,65,1435.822
1501,1951,estimates,female,66,1404.276
1501,1951,estimates,male,66,1300.412
1501,1951,estimates,female,67,1263.662
1501,1951,estimates,male,67,1164.535
1501,1951,estimates,female,68,1147.539
1501,1951,estimates,male,68,1051.993
1501,1951,estimates,female,69,1072.278
1501,1951,estimates,male,69,977.015
1501,1951,estimates,female,70,1023.448
1501,1951,estimates,male,70,926.556
1501,1951,estimates,female,71,970.789
1501,1951,estimates,male,71,874.156
1501,1951,estimates,female,72,921.041
1501,1951,estimates,male,72,826.061
1501,1951,estimates,female,73,864.863
1501,1951,estimates,male,73,770.941
1501,1951,estimates,female,74,794.79
1501,1951,estimates,male,74,700.822
1501,1951,estimates,female,75,716.745
1501,1951,estimates,male,75,622.336
1501,1951,estimates,female,76,644.774
1501,1951,estimates,male,76,550.383
1501,1951,estimates,female,77,576.877
1501,1951,estimates,male,77,482.291
1501,1951,estimates,female,78,510.432
1501,1951,estimates,male,78,418.575
1501,1951,estimates,female,79,445.81
1501,1951,estimates,male,79,361.079
1501,1951,estimates,female,80plus,2115.754
1501,1951,estimates,male,80plus,1552.693
1501,1952,estimates,female,0,14202.069
1501,1952,estimates,male,0,14757.543
1501,1952,estimates,female,1,13010.979
1501,1952,estimates,male,1,13471.907
1501,1952,estimates,female,2,12052.07
1501,1952,estimates,male,2,12289.768
1501,1952,estimates,female,3,11287.341
1501,1952,estimates,male,3,11532.133
1501,1952,estimates,female,4,10654.24
1501,1952,estimates,male,4,10902.365
1501,1952,estimates,female,5,10139.268
1501,1952,estimates,male,5,10387.335
1501,1952,estimates,female,6,9728.917
1501,1952,estimates,male,6,9973.945
1501,1952,estimates,female,7,9409.236
1501,1952,estimates,male,7,9649.674
1501,1952,estimates,female,8,9166.293
1501,1952,estimates,male,8,9402.003
1501,1952,estimates,female,9,8988.755
1501,1952,estimates,male,9,9214.777
1501,1952,estimates,female,10,8864.007
1501,1952,estimates,male,10,9073.667
1501,1952,estimates,female,11,8777.228
1501,1952,estimates,male,11,8967.363
1501,1952,estimates,female,12,8731.017
1501,1952,estimates,male,12,8902.557
1501,1952,estimates,female,13,8730.621
1501,1952,estimates,male,13,8882.26
1501,1952,estimates,female,14,8668.786
1501,1952,estimates,male,14,8812.677
1501,1952,estimates,female,15,8494.053
1501,1952,estimates,male,15,8649.018
1501,1952,estimates,female,16,8248.738
1501,1952,estimates,male,16,8427.193
1501,1952,estimates,female,17,8024.388
1501,1952,estimates,male,17,8224.527
1501,1952,estimates,female,18,7800.047
1501,1952,estimates,male,18,8021.529
1501,1952,estimates,female,19,7596.816
1501,1952,estimates,male,19,7840.594
1501,1952,estimates,female,20,7433.522
