region,year,variant,gender,age1yearinterval,population
928,1950,estimates,female,"Region, subregion, country or area *",Melanesia
928,1950,estimates,male,"Region, subregion, country or area *",Melanesia
928,1950,estimates,female,0,36.747
928,1950,estimates,male,0,38.687
928,1950,estimates,female,1,34.898
928,1950,estimates,male,1,36.801
928,1950,estimates,female,2,33.24
928,1950,estimates,male,2,35.123
928,1950,estimates,female,3,31.758
928,1950,estimates,male,3,33.636
928,1950,estimates,female,4,30.435
928,1950,estimates,male,4,32.323
928,1950,estimates,female,5,29.259
928,1950,estimates,male,5,31.168
928,1950,estimates,female,6,28.214
928,1950,estimates,male,6,30.151
928,1950,estimates,female,7,27.285
928,1950,estimates,male,7,29.258
928,1950,estimates,female,8,26.46
928,1950,estimates,male,8,28.469
928,1950,estimates,female,9,25.72
928,1950,estimates,male,9,27.77
928,1950,estimates,female,10,25.061
928,1950,estimates,male,10,27.155
928,1950,estimates,female,11,24.477
928,1950,estimates,male,11,26.624
928,1950,estimates,female,12,23.914
928,1950,estimates,male,12,26.089
928,1950,estimates,female,13,23.341
928,1950,estimates,male,13,25.506
928,1950,estimates,female,14,22.767
928,1950,estimates,male,14,24.901
928,1950,estimates,female,15,22.236
928,1950,estimates,male,15,24.339
928,1950,estimates,female,16,21.744
928,1950,estimates,male,16,23.811
928,1950,estimates,female,17,21.218
928,1950,estimates,male,17,23.276
928,1950,estimates,female,18,20.626
928,1950,estimates,male,18,22.725
928,1950,estimates,female,19,19.998
928,1950,estimates,male,19,22.165
928,1950,estimates,female,20,19.39
928,1950,estimates,male,20,21.618
928,1950,estimates,female,21,18.789
928,1950,estimates,male,21,21.081
928,1950,estimates,female,22,18.225
928,1950,estimates,male,22,20.549
928,1950,estimates,female,23,17.718
928,1950,estimates,male,23,20.023
928,1950,estimates,female,24,17.251
928,1950,estimates,male,24,19.502
928,1950,estimates,female,25,16.785
928,1950,estimates,male,25,18.986
928,1950,estimates,female,26,16.327
928,1950,estimates,male,26,18.474
928,1950,estimates,female,27,15.873
928,1950,estimates,male,27,17.98
928,1950,estimates,female,28,15.417
928,1950,estimates,male,28,17.513
928,1950,estimates,female,29,14.961
928,1950,estimates,male,29,17.062
928,1950,estimates,female,30,14.516
928,1950,estimates,male,30,16.616
928,1950,estimates,female,31,14.08
928,1950,estimates,male,31,16.179
928,1950,estimates,female,32,13.646
928,1950,estimates,male,32,15.727
928,1950,estimates,female,33,13.21
928,1950,estimates,male,33,15.248
928,1950,estimates,female,34,12.773
928,1950,estimates,male,34,14.754
928,1950,estimates,female,35,12.345
928,1950,estimates,male,35,14.269
928,1950,estimates,female,36,11.925
928,1950,estimates,male,36,13.783
928,1950,estimates,female,37,11.512
928,1950,estimates,male,37,13.319
928,1950,estimates,female,38,11.107
928,1950,estimates,male,38,12.891
928,1950,estimates,female,39,10.712
928,1950,estimates,male,39,12.484
928,1950,estimates,female,40,10.323
928,1950,estimates,male,40,12.083
928,1950,estimates,female,41,9.941
928,1950,estimates,male,41,11.696
928,1950,estimates,female,42,9.579
928,1950,estimates,male,42,11.285
928,1950,estimates,female,43,9.242
928,1950,estimates,male,43,10.828
928,1950,estimates,female,44,8.924
928,1950,estimates,male,44,10.351
928,1950,estimates,female,45,8.605
928,1950,estimates,male,45,9.881
928,1950,estimates,female,46,8.283
928,1950,estimates,male,46,9.392
928,1950,estimates,female,47,7.98
928,1950,estimates,male,47,8.994
928,1950,estimates,female,48,7.709
928,1950,estimates,male,48,8.732
928,1950,estimates,female,49,7.449
928,1950,estimates,male,49,8.548
928,1950,estimates,female,50,7.193
928,1950,estimates,male,50,8.359
928,1950,estimates,female,51,6.968
928,1950,estimates,male,51,8.212
928,1950,estimates,female,52,6.647
928,1950,estimates,male,52,7.918
928,1950,estimates,female,53,6.171
928,1950,estimates,male,53,7.387
928,1950,estimates,female,54,5.611
928,1950,estimates,male,54,6.719
928,1950,estimates,female,55,5.079
928,1950,estimates,male,55,6.094
928,1950,estimates,female,56,4.542
928,1950,estimates,male,56,5.463
928,1950,estimates,female,57,4.133
928,1950,estimates,male,57,4.979
928,1950,estimates,female,58,3.931
928,1950,estimates,male,58,4.731
928,1950,estimates,female,59,3.867
928,1950,estimates,male,59,4.641
928,1950,estimates,female,60,3.79
928,1950,estimates,male,60,4.533
928,1950,estimates,female,61,3.722
928,1950,estimates,male,61,4.434
928,1950,estimates,female,62,3.666
928,1950,estimates,male,62,4.352
928,1950,estimates,female,63,3.607
928,1950,estimates,male,63,4.271
928,1950,estimates,female,64,3.543
928,1950,estimates,male,64,4.189
928,1950,estimates,female,65,3.492
928,1950,estimates,male,65,4.124
928,1950,estimates,female,66,3.46
928,1950,estimates,male,66,4.076
928,1950,estimates,female,67,3.369
928,1950,estimates,male,67,3.972
928,1950,estimates,female,68,3.189
928,1950,estimates,male,68,3.771
928,1950,estimates,female,69,2.951
928,1950,estimates,male,69,3.509
928,1950,estimates,female,70,2.717
928,1950,estimates,male,70,3.255
928,1950,estimates,female,71,2.479
928,1950,estimates,male,71,2.996
928,1950,estimates,female,72,2.247
928,1950,estimates,male,72,2.74
928,1950,estimates,female,73,2.036
928,1950,estimates,male,73,2.497
928,1950,estimates,female,74,1.84
928,1950,estimates,male,74,2.264
928,1950,estimates,female,75,1.642
928,1950,estimates,male,75,2.027
928,1950,estimates,female,76,1.445
928,1950,estimates,male,76,1.791
928,1950,estimates,female,77,1.253
928,1950,estimates,male,77,1.567
928,1950,estimates,female,78,1.062
928,1950,estimates,male,78,1.354
928,1950,estimates,female,79,0.879
