region,year,variant,gender,age1yearinterval,population
954,1950,estimates,female,0,2.758
954,1950,estimates,male,0,2.721
954,1950,estimates,female,1,2.488
954,1950,estimates,male,1,2.552
954,1950,estimates,female,2,2.261
954,1950,estimates,male,2,2.391
954,1950,estimates,female,3,2.074
954,1950,estimates,male,3,2.24
954,1950,estimates,female,4,1.923
954,1950,estimates,male,4,2.095
954,1950,estimates,female,5,1.805
954,1950,estimates,male,5,1.964
954,1950,estimates,female,6,1.711
954,1950,estimates,male,6,1.846
954,1950,estimates,female,7,1.641
954,1950,estimates,male,7,1.744
954,1950,estimates,female,8,1.59
954,1950,estimates,male,8,1.661
954,1950,estimates,female,9,1.554
954,1950,estimates,male,9,1.595
954,1950,estimates,female,10,1.532
954,1950,estimates,male,10,1.545
954,1950,estimates,female,11,1.532
954,1950,estimates,male,11,1.509
954,1950,estimates,female,12,1.512
954,1950,estimates,male,12,1.515
954,1950,estimates,female,13,1.46
954,1950,estimates,male,13,1.578
954,1950,estimates,female,14,1.387
954,1950,estimates,male,14,1.682
954,1950,estimates,female,15,1.328
954,1950,estimates,male,15,1.784
954,1950,estimates,female,16,1.268
954,1950,estimates,male,16,1.875
954,1950,estimates,female,17,1.226
954,1950,estimates,male,17,2.009
954,1950,estimates,female,18,1.206
954,1950,estimates,male,18,2.203
954,1950,estimates,female,19,1.202
954,1950,estimates,male,19,2.423
954,1950,estimates,female,20,1.195
954,1950,estimates,male,20,2.63
954,1950,estimates,female,21,1.186
954,1950,estimates,male,21,2.854
954,1950,estimates,female,22,1.186
954,1950,estimates,male,22,2.935
954,1950,estimates,female,23,1.193
954,1950,estimates,male,23,2.797
954,1950,estimates,female,24,1.205
954,1950,estimates,male,24,2.519
954,1950,estimates,female,25,1.215
954,1950,estimates,male,25,2.252
954,1950,estimates,female,26,1.23
954,1950,estimates,male,26,1.965
954,1950,estimates,female,27,1.218
954,1950,estimates,male,27,1.735
954,1950,estimates,female,28,1.169
954,1950,estimates,male,28,1.621
954,1950,estimates,female,29,1.098
954,1950,estimates,male,29,1.579
954,1950,estimates,female,30,1.026
954,1950,estimates,male,30,1.513
954,1950,estimates,female,31,0.954
954,1950,estimates,male,31,1.442
954,1950,estimates,female,32,0.89
954,1950,estimates,male,32,1.376
954,1950,estimates,female,33,0.845
954,1950,estimates,male,33,1.305
954,1950,estimates,female,34,0.809
954,1950,estimates,male,34,1.232
954,1950,estimates,female,35,0.774
954,1950,estimates,male,35,1.17
954,1950,estimates,female,36,0.738
954,1950,estimates,male,36,1.114
954,1950,estimates,female,37,0.705
954,1950,estimates,male,37,1.057
954,1950,estimates,female,38,0.672
954,1950,estimates,male,38,0.994
954,1950,estimates,female,39,0.646
954,1950,estimates,male,39,0.932
954,1950,estimates,female,40,0.619
954,1950,estimates,male,40,0.871
954,1950,estimates,female,41,0.595
954,1950,estimates,male,41,0.812
954,1950,estimates,female,42,0.572
954,1950,estimates,male,42,0.765
954,1950,estimates,female,43,0.55
954,1950,estimates,male,43,0.732
954,1950,estimates,female,44,0.528
954,1950,estimates,male,44,0.709
954,1950,estimates,female,45,0.508
954,1950,estimates,male,45,0.688
954,1950,estimates,female,46,0.49
954,1950,estimates,male,46,0.669
954,1950,estimates,female,47,0.47
954,1950,estimates,male,47,0.644
954,1950,estimates,female,48,0.449
954,1950,estimates,male,48,0.606
954,1950,estimates,female,49,0.429
954,1950,estimates,male,49,0.559
954,1950,estimates,female,50,0.407
954,1950,estimates,male,50,0.516
954,1950,estimates,female,51,0.388
954,1950,estimates,male,51,0.475
954,1950,estimates,female,52,0.37
954,1950,estimates,male,52,0.439
954,1950,estimates,female,53,0.362
954,1950,estimates,male,53,0.417
954,1950,estimates,female,54,0.357
954,1950,estimates,male,54,0.402
954,1950,estimates,female,55,0.352
954,1950,estimates,male,55,0.386
954,1950,estimates,female,56,0.348
954,1950,estimates,male,56,0.371
954,1950,estimates,female,57,0.34
954,1950,estimates,male,57,0.356
954,1950,estimates,female,58,0.328
954,1950,estimates,male,58,0.338
954,1950,estimates,female,59,0.313
