region,year,variant,gender,age1yearinterval,population
957,1950,estimates,female,0,4.41
957,1950,estimates,male,0,4.695
957,1950,estimates,female,1,4.252
957,1950,estimates,male,1,4.497
957,1950,estimates,female,2,4.104
957,1950,estimates,male,2,4.326
957,1950,estimates,female,3,3.966
957,1950,estimates,male,3,4.175
957,1950,estimates,female,4,3.833
957,1950,estimates,male,4,4.043
957,1950,estimates,female,5,3.712
957,1950,estimates,male,5,3.928
957,1950,estimates,female,6,3.594
957,1950,estimates,male,6,3.823
957,1950,estimates,female,7,3.483
957,1950,estimates,male,7,3.73
957,1950,estimates,female,8,3.376
957,1950,estimates,male,8,3.645
957,1950,estimates,female,9,3.275
957,1950,estimates,male,9,3.562
957,1950,estimates,female,10,3.182
957,1950,estimates,male,10,3.486
957,1950,estimates,female,11,3.09
957,1950,estimates,male,11,3.421
957,1950,estimates,female,12,2.996
957,1950,estimates,male,12,3.331
957,1950,estimates,female,13,2.9
957,1950,estimates,male,13,3.2
957,1950,estimates,female,14,2.798
957,1950,estimates,male,14,3.042
957,1950,estimates,female,15,2.703
957,1950,estimates,male,15,2.891
957,1950,estimates,female,16,2.61
957,1950,estimates,male,16,2.742
957,1950,estimates,female,17,2.525
957,1950,estimates,male,17,2.609
957,1950,estimates,female,18,2.446
957,1950,estimates,male,18,2.499
957,1950,estimates,female,19,2.371
957,1950,estimates,male,19,2.411
957,1950,estimates,female,20,2.3
957,1950,estimates,male,20,2.319
957,1950,estimates,female,21,2.228
957,1950,estimates,male,21,2.228
957,1950,estimates,female,22,2.163
957,1950,estimates,male,22,2.15
957,1950,estimates,female,23,2.112
957,1950,estimates,male,23,2.091
957,1950,estimates,female,24,2.069
957,1950,estimates,male,24,2.041
957,1950,estimates,female,25,2.024
957,1950,estimates,male,25,1.995
957,1950,estimates,female,26,1.984
957,1950,estimates,male,26,1.957
957,1950,estimates,female,27,1.924
957,1950,estimates,male,27,1.902
957,1950,estimates,female,28,1.833
957,1950,estimates,male,28,1.823
957,1950,estimates,female,29,1.721
957,1950,estimates,male,29,1.727
957,1950,estimates,female,30,1.614
957,1950,estimates,male,30,1.639
957,1950,estimates,female,31,1.505
957,1950,estimates,male,31,1.547
957,1950,estimates,female,32,1.416
957,1950,estimates,male,32,1.475
957,1950,estimates,female,33,1.36
957,1950,estimates,male,33,1.436
957,1950,estimates,female,34,1.323
957,1950,estimates,male,34,1.416
957,1950,estimates,female,35,1.284
957,1950,estimates,male,35,1.392
957,1950,estimates,female,36,1.251
957,1950,estimates,male,36,1.372
957,1950,estimates,female,37,1.209
957,1950,estimates,male,37,1.342
957,1950,estimates,female,38,1.159
957,1950,estimates,male,38,1.289
957,1950,estimates,female,39,1.102
957,1950,estimates,male,39,1.222
957,1950,estimates,female,40,1.052
957,1950,estimates,male,40,1.162
957,1950,estimates,female,41,1
957,1950,estimates,male,41,1.1
957,1950,estimates,female,42,0.952
957,1950,estimates,male,42,1.047
957,1950,estimates,female,43,0.909
957,1950,estimates,male,43,1.005
957,1950,estimates,female,44,0.866
957,1950,estimates,male,44,0.969
957,1950,estimates,female,45,0.825
957,1950,estimates,male,45,0.933
957,1950,estimates,female,46,0.782
957,1950,estimates,male,46,0.897
957,1950,estimates,female,47,0.746
957,1950,estimates,male,47,0.86
957,1950,estimates,female,48,0.718
957,1950,estimates,male,48,0.821
957,1950,estimates,female,49,0.694
957,1950,estimates,male,49,0.778
957,1950,estimates,female,50,0.669
957,1950,estimates,male,50,0.739
957,1950,estimates,female,51,0.649
957,1950,estimates,male,51,0.702
957,1950,estimates,female,52,0.622
957,1950,estimates,male,52,0.666
957,1950,estimates,female,53,0.578
957,1950,estimates,male,53,0.623
957,1950,estimates,female,54,0.527
957,1950,estimates,male,54,0.577
957,1950,estimates,female,55,0.476
957,1950,estimates,male,55,0.536
957,1950,estimates,female,56,0.425
957,1950,estimates,male,56,0.493
957,1950,estimates,female,57,0.392
957,1950,estimates,male,57,0.459
957,1950,estimates,female,58,0.386
957,1950,estimates,male,58,0.442
957,1950,estimates,female,59,0.395
957,1950,estimates,male,59,0.433
957,1950,estimates,female,60,0.405
