region,year,variant,gender,age1yearinterval,population
914,1950,estimates,female,0,1301.082
914,1950,estimates,male,0,1323.193
914,1950,estimates,female,1,1229.258
914,1950,estimates,male,1,1249.296
914,1950,estimates,female,2,1165
914,1950,estimates,male,2,1183.205
914,1950,estimates,female,3,1107.716
914,1950,estimates,male,3,1124.321
914,1950,estimates,female,4,1056.817
914,1950,estimates,male,4,1072.035
914,1950,estimates,female,5,1011.716
914,1950,estimates,male,5,1025.743
914,1950,estimates,female,6,971.826
914,1950,estimates,male,6,984.849
914,1950,estimates,female,7,936.555
914,1950,estimates,male,7,948.734
914,1950,estimates,female,8,905.322
914,1950,estimates,male,8,916.803
914,1950,estimates,female,9,877.535
914,1950,estimates,male,9,888.452
914,1950,estimates,female,10,853.083
914,1950,estimates,male,10,863.55
914,1950,estimates,female,11,831.862
914,1950,estimates,male,11,841.967
914,1950,estimates,female,12,810.878
914,1950,estimates,male,12,820.722
914,1950,estimates,female,13,788.596
914,1950,estimates,male,13,798.27
914,1950,estimates,female,14,765.859
914,1950,estimates,male,14,775.419
914,1950,estimates,female,15,745.041
914,1950,estimates,male,15,754.528
914,1950,estimates,female,16,725.638
914,1950,estimates,male,16,735.085
914,1950,estimates,female,17,706.648
914,1950,estimates,male,17,715.979
914,1950,estimates,female,18,687.784
914,1950,estimates,male,18,696.863
914,1950,estimates,female,19,669.198
914,1950,estimates,male,19,677.921
914,1950,estimates,female,20,651.277
914,1950,estimates,male,20,659.65
914,1950,estimates,female,21,633.901
914,1950,estimates,male,21,641.922
914,1950,estimates,female,22,617.001
914,1950,estimates,male,22,624.6
914,1950,estimates,female,23,600.559
914,1950,estimates,male,23,607.656
914,1950,estimates,female,24,584.537
914,1950,estimates,male,24,591.067
914,1950,estimates,female,25,568.854
914,1950,estimates,male,25,574.806
914,1950,estimates,female,26,553.485
914,1950,estimates,male,26,558.823
914,1950,estimates,female,27,538.446
914,1950,estimates,male,27,543.173
914,1950,estimates,female,28,523.733
914,1950,estimates,male,28,527.854
914,1950,estimates,female,29,509.275
914,1950,estimates,male,29,512.797
914,1950,estimates,female,30,495.101
914,1950,estimates,male,30,498.007
914,1950,estimates,female,31,481.291
914,1950,estimates,male,31,483.569
914,1950,estimates,female,32,467.253
914,1950,estimates,male,32,468.909
914,1950,estimates,female,33,452.728
914,1950,estimates,male,33,453.772
914,1950,estimates,female,34,438.01
914,1950,estimates,male,34,438.442
914,1950,estimates,female,35,423.622
914,1950,estimates,male,35,423.433
914,1950,estimates,female,36,409.432
914,1950,estimates,male,36,408.591
914,1950,estimates,female,37,395.881
914,1950,estimates,male,37,394.426
914,1950,estimates,female,38,383.243
914,1950,estimates,male,38,381.222
914,1950,estimates,female,39,371.289
914,1950,estimates,male,39,368.726
914,1950,estimates,female,40,359.588
914,1950,estimates,male,40,356.45
914,1950,estimates,female,41,348.285
914,1950,estimates,male,41,344.557
914,1950,estimates,female,42,337.047
914,1950,estimates,male,42,332.639
914,1950,estimates,female,43,325.678
914,1950,estimates,male,43,320.469
914,1950,estimates,female,44,314.395
914,1950,estimates,male,44,308.286
914,1950,estimates,female,45,303.453
914,1950,estimates,male,45,296.452
914,1950,estimates,female,46,292.6
914,1950,estimates,male,46,284.74
914,1950,estimates,female,47,282.888
914,1950,estimates,male,47,274.029
914,1950,estimates,female,48,274.799
914,1950,estimates,male,48,264.753
914,1950,estimates,female,49,267.74
914,1950,estimates,male,49,256.407
914,1950,estimates,female,50,260.681
914,1950,estimates,male,50,248.11
914,1950,estimates,female,51,253.872
914,1950,estimates,male,51,240.087
914,1950,estimates,female,52,246.369
914,1950,estimates,male,52,231.569
914,1950,estimates,female,53,237.62
914,1950,estimates,male,53,222.11
914,1950,estimates,female,54,228.06
914,1950,estimates,male,54,212.072
914,1950,estimates,female,55,218.731
914,1950,estimates,male,55,202.3
