region,year,variant,gender,age1yearinterval,population
5501,1950,estimates,female,0,8085.992
5501,1950,estimates,male,0,8157.714
5501,1950,estimates,female,1,7545.982
5501,1950,estimates,male,1,7682.307
5501,1950,estimates,female,2,7091.726
5501,1950,estimates,male,2,7276.684
5501,1950,estimates,female,3,6714.945
5501,1950,estimates,male,3,6934.403
5501,1950,estimates,female,4,6407.363
5501,1950,estimates,male,4,6649.025
5501,1950,estimates,female,5,6160.7
5501,1950,estimates,male,5,6414.106
5501,1950,estimates,female,6,5966.678
5501,1950,estimates,male,6,6223.211
5501,1950,estimates,female,7,5817.019
5501,1950,estimates,male,7,6069.899
5501,1950,estimates,female,8,5703.448
5501,1950,estimates,male,8,5947.733
5501,1950,estimates,female,9,5617.683
5501,1950,estimates,male,9,5850.27
5501,1950,estimates,female,10,5560.265
5501,1950,estimates,male,10,5777.715
5501,1950,estimates,female,11,5531.736
5501,1950,estimates,male,11,5730.273
5501,1950,estimates,female,12,5479.726
5501,1950,estimates,male,12,5668.287
5501,1950,estimates,female,13,5378.32
5501,1950,estimates,male,13,5572.028
5501,1950,estimates,female,14,5245.698
5501,1950,estimates,male,14,5454.987
5501,1950,estimates,female,15,5127.119
5501,1950,estimates,male,15,5350.071
5501,1950,estimates,female,16,5014.937
5501,1950,estimates,male,16,5250.314
5501,1950,estimates,female,17,4897.712
5501,1950,estimates,male,17,5151.881
5501,1950,estimates,female,18,4774.719
5501,1950,estimates,male,18,5056.021
5501,1950,estimates,female,19,4648.396
5501,1950,estimates,male,19,4961.374
5501,1950,estimates,female,20,4521.687
5501,1950,estimates,male,20,4865.792
5501,1950,estimates,female,21,4393.738
5501,1950,estimates,male,21,4770.264
5501,1950,estimates,female,22,4272.046
5501,1950,estimates,male,22,4671.108
5501,1950,estimates,female,23,4160.575
5501,1950,estimates,male,23,4566.455
5501,1950,estimates,female,24,4056.314
5501,1950,estimates,male,24,4458.314
5501,1950,estimates,female,25,3952.232
5501,1950,estimates,male,25,4350.676
5501,1950,estimates,female,26,3849.643
5501,1950,estimates,male,26,4242.859
5501,1950,estimates,female,27,3749.002
5501,1950,estimates,male,27,4136.348
5501,1950,estimates,female,28,3649.796
5501,1950,estimates,male,28,4032.316
5501,1950,estimates,female,29,3552.243
5501,1950,estimates,male,29,3930.151
5501,1950,estimates,female,30,3457.192
5501,1950,estimates,male,30,3828.489
5501,1950,estimates,female,31,3364.632
5501,1950,estimates,male,31,3728.136
5501,1950,estimates,female,32,3273.309
5501,1950,estimates,male,32,3627.858
5501,1950,estimates,female,33,3182.734
5501,1950,estimates,male,33,3527.086
5501,1950,estimates,female,34,3093.451
5501,1950,estimates,male,34,3426.925
5501,1950,estimates,female,35,3005.021
5501,1950,estimates,male,35,3327.595
5501,1950,estimates,female,36,2915.761
5501,1950,estimates,male,36,3227.278
5501,1950,estimates,female,37,2833.622
5501,1950,estimates,male,37,3135.657
5501,1950,estimates,female,38,2761.948
5501,1950,estimates,male,38,3057.012
5501,1950,estimates,female,39,2696.052
5501,1950,estimates,male,39,2986.025
5501,1950,estimates,female,40,2630.776
5501,1950,estimates,male,40,2914.93
5501,1950,estimates,female,41,2570.596
5501,1950,estimates,male,41,2847.466
5501,1950,estimates,female,42,2493.923
5501,1950,estimates,male,42,2767.591
5501,1950,estimates,female,43,2390.592
5501,1950,estimates,male,43,2667.24
5501,1950,estimates,female,44,2272.163
5501,1950,estimates,male,44,2554.817
5501,1950,estimates,female,45,2156.667
5501,1950,estimates,male,45,2444.654
5501,1950,estimates,female,46,2036.074
5501,1950,estimates,male,46,2331.302
5501,1950,estimates,female,47,1941.689
5501,1950,estimates,male,47,2233.124
5501,1950,estimates,female,48,1889.494
5501,1950,estimates,male,48,2159.878
5501,1950,estimates,female,49,1862.691
5501,1950,estimates,male,49,2101.476
5501,1950,estimates,female,50,1832.958
5501,1950,estimates,male,50,2041.334
5501,1950,estimates,female,51,1811.307
5501,1950,estimates,male,51,1986.676
5501,1950,estimates,female,52,1759.883
5501,1950,estimates,male,52,1912.28
5501,1950,estimates,female,53,1658.702
5501,1950,estimates,male,53,1805.174
5501,1950,estimates,female,54,1528.517
5501,1950,estimates,male,54,1679.43
5501,1950,estimates,female,55,1405.298
5501,1950,estimates,male,55,1558.572
5501,1950,estimates,female,56,1276.143
5501,1950,estimates,male,56,1433.656
5501,1950,estimates,female,57,1183.452
5501,1950,estimates,male,57,1336.48
5501,1950,estimates,female,58,1150.115
5501,1950,estimates,male,58,1283.881
5501,1950,estimates,female,59,1152.942
5501,1950,estimates,male,59,1258.751
5501,1950,estimates,female,60,1149.998
5501,1950,estimates,male,60,1230.512
5501,1950,estimates,female,61,1154.65
5501,1950,estimates,male,61,1209.328
5501,1950,estimates,female,62,1126.812
5501,1950,estimates,male,62,1163.94
5501,1950,estimates,female,63,1043.9
5501,1950,estimates,male,63,1077.013
5501,1950,estimates,female,64,927.89
5501,1950,estimates,male,64,965.726
5501,1950,estimates,female,65,821.026
5501,1950,estimates,male,65,862.277
5501,1950,estimates,female,66,712.092
5501,1950,estimates,male,66,757.455
5501,1950,estimates,female,67,628.612
5501,1950,estimates,male,67,676.15
5501,1950,estimates,female,68,587.64
5501,1950,estimates,male,68,633.101
5501,1950,estimates,female,69,573.966
5501,1950,estimates,male,69,614.628
5501,1950,estimates,female,70,555.857
5501,1950,estimates,male,70,593.021
5501,1950,estimates,female,71,540.308
5501,1950,estimates,male,71,574.672
5501,1950,estimates,female,72,517.245
5501,1950,estimates,male,72,547.838
5501,1950,estimates,female,73,478.67
5501,1950,estimates,male,73,504.158
5501,1950,estimates,female,74,430.817
5501,1950,estimates,male,74,450.387
5501,1950,estimates,female,75,388.107
5501,1950,estimates,male,75,401.876
5501,1950,estimates,female,76,347.88
5501,1950,estimates,male,76,355.824
5501,1950,estimates,female,77,309.598
5501,1950,estimates,male,77,312.344
5501,1950,estimates,female,78,274.511
5501,1950,estimates,male,78,273.114
5501,1950,estimates,female,79,242.099
5501,1950,estimates,male,79,237.392
5501,1950,estimates,female,80plus,1173.875
5501,1950,estimates,male,80plus,1003.737
5501,1951,estimates,female,0,8567.882
5501,1951,estimates,male,0,8858.885
5501,1951,estimates,female,1,7849.261
5501,1951,estimates,male,1,7969.422
5501,1951,estimates,female,2,7351.183
5501,1951,estimates,male,2,7518.276
5501,1951,estimates,female,3,6932.887
5501,1951,estimates,male,3,7136.013
5501,1951,estimates,female,4,6586.454
5501,1951,estimates,male,4,6815.798
5501,1951,estimates,female,5,6303.955
5501,1951,estimates,male,5,6550.8
5501,1951,estimates,female,6,6077.8
5501,1951,estimates,male,6,6335.127
5501,1951,estimates,female,7,5900.382
5501,1951,estimates,male,7,6162.878
5501,1951,estimates,female,8,5762.161
5501,1951,estimates,male,8,6022.559
5501,1951,estimates,female,9,5654.562
5501,1951,estimates,male,9,5905.476
5501,1951,estimates,female,10,5570.636
5501,1951,estimates,male,10,5807.596
5501,1951,estimates,female,11,5512.655
5501,1951,estimates,male,11,5733.944
5501,1951,estimates,female,12,5480.943
5501,1951,estimates,male,12,5683.934
5501,1951,estimates,female,13,5426.333
5501,1951,estimates,male,13,5619.482
5501,1951,estimates,female,14,5324.725
5501,1951,estimates,male,14,5522.182
5501,1951,estimates,female,15,5193.27
5501,1951,estimates,male,15,5404.896
5501,1951,estimates,female,16,5074.368
5501,1951,estimates,male,16,5298.561
5501,1951,estimates,female,17,4960.928
5501,1951,estimates,male,17,5196.598
5501,1951,estimates,female,18,4842.82
5501,1951,estimates,male,18,5096.519
5501,1951,estimates,female,19,4719.686
5501,1951,estimates,male,19,5000.043
5501,1951,estimates,female,20,4593.688
5501,1951,estimates,male,20,4905.484
5501,1951,estimates,female,21,4467.135
5501,1951,estimates,male,21,4809.835
5501,1951,estimates,female,22,4339.293
5501,1951,estimates,male,22,4714.188
5501,1951,estimates,female,23,4217.723
5501,1951,estimates,male,23,4615.231
5501,1951,estimates,female,24,4106.345
5501,1951,estimates,male,24,4511.174
5501,1951,estimates,female,25,4002.166
5501,1951,estimates,male,25,4403.883
5501,1951,estimates,female,26,3898.213
5501,1951,estimates,male,26,4297.145
5501,1951,estimates,female,27,3795.793
5501,1951,estimates,male,27,4190.325
5501,1951,estimates,female,28,3695.287
5501,1951,estimates,male,28,4084.598
5501,1951,estimates,female,29,3596.16
5501,1951,estimates,male,29,3980.964
5501,1951,estimates,female,30,3498.654
5501,1951,estimates,male,30,3878.936
5501,1951,estimates,female,31,3403.659
5501,1951,estimates,male,31,3777.453
5501,1951,estimates,female,32,3311.147
5501,1951,estimates,male,32,3677.238
5501,1951,estimates,female,33,3219.938
5501,1951,estimates,male,33,3577.099
5501,1951,estimates,female,34,3129.58
