region,year,variant,gender,age1yearinterval,population
901,1950,estimates,female,0,9741.712
901,1950,estimates,male,0,10176.666
901,1950,estimates,female,1,8714.128
901,1950,estimates,male,1,9087.389
901,1950,estimates,female,2,7918.409
901,1950,estimates,male,2,8241.706
901,1950,estimates,female,3,7329.804
901,1950,estimates,male,3,7613.457
901,1950,estimates,female,4,6923.56
901,1950,estimates,male,4,7176.473
901,1950,estimates,female,5,6674.924
901,1950,estimates,male,5,6904.586
901,1950,estimates,female,6,6559.146
901,1950,estimates,male,6,6771.631
901,1950,estimates,female,7,6551.477
901,1950,estimates,male,7,6751.442
901,1950,estimates,female,8,6627.16
901,1950,estimates,male,8,6817.848
901,1950,estimates,female,9,6761.448
901,1950,estimates,male,9,6944.681
901,1950,estimates,female,10,6969.369
901,1950,estimates,male,10,7146.538
901,1950,estimates,female,11,7265.951
901,1950,estimates,male,11,7438.002
901,1950,estimates,female,12,7427.537
901,1950,estimates,male,12,7589.126
901,1950,estimates,female,13,7349.799
901,1950,estimates,male,13,7492.253
901,1950,estimates,female,14,7127.334
901,1950,estimates,male,14,7243.473
901,1950,estimates,female,15,6945.381
901,1950,estimates,male,15,7031.59
901,1950,estimates,female,16,6750.449
901,1950,estimates,male,16,6800.89
901,1950,estimates,female,17,6661.408
901,1950,estimates,male,17,6672.94
901,1950,estimates,female,18,6750.739
901,1950,estimates,male,18,6721.405
901,1950,estimates,female,19,6947.291
901,1950,estimates,male,19,6872.244
901,1950,estimates,female,20,7105.587
901,1950,estimates,male,20,6984.435
901,1950,estimates,female,21,7252.461
901,1950,estimates,male,21,7094.214
901,1950,estimates,female,22,7343.896
901,1950,estimates,male,22,7107.894
901,1950,estimates,female,23,7342.584
901,1950,estimates,male,23,6967.222
901,1950,estimates,female,24,7270.271
901,1950,estimates,male,24,6722.19
901,1950,estimates,female,25,7213.825
901,1950,estimates,male,25,6500.031
901,1950,estimates,female,26,7189.269
901,1950,estimates,male,26,6298.03
901,1950,estimates,female,27,7034.352
901,1950,estimates,male,27,6039.967
901,1950,estimates,female,28,6687.755
901,1950,estimates,male,28,5708.033
901,1950,estimates,female,29,6236.75
