region,year,variant,gender,age1yearinterval,population
927,1950,estimates,female,0,120.465
927,1950,estimates,male,0,126.827
927,1950,estimates,female,1,114.643
927,1950,estimates,male,1,120.48
927,1950,estimates,female,2,109.102
927,1950,estimates,male,2,114.437
927,1950,estimates,female,3,103.853
927,1950,estimates,male,3,108.712
927,1950,estimates,female,4,98.905
927,1950,estimates,male,4,103.318
927,1950,estimates,female,5,94.269
927,1950,estimates,male,5,98.269
927,1950,estimates,female,6,89.954
927,1950,estimates,male,6,93.578
927,1950,estimates,female,7,85.971
927,1950,estimates,male,7,89.259
927,1950,estimates,female,8,82.33
927,1950,estimates,male,8,85.325
927,1950,estimates,female,9,79.04
927,1950,estimates,male,9,81.789
927,1950,estimates,female,10,76.133
927,1950,estimates,male,10,78.674
927,1950,estimates,female,11,73.637
927,1950,estimates,male,11,76.001
927,1950,estimates,female,12,71.464
927,1950,estimates,male,12,73.741
927,1950,estimates,female,13,69.587
927,1950,estimates,male,13,71.891
927,1950,estimates,female,14,68.072
927,1950,estimates,male,14,70.49
927,1950,estimates,female,15,66.876
927,1950,estimates,male,15,69.413
927,1950,estimates,female,16,65.834
927,1950,estimates,male,16,68.485
927,1950,estimates,female,17,65.824
927,1950,estimates,male,17,68.663
927,1950,estimates,female,18,67.221
927,1950,estimates,male,18,70.345
927,1950,estimates,female,19,69.535
927,1950,estimates,male,19,72.987
927,1950,estimates,female,20,71.858
927,1950,estimates,male,20,75.615
927,1950,estimates,female,21,74.318
927,1950,estimates,male,21,78.387
927,1950,estimates,female,22,76.442
927,1950,estimates,male,22,80.652
927,1950,estimates,female,23,77.883
927,1950,estimates,male,23,81.975
927,1950,estimates,female,24,78.802
927,1950,estimates,male,24,82.592
927,1950,estimates,female,25,79.822
927,1950,estimates,male,25,83.337
927,1950,estimates,female,26,80.962
927,1950,estimates,male,26,84.235
927,1950,estimates,female,27,81.266
927,1950,estimates,male,27,84.155
927,1950,estimates,female,28,80.364
927,1950,estimates,male,28,82.682
927,1950,estimates,female,29,78.704
927,1950,estimates,male,29,80.361
927,1950,estimates,female,30,76.98
927,1950,estimates,male,30,78.014
927,1950,estimates,female,31,74.914
927,1950,estimates,male,31,75.31
927,1950,estimates,female,32,73.646
927,1950,estimates,male,32,73.717
927,1950,estimates,female,33,73.77
927,1950,estimates,male,33,74
927,1950,estimates,female,34,74.695
927,1950,estimates,male,34,75.415
927,1950,estimates,female,35,75.328
927,1950,estimates,male,35,76.509
927,1950,estimates,female,36,75.992
927,1950,estimates,male,36,77.629
927,1950,estimates,female,37,75.781
927,1950,estimates,male,37,77.994
927,1950,estimates,female,38,74.169
927,1950,estimates,male,38,77.087
927,1950,estimates,female,39,71.654
927,1950,estimates,male,39,75.332
927,1950,estimates,female,40,69.286
927,1950,estimates,male,40,73.694
927,1950,estimates,female,41,66.883
927,1950,estimates,male,41,72.004
927,1950,estimates,female,42,64.655
927,1950,estimates,male,42,70.259
927,1950,estimates,female,43,62.82
927,1950,estimates,male,43,68.562
927,1950,estimates,female,44,61.271
927,1950,estimates,male,44,66.878
927,1950,estimates,female,45,59.646
927,1950,estimates,male,45,65.095
927,1950,estimates,female,46,57.975
927,1950,estimates,male,46,63.261
927,1950,estimates,female,47,56.644
927,1950,estimates,male,47,61.416
927,1950,estimates,female,48,55.797
927,1950,estimates,male,48,59.581
927,1950,estimates,female,49,55.277
927,1950,estimates,male,49,57.778
927,1950,estimates,female,50,54.762
927,1950,estimates,male,50,55.995
927,1950,estimates,female,51,54.287
927,1950,estimates,male,51,54.205
927,1950,estimates,female,52,53.815
927,1950,estimates,male,52,52.652
927,1950,estimates,female,53,53.282
927,1950,estimates,male,53,51.447
