region,year,variant,gender,age1yearinterval,population
902,1950,estimates,female,0,28818.424
902,1950,estimates,male,0,29658.173
902,1950,estimates,female,1,26621.402
902,1950,estimates,male,1,27512.685
902,1950,estimates,female,2,24767.687
902,1950,estimates,male,2,25706.009
902,1950,estimates,female,3,23225.875
902,1950,estimates,male,3,24206.495
902,1950,estimates,female,4,21964.576
902,1950,estimates,male,4,22982.525
902,1950,estimates,female,5,20952.392
902,1950,estimates,male,5,22002.446
902,1950,estimates,female,6,20157.922
902,1950,estimates,male,6,21234.647
902,1950,estimates,female,7,19549.754
902,1950,estimates,male,7,20647.465
902,1950,estimates,female,8,19096.519
902,1950,estimates,male,8,20209.307
902,1950,estimates,female,9,18766.797
902,1950,estimates,male,9,19888.513
902,1950,estimates,female,10,18557.608
902,1950,estimates,male,10,19685.247
902,1950,estimates,female,11,18465.962
902,1950,estimates,male,11,19599.682
902,1950,estimates,female,12,18318.412
902,1950,estimates,male,12,19441.206
902,1950,estimates,female,13,18026.763
902,1950,estimates,male,13,19114.585
902,1950,estimates,female,14,17644.844
902,1950,estimates,male,14,18683.583
902,1950,estimates,female,15,17319.426
902,1950,estimates,male,15,18307.546
902,1950,estimates,female,16,17026.849
902,1950,estimates,male,16,17955.032
902,1950,estimates,female,17,16697.022
902,1950,estimates,male,17,17593.403
902,1950,estimates,female,18,16311.427
902,1950,estimates,male,18,17222.404
902,1950,estimates,female,19,15890.328
902,1950,estimates,male,19,16842.81
902,1950,estimates,female,20,15474.81
902,1950,estimates,male,20,16463.055
902,1950,estimates,female,21,15059.473
902,1950,estimates,male,21,16090.35
902,1950,estimates,female,22,14653.295
902,1950,estimates,male,22,15689.649
902,1950,estimates,female,23,14265.811
902,1950,estimates,male,23,15247.232
902,1950,estimates,female,24,13894.592
902,1950,estimates,male,24,14784.587
902,1950,estimates,female,25,13524.924
902,1950,estimates,male,25,14330.747
902,1950,estimates,female,26,13156.435
902,1950,estimates,male,26,13872.473
902,1950,estimates,female,27,12819.492
902,1950,estimates,male,27,13478.109
902,1950,estimates,female,28,12526.718
902,1950,estimates,male,28,13182.258
902,1950,estimates,female,29,12265.097
902,1950,estimates,male,29,12951.526
902,1950,estimates,female,30,12007.288
902,1950,estimates,male,30,12716.815
902,1950,estimates,female,31,11756.726
902,1950,estimates,male,31,12490.565
902,1950,estimates,female,32,11510.478
902,1950,estimates,male,32,12254.975
902,1950,estimates,female,33,11263.66
902,1950,estimates,male,33,11993.776
902,1950,estimates,female,34,11016.676
902,1950,estimates,male,34,11715.882
902,1950,estimates,female,35,10775.682
902,1950,estimates,male,35,11448.766
902,1950,estimates,female,36,10540.469
902,1950,estimates,male,36,11189.592
902,1950,estimates,female,37,10295.507
902,1950,estimates,male,37,10915.351
902,1950,estimates,female,38,10033.986
902,1950,estimates,male,38,10618.149
902,1950,estimates,female,39,9761.87499999999
902,1950,estimates,male,39,10306.936
902,1950,estimates,female,40,9492.298
