country,year,variant,gender,freq,age1yearinterval,survivorage
288,1950,estimates,female,5yearly,"Region, subregion, country or area *",Ghana
288,1950,estimates,male,5yearly,"Region, subregion, country or area *",Ghana
288,1950,estimates,female,5yearly,0,100000
288,1950,estimates,male,5yearly,0,100000
288,1950,estimates,female,5yearly,1,85874.3
288,1950,estimates,male,5yearly,1,84667.93
288,1950,estimates,female,5yearly,5,75270.999
288,1950,estimates,male,5yearly,5,74865.77
288,1950,estimates,female,5yearly,10,71963.545
288,1950,estimates,male,5yearly,10,72062.354
288,1950,estimates,female,5yearly,15,70272.679
288,1950,estimates,male,5yearly,15,70660.482
288,1950,estimates,female,5yearly,20,67912.616
288,1950,estimates,male,5yearly,20,68593.253
288,1950,estimates,female,5yearly,25,65060.841
288,1950,estimates,male,5yearly,25,65552.354
288,1950,estimates,female,5yearly,30,62088.485
288,1950,estimates,male,5yearly,30,62663.379
288,1950,estimates,female,5yearly,35,59146.904
288,1950,estimates,male,5yearly,35,59830.746
288,1950,estimates,female,5yearly,40,56134.797
288,1950,estimates,male,5yearly,40,56810.555
288,1950,estimates,female,5yearly,45,53134.834
288,1950,estimates,male,5yearly,45,53344.667
288,1950,estimates,female,5yearly,50,50042.839
288,1950,estimates,male,5yearly,50,49430.773
288,1950,estimates,female,5yearly,55,46203.023
288,1950,estimates,male,5yearly,55,44707.544
288,1950,estimates,female,5yearly,60,41358.606
288,1950,estimates,male,5yearly,60,38983.06
288,1950,estimates,female,5yearly,65,34450.605
288,1950,estimates,male,5yearly,65,31749.632
288,1950,estimates,female,5yearly,70,25811.282
288,1950,estimates,male,5yearly,70,23353.21
288,1950,estimates,female,5yearly,75,15999.9
288,1950,estimates,male,5yearly,75,14296.476
288,1950,estimates,female,5yearly,80,7358.9146
288,1950,estimates,male,5yearly,80,6498.0759
288,1950,estimates,female,5yearly,85,2124.7868
288,1950,estimates,male,5yearly,85,1871.5421
288,1950,estimates,female,5yearly,90,343.82452
288,1950,estimates,male,5yearly,90,288.25859
288,1950,estimates,female,5yearly,95,28.454138
