country,year,variant,gender,freq,age1yearinterval,survivorage
764,1950,estimates,female,5yearly,"Region, subregion, country or area *",Thailand
764,1950,estimates,male,5yearly,"Region, subregion, country or area *",Thailand
764,1950,estimates,female,5yearly,0,100000
764,1950,estimates,male,5yearly,0,100000
764,1950,estimates,female,5yearly,1,88438.536
764,1950,estimates,male,5yearly,1,86142.076
764,1950,estimates,female,5yearly,5,82373.26
764,1950,estimates,male,5yearly,5,79892.33
764,1950,estimates,female,5yearly,10,80309.627
764,1950,estimates,male,5yearly,10,76854.96
764,1950,estimates,female,5yearly,15,79160.644
764,1950,estimates,male,5yearly,15,74991.425
764,1950,estimates,female,5yearly,20,78024.662
764,1950,estimates,male,5yearly,20,73714.834
764,1950,estimates,female,5yearly,25,76202.44
764,1950,estimates,male,5yearly,25,71966.309
764,1950,estimates,female,5yearly,30,73997.303
764,1950,estimates,male,5yearly,30,70039.796
764,1950,estimates,female,5yearly,35,71401.238
764,1950,estimates,male,5yearly,35,67785.895
764,1950,estimates,female,5yearly,40,68496.129
764,1950,estimates,male,5yearly,40,64996.908
764,1950,estimates,female,5yearly,45,65425.951
764,1950,estimates,male,5yearly,45,61686.503
764,1950,estimates,female,5yearly,50,62339.395
764,1950,estimates,male,5yearly,50,57636.792
764,1950,estimates,female,5yearly,55,58733.296
764,1950,estimates,male,5yearly,55,52801.234
764,1950,estimates,female,5yearly,60,54571.423
764,1950,estimates,male,5yearly,60,47576.035
764,1950,estimates,female,5yearly,65,48908.477
764,1950,estimates,male,5yearly,65,40755.981
764,1950,estimates,female,5yearly,70,42346.747
764,1950,estimates,male,5yearly,70,32718.532
764,1950,estimates,female,5yearly,75,33748.554
764,1950,estimates,male,5yearly,75,22895.173
764,1950,estimates,female,5yearly,80,24426.931
764,1950,estimates,male,5yearly,80,14243.628
764,1950,estimates,female,5yearly,85,14636.344
764,1950,estimates,male,5yearly,85,7095.8266
764,1950,estimates,female,5yearly,90,7432.9
764,1950,estimates,male,5yearly,90,2792.7745
764,1950,estimates,female,5yearly,95,2930.5463
764,1950,estimates,male,5yearly,95,785.22796
764,1950,estimates,female,5yearly,100plus,837.54568
764,1950,estimates,male,5yearly,100plus,146.35014
764,1955,estimates,female,5yearly,"Region, subregion, country or area *",Thailand
764,1955,estimates,male,5yearly,"Region, subregion, country or area *",Thailand
764,1955,estimates,female,5yearly,0,100000
764,1955,estimates,male,5yearly,0,100000
764,1955,estimates,female,5yearly,1,90272.224
764,1955,estimates,male,5yearly,1,88027.703
764,1955,estimates,female,5yearly,5,85290.39
764,1955,estimates,male,5yearly,5,83010.383
764,1955,estimates,female,5yearly,10,83246.459
764,1955,estimates,male,5yearly,10,80047.619
764,1955,estimates,female,5yearly,15,82156.865
764,1955,estimates,male,5yearly,15,78358.613
764,1955,estimates,female,5yearly,20,81067.876
764,1955,estimates,male,5yearly,20,77186.649
764,1955,estimates,female,5yearly,25,79343.404
764,1955,estimates,male,5yearly,25,75658.207
764,1955,estimates,female,5yearly,30,77446.359
764,1955,estimates,male,5yearly,30,74080.681
764,1955,estimates,female,5yearly,35,75000.165
764,1955,estimates,male,5yearly,35,72044.095
764,1955,estimates,female,5yearly,40,72146.668
764,1955,estimates,male,5yearly,40,69564.868
764,1955,estimates,female,5yearly,45,69068.74
764,1955,estimates,male,5yearly,45,66243.024
764,1955,estimates,female,5yearly,50,65949.561
764,1955,estimates,male,5yearly,50,62157.146
764,1955,estimates,female,5yearly,55,62163.312
764,1955,estimates,male,5yearly,55,57053.644
764,1955,estimates,female,5yearly,60,57819.947
764,1955,estimates,male,5yearly,60,51162.384
764,1955,estimates,female,5yearly,65,51897.156
764,1955,estimates,male,5yearly,65,43875.092
764,1955,estimates,female,5yearly,70,44550.151
764,1955,estimates,male,5yearly,70,35222.056
764,1955,estimates,female,5yearly,75,33579.323
764,1955,estimates,male,5yearly,75,24647.043
764,1955,estimates,female,5yearly,80,23632.425
764,1955,estimates,male,5yearly,80,15333.508
764,1955,estimates,female,5yearly,85,13257.17
764,1955,estimates,male,5yearly,85,7638.7779
764,1955,estimates,female,5yearly,90,6254.6405
764,1955,estimates,male,5yearly,90,3006.4692
764,1955,estimates,female,5yearly,95,2236.7408
764,1955,estimates,male,5yearly,95,845.31125
764,1955,estimates,female,5yearly,100plus,564.73518
764,1955,estimates,male,5yearly,100plus,157.54841
764,1960,estimates,female,5yearly,"Region, subregion, country or area *",Thailand
764,1960,estimates,male,5yearly,"Region, subregion, country or area *",Thailand
764,1960,estimates,female,5yearly,0,100000
764,1960,estimates,male,5yearly,0,100000
764,1960,estimates,female,5yearly,1,91721.333
764,1960,estimates,male,5yearly,1,89816.06
764,1960,estimates,female,5yearly,5,87690.168
764,1960,estimates,male,5yearly,5,85806.278
764,1960,estimates,female,5yearly,10,86078.464
764,1960,estimates,male,5yearly,10,83217.677
764,1960,estimates,female,5yearly,15,85141.463
764,1960,estimates,male,5yearly,15,81598.767
764,1960,estimates,female,5yearly,20,84083.115
764,1960,estimates,male,5yearly,20,80445.521
764,1960,estimates,female,5yearly,25,82553.668
764,1960,estimates,male,5yearly,25,79061.157
764,1960,estimates,female,5yearly,30,80850.929
764,1960,estimates,male,5yearly,30,77586.386
764,1960,estimates,female,5yearly,35,78748.403
764,1960,estimates,male,5yearly,35,75753.801
764,1960,estimates,female,5yearly,40,76121.613
764,1960,estimates,male,5yearly,40,73294.142
764,1960,estimates,female,5yearly,45,73091.288
764,1960,estimates,male,5yearly,45,70119.861
764,1960,estimates,female,5yearly,50,69936.439
764,1960,estimates,male,5yearly,50,65991.786
764,1960,estimates,female,5yearly,55,66063.226
764,1960,estimates,male,5yearly,55,60746.745
764,1960,estimates,female,5yearly,60,61356.581
764,1960,estimates,male,5yearly,60,54473.465
764,1960,estimates,female,5yearly,65,55583.699
