country,year,variant,gender,freq,age1yearinterval,survivorage
554,1950,estimates,female,5yearly,"Region, subregion, country or area *",New Zealand
554,1950,estimates,male,5yearly,"Region, subregion, country or area *",New Zealand
554,1950,estimates,female,5yearly,0,100000
554,1950,estimates,male,5yearly,0,100000
554,1950,estimates,female,5yearly,1,97686.971
554,1950,estimates,male,5yearly,1,97021.515
554,1950,estimates,female,5yearly,5,97041.823
554,1950,estimates,male,5yearly,5,96313.029
554,1950,estimates,female,5yearly,10,96763.739
554,1950,estimates,male,5yearly,10,95968.881
554,1950,estimates,female,5yearly,15,96519.713
554,1950,estimates,male,5yearly,15,95649.822
554,1950,estimates,female,5yearly,20,96182.431
554,1950,estimates,male,5yearly,20,94950.99
554,1950,estimates,female,5yearly,25,95729.974
554,1950,estimates,male,5yearly,25,94004.956
554,1950,estimates,female,5yearly,30,95218.632
554,1950,estimates,male,5yearly,30,93183.196
554,1950,estimates,female,5yearly,35,94639.514
554,1950,estimates,male,5yearly,35,92335.376
554,1950,estimates,female,5yearly,40,93799.22
554,1950,estimates,male,5yearly,40,91208.062
554,1950,estimates,female,5yearly,45,92581.546
554,1950,estimates,male,5yearly,45,89715.081
554,1950,estimates,female,5yearly,50,90569.295
554,1950,estimates,male,5yearly,50,87234.822
554,1950,estimates,female,5yearly,55,87580.529
554,1950,estimates,male,5yearly,55,83276.957
554,1950,estimates,female,5yearly,60,83232.21
554,1950,estimates,male,5yearly,60,77084.046
554,1950,estimates,female,5yearly,65,76999.468
554,1950,estimates,male,5yearly,65,68171.666
554,1950,estimates,female,5yearly,70,68153.794
554,1950,estimates,male,5yearly,70,56310.92
554,1950,estimates,female,5yearly,75,55331.312
554,1950,estimates,male,5yearly,75,42047.373
554,1950,estimates,female,5yearly,80,38626.236
554,1950,estimates,male,5yearly,80,26502.469
554,1950,estimates,female,5yearly,85,22290.676
554,1950,estimates,male,5yearly,85,13452.937
554,1950,estimates,female,5yearly,90,9063.0293
554,1950,estimates,male,5yearly,90,4700.1864
554,1950,estimates,female,5yearly,95,2316.2732
554,1950,estimates,male,5yearly,95,1049.1958
554,1950,estimates,female,5yearly,100plus,318.48254
554,1950,estimates,male,5yearly,100plus,130.34625
554,1955,estimates,female,5yearly,"Region, subregion, country or area *",New Zealand
554,1955,estimates,male,5yearly,"Region, subregion, country or area *",New Zealand
554,1955,estimates,female,5yearly,0,100000
554,1955,estimates,male,5yearly,0,100000
554,1955,estimates,female,5yearly,1,97896.145
554,1955,estimates,male,5yearly,1,97338.671
554,1955,estimates,female,5yearly,5,97356.429
554,1955,estimates,male,5yearly,5,96742.116
554,1955,estimates,female,5yearly,10,97145.894
554,1955,estimates,male,5yearly,10,96432.592
554,1955,estimates,female,5yearly,15,96942.093
554,1955,estimates,male,5yearly,15,96168.712
554,1955,estimates,female,5yearly,20,96692.283
554,1955,estimates,male,5yearly,20,95550.142
554,1955,estimates,female,5yearly,25,96357.81
554,1955,estimates,male,5yearly,25,94725.435
554,1955,estimates,female,5yearly,30,95970.223
554,1955,estimates,male,5yearly,30,93991.389
554,1955,estimates,female,5yearly,35,95489.619
554,1955,estimates,male,5yearly,35,93185.573
554,1955,estimates,female,5yearly,40,94679.797
554,1955,estimates,male,5yearly,40,92212.86
554,1955,estimates,female,5yearly,45,93581.331
554,1955,estimates,male,5yearly,45,90820.974
554,1955,estimates,female,5yearly,50,91786.625
554,1955,estimates,male,5yearly,50,88418.523
554,1955,estimates,female,5yearly,55,89158.559
554,1955,estimates,male,5yearly,55,84661.57
554,1955,estimates,female,5yearly,60,85270.31
554,1955,estimates,male,5yearly,60,78523.807
554,1955,estimates,female,5yearly,65,79310.191
554,1955,estimates,male,5yearly,65,69565.208
554,1955,estimates,female,5yearly,70,70650.032
554,1955,estimates,male,5yearly,70,57399.897
554,1955,estimates,female,5yearly,75,58342.771
554,1955,estimates,male,5yearly,75,42484.855
554,1955,estimates,female,5yearly,80,41457.766
554,1955,estimates,male,5yearly,80,26315.578
554,1955,estimates,female,5yearly,85,24075.694
554,1955,estimates,male,5yearly,85,13206.862
554,1955,estimates,female,5yearly,90,9897.8558
554,1955,estimates,male,5yearly,90,4476.8324
554,1955,estimates,female,5yearly,95,2603.9723
554,1955,estimates,male,5yearly,95,951.17268
554,1955,estimates,female,5yearly,100plus,374.76325
554,1955,estimates,male,5yearly,100plus,110.04002
554,1960,estimates,female,5yearly,"Region, subregion, country or area *",New Zealand
554,1960,estimates,male,5yearly,"Region, subregion, country or area *",New Zealand
554,1960,estimates,female,5yearly,0,100000
554,1960,estimates,male,5yearly,0,100000
554,1960,estimates,female,5yearly,1,98235.284
554,1960,estimates,male,5yearly,1,97653.971
554,1960,estimates,female,5yearly,5,97835.917
554,1960,estimates,male,5yearly,5,97143.551
554,1960,estimates,female,5yearly,10,97648.26
554,1960,estimates,male,5yearly,10,96904.9
554,1960,estimates,female,5yearly,15,97496.038
554,1960,estimates,male,5yearly,15,96664.857
554,1960,estimates,female,5yearly,20,97259.88
554,1960,estimates,male,5yearly,20,96108.002
554,1960,estimates,female,5yearly,25,96964.181
554,1960,estimates,male,5yearly,25,95390.852
554,1960,estimates,female,5yearly,30,96644.712
554,1960,estimates,male,5yearly,30,94717.301
554,1960,estimates,female,5yearly,35,96157.263
554,1960,estimates,male,5yearly,35,93996.75
554,1960,estimates,female,5yearly,40,95414.149
554,1960,estimates,male,5yearly,40,93002.448
554,1960,estimates,female,5yearly,45,94362.528
554,1960,estimates,male,5yearly,45,91513.711
554,1960,estimates,female,5yearly,50,92618.615
554,1960,estimates,male,5yearly,50,88929.163
554,1960,estimates,female,5yearly,55,90076.044
554,1960,estimates,male,5yearly,55,84944.794
554,1960,estimates,female,5yearly,60,86193.164
554,1960,estimates,male,5yearly,60,78688.935
554,1960,estimates,female,5yearly,65,80571.219
554,1960,estimates,male,5yearly,65,69328.535
554,1960,estimates,female,5yearly,70,72080.885
554,1960,estimates,male,5yearly,70,57030.941
554,1960,estimates,female,5yearly,75,59804.433
554,1960,estimates,male,5yearly,75,42055.185
554,1960,estimates,female,5yearly,80,42745.987
554,1960,estimates,male,5yearly,80,25782.46
554,1960,estimates,female,5yearly,85,25100.238
554,1960,estimates,male,5yearly,85,12746.791
554,1960,estimates,female,5yearly,90,10370.221
554,1960,estimates,male,5yearly,90,4145.8491
554,1960,estimates,female,5yearly,95,2707.5723
554,1960,estimates,male,5yearly,95,827.83352
554,1960,estimates,female,5yearly,100plus,380.29037
554,1960,estimates,male,5yearly,100plus,88.030058
554,1965,estimates,female,5yearly,"Region, subregion, country or area *",New Zealand
554,1965,estimates,male,5yearly,"Region, subregion, country or area *",New Zealand
554,1965,estimates,female,5yearly,0,100000
554,1965,estimates,male,5yearly,0,100000
554,1965,estimates,female,5yearly,1,98481.071
554,1965,estimates,male,5yearly,1,97958.855
554,1965,estimates,female,5yearly,5,98109.645
554,1965,estimates,male,5yearly,5,97500.137
554,1965,estimates,female,5yearly,10,97950.355
554,1965,estimates,male,5yearly,10,97240.183
554,1965,estimates,female,5yearly,15,97806.461
554,1965,estimates,male,5yearly,15,97007.078
554,1965,estimates,female,5yearly,20,97554.924
554,1965,estimates,male,5yearly,20,96343.023
554,1965,estimates,female,5yearly,25,97299.184
554,1965,estimates,male,5yearly,25,95561.664
554,1965,estimates,female,5yearly,30,96960.663
554,1965,estimates,male,5yearly,30,94898.374
554,1965,estimates,female,5yearly,35,96497.228
554,1965,estimates,male,5yearly,35,94105.326
554,1965,estimates,female,5yearly,40,95803.214
554,1965,estimates,male,5yearly,40,93042.545
554,1965,estimates,female,5yearly,45,94662.626
554,1965,estimates,male,5yearly,45,91498.123
554,1965,estimates,female,5yearly,50,92828.151
554,1965,estimates,male,5yearly,50,88832.622
554,1965,estimates,female,5yearly,55,90165.285
554,1965,estimates,male,5yearly,55,84713.944
554,1965,estimates,female,5yearly,60,86303.73
554,1965,estimates,male,5yearly,60,78073.966
554,1965,estimates,female,5yearly,65,80602.81
554,1965,estimates,male,5yearly,65,68530.648
554,1965,estimates,female,5yearly,70,72164.127
554,1965,estimates,male,5yearly,70,55776.787
554,1965,estimates,female,5yearly,75,60216.955
554,1965,estimates,male,5yearly,75,40640.425
554,1965,estimates,female,5yearly,80,44146.761
554,1965,estimates,male,5yearly,80,24827.08
554,1965,estimates,female,5yearly,85,26548.926
554,1965,estimates,male,5yearly,85,12279.466
554,1965,estimates,female,5yearly,90,11165.573
554,1965,estimates,male,5yearly,90,3991.2302
554,1965,estimates,female,5yearly,95,2906.3314
554,1965,estimates,male,5yearly,95,798.61836
554,1965,estimates,female,5yearly,100plus,388.17008
554,1965,estimates,male,5yearly,100plus,85.461329
554,1970,estimates,female,5yearly,"Region, subregion, country or area *",New Zealand
554,1970,estimates,male,5yearly,"Region, subregion, country or area *",New Zealand
554,1970,estimates,female,5yearly,0,100000
554,1970,estimates,male,5yearly,0,100000
554,1970,estimates,female,5yearly,1,98626.74
554,1970,estimates,male,5yearly,1,98185.657
554,1970,estimates,female,5yearly,5,98286.997
554,1970,estimates,male,5yearly,5,97788.402
554,1970,estimates,female,5yearly,10,98123.493
554,1970,estimates,male,5yearly,10,97554.489
554,1970,estimates,female,5yearly,15,97980.329
554,1970,estimates,male,5yearly,15,97333.255
554,1970,estimates,female,5yearly,20,97676.042
554,1970,estimates,male,5yearly,20,96559.575
554,1970,estimates,female,5yearly,25,97400.522
554,1970,estimates,male,5yearly,25,95765.012
554,1970,estimates,female,5yearly,30,97088.81
554,1970,estimates,male,5yearly,30,95134.183
554,1970,estimates,female,5yearly,35,96631.082
554,1970,estimates,male,5yearly,35,94434.141
554,1970,estimates,female,5yearly,40,95910.744
554,1970,estimates,male,5yearly,40,93442.244
554,1970,estimates,female,5yearly,45,94804.704
554,1970,estimates,male,5yearly,45,91918.114
554,1970,estimates,female,5yearly,50,93070.059
554,1970,estimates,male,5yearly,50,89344.901
554,1970,estimates,female,5yearly,55,90534.328
554,1970,estimates,male,5yearly,55,85233.651
554,1970,estimates,female,5yearly,60,86881.328
554,1970,estimates,male,5yearly,60,78716.49
554,1970,estimates,female,5yearly,65,81280.624
554,1970,estimates,male,5yearly,65,69289.585
554,1970,estimates,female,5yearly,70,73344.966
554,1970,estimates,male,5yearly,70,56769.788
554,1970,estimates,female,5yearly,75,61607.51
554,1970,estimates,male,5yearly,75,41699.912
554,1970,estimates,female,5yearly,80,45769.221
554,1970,estimates,male,5yearly,80,25921.72
554,1970,estimates,female,5yearly,85,27996.019
554,1970,estimates,male,5yearly,85,12853.412
554,1970,estimates,female,5yearly,90,12140.441
554,1970,estimates,male,5yearly,90,4380.3791
554,1970,estimates,female,5yearly,95,3298.7627
554,1970,estimates,male,5yearly,95,892.28505
554,1970,estimates,female,5yearly,100plus,472.10589
554,1970,estimates,male,5yearly,100plus,99.033462
554,1975,estimates,female,5yearly,"Region, subregion, country or area *",New Zealand
554,1975,estimates,male,5yearly,"Region, subregion, country or area *",New Zealand
554,1975,estimates,female,5yearly,0,100000
554,1975,estimates,male,5yearly,0,100000
554,1975,estimates,female,5yearly,1,98861.668
554,1975,estimates,male,5yearly,1,98427.65
554,1975,estimates,female,5yearly,5,98591.622
554,1975,estimates,male,5yearly,5,98089.326
554,1975,estimates,female,5yearly,10,98445.33
554,1975,estimates,male,5yearly,10,97894.827
554,1975,estimates,female,5yearly,15,98312.024
554,1975,estimates,male,5yearly,15,97688.945
554,1975,estimates,female,5yearly,20,98015.064
554,1975,estimates,male,5yearly,20,96927.03
554,1975,estimates,female,5yearly,25,97710.71
554,1975,estimates,male,5yearly,25,96051.685
554,1975,estimates,female,5yearly,30,97381.478
554,1975,estimates,male,5yearly,30,95360.223
554,1975,estimates,female,5yearly,35,96994.153
554,1975,estimates,male,5yearly,35,94706.804
554,1975,estimates,female,5yearly,40,96392.554
554,1975,estimates,male,5yearly,40,93797.502
554,1975,estimates,female,5yearly,45,95293.6
554,1975,estimates,male,5yearly,45,92359.957
554,1975,estimates,female,5yearly,50,93560.371
554,1975,estimates,male,5yearly,50,89880.333
554,1975,estimates,female,5yearly,55,91154.158
554,1975,estimates,male,5yearly,55,85980.794
554,1975,estimates,female,5yearly,60,87596.862
554,1975,estimates,male,5yearly,60,79931.336
554,1975,estimates,female,5yearly,65,82277.619
554,1975,estimates,male,5yearly,65,70931.336
554,1975,estimates,female,5yearly,70,74610.222
554,1975,estimates,male,5yearly,70,58910.899
554,1975,estimates,female,5yearly,75,63265.381
554,1975,estimates,male,5yearly,75,43522.264
554,1975,estimates,female,5yearly,80,48334.97
554,1975,estimates,male,5yearly,80,27460.669
554,1975,estimates,female,5yearly,85,31119.936
554,1975,estimates,male,5yearly,85,13800.392
554,1975,estimates,female,5yearly,90,15022.539
554,1975,estimates,male,5yearly,90,4939.7548
554,1975,estimates,female,5yearly,95,4683.6603
554,1975,estimates,male,5yearly,95,1089.0998
554,1975,estimates,female,5yearly,100plus,797.13559
554,1975,estimates,male,5yearly,100plus,132.70932
554,1980,estimates,female,5yearly,"Region, subregion, country or area *",New Zealand
554,1980,estimates,male,5yearly,"Region, subregion, country or area *",New Zealand
554,1980,estimates,female,5yearly,0,100000
554,1980,estimates,male,5yearly,0,100000
554,1980,estimates,female,5yearly,1,98955.207
554,1980,estimates,male,5yearly,1,98685.589
554,1980,estimates,female,5yearly,5,98740.161
554,1980,estimates,male,5yearly,5,98395.956
554,1980,estimates,female,5yearly,10,98620.271
554,1980,estimates,male,5yearly,10,98223.922
554,1980,estimates,female,5yearly,15,98501.992
554,1980,estimates,male,5yearly,15,98058.531
554,1980,estimates,female,5yearly,20,98227.554
554,1980,estimates,male,5yearly,20,97401.481
554,1980,estimates,female,5yearly,25,97901.508
554,1980,estimates,male,5yearly,25,96567.062
554,1980,estimates,female,5yearly,30,97621.401
554,1980,estimates,male,5yearly,30,95907.469
554,1980,estimates,female,5yearly,35,97239.913
554,1980,estimates,male,5yearly,35,95245.145
554,1980,estimates,female,5yearly,40,96718.097
554,1980,estimates,male,5yearly,40,94471.338
554,1980,estimates,female,5yearly,45,95831.427
554,1980,estimates,male,5yearly,45,93199.256
554,1980,estimates,female,5yearly,50,94343.82
554,1980,estimates,male,5yearly,50,91079.998
554,1980,estimates,female,5yearly,55,92091.256
554,1980,estimates,male,5yearly,55,87728.401
554,1980,estimates,female,5yearly,60,88730.436
554,1980,estimates,male,5yearly,60,82024.517
554,1980,estimates,female,5yearly,65,83808.859
554,1980,estimates,male,5yearly,65,73655.376
554,1980,estimates,female,5yearly,70,76319.128
554,1980,estimates,male,5yearly,70,61978.381
554,1980,estimates,female,5yearly,75,65637.395
554,1980,estimates,male,5yearly,75,47202.384
554,1980,estimates,female,5yearly,80,51392.497
554,1980,estimates,male,5yearly,80,30575.582
554,1980,estimates,female,5yearly,85,33701.006
554,1980,estimates,male,5yearly,85,15948.707
554,1980,estimates,female,5yearly,90,16913.382
554,1980,estimates,male,5yearly,90,5966.3799
554,1980,estimates,female,5yearly,95,5631.8753
554,1980,estimates,male,5yearly,95,1409.5135
554,1980,estimates,female,5yearly,100plus,1084.3576
554,1980,estimates,male,5yearly,100plus,192.60551
554,1985,estimates,female,5yearly,"Region, subregion, country or area *",New Zealand
554,1985,estimates,male,5yearly,"Region, subregion, country or area *",New Zealand
554,1985,estimates,female,5yearly,0,100000
554,1985,estimates,male,5yearly,0,100000
554,1985,estimates,female,5yearly,1,99080.651
554,1985,estimates,male,5yearly,1,98828.114
