country,year,variant,gender,freq,age1yearinterval,survivorage
724,1950,estimates,female,5yearly,"Region, subregion, country or area *",Spain
724,1950,estimates,male,5yearly,"Region, subregion, country or area *",Spain
724,1950,estimates,female,5yearly,0,100000
724,1950,estimates,male,5yearly,0,100000
724,1950,estimates,female,5yearly,1,94298.906
724,1950,estimates,male,5yearly,1,93196.511
724,1950,estimates,female,5yearly,5,92375.601
724,1950,estimates,male,5yearly,5,91246.41
724,1950,estimates,female,5yearly,10,91792.46
724,1950,estimates,male,5yearly,10,90588.444
724,1950,estimates,female,5yearly,15,91380.748
724,1950,estimates,male,5yearly,15,90111.382
724,1950,estimates,female,5yearly,20,90839.471
724,1950,estimates,male,5yearly,20,89425.292
724,1950,estimates,female,5yearly,25,90086.687
724,1950,estimates,male,5yearly,25,88434.899
724,1950,estimates,female,5yearly,30,89193.815
724,1950,estimates,male,5yearly,30,87267.707
724,1950,estimates,female,5yearly,35,88206.905
724,1950,estimates,male,5yearly,35,85977.33
724,1950,estimates,female,5yearly,40,87046.074
724,1950,estimates,male,5yearly,40,84461.316
724,1950,estimates,female,5yearly,45,85591.884
724,1950,estimates,male,5yearly,45,82487.475
724,1950,estimates,female,5yearly,50,83699.947
724,1950,estimates,male,5yearly,50,79696.951
724,1950,estimates,female,5yearly,55,80997.94
724,1950,estimates,male,5yearly,55,75524.769
724,1950,estimates,female,5yearly,60,77200.258
724,1950,estimates,male,5yearly,60,69679.629
724,1950,estimates,female,5yearly,65,71126.211
724,1950,estimates,male,5yearly,65,61316.463
724,1950,estimates,female,5yearly,70,62320.773
724,1950,estimates,male,5yearly,70,50585.93
724,1950,estimates,female,5yearly,75,48538.948
724,1950,estimates,male,5yearly,75,36402.514
724,1950,estimates,female,5yearly,80,32547.005
724,1950,estimates,male,5yearly,80,21513.987
724,1950,estimates,female,5yearly,85,17531.183
724,1950,estimates,male,5yearly,85,9797.5066
724,1950,estimates,female,5yearly,90,6852.0689
724,1950,estimates,male,5yearly,90,3002.4571
724,1950,estimates,female,5yearly,95,2101.9605
724,1950,estimates,male,5yearly,95,722.18536
724,1950,estimates,female,5yearly,100plus,365.8508
724,1950,estimates,male,5yearly,100plus,87.492953
724,1955,estimates,female,5yearly,"Region, subregion, country or area *",Spain
724,1955,estimates,male,5yearly,"Region, subregion, country or area *",Spain
724,1955,estimates,female,5yearly,0,100000
724,1955,estimates,male,5yearly,0,100000
724,1955,estimates,female,5yearly,1,95451.32
724,1955,estimates,male,5yearly,1,94402.466
724,1955,estimates,female,5yearly,5,94438.102
724,1955,estimates,male,5yearly,5,93331.768
724,1955,estimates,female,5yearly,10,94089.876
724,1955,estimates,male,5yearly,10,92916.524
724,1955,estimates,female,5yearly,15,93836.646
724,1955,estimates,male,5yearly,15,92579.366
724,1955,estimates,female,5yearly,20,93530.741
724,1955,estimates,male,5yearly,20,92086.671
724,1955,estimates,female,5yearly,25,93083.733
724,1955,estimates,male,5yearly,25,91438.723
724,1955,estimates,female,5yearly,30,92481.514
724,1955,estimates,male,5yearly,30,90614.412
724,1955,estimates,female,5yearly,35,91777.551
724,1955,estimates,male,5yearly,35,89662.826
724,1955,estimates,female,5yearly,40,90827.843
724,1955,estimates,male,5yearly,40,88435.411
724,1955,estimates,female,5yearly,45,89594.451
724,1955,estimates,male,5yearly,45,86734.594
724,1955,estimates,female,5yearly,50,87925.951
724,1955,estimates,male,5yearly,50,84287.621
724,1955,estimates,female,5yearly,55,85511.179
724,1955,estimates,male,5yearly,55,80447.493
724,1955,estimates,female,5yearly,60,81981.308
724,1955,estimates,male,5yearly,60,74691.19
724,1955,estimates,female,5yearly,65,76353.729
724,1955,estimates,male,5yearly,65,66380.827
724,1955,estimates,female,5yearly,70,67421.298
724,1955,estimates,male,5yearly,70,55037.276
724,1955,estimates,female,5yearly,75,54142.448
724,1955,estimates,male,5yearly,75,40518.67
724,1955,estimates,female,5yearly,80,36794.636
724,1955,estimates,male,5yearly,80,24443.141
724,1955,estimates,female,5yearly,85,19777.89
724,1955,estimates,male,5yearly,85,11153.053
724,1955,estimates,female,5yearly,90,7534.0758
724,1955,estimates,male,5yearly,90,3365.9868
724,1955,estimates,female,5yearly,95,2114.2736
724,1955,estimates,male,5yearly,95,734.41903
724,1955,estimates,female,5yearly,100plus,317.95047
724,1955,estimates,male,5yearly,100plus,81.1568
724,1960,estimates,female,5yearly,"Region, subregion, country or area *",Spain
724,1960,estimates,male,5yearly,"Region, subregion, country or area *",Spain
724,1960,estimates,female,5yearly,0,100000
724,1960,estimates,male,5yearly,0,100000
724,1960,estimates,female,5yearly,1,96301.394
724,1960,estimates,male,5yearly,1,95301.565
724,1960,estimates,female,5yearly,5,95713.536
724,1960,estimates,male,5yearly,5,94628.623
724,1960,estimates,female,5yearly,10,95469.324
724,1960,estimates,male,5yearly,10,94305.589
724,1960,estimates,female,5yearly,15,95272.859
724,1960,estimates,male,5yearly,15,94045.176
724,1960,estimates,female,5yearly,20,95043.517
724,1960,estimates,male,5yearly,20,93619.076
724,1960,estimates,female,5yearly,25,94728.46
724,1960,estimates,male,5yearly,25,93079.949
724,1960,estimates,female,5yearly,30,94274.339
724,1960,estimates,male,5yearly,30,92406.597
724,1960,estimates,female,5yearly,35,93714.065
724,1960,estimates,male,5yearly,35,91592.709
724,1960,estimates,female,5yearly,40,92969.533
724,1960,estimates,male,5yearly,40,90531.947
724,1960,estimates,female,5yearly,45,91917.238
724,1960,estimates,male,5yearly,45,88979.723
724,1960,estimates,female,5yearly,50,90422.79
724,1960,estimates,male,5yearly,50,86680.601
724,1960,estimates,female,5yearly,55,88198.114
724,1960,estimates,male,5yearly,55,83142.584
724,1960,estimates,female,5yearly,60,84958.706
724,1960,estimates,male,5yearly,60,77719.798
724,1960,estimates,female,5yearly,65,79690.394
724,1960,estimates,male,5yearly,65,69458.366
724,1960,estimates,female,5yearly,70,71627.672
724,1960,estimates,male,5yearly,70,58238.083
724,1960,estimates,female,5yearly,75,58716.154
