country,year,variant,gender,freq,age1yearinterval,survivorage
729,1950,estimates,female,5yearly,"Region, subregion, country or area *",Sudan
729,1950,estimates,male,5yearly,"Region, subregion, country or area *",Sudan
729,1950,estimates,female,5yearly,0,100000
729,1950,estimates,male,5yearly,0,100000
729,1950,estimates,female,5yearly,1,87501.905
729,1950,estimates,male,5yearly,1,85608.589
729,1950,estimates,female,5yearly,5,78250.435
729,1950,estimates,male,5yearly,5,76290.711
729,1950,estimates,female,5yearly,10,74692.289
729,1950,estimates,male,5yearly,10,72781.291
729,1950,estimates,female,5yearly,15,72862.502
729,1950,estimates,male,5yearly,15,71044.286
729,1950,estimates,female,5yearly,20,70939.684
729,1950,estimates,male,5yearly,20,69058.762
729,1950,estimates,female,5yearly,25,68764.717
729,1950,estimates,male,5yearly,25,66338.222
729,1950,estimates,female,5yearly,30,66305.634
729,1950,estimates,male,5yearly,30,63576.353
729,1950,estimates,female,5yearly,35,63576.181
729,1950,estimates,male,5yearly,35,60753.146
729,1950,estimates,female,5yearly,40,60593.236
729,1950,estimates,male,5yearly,40,57714.275
729,1950,estimates,female,5yearly,45,57419.816
729,1950,estimates,male,5yearly,45,54240.842
729,1950,estimates,female,5yearly,50,54128.684
729,1950,estimates,male,5yearly,50,50336.657
729,1950,estimates,female,5yearly,55,50264.67
729,1950,estimates,male,5yearly,55,45747.707
729,1950,estimates,female,5yearly,60,45460.794
729,1950,estimates,male,5yearly,60,40367.38
729,1950,estimates,female,5yearly,65,39203.455
729,1950,estimates,male,5yearly,65,33823.334
729,1950,estimates,female,5yearly,70,31235.447
729,1950,estimates,male,5yearly,70,26109.873
729,1950,estimates,female,5yearly,75,21865.266
729,1950,estimates,male,5yearly,75,17471.119
729,1950,estimates,female,5yearly,80,12657.014
729,1950,estimates,male,5yearly,80,9431.6242
729,1950,estimates,female,5yearly,85,5435.7189
729,1950,estimates,male,5yearly,85,3635.159
729,1950,estimates,female,5yearly,90,1565.1155
729,1950,estimates,male,5yearly,90,860.88618
729,1950,estimates,female,5yearly,95,276.23879
729,1950,estimates,male,5yearly,95,111.95239
729,1950,estimates,female,5yearly,100plus,28.456616
729,1950,estimates,male,5yearly,100plus,8.0905616
729,1955,estimates,female,5yearly,"Region, subregion, country or area *",Sudan
729,1955,estimates,male,5yearly,"Region, subregion, country or area *",Sudan
729,1955,estimates,female,5yearly,0,100000
729,1955,estimates,male,5yearly,0,100000
729,1955,estimates,female,5yearly,1,88713.02
729,1955,estimates,male,5yearly,1,87017.7
729,1955,estimates,female,5yearly,5,80447.786
729,1955,estimates,male,5yearly,5,78686.135
729,1955,estimates,female,5yearly,10,77220.732
729,1955,estimates,male,5yearly,10,75477.982
729,1955,estimates,female,5yearly,15,75529.531
729,1955,estimates,male,5yearly,15,73863.166
729,1955,estimates,female,5yearly,20,73726.471
729,1955,estimates,male,5yearly,20,71970.999
729,1955,estimates,female,5yearly,25,71664.212
729,1955,estimates,male,5yearly,25,69365.893
