country,year,variant,gender,freq,age1yearinterval,survivorage
807,1950,estimates,female,5yearly,"Region, subregion, country or area *",TFYR Macedonia
807,1950,estimates,male,5yearly,"Region, subregion, country or area *",TFYR Macedonia
807,1950,estimates,female,5yearly,0,100000
807,1950,estimates,male,5yearly,0,100000
807,1950,estimates,female,5yearly,1,86568.0
807,1950,estimates,male,5yearly,1,86180.0
807,1950,estimates,female,5yearly,5,84437.039
807,1950,estimates,male,5yearly,5,84470.211
807,1950,estimates,female,5yearly,10,83149.878
807,1950,estimates,male,5yearly,10,83500.142
807,1950,estimates,female,5yearly,15,82493.174
807,1950,estimates,male,5yearly,15,82966.036
807,1950,estimates,female,5yearly,20,81578.15
807,1950,estimates,male,5yearly,20,82170.528
807,1950,estimates,female,5yearly,25,80278.006
807,1950,estimates,male,5yearly,25,81130.812
807,1950,estimates,female,5yearly,30,78847.78
807,1950,estimates,male,5yearly,30,79996.977
807,1950,estimates,female,5yearly,35,77203.381
807,1950,estimates,male,5yearly,35,78546.154
807,1950,estimates,female,5yearly,40,75202.397
807,1950,estimates,male,5yearly,40,76524.801
807,1950,estimates,female,5yearly,45,72747.377
807,1950,estimates,male,5yearly,45,73734.184
807,1950,estimates,female,5yearly,50,69563.48
807,1950,estimates,male,5yearly,50,69937.507
807,1950,estimates,female,5yearly,55,65187.41
807,1950,estimates,male,5yearly,55,64878.306
807,1950,estimates,female,5yearly,60,59074.669
807,1950,estimates,male,5yearly,60,58224.584
807,1950,estimates,female,5yearly,65,50836.359
807,1950,estimates,male,5yearly,65,49568.512
807,1950,estimates,female,5yearly,70,40369.51
807,1950,estimates,male,5yearly,70,38712.697
807,1950,estimates,female,5yearly,75,28272.048
807,1950,estimates,male,5yearly,75,26565.967
807,1950,estimates,female,5yearly,80,16460.466
807,1950,estimates,male,5yearly,80,15095.435
807,1950,estimates,female,5yearly,85,6580.019
807,1950,estimates,male,5yearly,85,6017.158
807,1950,estimates,female,5yearly,90,1653.9622
807,1950,estimates,male,5yearly,90,1487.7025
807,1950,estimates,female,5yearly,95,197.42174
807,1950,estimates,male,5yearly,95,198.52523
807,1950,estimates,female,5yearly,100plus,11.485157
807,1950,estimates,male,5yearly,100plus,11.506628
807,1955,estimates,female,5yearly,"Region, subregion, country or area *",TFYR Macedonia
807,1955,estimates,male,5yearly,"Region, subregion, country or area *",TFYR Macedonia
807,1955,estimates,female,5yearly,0,100000
807,1955,estimates,male,5yearly,0,100000
807,1955,estimates,female,5yearly,1,88870.0
807,1955,estimates,male,5yearly,1,88624.0
807,1955,estimates,female,5yearly,5,87344.087
807,1955,estimates,male,5yearly,5,87364.519
807,1955,estimates,female,5yearly,10,86412.941
807,1955,estimates,male,5yearly,10,86625.319
807,1955,estimates,female,5yearly,15,85947.735
807,1955,estimates,male,5yearly,15,86213.062
807,1955,estimates,female,5yearly,20,85292.382
807,1955,estimates,male,5yearly,20,85581.413
