country,year,variant,gender,freq,age1yearinterval,survivorage
140,1950,estimates,female,5yearly,0,100000
140,1950,estimates,male,5yearly,0,100000
140,1950,estimates,female,5yearly,1,81147.665
140,1950,estimates,male,5yearly,1,78119.48
140,1950,estimates,female,5yearly,5,67491.635
140,1950,estimates,male,5yearly,5,64451.464
140,1950,estimates,female,5yearly,10,62613.314
140,1950,estimates,male,5yearly,10,59757.365
140,1950,estimates,female,5yearly,15,60219.572
140,1950,estimates,male,5yearly,15,57532.57
140,1950,estimates,female,5yearly,20,57812.005
140,1950,estimates,male,5yearly,20,55184.596
140,1950,estimates,female,5yearly,25,55179.638
140,1950,estimates,male,5yearly,25,52025.866
140,1950,estimates,female,5yearly,30,52248.714
140,1950,estimates,male,5yearly,30,48870.133
140,1950,estimates,female,5yearly,35,49023.209
140,1950,estimates,male,5yearly,35,45708.123
140,1950,estimates,female,5yearly,40,45566.031
140,1950,estimates,male,5yearly,40,42349.237
140,1950,estimates,female,5yearly,45,42087.82
140,1950,estimates,male,5yearly,45,38618.105
140,1950,estimates,female,5yearly,50,38628.384
140,1950,estimates,male,5yearly,50,34572.878
140,1950,estimates,female,5yearly,55,34803.553
140,1950,estimates,male,5yearly,55,30158.72
140,1950,estimates,female,5yearly,60,30183.63
140,1950,estimates,male,5yearly,60,25227.755
140,1950,estimates,female,5yearly,65,24534.208
140,1950,estimates,male,5yearly,65,19732.768
140,1950,estimates,female,5yearly,70,17929.105
140,1950,estimates,male,5yearly,70,13855.472
140,1950,estimates,female,5yearly,75,11012.352
140,1950,estimates,male,5yearly,75,7981.452
140,1950,estimates,female,5yearly,80,5294.6124
140,1950,estimates,male,5yearly,80,3446.6803
140,1950,estimates,female,5yearly,85,1749.7641
140,1950,estimates,male,5yearly,85,957.41779
140,1950,estimates,female,5yearly,90,360.50883
140,1950,estimates,male,5yearly,90,146.87013
140,1950,estimates,female,5yearly,95,44.176234
140,1950,estimates,male,5yearly,95,12.16949
140,1950,estimates,female,5yearly,100plus,3.4060475
140,1950,estimates,male,5yearly,100plus,0.71376572
140,1955,estimates,female,5yearly,0,100000
140,1955,estimates,male,5yearly,0,100000
140,1955,estimates,female,5yearly,1,82539.226
140,1955,estimates,male,5yearly,1,79629.856
140,1955,estimates,female,5yearly,5,69780.243
140,1955,estimates,male,5yearly,5,66761.147
140,1955,estimates,female,5yearly,10,65145.933
140,1955,estimates,male,5yearly,10,62260.181
140,1955,estimates,female,5yearly,15,62851.215
140,1955,estimates,male,5yearly,15,60110.289
140,1955,estimates,female,5yearly,20,60525.626
140,1955,estimates,male,5yearly,20,57813.339
140,1955,estimates,female,5yearly,25,57966.829
140,1955,estimates,male,5yearly,25,54712.58
140,1955,estimates,female,5yearly,30,55108.243
140,1955,estimates,male,5yearly,30,51604.302
140,1955,estimates,female,5yearly,35,51954.527
140,1955,estimates,male,5yearly,35,48477.022
140,1955,estimates,female,5yearly,40,48559.344
140,1955,estimates,male,5yearly,40,45144.542
140,1955,estimates,female,5yearly,45,45107.475
140,1955,estimates,male,5yearly,45,41421.642
140,1955,estimates,female,5yearly,50,41645.681
140,1955,estimates,male,5yearly,50,37356.508
140,1955,estimates,female,5yearly,55,37774.149
140,1955,estimates,male,5yearly,55,32861.644
