region,year,variant,gender,freq,age1yearinterval,survivorage
957,1950,estimates,female,5yearly,0,100000
957,1950,estimates,male,5yearly,0,100000
957,1950,estimates,female,5yearly,1,90878.8611317952
957,1950,estimates,male,5yearly,1,89483.8662476708
957,1950,estimates,female,5yearly,5,87747.7934950327
957,1950,estimates,male,5yearly,5,85967.5981441846
957,1950,estimates,female,5yearly,10,86624.8074981009
957,1950,estimates,male,5yearly,10,84539.0810103394
957,1950,estimates,female,5yearly,15,85753.3692616614
957,1950,estimates,male,5yearly,15,83425.7662551152
957,1950,estimates,female,5yearly,20,84060.0332337546
957,1950,estimates,male,5yearly,20,81578.907579111
957,1950,estimates,female,5yearly,25,81581.8030231362
957,1950,estimates,male,5yearly,25,78994.2074788671
957,1950,estimates,female,5yearly,30,78655.8714818725
957,1950,estimates,male,5yearly,30,76001.4059838359
957,1950,estimates,female,5yearly,35,75432.913890455
957,1950,estimates,male,5yearly,35,72675.1190935989
957,1950,estimates,female,5yearly,40,71905.5929883875
957,1950,estimates,male,5yearly,40,68744.1253058532
957,1950,estimates,female,5yearly,45,67914.2022947943
957,1950,estimates,male,5yearly,45,63952.1884125284
957,1950,estimates,female,5yearly,50,63171.7552593013
957,1950,estimates,male,5yearly,50,58091.4456014194
957,1950,estimates,female,5yearly,55,57304.2205861869
957,1950,estimates,male,5yearly,55,51031.2644601249
957,1950,estimates,female,5yearly,60,50007.5907061888
957,1950,estimates,male,5yearly,60,42719.8563864377
957,1950,estimates,female,5yearly,65,41261.6512198674
957,1950,estimates,male,5yearly,65,33033.0389390008
957,1950,estimates,female,5yearly,70,31446.7060164383
957,1950,estimates,male,5yearly,70,22861.308352884
957,1950,estimates,female,5yearly,75,21268.9784658712
957,1950,estimates,male,5yearly,75,13673.6649330443
957,1950,estimates,female,5yearly,80,12086.7923506263
957,1950,estimates,male,5yearly,80,6701.96748357927
957,1950,estimates,female,5yearly,85,5414.19777407359
957,1950,estimates,male,5yearly,85,2534.35914313278
957,1950,estimates,female,5yearly,90,1773.97014031116
957,1950,estimates,male,5yearly,90,692.423160341511
957,1950,estimates,female,5yearly,95,393.345076202149
