region,year,variant,gender,freq,age1yearinterval,survivorage
1501,1950,estimates,female,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1950,estimates,male,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1950,estimates,female,5yearly,0,100000
1501,1950,estimates,male,5yearly,0,100000
1501,1950,estimates,female,5yearly,1,82685.9492838205
1501,1950,estimates,male,5yearly,1,80675.4440749717
1501,1950,estimates,female,5yearly,5,72529.6115853773
1501,1950,estimates,male,5yearly,5,72032.7061281004
1501,1950,estimates,female,5yearly,10,69280.6081427325
1501,1950,estimates,male,5yearly,10,68986.7211497361
1501,1950,estimates,female,5yearly,15,67532.3453107048
1501,1950,estimates,male,5yearly,15,67297.6035127082
1501,1950,estimates,female,5yearly,20,65363.0905210564
1501,1950,estimates,male,5yearly,20,65116.4547839064
1501,1950,estimates,female,5yearly,25,62791.4578101982
1501,1950,estimates,male,5yearly,25,62445.6111956178
1501,1950,estimates,female,5yearly,30,59942.3925877521
1501,1950,estimates,male,5yearly,30,59614.272041112
1501,1950,estimates,female,5yearly,35,56749.4061054424
1501,1950,estimates,male,5yearly,35,56609.2838926477
1501,1950,estimates,female,5yearly,40,53335.5232212043
1501,1950,estimates,male,5yearly,40,53326.1726753647
1501,1950,estimates,female,5yearly,45,49733.3118955902
1501,1950,estimates,male,5yearly,45,49654.1379502189
1501,1950,estimates,female,5yearly,50,45819.6078370073
1501,1950,estimates,male,5yearly,50,45392.5653189295
1501,1950,estimates,female,5yearly,55,41374.4329043916
1501,1950,estimates,male,5yearly,55,40373.4970338054
1501,1950,estimates,female,5yearly,60,36152.898148915
1501,1950,estimates,male,5yearly,60,34472.9239610112
1501,1950,estimates,female,5yearly,65,29898.1983486428
1501,1950,estimates,male,5yearly,65,27573.7086984572
1501,1950,estimates,female,5yearly,70,22748.4597065749
1501,1950,estimates,male,5yearly,70,20014.3609187223
1501,1950,estimates,female,5yearly,75,15246.8111979192
1501,1950,estimates,male,5yearly,75,12494.6647223496
1501,1950,estimates,female,5yearly,80,8506.42608657332
1501,1950,estimates,male,5yearly,80,6254.05667930661
1501,1950,estimates,female,5yearly,85,3688.37796139874
1501,1950,estimates,male,5yearly,85,2315.46587732724
1501,1950,estimates,female,5yearly,90,1147.48287466602
1501,1950,estimates,male,5yearly,90,580.198991805768
1501,1950,estimates,female,5yearly,95,236.082586748683
1501,1950,estimates,male,5yearly,95,90.6598439319166
1501,1950,estimates,female,5yearly,100plus,30.0271951302855
1501,1950,estimates,male,5yearly,100plus,8.36500905944572
1501,1955,estimates,female,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1955,estimates,male,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1955,estimates,female,5yearly,0,100000
1501,1955,estimates,male,5yearly,0,100000
1501,1955,estimates,female,5yearly,1,84647.852430782
1501,1955,estimates,male,5yearly,1,82828.6825810168
1501,1955,estimates,female,5yearly,5,75658.2888966595
1501,1955,estimates,male,5yearly,5,75147.7399142112
1501,1955,estimates,female,5yearly,10,72775.8607947289
1501,1955,estimates,male,5yearly,10,72537.7093785832
1501,1955,estimates,female,5yearly,15,71150.9260598889
1501,1955,estimates,male,5yearly,15,70999.0424311056
1501,1955,estimates,female,5yearly,20,69211.8402153357
1501,1955,estimates,male,5yearly,20,69041.1756224223
1501,1955,estimates,female,5yearly,25,66892.4918903796
1501,1955,estimates,male,5yearly,25,66646.2378170496
1501,1955,estimates,female,5yearly,30,64282.5032471042
1501,1955,estimates,male,5yearly,30,64102.4302098558
1501,1955,estimates,female,5yearly,35,61375.474908013
1501,1955,estimates,male,5yearly,35,61393.4184269733
1501,1955,estimates,female,5yearly,40,58077.6750965506
1501,1955,estimates,male,5yearly,40,58291.3566469969
1501,1955,estimates,female,5yearly,45,54517.2963580633
1501,1955,estimates,male,5yearly,45,54725.8725389753
1501,1955,estimates,female,5yearly,50,50629.7231216581
1501,1955,estimates,male,5yearly,50,50531.9378907359
1501,1955,estimates,female,5yearly,55,46243.9290635137
1501,1955,estimates,male,5yearly,55,45528.2327702585
1501,1955,estimates,female,5yearly,60,40957.8620662682
1501,1955,estimates,male,5yearly,60,39468.3653395946
1501,1955,estimates,female,5yearly,65,34395.452466732
1501,1955,estimates,male,5yearly,65,32179.5918616261
1501,1955,estimates,female,5yearly,70,26650.4656895864
1501,1955,estimates,male,5yearly,70,23898.5014763278
1501,1955,estimates,female,5yearly,75,18311.2391738969
1501,1955,estimates,male,5yearly,75,15372.4851276154
1501,1955,estimates,female,5yearly,80,10574.4960077507
1501,1955,estimates,male,5yearly,80,8001.14744178246
1501,1955,estimates,female,5yearly,85,4801.82831332459
1501,1955,estimates,male,5yearly,85,3109.64021165847
1501,1955,estimates,female,5yearly,90,1584.62947204972
1501,1955,estimates,male,5yearly,90,824.438707606373
1501,1955,estimates,female,5yearly,95,349.938816739357
1501,1955,estimates,male,5yearly,95,136.846587720069
1501,1955,estimates,female,5yearly,100plus,48.1631934722284
1501,1955,estimates,male,5yearly,100plus,13.3902965285353
1501,1960,estimates,female,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1960,estimates,male,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1960,estimates,female,5yearly,0,100000
1501,1960,estimates,male,5yearly,0,100000
1501,1960,estimates,female,5yearly,1,86080.4682493801
1501,1960,estimates,male,5yearly,1,84410.0035394028
1501,1960,estimates,female,5yearly,5,78030.6997843162
1501,1960,estimates,male,5yearly,5,77512.516989786
1501,1960,estimates,female,5yearly,10,75439.0892333477
1501,1960,estimates,male,5yearly,10,75195.2040237022
1501,1960,estimates,female,5yearly,15,73998.6167341299
1501,1960,estimates,male,5yearly,15,73844.9673788281
1501,1960,estimates,female,5yearly,20,72330.9938023344
1501,1960,estimates,male,5yearly,20,72140.2778035947
1501,1960,estimates,female,5yearly,25,70353.7125006511
1501,1960,estimates,male,5yearly,25,70093.5632934668
1501,1960,estimates,female,5yearly,30,68050.2097288979
1501,1960,estimates,male,5yearly,30,67905.7681076051
1501,1960,estimates,female,5yearly,35,65400.3754315682
1501,1960,estimates,male,5yearly,35,65522.407447651
1501,1960,estimates,female,5yearly,40,62418.5701857294
1501,1960,estimates,male,5yearly,40,62746.0321548254
1501,1960,estimates,female,5yearly,45,59009.844253038
1501,1960,estimates,male,5yearly,45,59362.6429671884
1501,1960,estimates,female,5yearly,50,55193.6237265847
1501,1960,estimates,male,5yearly,50,55225.1840742731
1501,1960,estimates,female,5yearly,55,50869.3650447736
1501,1960,estimates,male,5yearly,55,50216.9534035066
1501,1960,estimates,female,5yearly,60,45624.9871210337
1501,1960,estimates,male,5yearly,60,44066.7466294721
1501,1960,estimates,female,5yearly,65,38837.9707567562
1501,1960,estimates,male,5yearly,65,36440.8396725804
1501,1960,estimates,female,5yearly,70,30539.6604977748
1501,1960,estimates,male,5yearly,70,27525.9577845492
1501,1960,estimates,female,5yearly,75,21400.2971759489
1501,1960,estimates,male,5yearly,75,18120.0595562214
1501,1960,estimates,female,5yearly,80,12675.4365573087
1501,1960,estimates,male,5yearly,80,9725.25488873361
1501,1960,estimates,female,5yearly,85,5938.39408670221
1501,1960,estimates,male,5yearly,85,3929.38866343139
1501,1960,estimates,female,5yearly,90,2032.1501667997
1501,1960,estimates,male,5yearly,90,1090.90181862038
1501,1960,estimates,female,5yearly,95,466.68888057687
1501,1960,estimates,male,5yearly,95,190.44478382334
1501,1960,estimates,female,5yearly,100plus,66.7539716121737
1501,1960,estimates,male,5yearly,100plus,19.5946788865089
1501,1965,estimates,female,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1965,estimates,male,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1965,estimates,female,5yearly,0,100000
1501,1965,estimates,male,5yearly,0,100000
1501,1965,estimates,female,5yearly,1,87286.2229831876
1501,1965,estimates,male,5yearly,1,85764.8515825889
1501,1965,estimates,female,5yearly,5,80035.342093927
1501,1965,estimates,male,5yearly,5,79542.4210459886
1501,1965,estimates,female,5yearly,10,77758.5813114466
1501,1965,estimates,male,5yearly,10,77501.6012641238
1501,1965,estimates,female,5yearly,15,76552.6600048179
1501,1965,estimates,male,5yearly,15,76366.9122171829
1501,1965,estimates,female,5yearly,20,75137.3131809855
1501,1965,estimates,male,5yearly,20,74958.9721175891
1501,1965,estimates,female,5yearly,25,73388.0645262102
1501,1965,estimates,male,5yearly,25,73235.4138035745
1501,1965,estimates,female,5yearly,30,71378.3687381983
1501,1965,estimates,male,5yearly,30,71372.0205991541
1501,1965,estimates,female,5yearly,35,69081.139023113
1501,1965,estimates,male,5yearly,35,69313.6620755107
1501,1965,estimates,female,5yearly,40,66493.1406852982
1501,1965,estimates,male,5yearly,40,66859.4810201122
1501,1965,estimates,female,5yearly,45,63585.0598298
1501,1965,estimates,male,5yearly,45,63792.1399623854
1501,1965,estimates,female,5yearly,50,60095.5986799034
1501,1965,estimates,male,5yearly,50,59832.1464459598
1501,1965,estimates,female,5yearly,55,55938.2074887915
1501,1965,estimates,male,5yearly,55,54856.752790328
1501,1965,estimates,female,5yearly,60,50704.6965124589
1501,1965,estimates,male,5yearly,60,48587.9104648112
1501,1965,estimates,female,5yearly,65,43759.1419368107
1501,1965,estimates,male,5yearly,65,40653.3008703723
1501,1965,estimates,female,5yearly,70,35013.8966794492
1501,1965,estimates,male,5yearly,70,31179.0717434661
1501,1965,estimates,female,5yearly,75,25123.3176619019
1501,1965,estimates,male,5yearly,75,20960.089647255
1501,1965,estimates,female,5yearly,80,15378.1974923724
1501,1965,estimates,male,5yearly,80,11579.8760247292
1501,1965,estimates,female,5yearly,85,7530.05943628207
1501,1965,estimates,male,5yearly,85,4860.96195399295
1501,1965,estimates,female,5yearly,90,2727.0347112606
1501,1965,estimates,male,5yearly,90,1415.25595874678
1501,1965,estimates,female,5yearly,95,670.612901003969
1501,1965,estimates,male,5yearly,95,261.010303785913
1501,1965,estimates,female,5yearly,100plus,103.570224084697
1501,1965,estimates,male,5yearly,100plus,28.45733513251
1501,1970,estimates,female,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1970,estimates,male,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1970,estimates,female,5yearly,0,100000
1501,1970,estimates,male,5yearly,0,100000
1501,1970,estimates,female,5yearly,1,87983.1124615488
1501,1970,estimates,male,5yearly,1,86814.5978951905
1501,1970,estimates,female,5yearly,5,81487.8013091487
1501,1970,estimates,male,5yearly,5,81143.9042983884
1501,1970,estimates,female,5yearly,10,79359.3872677448
1501,1970,estimates,male,5yearly,10,79167.549042496
1501,1970,estimates,female,5yearly,15,78310.0369008406
1501,1970,estimates,male,5yearly,15,78146.5101176932
1501,1970,estimates,female,5yearly,20,77052.2146389214
1501,1970,estimates,male,5yearly,20,76940.3915096004
1501,1970,estimates,female,5yearly,25,75459.368787367
1501,1970,estimates,male,5yearly,25,75449.2538619103
1501,1970,estimates,female,5yearly,30,73668.6776755222
1501,1970,estimates,male,5yearly,30,73799.8854995056
1501,1970,estimates,female,5yearly,35,71731.370874309
1501,1970,estimates,male,5yearly,35,71966.6111087895
1501,1970,estimates,female,5yearly,40,69582.3628495883
1501,1970,estimates,male,5yearly,40,69754.6007127862
1501,1970,estimates,female,5yearly,45,67128.4309571156
1501,1970,estimates,male,5yearly,45,66935.8313910861
1501,1970,estimates,female,5yearly,50,64142.4021750935
1501,1970,estimates,male,5yearly,50,63240.2094987491
1501,1970,estimates,female,5yearly,55,60234.4318707747
1501,1970,estimates,male,5yearly,55,58384.0024707778
1501,1970,estimates,female,5yearly,60,55047.692882297
1501,1970,estimates,male,5yearly,60,52028.0206445786
1501,1970,estimates,female,5yearly,65,48024.6558411565
1501,1970,estimates,male,5yearly,65,43833.2234691207
1501,1970,estimates,female,5yearly,70,38969.4040475216
1501,1970,estimates,male,5yearly,70,33930.754063913
1501,1970,estimates,female,5yearly,75,28376.3479650524
1501,1970,estimates,male,5yearly,75,23088.599977746
1501,1970,estimates,female,5yearly,80,17610.0201627077
1501,1970,estimates,male,5yearly,80,12955.0015564249
1501,1970,estimates,female,5yearly,85,8699.08373294854
1501,1970,estimates,male,5yearly,85,5540.69763750721
1501,1970,estimates,female,5yearly,90,3143.92203665095
1501,1970,estimates,male,5yearly,90,1647.11691471235
1501,1970,estimates,female,5yearly,95,758.01095368245
1501,1970,estimates,male,5yearly,95,310.224833895284
1501,1970,estimates,female,5yearly,100plus,112.165679222436
1501,1970,estimates,male,5yearly,100plus,34.4610853724966
1501,1975,estimates,female,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1975,estimates,male,5yearly,"Region, subregion, country or area *",Lower-middle-income countries
1501,1975,estimates,female,5yearly,0,100000
1501,1975,estimates,male,5yearly,0,100000
1501,1975,estimates,female,5yearly,1,89414.5927651211
1501,1975,estimates,male,5yearly,1,88184.5220596024
1501,1975,estimates,female,5yearly,5,83636.2244686758
1501,1975,estimates,male,5yearly,5,83254.5646149049
1501,1975,estimates,female,5yearly,10,81891.7063537987
1501,1975,estimates,male,5yearly,10,81608.8700627775
1501,1975,estimates,female,5yearly,15,80992.3847573227
1501,1975,estimates,male,5yearly,15,80681.8469932961
1501,1975,estimates,female,5yearly,20,79810.2042867699
1501,1975,estimates,male,5yearly,20,79503.9686253731
1501,1975,estimates,female,5yearly,25,78315.9743731305
1501,1975,estimates,male,5yearly,25,78074.7686777059
1501,1975,estimates,female,5yearly,30,76700.1951271971
1501,1975,estimates,male,5yearly,30,76517.5826923904
1501,1975,estimates,female,5yearly,35,74985.937366687
1501,1975,estimates,male,5yearly,35,74784.8671590418
1501,1975,estimates,female,5yearly,40,73113.5172600964
1501,1975,estimates,male,5yearly,40,72720.7391477021
1501,1975,estimates,female,5yearly,45,70952.0185438566
1501,1975,estimates,male,5yearly,45,70094.8622432742
1501,1975,estimates,female,5yearly,50,68248.0214602309
1501,1975,estimates,male,5yearly,50,66601.5579266035
1501,1975,estimates,female,5yearly,55,64675.983901925
1501,1975,estimates,male,5yearly,55,61914.6618780565
1501,1975,estimates,female,5yearly,60,59608.9374373324
1501,1975,estimates,male,5yearly,60,55553.8219470564
1501,1975,estimates,female,5yearly,65,52559.8501924058
1501,1975,estimates,male,5yearly,65,47172.5820929176
1501,1975,estimates,female,5yearly,70,43333.5682226135
1501,1975,estimates,male,5yearly,70,36976.2609397719
1501,1975,estimates,female,5yearly,75,32208.4590203453
1501,1975,estimates,male,5yearly,75,25619.3132917197
1501,1975,estimates,female,5yearly,80,20523.5259549275
1501,1975,estimates,male,5yearly,80,14734.177886484
1501,1975,estimates,female,5yearly,85,10471.2502603793
1501,1975,estimates,male,5yearly,85,6508.37438239308
1501,1975,estimates,female,5yearly,90,3926.12578795196
1501,1975,estimates,male,5yearly,90,2013.27622489793
1501,1975,estimates,female,5yearly,95,983.220999238926
1501,1975,estimates,male,5yearly,95,396.78262958355
1501,1975,estimates,female,5yearly,100plus,150.581717258067
1501,1975,estimates,male,5yearly,100plus,46.2040943041486
