region,year,variant,gender,freq,age1yearinterval,survivorage
948,1950,estimates,female,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1950,estimates,male,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1950,estimates,female,5yearly,0,100000
948,1950,estimates,male,5yearly,0,100000
948,1950,estimates,female,5yearly,1,83428.9151726516
948,1950,estimates,male,5yearly,1,81284.6077094461
948,1950,estimates,female,5yearly,5,73783.6451554058
948,1950,estimates,male,5yearly,5,72626.7998090441
948,1950,estimates,female,5yearly,10,70636.2153419532
948,1950,estimates,male,5yearly,10,69639.2728678307
948,1950,estimates,female,5yearly,15,68976.8747458721
948,1950,estimates,male,5yearly,15,68062.634457136
948,1950,estimates,female,5yearly,20,66918.8649287568
948,1950,estimates,male,5yearly,20,66009.7648804741
948,1950,estimates,female,5yearly,25,64437.7544171301
948,1950,estimates,male,5yearly,25,63407.6149637517
948,1950,estimates,female,5yearly,30,61664.4106407649
948,1950,estimates,male,5yearly,30,60607.0801919458
948,1950,estimates,female,5yearly,35,58592.6228544146
948,1950,estimates,male,5yearly,35,57664.8023430031
948,1950,estimates,female,5yearly,40,55276.1146657691
948,1950,estimates,male,5yearly,40,54434.7740169391
948,1950,estimates,female,5yearly,45,51740.4453122828
948,1950,estimates,male,5yearly,45,50788.5715606206
948,1950,estimates,female,5yearly,50,47884.7966500109
948,1950,estimates,male,5yearly,50,46541.0693802536
948,1950,estimates,female,5yearly,55,43462.9208454535
948,1950,estimates,male,5yearly,55,41525.1045415492
948,1950,estimates,female,5yearly,60,38170.2046064983
948,1950,estimates,male,5yearly,60,35581.4271393711
948,1950,estimates,female,5yearly,65,31729.7416215383
948,1950,estimates,male,5yearly,65,28585.8380069778
948,1950,estimates,female,5yearly,70,24247.2304083645
948,1950,estimates,male,5yearly,70,20869.4158632646
948,1950,estimates,female,5yearly,75,16265.7629171679
948,1950,estimates,male,5yearly,75,13109.612337263
948,1950,estimates,female,5yearly,80,9025.81978109642
948,1950,estimates,male,5yearly,80,6599.07710384555
948,1950,estimates,female,5yearly,85,3850.0145421165
948,1950,estimates,male,5yearly,85,2451.78536574033
948,1950,estimates,female,5yearly,90,1159.24013777165
948,1950,estimates,male,5yearly,90,613.936945669401
948,1950,estimates,female,5yearly,95,226.090800133934
948,1950,estimates,male,5yearly,95,95.2880997400561
948,1950,estimates,female,5yearly,100plus,26.671985676451
948,1950,estimates,male,5yearly,100plus,8.67404772422992
948,1955,estimates,female,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1955,estimates,male,5yearly,"Region, subregion, country or area *","Less developed regions, excluding China"
948,1955,estimates,female,5yearly,0,100000
948,1955,estimates,male,5yearly,0,100000
948,1955,estimates,female,5yearly,1,85279.069070261
948,1955,estimates,male,5yearly,1,83316.5543014713
948,1955,estimates,female,5yearly,5,76730.6876970906
948,1955,estimates,male,5yearly,5,75610.7788154909
948,1955,estimates,female,5yearly,10,73907.9039067565
948,1955,estimates,male,5yearly,10,72985.2147082907
948,1955,estimates,female,5yearly,15,72402.4146517982
948,1955,estimates,male,5yearly,15,71560.0439239814
948,1955,estimates,female,5yearly,20,70562.5134934454
948,1955,estimates,male,5yearly,20,69712.1758636158
948,1955,estimates,female,5yearly,25,68326.4271206644
948,1955,estimates,male,5yearly,25,67386.4805513176
948,1955,estimates,female,5yearly,30,65802.7192809085
948,1955,estimates,male,5yearly,30,64879.5487934598
948,1955,estimates,female,5yearly,35,62982.4397428387
948,1955,estimates,male,5yearly,35,62210.6404270753
948,1955,estimates,female,5yearly,40,59826.1851210835
948,1955,estimates,male,5yearly,40,59179.1682671584
948,1955,estimates,female,5yearly,45,56386.7060144285
948,1955,estimates,male,5yearly,45,55664.4694792807
948,1955,estimates,female,5yearly,50,52573.4738682021
948,1955,estimates,male,5yearly,50,51497.6845760402
948,1955,estimates,female,5yearly,55,48192.9364657457
948,1955,estimates,male,5yearly,55,46504.0770177466
