region,year,variant,gender,freq,age1yearinterval,survivorage
901,1950,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1950,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1950,estimates,female,5yearly,0,100000
901,1950,estimates,male,5yearly,0,100000
901,1950,estimates,female,5yearly,1,94668.8299998821
901,1950,estimates,male,5yearly,1,93572.2734006244
901,1950,estimates,female,5yearly,5,92918.1823795035
901,1950,estimates,male,5yearly,5,91725.3962328954
901,1950,estimates,female,5yearly,10,92453.6946111002
901,1950,estimates,male,5yearly,10,91170.1746861375
901,1950,estimates,female,5yearly,15,92163.6292226172
901,1950,estimates,male,5yearly,15,90774.1210887347
901,1950,estimates,female,5yearly,20,91659.5271828819
901,1950,estimates,male,5yearly,20,90036.2520292862
901,1950,estimates,female,5yearly,25,90959.4029552199
901,1950,estimates,male,5yearly,25,88961.399800756
901,1950,estimates,female,5yearly,30,90149.2461955726
901,1950,estimates,male,5yearly,30,87791.9665383476
901,1950,estimates,female,5yearly,35,89236.2442697059
901,1950,estimates,male,5yearly,35,86568.1095594827
901,1950,estimates,female,5yearly,40,88104.9688207431
901,1950,estimates,male,5yearly,40,85031.0798873886
901,1950,estimates,female,5yearly,45,86625.5057607963
901,1950,estimates,male,5yearly,45,82883.5335042417
901,1950,estimates,female,5yearly,50,84579.2471326134
901,1950,estimates,male,5yearly,50,79723.717726913
901,1950,estimates,female,5yearly,55,81673.5326496806
901,1950,estimates,male,5yearly,55,75074.2258299774
901,1950,estimates,female,5yearly,60,77513.6291745363
901,1950,estimates,male,5yearly,60,68530.8596705325
901,1950,estimates,female,5yearly,65,71342.1367672739
901,1950,estimates,male,5yearly,65,59746.8579638272
901,1950,estimates,female,5yearly,70,62105.6227814827
901,1950,estimates,male,5yearly,70,48630.4873142524
901,1950,estimates,female,5yearly,75,49042.1935153075
901,1950,estimates,male,5yearly,75,35273.5498470121
901,1950,estimates,female,5yearly,80,33081.4099658624
901,1950,estimates,male,5yearly,80,21349.4940753617
901,1950,estimates,female,5yearly,85,17409.4858100863
901,1950,estimates,male,5yearly,85,9904.01769456927
901,1950,estimates,female,5yearly,90,6329.18252100465
901,1950,estimates,male,5yearly,90,3171.23628839698
901,1950,estimates,female,5yearly,95,1384.5795078645
901,1950,estimates,male,5yearly,95,628.010247533807
901,1950,estimates,female,5yearly,100plus,162.12274105778
901,1950,estimates,male,5yearly,100plus,70.5022521689582
901,1955,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1955,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1955,estimates,female,5yearly,0,100000
901,1955,estimates,male,5yearly,0,100000
901,1955,estimates,female,5yearly,1,96138.1044392021
901,1955,estimates,male,5yearly,1,95291.7061645392
901,1955,estimates,female,5yearly,5,95178.1651457377
901,1955,estimates,male,5yearly,5,94253.8701138865
901,1955,estimates,female,5yearly,10,94841.3594720819
901,1955,estimates,male,5yearly,10,93819.74766518
901,1955,estimates,female,5yearly,15,94640.0252402834
901,1955,estimates,male,5yearly,15,93503.3049650872
901,1955,estimates,female,5yearly,20,94305.2970729983
901,1955,estimates,male,5yearly,20,92892.3105796915
901,1955,estimates,female,5yearly,25,93826.241749553
901,1955,estimates,male,5yearly,25,91993.3956509876
901,1955,estimates,female,5yearly,30,93242.8237013458
901,1955,estimates,male,5yearly,30,90979.9060481739
901,1955,estimates,female,5yearly,35,92531.3326845594
901,1955,estimates,male,5yearly,35,89871.0680458605
901,1955,estimates,female,5yearly,40,91605.8041754997
901,1955,estimates,male,5yearly,40,88515.8908846953
901,1955,estimates,female,5yearly,45,90328.0938296775
901,1955,estimates,male,5yearly,45,86594.6314426391
901,1955,estimates,female,5yearly,50,88498.0024090694
901,1955,estimates,male,5yearly,50,83674.0755573924
901,1955,estimates,female,5yearly,55,85849.9182892739
901,1955,estimates,male,5yearly,55,79171.7306560779
901,1955,estimates,female,5yearly,60,81963.4861478821
901,1955,estimates,male,5yearly,60,72539.3194331284
901,1955,estimates,female,5yearly,65,76074.8659552052
901,1955,estimates,male,5yearly,65,63393.3297807711
901,1955,estimates,female,5yearly,70,67055.9680780237
901,1955,estimates,male,5yearly,70,51748.9352024406
901,1955,estimates,female,5yearly,75,53954.4993375173
901,1955,estimates,male,5yearly,75,37772.9215810218
901,1955,estimates,female,5yearly,80,37348.1235843274
901,1955,estimates,male,5yearly,80,23105.522998401
901,1955,estimates,female,5yearly,85,20314.1312426116
901,1955,estimates,male,5yearly,85,10900.5255284848
901,1955,estimates,female,5yearly,90,7667.39801936838
901,1955,estimates,male,5yearly,90,3578.41277546852
901,1955,estimates,female,5yearly,95,1738.38344236226
901,1955,estimates,male,5yearly,95,732.973293178727
901,1955,estimates,female,5yearly,100plus,208.844208880855
901,1955,estimates,male,5yearly,100plus,85.732659408235
901,1960,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1960,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1960,estimates,female,5yearly,0,100000
901,1960,estimates,male,5yearly,0,100000
901,1960,estimates,female,5yearly,1,97106.1515166425
901,1960,estimates,male,5yearly,1,96366.1673459442
901,1960,estimates,female,5yearly,5,96551.4716235855
901,1960,estimates,male,5yearly,5,95728.24854934
901,1960,estimates,female,5yearly,10,96308.5524984142
901,1960,estimates,male,5yearly,10,95390.8376690328
901,1960,estimates,female,5yearly,15,96138.8370366538
901,1960,estimates,male,5yearly,15,95103.2937532314
901,1960,estimates,female,5yearly,20,95878.9388877406
901,1960,estimates,male,5yearly,20,94557.6339263392
901,1960,estimates,female,5yearly,25,95506.9028549168
901,1960,estimates,male,5yearly,25,93743.3026922083
901,1960,estimates,female,5yearly,30,95043.94116596
901,1960,estimates,male,5yearly,30,92828.7621107559
901,1960,estimates,female,5yearly,35,94451.5255668952
901,1960,estimates,male,5yearly,35,91751.6150429261
901,1960,estimates,female,5yearly,40,93637.7343535243
901,1960,estimates,male,5yearly,40,90384.026664652
901,1960,estimates,female,5yearly,45,92466.3876260867
901,1960,estimates,male,5yearly,45,88509.3363702058
901,1960,estimates,female,5yearly,50,90742.8214215094
901,1960,estimates,male,5yearly,50,85679.3634215681
901,1960,estimates,female,5yearly,55,88265.8503232251
901,1960,estimates,male,5yearly,55,81354.0991628398
901,1960,estimates,female,5yearly,60,84611.4652083308
901,1960,estimates,male,5yearly,60,74810.4069300912
901,1960,estimates,female,5yearly,65,78962.3475111238
901,1960,estimates,male,5yearly,65,65493.1426941618
901,1960,estimates,female,5yearly,70,70281.0743954996
901,1960,estimates,male,5yearly,70,53577.3862085636
901,1960,estimates,female,5yearly,75,57395.6199320071
901,1960,estimates,male,5yearly,75,39287.6910701345
901,1960,estimates,female,5yearly,80,40565.2986058253
901,1960,estimates,male,5yearly,80,24224.7009451909
901,1960,estimates,female,5yearly,85,22668.5556029208
901,1960,estimates,male,5yearly,85,11578.6199148262
901,1960,estimates,female,5yearly,90,8828.28443712919
901,1960,estimates,male,5yearly,90,3877.02963097791
901,1960,estimates,female,5yearly,95,2063.49161831296
901,1960,estimates,male,5yearly,95,816.209774445115
901,1960,estimates,female,5yearly,100plus,253.517215940021
901,1960,estimates,male,5yearly,100plus,98.7739354990384
901,1965,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1965,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1965,estimates,female,5yearly,0,100000
901,1965,estimates,male,5yearly,0,100000
901,1965,estimates,female,5yearly,1,97697.0217158205
901,1965,estimates,male,5yearly,1,97080.6947679559
901,1965,estimates,female,5yearly,5,97272.5734135687
901,1965,estimates,male,5yearly,5,96576.8111421348
901,1965,estimates,female,5yearly,10,97072.8715575417
901,1965,estimates,male,5yearly,10,96288.5529578967
901,1965,estimates,female,5yearly,15,96913.7952379375
901,1965,estimates,male,5yearly,15,96007.2483428838
901,1965,estimates,female,5yearly,20,96671.1816728478
901,1965,estimates,male,5yearly,20,95442.530031618
901,1965,estimates,female,5yearly,25,96349.0092056032
901,1965,estimates,male,5yearly,25,94650.2275154226
901,1965,estimates,female,5yearly,30,95951.6148518391
901,1965,estimates,male,5yearly,30,93737.880992982
901,1965,estimates,female,5yearly,35,95423.035942909
901,1965,estimates,male,5yearly,35,92635.3131681582
901,1965,estimates,female,5yearly,40,94673.3016146418
901,1965,estimates,male,5yearly,40,91173.9324700469
901,1965,estimates,female,5yearly,45,93553.9683959671
901,1965,estimates,male,5yearly,45,89146.9278151332
901,1965,estimates,female,5yearly,50,91862.6069702308
901,1965,estimates,male,5yearly,50,86237.1105856884
901,1965,estimates,female,5yearly,55,89415.917150092
901,1965,estimates,male,5yearly,55,81879.8138355481
901,1965,estimates,female,5yearly,60,85868.1143995243
901,1965,estimates,male,5yearly,60,75387.5095844147
901,1965,estimates,female,5yearly,65,80442.1379767435
901,1965,estimates,male,5yearly,65,66054.1289557735
901,1965,estimates,female,5yearly,70,71998.0041892554
901,1965,estimates,male,5yearly,70,53850.3141531996
901,1965,estimates,female,5yearly,75,59388.4406783393
901,1965,estimates,male,5yearly,75,39354.2120564766
901,1965,estimates,female,5yearly,80,42707.8344850753
901,1965,estimates,male,5yearly,80,24278.2050737454
901,1965,estimates,female,5yearly,85,24562.684334997
901,1965,estimates,male,5yearly,85,11705.4869397936
901,1965,estimates,female,5yearly,90,10002.6102534801
901,1965,estimates,male,5yearly,90,4008.57214590519
901,1965,estimates,female,5yearly,95,2489.28908960201
901,1965,estimates,male,5yearly,95,879.642641560795
901,1965,estimates,female,5yearly,100plus,330.409218945552
901,1965,estimates,male,5yearly,100plus,113.29014974099
901,1970,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1970,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1970,estimates,female,5yearly,0,100000
901,1970,estimates,male,5yearly,0,100000
901,1970,estimates,female,5yearly,1,98134.7439626959
901,1970,estimates,male,5yearly,1,97610.1984670117
901,1970,estimates,female,5yearly,5,97777.9334509877
901,1970,estimates,male,5yearly,5,97173.5063031438
901,1970,estimates,female,5yearly,10,97598.5871505636
901,1970,estimates,male,5yearly,10,96917.2770513053
901,1970,estimates,female,5yearly,15,97445.7300444556
901,1970,estimates,male,5yearly,15,96644.7309035763
901,1970,estimates,female,5yearly,20,97209.2846245075
901,1970,estimates,male,5yearly,20,96046.8208120482
901,1970,estimates,female,5yearly,25,96904.2949704972
901,1970,estimates,male,5yearly,25,95196.4560233691
901,1970,estimates,female,5yearly,30,96550.7589726114
901,1970,estimates,male,5yearly,30,94330.1565352722
901,1970,estimates,female,5yearly,35,96071.5624171426
901,1970,estimates,male,5yearly,35,93242.1729055594
901,1970,estimates,female,5yearly,40,95374.0555648554
901,1970,estimates,male,5yearly,40,91748.3470421621
901,1970,estimates,female,5yearly,45,94320.370679463
901,1970,estimates,male,5yearly,45,89633.445330285
901,1970,estimates,female,5yearly,50,92707.3554311512
901,1970,estimates,male,5yearly,50,86607.4397888744
901,1970,estimates,female,5yearly,55,90330.0564523708
901,1970,estimates,male,5yearly,55,82293.290498313
901,1970,estimates,female,5yearly,60,86878.9259337274
901,1970,estimates,male,5yearly,60,75984.9690927928
901,1970,estimates,female,5yearly,65,81715.586574533
901,1970,estimates,male,5yearly,65,67015.8548792434
901,1970,estimates,female,5yearly,70,73683.9862205455
901,1970,estimates,male,5yearly,70,55027.528848915
901,1970,estimates,female,5yearly,75,61508.8286910374
901,1970,estimates,male,5yearly,75,40523.0001090777
901,1970,estimates,female,5yearly,80,45107.3916506559
901,1970,estimates,male,5yearly,80,25265.6436889878
901,1970,estimates,female,5yearly,85,26756.087666089
901,1970,estimates,male,5yearly,85,12353.9801404653
901,1970,estimates,female,5yearly,90,11405.0469476466
901,1970,estimates,male,5yearly,90,4305.29594772025
901,1970,estimates,female,5yearly,95,3018.46875414008
901,1970,estimates,male,5yearly,95,963.829061191034
901,1970,estimates,female,5yearly,100plus,431.033496819426
901,1970,estimates,male,5yearly,100plus,126.701880514728
901,1975,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1975,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1975,estimates,female,5yearly,0,100000
901,1975,estimates,male,5yearly,0,100000
901,1975,estimates,female,5yearly,1,98404.737427374
901,1975,estimates,male,5yearly,1,97949.0224735515
901,1975,estimates,female,5yearly,5,98091.4009433819
901,1975,estimates,male,5yearly,5,97564.5646021962
901,1975,estimates,female,5yearly,10,97939.2836607341
901,1975,estimates,male,5yearly,10,97343.324031724
