region,year,variant,gender,freq,age1yearinterval,survivorage
1503,1950,estimates,female,5yearly,"Region, subregion, country or area *",High-income countries
1503,1950,estimates,male,5yearly,"Region, subregion, country or area *",High-income countries
1503,1950,estimates,female,5yearly,0,100000
1503,1950,estimates,male,5yearly,0,100000
1503,1950,estimates,female,5yearly,1,95208.0108480513
1503,1950,estimates,male,5yearly,1,94140.9582206376
1503,1950,estimates,female,5yearly,5,93660.9482011059
1503,1950,estimates,male,5yearly,5,92519.7195782765
1503,1950,estimates,female,5yearly,10,93122.359884477
1503,1950,estimates,male,5yearly,10,91886.9479875654
1503,1950,estimates,female,5yearly,15,92789.4064539345
1503,1950,estimates,male,5yearly,15,91467.6039872307
1503,1950,estimates,female,5yearly,20,92279.8536636438
1503,1950,estimates,male,5yearly,20,90743.7691071946
1503,1950,estimates,female,5yearly,25,91575.871656435
1503,1950,estimates,male,5yearly,25,89707.4674708063
1503,1950,estimates,female,5yearly,30,90763.0151295471
1503,1950,estimates,male,5yearly,30,88591.0631192894
1503,1950,estimates,female,5yearly,35,89820.8550401465
1503,1950,estimates,male,5yearly,35,87380.1758631707
1503,1950,estimates,female,5yearly,40,88651.0367963758
1503,1950,estimates,male,5yearly,40,85873.8095583759
1503,1950,estimates,female,5yearly,45,87121.8714215482
1503,1950,estimates,male,5yearly,45,83782.0269152327
1503,1950,estimates,female,5yearly,50,84995.7517262621
1503,1950,estimates,male,5yearly,50,80689.6719235168
1503,1950,estimates,female,5yearly,55,81975.0823365704
1503,1950,estimates,male,5yearly,55,76088.4627962117
1503,1950,estimates,female,5yearly,60,77683.5963694511
1503,1950,estimates,male,5yearly,60,69549.7035730989
1503,1950,estimates,female,5yearly,65,71410.1479368693
1503,1950,estimates,male,5yearly,65,60722.8984541979
1503,1950,estimates,female,5yearly,70,62172.731503811
1503,1950,estimates,male,5yearly,70,49502.4597430712
1503,1950,estimates,female,5yearly,75,49164.4088492774
1503,1950,estimates,male,5yearly,75,35977.1459306112
1503,1950,estimates,female,5yearly,80,33264.8610733021
1503,1950,estimates,male,5yearly,80,21820.9050206316
1503,1950,estimates,female,5yearly,85,17609.1653851367
1503,1950,estimates,male,5yearly,85,10140.285522846
1503,1950,estimates,female,5yearly,90,6467.23521959545
1503,1950,estimates,male,5yearly,90,3248.92997178401
1503,1950,estimates,female,5yearly,95,1436.97075995363
1503,1950,estimates,male,5yearly,95,642.527562272004
1503,1950,estimates,female,5yearly,100plus,171.762424745574
1503,1950,estimates,male,5yearly,100plus,71.8507828863416
1503,1955,estimates,female,5yearly,"Region, subregion, country or area *",High-income countries
1503,1955,estimates,male,5yearly,"Region, subregion, country or area *",High-income countries
1503,1955,estimates,female,5yearly,0,100000
1503,1955,estimates,male,5yearly,0,100000
1503,1955,estimates,female,5yearly,1,96001.846871688
1503,1955,estimates,male,5yearly,1,95084.6551339596
1503,1955,estimates,female,5yearly,5,94877.8659058913
1503,1955,estimates,male,5yearly,5,93874.8699026238
1503,1955,estimates,female,5yearly,10,94499.7058995653
1503,1955,estimates,male,5yearly,10,93416.8152520462
1503,1955,estimates,female,5yearly,15,94249.0477721361
1503,1955,estimates,male,5yearly,15,93066.5755035928
1503,1955,estimates,female,5yearly,20,93872.8665558393
1503,1955,estimates,male,5yearly,20,92423.924785447
1503,1955,estimates,female,5yearly,25,93355.0613296529
1503,1955,estimates,male,5yearly,25,91516.9207494379
1503,1955,estimates,female,5yearly,30,92738.0481418068
1503,1955,estimates,male,5yearly,30,90565.6399009698
1503,1955,estimates,female,5yearly,35,92002.5887157116
1503,1955,estimates,male,5yearly,35,89530.4249717209
1503,1955,estimates,female,5yearly,40,91036.6265801098
1503,1955,estimates,male,5yearly,40,88193.7288239467
1503,1955,estimates,female,5yearly,45,89710.6526911565
1503,1955,estimates,male,5yearly,45,86293.4324793734
1503,1955,estimates,female,5yearly,50,87825.7918740197
1503,1955,estimates,male,5yearly,50,83410.5967318461
1503,1955,estimates,female,5yearly,55,85107.0571233828
1503,1955,estimates,male,5yearly,55,78954.9761709504
1503,1955,estimates,female,5yearly,60,81153.8732494699
1503,1955,estimates,male,5yearly,60,72365.1164004136
1503,1955,estimates,female,5yearly,65,75237.2092274863
1503,1955,estimates,male,5yearly,65,63238.6845461983
1503,1955,estimates,female,5yearly,70,66329.180032641
1503,1955,estimates,male,5yearly,70,51622.853874093
1503,1955,estimates,female,5yearly,75,53445.2312476469
1503,1955,estimates,male,5yearly,75,37699.3023813942
1503,1955,estimates,female,5yearly,80,37092.8457278875
1503,1955,estimates,male,5yearly,80,23080.9282029533
1503,1955,estimates,female,5yearly,85,20268.3044678758
1503,1955,estimates,male,5yearly,85,10905.2024087504
1503,1955,estimates,female,5yearly,90,7707.30651597724
1503,1955,estimates,male,5yearly,90,3588.26427015527
1503,1955,estimates,female,5yearly,95,1766.4845365144
1503,1955,estimates,male,5yearly,95,737.397386084958
1503,1955,estimates,female,5yearly,100plus,215.166814226296
1503,1955,estimates,male,5yearly,100plus,86.6054479577999
1503,1960,estimates,female,5yearly,"Region, subregion, country or area *",High-income countries
1503,1960,estimates,male,5yearly,"Region, subregion, country or area *",High-income countries
1503,1960,estimates,female,5yearly,0,100000
1503,1960,estimates,male,5yearly,0,100000
1503,1960,estimates,female,5yearly,1,96700.2169639292
1503,1960,estimates,male,5yearly,1,95889.4454315704
1503,1960,estimates,female,5yearly,5,95843.6130850919
1503,1960,estimates,male,5yearly,5,94939.7257682896
