region,year,variant,gender,freq,age1yearinterval,survivorage
954,1950,estimates,female,5yearly,"Region, subregion, country or area *",Micronesia
954,1950,estimates,male,5yearly,"Region, subregion, country or area *",Micronesia
954,1950,estimates,female,5yearly,0,100000
954,1950,estimates,male,5yearly,0,100000
954,1950,estimates,female,5yearly,1,90612.3241909974
954,1950,estimates,male,5yearly,1,88883.8891450869
954,1950,estimates,female,5yearly,5,86005.1964160297
954,1950,estimates,male,5yearly,5,84306.5768029089
954,1950,estimates,female,5yearly,10,84533.5971443364
954,1950,estimates,male,5yearly,10,82830.1391535642
954,1950,estimates,female,5yearly,15,83603.037236355
954,1950,estimates,male,5yearly,15,81957.868100752
954,1950,estimates,female,5yearly,20,82135.7313853144
954,1950,estimates,male,5yearly,20,80538.7864995589
954,1950,estimates,female,5yearly,25,80258.7294267282
954,1950,estimates,male,5yearly,25,78728.4908774681
954,1950,estimates,female,5yearly,30,78169.0733572535
954,1950,estimates,male,5yearly,30,76715.81324339
954,1950,estimates,female,5yearly,35,75926.0416388192
954,1950,estimates,male,5yearly,35,74495.2185934483
954,1950,estimates,female,5yearly,40,73476.6259701576
954,1950,estimates,male,5yearly,40,71919.7147271725
954,1950,estimates,female,5yearly,45,70727.2928065479
954,1950,estimates,male,5yearly,45,68747.1356808834
954,1950,estimates,female,5yearly,50,67454.3042360355
954,1950,estimates,male,5yearly,50,64743.2021349794
954,1950,estimates,female,5yearly,55,63284.2077124218
954,1950,estimates,male,5yearly,55,59573.104383551
954,1950,estimates,female,5yearly,60,57767.8989140261
954,1950,estimates,male,5yearly,60,52857.9331039195
954,1950,estimates,female,5yearly,65,50431.553814384
954,1950,estimates,male,5yearly,65,44370.4892693109
954,1950,estimates,female,5yearly,70,41052.1228261505
954,1950,estimates,male,5yearly,70,34317.6733802301
954,1950,estimates,female,5yearly,75,29703.1875638627
954,1950,estimates,male,5yearly,75,23240.9161308134
954,1950,estimates,female,5yearly,80,17849.8519879187
