region,year,variant,gender,freq,age1yearinterval,survivorage
911,1950,estimates,female,5yearly,0,100000
911,1950,estimates,male,5yearly,0,100000
911,1950,estimates,female,5yearly,1,83252.3003540329
911,1950,estimates,male,5yearly,1,80500.9179404297
911,1950,estimates,female,5yearly,5,70996.1233174155
911,1950,estimates,male,5yearly,5,68148.957703887
911,1950,estimates,female,5yearly,10,66430.5084481082
911,1950,estimates,male,5yearly,10,63684.3137309139
911,1950,estimates,female,5yearly,15,64388.017909694
911,1950,estimates,male,5yearly,15,61798.8995906143
911,1950,estimates,female,5yearly,20,62197.5745827997
911,1950,estimates,male,5yearly,20,59528.2748660365
911,1950,estimates,female,5yearly,25,59695.4038302522
911,1950,estimates,male,5yearly,25,56611.0552848019
911,1950,estimates,female,5yearly,30,56896.5327162595
911,1950,estimates,male,5yearly,30,53508.4473855746
911,1950,estimates,female,5yearly,35,53795.7488708372
911,1950,estimates,male,5yearly,35,50415.4252661983
911,1950,estimates,female,5yearly,40,50463.8271737674
911,1950,estimates,male,5yearly,40,47097.0552179508
911,1950,estimates,female,5yearly,45,47062.3145036529
911,1950,estimates,male,5yearly,45,43407.6412602982
911,1950,estimates,female,5yearly,50,43590.6067072588
911,1950,estimates,male,5yearly,50,39324.8282200142
911,1950,estimates,female,5yearly,55,39703.3581380516
911,1950,estimates,male,5yearly,55,34779.7511413554
911,1950,estimates,female,5yearly,60,34955.0191090507
911,1950,estimates,male,5yearly,60,29608.7062014249
911,1950,estimates,female,5yearly,65,29037.1517183801
911,1950,estimates,male,5yearly,65,23722.30564295
911,1950,estimates,female,5yearly,70,21882.5613518312
911,1950,estimates,male,5yearly,70,17140.8436158603
911,1950,estimates,female,5yearly,75,14173.3462516664
911,1950,estimates,male,5yearly,75,10419.0260965621
911,1950,estimates,female,5yearly,80,7323.88906180324
911,1950,estimates,male,5yearly,80,4891.66487927903
911,1950,estimates,female,5yearly,85,2753.89142585628
911,1950,estimates,male,5yearly,85,1604.45365947446
911,1950,estimates,female,5yearly,90,679.589574060508
911,1950,estimates,male,5yearly,90,330.623575798445
911,1950,estimates,female,5yearly,95,100.144885075151
911,1950,estimates,male,5yearly,95,39.2471863803392
911,1950,estimates,female,5yearly,100plus,8.31442891629368
911,1950,estimates,male,5yearly,100plus,2.58215162397637
911,1955,estimates,female,5yearly,0,100000
911,1955,estimates,male,5yearly,0,100000
911,1955,estimates,female,5yearly,1,84193.2426111421
911,1955,estimates,male,5yearly,1,81635.1472829145
911,1955,estimates,female,5yearly,5,72582.4161150724
911,1955,estimates,male,5yearly,5,69934.2164795075
911,1955,estimates,female,5yearly,10,68065.7905007332
911,1955,estimates,male,5yearly,10,65512.8962786115
911,1955,estimates,female,5yearly,15,66105.6692570655
911,1955,estimates,male,5yearly,15,63694.7461044396
911,1955,estimates,female,5yearly,20,63986.9914481462
911,1955,estimates,male,5yearly,20,61481.3889803257
911,1955,estimates,female,5yearly,25,61556.8220324749
911,1955,estimates,male,5yearly,25,58623.9849971056
911,1955,estimates,female,5yearly,30,58829.5537920245
911,1955,estimates,male,5yearly,30,55578.6193850245
911,1955,estimates,female,5yearly,35,55800.6029375883
911,1955,estimates,male,5yearly,35,52535.7538733053
911,1955,estimates,female,5yearly,40,52533.4499881115
911,1955,estimates,male,5yearly,40,49262.6053365775
911,1955,estimates,female,5yearly,45,49174.7152234708
911,1955,estimates,male,5yearly,45,45611.0624716161
911,1955,estimates,female,5yearly,50,45720.8415223384
911,1955,estimates,male,5yearly,50,41542.7063482856
911,1955,estimates,female,5yearly,55,41832.8017186284
911,1955,estimates,male,5yearly,55,36972.8601437767
911,1955,estimates,female,5yearly,60,37056.8849393758
911,1955,estimates,male,5yearly,60,31727.833865746
911,1955,estimates,female,5yearly,65,31044.7719795203
911,1955,estimates,male,5yearly,65,25682.0434536149
911,1955,estimates,female,5yearly,70,23701.3961043264
911,1955,estimates,male,5yearly,70,18841.0781979249
911,1955,estimates,female,5yearly,75,15642.7847310854
911,1955,estimates,male,5yearly,75,11710.6207896632
911,1955,estimates,female,5yearly,80,8294.9557921179
911,1955,estimates,male,5yearly,80,5670.25421588398
