continent,year,variant,agebroad,sexratio_maleper100female
903,1950,estimates,"Region, subregion, country or area *",AFRICA
903,1950,estimates,total,98.6975064675746
903,1950,estimates,0_1,101.809347483722
903,1950,estimates,0_4,101.43239301484
903,1950,estimates,0_14,100.797570755941
903,1950,estimates,0_17,100.809894393957
903,1950,estimates,0_19,100.821170178205
903,1950,estimates,0_24,100.778445135949
903,1950,estimates,3_4,101.003087305816
903,1950,estimates,3_5,100.897563195991
903,1950,estimates,3_6,100.803815933307
903,1950,estimates,4_5,100.777113728141
903,1950,estimates,4_6,100.686970148036
903,1950,estimates,5_10,100.373064119141
903,1950,estimates,5_11,100.349824586327
903,1950,estimates,5_14,100.359723695905
903,1950,estimates,6_9,100.334079732736
903,1950,estimates,6_10,100.306764451503
903,1950,estimates,6_11,100.289462111933
903,1950,estimates,6_12,100.284803675065
903,1950,estimates,7_10,100.255903136586
903,1950,estimates,7_12,100.24600263841
903,1950,estimates,11_16,100.489425058058
903,1950,estimates,11_17,100.563718526507
903,1950,estimates,11_18,100.616510633651
903,1950,estimates,12_14,100.386039999401
903,1950,estimates,12_16,100.552241027272
903,1950,estimates,12_17,100.630037624407
903,1950,estimates,12_18,100.682249774711
903,1950,estimates,13_17,100.710630749557
903,1950,estimates,13_18,100.759615000821
903,1950,estimates,13_19,100.777214243142
903,1950,estimates,15plus,97.2439266989371
903,1950,estimates,15_17,100.891541962541
903,1950,estimates,15_24,100.736982605895
903,1950,estimates,15_49,99.7301997451806
903,1950,estimates,15_59,98.7652704674495
903,1950,estimates,15_64,98.2946475833418
903,1950,estimates,16plus,97.11594632992
903,1950,estimates,17plus,96.9733252257913
903,1950,estimates,18plus,96.8183948691016
903,1950,estimates,18_23,100.713350918313
903,1950,estimates,20plus,96.4911753238956
903,1950,estimates,20_64,97.7150575539365
903,1950,estimates,20_69,97.2574228239436
903,1950,estimates,21plus,96.3222160498552
903,1950,estimates,25plus,95.605600598475
903,1950,estimates,25_49,99.0585478877699
903,1950,estimates,25_64,97.0376634518362
903,1950,estimates,25_69,96.5028876771826
903,1950,estimates,50plus,87.430492832865
903,1950,estimates,60plus,83.1234626300136
903,1950,estimates,65plus,80.8892538085581
903,1950,estimates,70plus,78.1590501730784
903,1950,estimates,75plus,74.9223791100488
903,1950,estimates,80plus,72.201731332884
903,1950,estimates,85plus,65.0947926300064
903,1950,estimates,90plus,54.3273560959633
903,1955,estimates,"Region, subregion, country or area *",AFRICA
903,1955,estimates,total,98.6962667565604
903,1955,estimates,0_1,101.225856115242
903,1955,estimates,0_4,101.365025022111
903,1955,estimates,0_14,101.08283623169
903,1955,estimates,0_17,100.980500603244
903,1955,estimates,0_19,100.931874491183
903,1955,estimates,0_24,100.8423428787
903,1955,estimates,3_4,101.501504924353
903,1955,estimates,3_5,101.495662988935
903,1955,estimates,3_6,101.475315167331
903,1955,estimates,4_5,101.497806522383
903,1955,estimates,4_6,101.469225054829
903,1955,estimates,5_10,101.189099416656
903,1955,estimates,5_11,101.101884885766
903,1955,estimates,5_14,100.883656110596
903,1955,estimates,6_9,101.206699974214
903,1955,estimates,6_10,101.122415482143
903,1955,estimates,6_11,101.028674328239
903,1955,estimates,6_12,100.937766345055
903,1955,estimates,7_10,101.043757005731
903,1955,estimates,7_12,100.848782355497
903,1955,estimates,11_16,100.321850785404
903,1955,estimates,11_17,100.31712710496
903,1955,estimates,11_18,100.316176866683
903,1955,estimates,12_14,100.287016813603
903,1955,estimates,12_16,100.280831890252
903,1955,estimates,12_17,100.281659939306
903,1955,estimates,12_18,100.285255228604
903,1955,estimates,13_17,100.27132472189
903,1955,estimates,13_18,100.277195149024
903,1955,estimates,13_19,100.284575313481
903,1955,estimates,15plus,96.9964852070381
903,1955,estimates,15_17,100.275869213338
903,1955,estimates,15_24,100.302312557831
903,1955,estimates,15_49,99.3689330764649
903,1955,estimates,15_59,98.4905026065251
903,1955,estimates,15_64,98.0509754426713
903,1955,estimates,16plus,96.8766751407054
903,1955,estimates,17plus,96.7508717273506
903,1955,estimates,18plus,96.6181329860755
903,1955,estimates,18_23,100.354907735036
903,1955,estimates,20plus,96.3292155974346
903,1955,estimates,20_64,97.5628274380907
903,1955,estimates,20_69,97.0908612403555
903,1955,estimates,21plus,96.1713582330639
903,1955,estimates,25plus,95.4608889465436
903,1955,estimates,25_49,98.7552482444073
903,1955,estimates,25_64,96.9072798812883
903,1955,estimates,25_69,96.3543744363476
903,1955,estimates,50plus,87.5310064986493
903,1955,estimates,60plus,82.8061689600521
903,1955,estimates,65plus,80.014030772389
903,1955,estimates,70plus,77.1056353831181
903,1955,estimates,75plus,73.1764867695562
903,1955,estimates,80plus,68.4128447617291
903,1955,estimates,85plus,63.5744865547379
903,1955,estimates,90plus,52.0934221146086
903,1960,estimates,"Region, subregion, country or area *",AFRICA
903,1960,estimates,total,98.7991932827282
903,1960,estimates,0_1,101.836512468041
903,1960,estimates,0_4,101.576437628868
903,1960,estimates,0_14,101.359282640846
903,1960,estimates,0_17,101.261317904423
903,1960,estimates,0_19,101.179757481856
903,1960,estimates,0_24,100.976202265974
903,1960,estimates,3_4,101.303129352947
903,1960,estimates,3_5,101.260960954774
903,1960,estimates,3_6,101.231394395856
903,1960,estimates,4_5,101.208106370479
903,1960,estimates,4_6,101.184466604105
903,1960,estimates,5_10,101.171974246699
903,1960,estimates,5_11,101.197450202682
903,1960,estimates,5_14,101.20781210183
903,1960,estimates,6_9,101.151890269445
903,1960,estimates,6_10,101.172398088012
903,1960,estimates,6_11,101.202718767977
903,1960,estimates,6_12,101.227670752996
903,1960,estimates,7_10,101.183108407931
903,1960,estimates,7_12,101.245629537333
903,1960,estimates,11_16,101.086880788848
903,1960,estimates,11_17,100.988335805234
903,1960,estimates,11_18,100.896421179913
903,1960,estimates,12_14,101.236889639686
903,1960,estimates,12_16,101.023766395063
903,1960,estimates,12_17,100.91648961322
903,1960,estimates,12_18,100.818951157191
903,1960,estimates,13_17,100.810167603423
903,1960,estimates,13_18,100.710801624171
903,1960,estimates,13_19,100.624885612204
903,1960,estimates,15plus,96.9069516798864
903,1960,estimates,15_17,100.563012615631
903,1960,estimates,15_24,100.07570804159499
903,1960,estimates,15_49,99.2130057634771
903,1960,estimates,15_59,98.4597580836201
903,1960,estimates,15_64,97.9776376821263
903,1960,estimates,16plus,96.7631292679124
903,1960,estimates,17plus,96.6224640646111
903,1960,estimates,18plus,96.4839889174491
903,1960,estimates,18_23,99.8767387819366
903,1960,estimates,20plus,96.2040876245038
903,1960,estimates,20_64,97.453859362292
903,1960,estimates,20_69,97.0022335540785
903,1960,estimates,21plus,96.0610024657465
903,1960,estimates,25plus,95.4536009258423
903,1960,estimates,25_49,98.6526436460081
903,1960,estimates,25_64,96.9251182217159
903,1960,estimates,25_69,96.394037029889
903,1960,estimates,50plus,87.7673885573714
903,1960,estimates,60plus,82.3578277202721
903,1960,estimates,65plus,79.7618124237768
903,1960,estimates,70plus,76.1649578665044
903,1960,estimates,75plus,72.0321968665849
903,1960,estimates,80plus,66.3409585953928
903,1960,estimates,85plus,59.1839982028866
903,1960,estimates,90plus,51.7335862577722
903,1965,estimates,"Region, subregion, country or area *",AFRICA
903,1965,estimates,total,98.8576692141699
903,1965,estimates,0_1,101.941192329145
903,1965,estimates,0_4,101.806184646395
903,1965,estimates,0_14,101.494659419638
903,1965,estimates,0_17,101.467813529833
903,1965,estimates,0_19,101.422537676104
903,1965,estimates,0_24,101.162279759071
903,1965,estimates,3_4,101.654280219134
903,1965,estimates,3_5,101.612395773975
903,1965,estimates,3_6,101.573018100305
903,1965,estimates,4_5,101.566083312223
903,1965,estimates,4_6,101.527046382003
903,1965,estimates,5_10,101.3580841655
903,1965,estimates,5_11,101.330019894413
903,1965,estimates,5_14,101.280824419277
903,1965,estimates,6_9,101.34832371906
903,1965,estimates,6_10,101.321126596881
903,1965,estimates,6_11,101.293375932634
903,1965,estimates,6_12,101.269840711039
903,1965,estimates,7_10,101.287508884203
903,1965,estimates,7_12,101.237029108352
903,1965,estimates,11_16,101.184512724635
903,1965,estimates,11_17,101.19543994554
903,1965,estimates,11_18,101.175738814246
903,1965,estimates,12_14,101.144127221583
903,1965,estimates,12_16,101.194458691776
903,1965,estimates,12_17,101.205950907948
903,1965,estimates,12_18,101.181660608577
903,1965,estimates,13_17,101.22721584313
903,1965,estimates,13_18,101.195081648304
903,1965,estimates,13_19,101.120234927785
903,1965,estimates,15plus,96.8429865834803
903,1965,estimates,15_17,101.275464062704
903,1965,estimates,15_24,100.360076921885
903,1965,estimates,15_49,99.0206904877003
903,1965,estimates,15_59,98.3661554166854
903,1965,estimates,15_64,97.9626182057094
903,1965,estimates,16plus,96.6744295970892
903,1965,estimates,17plus,96.4967040061779
903,1965,estimates,18plus,96.3139316424742
903,1965,estimates,18_23,100.046355894731
903,1965,estimates,20plus,95.9611830087747
903,1965,estimates,20_64,97.2616508553967
903,1965,estimates,20_69,96.7783518507052
903,1965,estimates,21plus,95.7970903347492
903,1965,estimates,25plus,95.2139608245682
903,1965,estimates,25_49,98.1407615037656
903,1965,estimates,25_64,96.7447422339489
903,1965,estimates,25_69,96.1757099343463
903,1965,estimates,50plus,88.2186615891061
903,1965,estimates,60plus,82.7376655875375
903,1965,estimates,65plus,79.3918702525667
903,1965,estimates,70plus,76.0465900293286
903,1965,estimates,75plus,71.1080184708383
903,1965,estimates,80plus,65.2025498001557
903,1965,estimates,85plus,57.0927682184672
903,1965,estimates,90plus,47.2615891012161
903,1970,estimates,"Region, subregion, country or area *",AFRICA
903,1970,estimates,total,99.028531932166
903,1970,estimates,0_1,102.067676468881
903,1970,estimates,0_4,101.95259173241
903,1970,estimates,0_14,101.679969886987
903,1970,estimates,0_17,101.617955854233
903,1970,estimates,0_19,101.573974380413
903,1970,estimates,0_24,101.422491898041
903,1970,estimates,3_4,101.825485961195
903,1970,estimates,3_5,101.791219034281
903,1970,estimates,3_6,101.759033262875
903,1970,estimates,4_5,101.753431415097
903,1970,estimates,4_6,101.721610316891
903,1970,estimates,5_10,101.580316612348
903,1970,estimates,5_11,101.557612965726
903,1970,estimates,5_14,101.49604255431
903,1970,estimates,6_9,101.573019965161
903,1970,estimates,6_10,101.549491579171
903,1970,estimates,6_11,101.527199060845
903,1970,estimates,6_12,101.506058438464
903,1970,estimates,7_10,101.520919739048
903,1970,estimates,7_12,101.478212577657
903,1970,estimates,11_16,101.305129994854
903,1970,estimates,11_17,101.281607840846
903,1970,estimates,11_18,101.255379500547
903,1970,estimates,12_14,101.325725146936
903,1970,estimates,12_16,101.283349125571
903,1970,estimates,12_17,101.258753581338
903,1970,estimates,12_18,101.231175487906
903,1970,estimates,13_17,101.235572725012
903,1970,estimates,13_18,101.206345385948
903,1970,estimates,13_19,101.172994657793
903,1970,estimates,15plus,96.971086511942
903,1970,estimates,15_17,101.184542249667
903,1970,estimates,15_24,100.807759332947
903,1970,estimates,15_49,99.1015451594349
903,1970,estimates,15_59,98.4713584126281
903,1970,estimates,15_64,98.0864140105293
903,1970,estimates,16plus,96.8011994932735
903,1970,estimates,17plus,96.6256271295912
903,1970,estimates,18plus,96.4448452902535
903,1970,estimates,18_23,100.735994021075
903,1970,estimates,20plus,96.0716618892653
903,1970,estimates,20_64,97.3763336440336
903,1970,estimates,20_69,96.9466496649019
903,1970,estimates,21plus,95.8805845686258
903,1970,estimates,25plus,95.1236900640713
903,1970,estimates,25_49,97.9308140248312
903,1970,estimates,25_64,96.6455143192988
903,1970,estimates,25_69,96.1486790555248
903,1970,estimates,50plus,88.5188668957652
903,1970,estimates,60plus,83.2112977074073
903,1970,estimates,65plus,79.8482225199055
903,1970,estimates,70plus,75.720888904078
903,1970,estimates,75plus,71.1495564294437
903,1970,estimates,80plus,64.26044812014
903,1970,estimates,85plus,55.7916406737367
903,1970,estimates,90plus,45.215779534168
903,1975,estimates,"Region, subregion, country or area *",AFRICA
903,1975,estimates,total,99.1990559360682
903,1975,estimates,0_1,102.172452459372
903,1975,estimates,0_4,102.033596251731
903,1975,estimates,0_14,101.802671833908
903,1975,estimates,0_17,101.744112814476
903,1975,estimates,0_19,101.69375252629
903,1975,estimates,0_24,101.521046808926
903,1975,estimates,3_4,101.883763400278
903,1975,estimates,3_5,101.851037425812
903,1975,estimates,3_6,101.822740105992
903,1975,estimates,4_5,101.813460926517
903,1975,estimates,4_6,101.78686499324
903,1975,estimates,5_10,101.691677925308
903,1975,estimates,5_11,101.682536244217
903,1975,estimates,5_14,101.647087287766
903,1975,estimates,6_9,101.682139717348
903,1975,estimates,6_10,101.671716589878
903,1975,estimates,6_11,101.663916113961
903,1975,estimates,6_12,101.655907054986
903,1975,estimates,7_10,101.655739871061
903,1975,estimates,7_12,101.6419682523
903,1975,estimates,11_16,101.510057196634
903,1975,estimates,11_17,101.476096370049
903,1975,estimates,11_18,101.436270486855
903,1975,estimates,12_14,101.549789652767
903,1975,estimates,12_16,101.485632162953
903,1975,estimates,12_17,101.449067034752
903,1975,estimates,12_18,101.406238444754
903,1975,estimates,13_17,101.415183560198
903,1975,estimates,13_18,101.369495950536
903,1975,estimates,13_19,101.316709136443
903,1975,estimates,15plus,97.1559130528947
903,1975,estimates,15_17,101.337475659044
903,1975,estimates,15_24,100.857849757364
903,1975,estimates,15_49,99.2524514449245
903,1975,estimates,15_59,98.6309562014581
903,1975,estimates,15_64,98.2768632653743
903,1975,estimates,16plus,96.983201797484
903,1975,estimates,17plus,96.805347972594
903,1975,estimates,18plus,96.6231582392911
903,1975,estimates,18_23,100.697658403209
903,1975,estimates,20plus,96.2509631289853
903,1975,estimates,20_64,97.5675235561472
903,1975,estimates,20_69,97.1411549290011
903,1975,estimates,21plus,96.062611909805
903,1975,estimates,25plus,95.3057644543571
903,1975,estimates,25_49,98.1049057949341
903,1975,estimates,25_64,96.8547503920843
903,1975,estimates,25_69,96.3571650982004
903,1975,estimates,50plus,88.799795901618
903,1975,estimates,60plus,83.6056829854036
903,1975,estimates,65plus,80.1907551321067
903,1975,estimates,70plus,76.1262585009964
903,1975,estimates,75plus,70.8176122658065
903,1975,estimates,80plus,64.548960773742
903,1975,estimates,85plus,55.1132724352342
903,1975,estimates,90plus,44.28879877824
903,1980,estimates,"Region, subregion, country or area *",AFRICA
903,1980,estimates,total,99.428508076016
903,1980,estimates,0_1,102.24931330426
903,1980,estimates,0_4,102.168431422153
903,1980,estimates,0_14,101.977969957163
903,1980,estimates,0_17,101.885664418904
903,1980,estimates,0_19,101.801805967005
903,1980,estimates,0_24,101.542082799385
903,1980,estimates,3_4,102.08156324579
903,1980,estimates,3_5,102.061437568447
903,1980,estimates,3_6,102.043095384124
903,1980,estimates,4_5,102.038813103201
903,1980,estimates,4_6,102.021018549974
903,1980,estimates,5_10,101.93764707491
903,1980,estimates,5_11,101.921983982135
903,1980,estimates,5_14,101.84909114124
903,1980,estimates,6_9,101.935535058613
903,1980,estimates,6_10,101.919517174363
903,1980,estimates,6_11,101.903640428196
903,1980,estimates,6_12,101.884641839048
903,1980,estimates,7_10,101.902068881887
903,1980,estimates,7_12,101.866029540668
903,1980,estimates,11_16,101.575568749185
903,1980,estimates,11_17,101.511430756674
903,1980,estimates,11_18,101.437552503615
903,1980,estimates,12_14,101.647025284269
903,1980,estimates,12_16,101.522800431014
903,1980,estimates,12_17,101.454836774354
903,1980,estimates,12_18,101.376311503093
903,1980,estimates,13_17,101.388562168627
903,1980,estimates,13_18,101.305590044146
903,1980,estimates,13_19,101.211399758779
903,1980,estimates,15plus,97.414667033958
903,1980,estimates,15_17,101.243397219872
903,1980,estimates,15_24,100.521181738343
903,1980,estimates,15_49,99.4512892707556
903,1980,estimates,15_59,98.8516619544682
903,1980,estimates,15_64,98.5093510889349
903,1980,estimates,16plus,97.2533876173729
903,1980,estimates,17plus,97.0894067025896
903,1980,estimates,18plus,96.9243504434088
903,1980,estimates,18_23,100.220142570736
903,1980,estimates,20plus,96.6010291604567
903,1980,estimates,20_64,97.8944038461387
903,1980,estimates,20_69,97.4961815368935
903,1980,estimates,21plus,96.4451387858875
903,1980,estimates,25plus,95.833788663936
903,1980,estimates,25_49,98.6716763039029
903,1980,estimates,25_64,97.3794839545715
903,1980,estimates,25_69,96.9054494656941
903,1980,estimates,50plus,89.26314306147
903,1980,estimates,60plus,84.2194706331872
903,1980,estimates,65plus,80.9136646274555
903,1980,estimates,70plus,76.8581550175512
903,1980,estimates,75plus,71.7412808944344
903,1980,estimates,80plus,64.7868951579042
903,1980,estimates,85plus,55.991905091984
903,1980,estimates,90plus,44.2666989840231
903,1985,estimates,"Region, subregion, country or area *",AFRICA
903,1985,estimates,total,99.4010659249301
903,1985,estimates,0_1,102.49429580818
903,1985,estimates,0_4,102.267326737528
903,1985,estimates,0_14,102.013842499731
903,1985,estimates,0_17,101.950544675444
903,1985,estimates,0_19,101.883115977522
903,1985,estimates,0_24,101.628959585085
903,1985,estimates,3_4,102.033571821085
903,1985,estimates,3_5,101.991637143018
903,1985,estimates,3_6,101.958922870148
903,1985,estimates,4_5,101.941770305534
903,1985,estimates,4_6,101.913235897188
903,1985,estimates,5_10,101.847223577672
903,1985,estimates,5_11,101.852602558068
903,1985,estimates,5_14,101.845802022606
903,1985,estimates,6_9,101.831644193475
903,1985,estimates,6_10,101.834859660157
903,1985,estimates,6_11,101.843141091785
903,1985,estimates,6_12,101.850038735875
903,1985,estimates,7_10,101.82996630399
903,1985,estimates,7_12,101.849529373132
903,1985,estimates,11_16,101.760613508828
903,1985,estimates,11_17,101.709754784832
903,1985,estimates,11_18,101.646795671023
903,1985,estimates,12_14,101.826867198
903,1985,estimates,12_16,101.732142487957
903,1985,estimates,12_17,101.676091589532
903,1985,estimates,12_18,101.607172816108
903,1985,estimates,13_17,101.627184969575
903,1985,estimates,13_18,101.55280573575
903,1985,estimates,13_19,101.464228882591
903,1985,estimates,15plus,97.3241316631837
903,1985,estimates,15_17,101.508936138198
903,1985,estimates,15_24,100.725848819356
903,1985,estimates,15_49,99.3657647788624
903,1985,estimates,15_59,98.7515016128113
903,1985,estimates,15_64,98.412707696947
903,1985,estimates,16plus,97.1480786335887
903,1985,estimates,17plus,96.9681219673926
903,1985,estimates,18plus,96.7860065366589
903,1985,estimates,18_23,100.45584261897
903,1985,estimates,20plus,96.4253209120952
903,1985,estimates,20_64,97.7047614094827
903,1985,estimates,20_69,97.3112547209233
903,1985,estimates,21plus,96.2493876623248
903,1985,estimates,25plus,95.5813003540352
903,1985,estimates,25_49,98.3697770428248
903,1985,estimates,25_64,97.1040307341305
903,1985,estimates,25_69,96.6386783543285
903,1985,estimates,50plus,89.0862803177352
903,1985,estimates,60plus,84.2421291564087
903,1985,estimates,65plus,80.9768281902875
903,1985,estimates,70plus,77.0445212855427
903,1985,estimates,75plus,71.8062642840618
903,1985,estimates,80plus,65.2069054839702
903,1985,estimates,85plus,56.2869276218612
903,1985,estimates,90plus,45.1490611086017
903,1990,estimates,"Region, subregion, country or area *",AFRICA
903,1990,estimates,total,99.3552207903563
903,1990,estimates,0_1,102.478822316546
