continent,year,variant,agebroad,sexratio_maleper100female
905,1950,estimates,"Region, subregion, country or area *",NORTHERN AMERICA
905,1950,estimates,total,99.8351292500981
905,1950,estimates,0_1,104.503753381313
905,1950,estimates,0_4,104.57109079756
905,1950,estimates,0_14,104.258738449176
905,1950,estimates,0_17,104.041553862944
905,1950,estimates,0_19,103.806740116248
905,1950,estimates,0_24,102.96085812619
905,1950,estimates,3_4,104.63376239778
905,1950,estimates,3_5,104.628491141632
905,1950,estimates,3_6,104.614197669089
905,1950,estimates,4_5,104.627514385071
905,1950,estimates,4_6,104.608318132431
905,1950,estimates,5_10,104.394732490122
905,1950,estimates,5_11,104.31484419089
905,1950,estimates,5_14,104.047234585328
905,1950,estimates,6_9,104.416902158686
905,1950,estimates,6_10,104.3443283969
905,1950,estimates,6_11,104.256738410004
905,1950,estimates,6_12,104.161470899608
905,1950,estimates,7_10,104.282658329058
905,1950,estimates,7_12,104.084110190774
905,1950,estimates,11_16,103.232605393839
905,1950,estimates,11_17,103.108669734221
905,1950,estimates,11_18,102.931780847827
905,1950,estimates,12_14,103.318250912759
905,1950,estimates,12_16,103.120564051303
905,1950,estimates,12_17,102.993563951078
905,1950,estimates,12_18,102.806854557423
905,1950,estimates,13_17,102.886040547359
905,1950,estimates,13_18,102.68566944453
905,1950,estimates,13_19,102.424368057766
905,1950,estimates,15plus,98.2428047708618
905,1950,estimates,15_17,102.663779305568
905,1950,estimates,15_24,100.641366443148
905,1950,estimates,15_49,99.7469786379195
905,1950,estimates,15_59,99.6091525779961
905,1950,estimates,15_64,99.5384289430277
905,1950,estimates,16plus,98.1529169383231
905,1950,estimates,17plus,98.0632376284176
905,1950,estimates,18plus,97.9768589098255
905,1950,estimates,18_23,100.013428184837
905,1950,estimates,20plus,97.8330357956967
905,1950,estimates,20_64,99.225198688025
905,1950,estimates,20_69,98.8275829913015
905,1950,estimates,21plus,97.7785491699194
905,1950,estimates,25plus,97.6378434491668
905,1950,estimates,25_49,99.3757747133246
905,1950,estimates,25_64,99.2121489502685
905,1950,estimates,25_69,98.7578241400612
905,1950,estimates,50plus,94.9456544519564
905,1950,estimates,60plus,91.7898945089776
905,1950,estimates,65plus,88.5328095061421
905,1950,estimates,70plus,85.8688450493558
905,1950,estimates,75plus,81.7245323340406
905,1950,estimates,80plus,75.899424903036
905,1950,estimates,85plus,62.8295181373878
905,1950,estimates,90plus,49.1792837385354
905,1955,estimates,"Region, subregion, country or area *",NORTHERN AMERICA
905,1955,estimates,total,99.046148765519
905,1955,estimates,0_1,104.496608925408
905,1955,estimates,0_4,104.348660303403
905,1955,estimates,0_14,104.589532916265
905,1955,estimates,0_17,104.264105843097
905,1955,estimates,0_19,103.887696126924
905,1955,estimates,0_24,102.732754810409
905,1955,estimates,3_4,104.243034078778
905,1955,estimates,3_5,104.279703044842
905,1955,estimates,3_6,104.330133060215
905,1955,estimates,4_5,104.308222489061
905,1955,estimates,4_6,104.366988929015
905,1955,estimates,5_10,104.71283755727
905,1955,estimates,5_11,104.786894436053
905,1955,estimates,5_14,104.739025500438
905,1955,estimates,6_9,104.719724704476
905,1955,estimates,6_10,104.79216534592
905,1955,estimates,6_11,104.868399855546
905,1955,estimates,6_12,104.913004527323
905,1955,estimates,7_10,104.87530617012
905,1955,estimates,7_12,104.994023955546
905,1955,estimates,11_16,104.072457873577
905,1955,estimates,11_17,103.667714946575
905,1955,estimates,11_18,103.223172232279
905,1955,estimates,12_14,104.599915837561
905,1955,estimates,12_16,103.792974439513
905,1955,estimates,12_17,103.352888211254
905,1955,estimates,12_18,102.874967754635
905,1955,estimates,13_17,102.931558712031
905,1955,estimates,13_18,102.428160367772
