variant,global,year,potentialsupport2569_70
medium_variant,900,2062,3.544
medium_variant,900,2063,3.508
medium_variant,900,2064,3.477
medium_variant,900,2065,3.449
medium_variant,900,2066,3.428
medium_variant,900,2067,3.409
medium_variant,900,2068,3.392
medium_variant,900,2069,3.377
medium_variant,900,2070,3.36
medium_variant,900,2071,3.345
medium_variant,900,2072,3.329
medium_variant,900,2073,3.313
medium_variant,900,2074,3.293
medium_variant,900,2075,3.272
medium_variant,900,2076,3.253
medium_variant,900,2077,3.232
medium_variant,900,2078,3.208
medium_variant,900,2079,3.183
medium_variant,900,2080,3.156
medium_variant,900,2081,3.131
medium_variant,900,2082,3.104
medium_variant,900,2083,3.076
medium_variant,900,2084,3.047
medium_variant,900,2085,3.02
medium_variant,900,2086,2.995
medium_variant,900,2087,2.971
medium_variant,900,2088,2.946
medium_variant,900,2089,2.921
medium_variant,900,2090,2.897
medium_variant,900,2091,2.877
medium_variant,900,2092,2.859
medium_variant,900,2093,2.839
medium_variant,900,2094,2.819
medium_variant,900,2095,2.798
medium_variant,900,2096,2.784
medium_variant,900,2097,2.768
medium_variant,900,2098,2.751
medium_variant,900,2099,2.733
medium_variant,900,2100,2.714
high_variant,900,2015,9.78538594930949
low_variant,900,2015,9.78538594930949
constant_fertility,900,2015,9.78538594930949
instant_replacement,900,2015,9.78538594930949
zero_migration,900,2015,9.78538594930949
constant_mortality,900,2015,9.78538594930949
no_change,900,2015,9.78538594930949
high_variant,900,2020,9.04417551599168
low_variant,900,2020,9.04417551599168
constant_fertility,900,2020,9.04417551599168
instant_replacement,900,2020,9.04416669054909
zero_migration,900,2020,9.04333789239207
constant_mortality,900,2020,9.16895183728231
no_change,900,2020,9.1689528122564
high_variant,900,2025,7.85045391684774
low_variant,900,2025,7.85045391684774
constant_fertility,900,2025,7.85045391684774
instant_replacement,900,2025,7.85042133800431
zero_migration,900,2025,7.84878434849135
constant_mortality,900,2025,8.12778467891069
no_change,900,2025,8.12778951050016
high_variant,900,2030,6.94229669647327
low_variant,900,2030,6.94229669647327
constant_fertility,900,2030,6.94229669647327
instant_replacement,900,2030,6.94221281494743
zero_migration,900,2030,6.94031569580718
constant_mortality,900,2030,7.38020487153372
no_change,900,2030,7.38022131634298
high_variant,900,2035,6.11928315237385
low_variant,900,2035,6.11928315237385
constant_fertility,900,2035,6.11928315237385
instant_replacement,900,2035,6.11913355499637
zero_migration,900,2035,6.11731204991891
constant_mortality,900,2035,6.70062698476868
no_change,900,2035,6.70066272918198
high_variant,900,2040,5.45301722675959
low_variant,900,2040,5.45301722675959
constant_fertility,900,2040,5.45301722675959
instant_replacement,900,2040,5.45284558321368
zero_migration,900,2040,5.44960180512394
constant_mortality,900,2040,6.17002300973622
no_change,900,2040,6.1700807792289
high_variant,900,2045,5.05392865246495
low_variant,900,2045,4.91967647522577
constant_fertility,900,2045,5.01566219838806
instant_replacement,900,2045,4.92751097400642
zero_migration,900,2045,4.98028380048014
constant_mortality,900,2045,5.84272401205271
no_change,900,2045,5.87642707691403
high_variant,900,2050,4.86198464077943
low_variant,900,2050,4.54186376531653
constant_fertility,900,2050,4.78478818618703
instant_replacement,900,2050,4.59647168914834
zero_migration,900,2050,4.69343817671266
constant_mortality,900,2050,5.71259124627781
no_change,900,2050,5.81252566684707
high_variant,900,2055,4.63298532960135
low_variant,900,2055,4.11468348253181
constant_fertility,900,2055,4.53039023624204
instant_replacement,900,2055,4.2347545435476
zero_migration,900,2055,4.36624290468678
constant_mortality,900,2055,5.48916608271705
no_change,900,2055,5.68349994133059
high_variant,900,2060,4.34142935897986
low_variant,900,2060,3.66141753094901
constant_fertility,900,2060,4.24607768785795
instant_replacement,900,2060,3.83780097972493
zero_migration,900,2060,3.99751362461204
constant_mortality,900,2060,5.16129956943866
no_change,900,2060,5.4725031935929
high_variant,900,2065,4.21250246624424
low_variant,900,2065,3.36097326264337
constant_fertility,900,2065,4.14407488119472
instant_replacement,900,2065,3.5932606405595
zero_migration,900,2065,3.78657090185968
constant_mortality,900,2065,5.03241834288968
no_change,900,2065,5.50124300494566
high_variant,900,2070,4.22935392372174
low_variant,900,2070,3.16900859933609
constant_fertility,900,2070,4.20349895655762
instant_replacement,900,2070,3.46520888819821
zero_migration,900,2070,3.69816041811858
constant_mortality,900,2070,5.07740237253316
no_change,900,2070,5.76462562214824
high_variant,900,2075,4.27575733817123
low_variant,900,2075,2.97808970690116
constant_fertility,900,2075,4.31297256427727
instant_replacement,900,2075,3.34919955878402
zero_migration,900,2075,3.61899035312444
constant_mortality,900,2075,5.1146699126058
no_change,900,2075,6.08219023033305
high_variant,900,2080,4.30017945473378
low_variant,900,2080,2.75573161936815
constant_fertility,900,2080,4.43074511252179
instant_replacement,900,2080,3.21023232289318
zero_migration,900,2080,3.50868593528642
constant_mortality,900,2080,5.06237219380887
no_change,900,2080,6.36588723543458
high_variant,900,2085,4.29007532130642
low_variant,900,2085,2.50803006927371
constant_fertility,900,2085,4.55511729127044
instant_replacement,900,2085,3.04690603556647
zero_migration,900,2085,3.36562370653087
constant_mortality,900,2085,4.92556061899157
no_change,900,2085,6.61705508241179
high_variant,900,2090,4.12748314277142
low_variant,900,2090,2.37838996065665
constant_fertility,900,2090,4.66778102350572
instant_replacement,900,2090,2.96871817504622
zero_migration,900,2090,3.23035050113723
constant_mortality,900,2090,4.81233618271573
no_change,900,2090,6.85570231626087
high_variant,900,2095,3.94507090514456
low_variant,900,2095,2.31820717921383
constant_fertility,900,2095,4.8048973576487
instant_replacement,900,2095,2.89383015080196
zero_migration,900,2095,3.12182267474074
constant_mortality,900,2095,4.76824111446174
no_change,900,2095,7.16699134084986
high_variant,900,2100,3.78258820624811
low_variant,900,2100,2.29314416564333
constant_fertility,900,2100,4.97177934832448
instant_replacement,900,2100,2.81553184261241
zero_migration,900,2100,3.03279752015481
constant_mortality,900,2100,4.7634217673949
no_change,900,2100,7.54547260055609
