variant,country,year,totalfertility
estimates,686,1950,6.787
estimates,686,1951,6.788
estimates,686,1952,6.792
estimates,686,1953,6.801
estimates,686,1954,6.815
estimates,686,1955,6.834
estimates,686,1956,6.858
estimates,686,1957,6.887
estimates,686,1958,6.92
estimates,686,1959,6.957
estimates,686,1960,6.996
estimates,686,1961,7.037
estimates,686,1962,7.078
estimates,686,1963,7.117
estimates,686,1964,7.154
estimates,686,1965,7.186
estimates,686,1966,7.215
estimates,686,1967,7.24
estimates,686,1968,7.26
estimates,686,1969,7.276
estimates,686,1970,7.289
estimates,686,1971,7.296
estimates,686,1972,7.299
estimates,686,1973,7.299
estimates,686,1974,7.296
estimates,686,1975,7.293
estimates,686,1976,7.294
estimates,686,1977,7.298
estimates,686,1978,7.304
estimates,686,1979,7.311
estimates,686,1980,7.312
estimates,686,1981,7.3
estimates,686,1982,7.271
estimates,686,1983,7.221
estimates,686,1984,7.152
estimates,686,1985,7.063
estimates,686,1986,6.962
estimates,686,1987,6.853
estimates,686,1988,6.744
estimates,686,1989,6.636
estimates,686,1990,6.53
estimates,686,1991,6.426
estimates,686,1992,6.322
estimates,686,1993,6.214
estimates,686,1994,6.105
estimates,686,1995,5.995
estimates,686,1996,5.884
estimates,686,1997,5.774
estimates,686,1998,5.667
estimates,686,1999,5.565
estimates,686,2000,5.471
estimates,686,2001,5.387
estimates,686,2002,5.314
estimates,686,2003,5.252
estimates,686,2004,5.201
estimates,686,2005,5.161
estimates,686,2006,5.132
estimates,686,2007,5.111
estimates,686,2008,5.095
estimates,686,2009,5.08
estimates,686,2010,5.063
estimates,686,2011,5.038
estimates,686,2012,5.003
estimates,686,2013,4.959
estimates,686,2014,4.904
estimates,686,2015,4.84
medium_variant,686,2015,4.84
medium_variant,686,2016,4.769
medium_variant,686,2017,4.695
medium_variant,686,2018,4.622
medium_variant,686,2019,4.552
medium_variant,686,2020,4.485
medium_variant,686,2021,4.421
medium_variant,686,2022,4.36
medium_variant,686,2023,4.301
medium_variant,686,2024,4.243
medium_variant,686,2025,4.186
medium_variant,686,2026,4.131
medium_variant,686,2027,4.078
medium_variant,686,2028,4.025
medium_variant,686,2029,3.974
medium_variant,686,2030,3.924
medium_variant,686,2031,3.875
medium_variant,686,2032,3.827
medium_variant,686,2033,3.781
medium_variant,686,2034,3.735
medium_variant,686,2035,3.691
medium_variant,686,2036,3.648
medium_variant,686,2037,3.606
medium_variant,686,2038,3.565
medium_variant,686,2039,3.525
medium_variant,686,2040,3.486
medium_variant,686,2041,3.448
medium_variant,686,2042,3.412
medium_variant,686,2043,3.376
medium_variant,686,2044,3.341
medium_variant,686,2045,3.307
medium_variant,686,2046,3.274
medium_variant,686,2047,3.242
medium_variant,686,2048,3.21
medium_variant,686,2049,3.18
medium_variant,686,2050,3.149
medium_variant,686,2051,3.119
medium_variant,686,2052,3.09
medium_variant,686,2053,3.062
medium_variant,686,2054,3.034
medium_variant,686,2055,3.006
medium_variant,686,2056,2.98
medium_variant,686,2057,2.954
medium_variant,686,2058,2.928
medium_variant,686,2059,2.903
medium_variant,686,2060,2.879
medium_variant,686,2061,2.855
medium_variant,686,2062,2.832
medium_variant,686,2063,2.81
medium_variant,686,2064,2.787
medium_variant,686,2065,2.765
medium_variant,686,2066,2.744
medium_variant,686,2067,2.722
medium_variant,686,2068,2.701
medium_variant,686,2069,2.68
medium_variant,686,2070,2.66
medium_variant,686,2071,2.639
medium_variant,686,2072,2.619
medium_variant,686,2073,2.6
medium_variant,686,2074,2.58
medium_variant,686,2075,2.561
medium_variant,686,2076,2.543
medium_variant,686,2077,2.525
medium_variant,686,2078,2.508
medium_variant,686,2079,2.49
medium_variant,686,2080,2.473
medium_variant,686,2081,2.456
medium_variant,686,2082,2.439
medium_variant,686,2083,2.422
medium_variant,686,2084,2.405
medium_variant,686,2085,2.387
medium_variant,686,2086,2.37
medium_variant,686,2087,2.354
medium_variant,686,2088,2.337
medium_variant,686,2089,2.322
medium_variant,686,2090,2.306
medium_variant,686,2091,2.291
medium_variant,686,2092,2.276
medium_variant,686,2093,2.261
medium_variant,686,2094,2.246
medium_variant,686,2095,2.232
medium_variant,686,2096,2.217
medium_variant,686,2097,2.203
medium_variant,686,2098,2.188
medium_variant,686,2099,2.174
