variant,country,year,totalfertility
estimates,380,1950,2.461
estimates,380,1951,2.427
estimates,380,1952,2.366
estimates,380,1953,2.321
estimates,380,1954,2.291
estimates,380,1955,2.276
estimates,380,1956,2.276
estimates,380,1957,2.29
estimates,380,1958,2.317
estimates,380,1959,2.352
estimates,380,1960,2.392
estimates,380,1961,2.434
estimates,380,1962,2.472
estimates,380,1963,2.503
estimates,380,1964,2.523
estimates,380,1965,2.531
estimates,380,1966,2.529
estimates,380,1967,2.519
estimates,380,1968,2.501
estimates,380,1969,2.477
estimates,380,1970,2.444
estimates,380,1971,2.401
estimates,380,1972,2.346
estimates,380,1973,2.279
estimates,380,1974,2.202
estimates,380,1975,2.118
estimates,380,1976,2.029
estimates,380,1977,1.938
estimates,380,1978,1.848
estimates,380,1979,1.763
estimates,380,1980,1.685
estimates,380,1981,1.616
estimates,380,1982,1.554
estimates,380,1983,1.5
estimates,380,1984,1.454
estimates,380,1985,1.415
estimates,380,1986,1.383
estimates,380,1987,1.357
estimates,380,1988,1.335
estimates,380,1989,1.316
estimates,380,1990,1.3
estimates,380,1991,1.285
estimates,380,1992,1.27
estimates,380,1993,1.257
estimates,380,1994,1.245
estimates,380,1995,1.236
estimates,380,1996,1.229
estimates,380,1997,1.226
estimates,380,1998,1.228
estimates,380,1999,1.236
estimates,380,2000,1.248
estimates,380,2001,1.266
estimates,380,2002,1.287
estimates,380,2003,1.312
estimates,380,2004,1.337
estimates,380,2005,1.361
estimates,380,2006,1.383
estimates,380,2007,1.4
estimates,380,2008,1.413
estimates,380,2009,1.421
estimates,380,2010,1.426
estimates,380,2011,1.43
estimates,380,2012,1.433
estimates,380,2013,1.438
estimates,380,2014,1.446
estimates,380,2015,1.457
medium_variant,380,2015,1.457
medium_variant,380,2016,1.469
medium_variant,380,2017,1.482
medium_variant,380,2018,1.495
medium_variant,380,2019,1.507
medium_variant,380,2020,1.518
medium_variant,380,2021,1.528
medium_variant,380,2022,1.538
medium_variant,380,2023,1.547
medium_variant,380,2024,1.556
medium_variant,380,2025,1.565
medium_variant,380,2026,1.573
medium_variant,380,2027,1.581
medium_variant,380,2028,1.589
medium_variant,380,2029,1.596
medium_variant,380,2030,1.603
medium_variant,380,2031,1.61
medium_variant,380,2032,1.617
medium_variant,380,2033,1.624
medium_variant,380,2034,1.63
medium_variant,380,2035,1.636
medium_variant,380,2036,1.642
medium_variant,380,2037,1.647
medium_variant,380,2038,1.653
medium_variant,380,2039,1.658
medium_variant,380,2040,1.662
medium_variant,380,2041,1.667
medium_variant,380,2042,1.672
medium_variant,380,2043,1.676
medium_variant,380,2044,1.68
medium_variant,380,2045,1.684
medium_variant,380,2046,1.688
medium_variant,380,2047,1.692
medium_variant,380,2048,1.696
medium_variant,380,2049,1.7
medium_variant,380,2050,1.703
medium_variant,380,2051,1.706
medium_variant,380,2052,1.71
medium_variant,380,2053,1.713
medium_variant,380,2054,1.716
medium_variant,380,2055,1.719
medium_variant,380,2056,1.722
medium_variant,380,2057,1.725
medium_variant,380,2058,1.727
medium_variant,380,2059,1.73
medium_variant,380,2060,1.733
medium_variant,380,2061,1.735
medium_variant,380,2062,1.738
medium_variant,380,2063,1.74
medium_variant,380,2064,1.742
medium_variant,380,2065,1.744
medium_variant,380,2066,1.746
medium_variant,380,2067,1.748
medium_variant,380,2068,1.75
medium_variant,380,2069,1.752
medium_variant,380,2070,1.753
medium_variant,380,2071,1.755
medium_variant,380,2072,1.757
medium_variant,380,2073,1.759
medium_variant,380,2074,1.76
medium_variant,380,2075,1.762
medium_variant,380,2076,1.764
medium_variant,380,2077,1.765
medium_variant,380,2078,1.766
medium_variant,380,2079,1.768
medium_variant,380,2080,1.769
medium_variant,380,2081,1.77
medium_variant,380,2082,1.771
medium_variant,380,2083,1.772
medium_variant,380,2084,1.773
medium_variant,380,2085,1.774
medium_variant,380,2086,1.775
medium_variant,380,2087,1.776
medium_variant,380,2088,1.777
medium_variant,380,2089,1.778
medium_variant,380,2090,1.779
medium_variant,380,2091,1.78
medium_variant,380,2092,1.781
medium_variant,380,2093,1.782
medium_variant,380,2094,1.783
medium_variant,380,2095,1.783
medium_variant,380,2096,1.784
medium_variant,380,2097,1.785
medium_variant,380,2098,1.786
medium_variant,380,2099,1.787
