variant,country,year,totalfertility
estimates,96,1950,6.862
estimates,96,1951,6.872
estimates,96,1952,6.891
estimates,96,1953,6.906
estimates,96,1954,6.917
estimates,96,1955,6.924
estimates,96,1956,6.925
estimates,96,1957,6.92
estimates,96,1958,6.906
estimates,96,1959,6.879
estimates,96,1960,6.836
estimates,96,1961,6.771
estimates,96,1962,6.683
estimates,96,1963,6.572
estimates,96,1964,6.44
estimates,96,1965,6.297
estimates,96,1966,6.156
estimates,96,1967,6.026
estimates,96,1968,5.912
estimates,96,1969,5.812
estimates,96,1970,5.719
estimates,96,1971,5.619
estimates,96,1972,5.5
estimates,96,1973,5.355
estimates,96,1974,5.183
estimates,96,1975,4.99
estimates,96,1976,4.784
estimates,96,1977,4.58
estimates,96,1978,4.389
estimates,96,1979,4.216
estimates,96,1980,4.067
estimates,96,1981,3.943
estimates,96,1982,3.84
estimates,96,1983,3.751
estimates,96,1984,3.675
estimates,96,1985,3.608
estimates,96,1986,3.546
estimates,96,1987,3.488
estimates,96,1988,3.428
estimates,96,1989,3.363
estimates,96,1990,3.291
estimates,96,1991,3.209
estimates,96,1992,3.118
estimates,96,1993,3.02
estimates,96,1994,2.914
estimates,96,1995,2.802
estimates,96,1996,2.685
estimates,96,1997,2.564
estimates,96,1998,2.444
estimates,96,1999,2.328
estimates,96,2000,2.218
estimates,96,2001,2.119
estimates,96,2002,2.03
estimates,96,2003,1.954
estimates,96,2004,1.893
estimates,96,2005,1.847
estimates,96,2006,1.819
estimates,96,2007,1.808
estimates,96,2008,1.809
estimates,96,2009,1.821
estimates,96,2010,1.838
estimates,96,2011,1.857
estimates,96,2012,1.874
estimates,96,2013,1.884
estimates,96,2014,1.888
estimates,96,2015,1.884
medium_variant,96,2015,1.884
medium_variant,96,2016,1.874
medium_variant,96,2017,1.861
medium_variant,96,2018,1.848
medium_variant,96,2019,1.835
medium_variant,96,2020,1.824
medium_variant,96,2021,1.815
medium_variant,96,2022,1.806
medium_variant,96,2023,1.797
medium_variant,96,2024,1.789
medium_variant,96,2025,1.781
medium_variant,96,2026,1.774
medium_variant,96,2027,1.767
medium_variant,96,2028,1.761
medium_variant,96,2029,1.756
medium_variant,96,2030,1.75
medium_variant,96,2031,1.746
medium_variant,96,2032,1.741
medium_variant,96,2033,1.737
medium_variant,96,2034,1.733
medium_variant,96,2035,1.73
medium_variant,96,2036,1.727
medium_variant,96,2037,1.724
medium_variant,96,2038,1.721
medium_variant,96,2039,1.719
medium_variant,96,2040,1.717
medium_variant,96,2041,1.715
medium_variant,96,2042,1.714
medium_variant,96,2043,1.713
medium_variant,96,2044,1.713
medium_variant,96,2045,1.713
medium_variant,96,2046,1.713
medium_variant,96,2047,1.713
medium_variant,96,2048,1.713
medium_variant,96,2049,1.713
medium_variant,96,2050,1.713
medium_variant,96,2051,1.714
medium_variant,96,2052,1.714
medium_variant,96,2053,1.715
medium_variant,96,2054,1.716
medium_variant,96,2055,1.717
medium_variant,96,2056,1.718
medium_variant,96,2057,1.719
medium_variant,96,2058,1.721
medium_variant,96,2059,1.722
medium_variant,96,2060,1.723
medium_variant,96,2061,1.724
medium_variant,96,2062,1.726
medium_variant,96,2063,1.727
medium_variant,96,2064,1.729
medium_variant,96,2065,1.73
medium_variant,96,2066,1.732
medium_variant,96,2067,1.734
medium_variant,96,2068,1.736
medium_variant,96,2069,1.738
medium_variant,96,2070,1.74
medium_variant,96,2071,1.741
medium_variant,96,2072,1.743
medium_variant,96,2073,1.745
medium_variant,96,2074,1.747
medium_variant,96,2075,1.749
medium_variant,96,2076,1.751
medium_variant,96,2077,1.752
medium_variant,96,2078,1.754
medium_variant,96,2079,1.755
medium_variant,96,2080,1.757
medium_variant,96,2081,1.758
medium_variant,96,2082,1.759
medium_variant,96,2083,1.761
medium_variant,96,2084,1.762
medium_variant,96,2085,1.764
medium_variant,96,2086,1.765
medium_variant,96,2087,1.767
medium_variant,96,2088,1.768
medium_variant,96,2089,1.77
medium_variant,96,2090,1.771
medium_variant,96,2091,1.772
medium_variant,96,2092,1.774
medium_variant,96,2093,1.775
medium_variant,96,2094,1.776
medium_variant,96,2095,1.777
medium_variant,96,2096,1.779
medium_variant,96,2097,1.78
medium_variant,96,2098,1.781
medium_variant,96,2099,1.782
