variant,country,year,totalfertility
estimates,624,1950,5.914
estimates,624,1951,5.909
estimates,624,1952,5.901
estimates,624,1953,5.895
estimates,624,1954,5.892
estimates,624,1955,5.892
estimates,624,1956,5.893
estimates,624,1957,5.898
estimates,624,1958,5.904
estimates,624,1959,5.912
estimates,624,1960,5.921
estimates,624,1961,5.931
estimates,624,1962,5.941
estimates,624,1963,5.951
estimates,624,1964,5.961
estimates,624,1965,5.971
estimates,624,1966,5.982
estimates,624,1967,5.994
estimates,624,1968,6.008
estimates,624,1969,6.024
estimates,624,1970,6.041
estimates,624,1971,6.06
estimates,624,1972,6.078
estimates,624,1973,6.098
estimates,624,1974,6.12
estimates,624,1975,6.15
estimates,624,1976,6.192
estimates,624,1977,6.249
estimates,624,1978,6.32
estimates,624,1979,6.401
estimates,624,1980,6.487
estimates,624,1981,6.569
estimates,624,1982,6.64
estimates,624,1983,6.694
estimates,624,1984,6.727
estimates,624,1985,6.739
estimates,624,1986,6.734
estimates,624,1987,6.717
estimates,624,1988,6.693
estimates,624,1989,6.663
estimates,624,1990,6.627
estimates,624,1991,6.582
estimates,624,1992,6.526
estimates,624,1993,6.458
estimates,624,1994,6.381
estimates,624,1995,6.294
estimates,624,1996,6.201
estimates,624,1997,6.105
estimates,624,1998,6.009
estimates,624,1999,5.913
estimates,624,2000,5.82
estimates,624,2001,5.73
estimates,624,2002,5.641
estimates,624,2003,5.555
estimates,624,2004,5.47
estimates,624,2005,5.389
estimates,624,2006,5.312
estimates,624,2007,5.241
estimates,624,2008,5.174
estimates,624,2009,5.11
estimates,624,2010,5.049
estimates,624,2011,4.987
estimates,624,2012,4.923
estimates,624,2013,4.855
estimates,624,2014,4.784
estimates,624,2015,4.71
medium_variant,624,2015,4.71
medium_variant,624,2016,4.633
medium_variant,624,2017,4.556
medium_variant,624,2018,4.48
medium_variant,624,2019,4.407
medium_variant,624,2020,4.335
medium_variant,624,2021,4.266
medium_variant,624,2022,4.199
medium_variant,624,2023,4.133
medium_variant,624,2024,4.068
medium_variant,624,2025,4.004
medium_variant,624,2026,3.942
medium_variant,624,2027,3.882
medium_variant,624,2028,3.823
medium_variant,624,2029,3.766
medium_variant,624,2030,3.711
medium_variant,624,2031,3.658
medium_variant,624,2032,3.606
medium_variant,624,2033,3.556
medium_variant,624,2034,3.507
medium_variant,624,2035,3.46
medium_variant,624,2036,3.415
medium_variant,624,2037,3.37
medium_variant,624,2038,3.327
medium_variant,624,2039,3.285
medium_variant,624,2040,3.244
medium_variant,624,2041,3.205
medium_variant,624,2042,3.167
medium_variant,624,2043,3.13
medium_variant,624,2044,3.095
medium_variant,624,2045,3.061
medium_variant,624,2046,3.027
medium_variant,624,2047,2.995
medium_variant,624,2048,2.964
medium_variant,624,2049,2.933
medium_variant,624,2050,2.903
medium_variant,624,2051,2.873
medium_variant,624,2052,2.845
medium_variant,624,2053,2.817
medium_variant,624,2054,2.789
medium_variant,624,2055,2.763
medium_variant,624,2056,2.737
medium_variant,624,2057,2.712
medium_variant,624,2058,2.688
medium_variant,624,2059,2.664
medium_variant,624,2060,2.641
medium_variant,624,2061,2.619
medium_variant,624,2062,2.597
medium_variant,624,2063,2.575
medium_variant,624,2064,2.554
medium_variant,624,2065,2.533
medium_variant,624,2066,2.512
medium_variant,624,2067,2.492
medium_variant,624,2068,2.472
medium_variant,624,2069,2.453
medium_variant,624,2070,2.435
medium_variant,624,2071,2.417
medium_variant,624,2072,2.399
medium_variant,624,2073,2.381
medium_variant,624,2074,2.364
medium_variant,624,2075,2.346
medium_variant,624,2076,2.329
medium_variant,624,2077,2.312
medium_variant,624,2078,2.296
medium_variant,624,2079,2.279
medium_variant,624,2080,2.263
medium_variant,624,2081,2.248
medium_variant,624,2082,2.233
medium_variant,624,2083,2.217
medium_variant,624,2084,2.202
medium_variant,624,2085,2.188
medium_variant,624,2086,2.174
medium_variant,624,2087,2.16
medium_variant,624,2088,2.146
medium_variant,624,2089,2.133
medium_variant,624,2090,2.12
medium_variant,624,2091,2.108
medium_variant,624,2092,2.096
medium_variant,624,2093,2.084
medium_variant,624,2094,2.073
medium_variant,624,2095,2.062
medium_variant,624,2096,2.052
medium_variant,624,2097,2.042
medium_variant,624,2098,2.032
medium_variant,624,2099,2.022
