variant,country,year,totalfertility
estimates,662,1950,5.338
estimates,662,1951,5.529
estimates,662,1952,5.886
estimates,662,1953,6.191
estimates,662,1954,6.445
estimates,662,1955,6.646
estimates,662,1956,6.798
estimates,662,1957,6.901
estimates,662,1958,6.959
estimates,662,1959,6.979
estimates,662,1960,6.967
estimates,662,1961,6.931
estimates,662,1962,6.88
estimates,662,1963,6.821
estimates,662,1964,6.758
estimates,662,1965,6.688
estimates,662,1966,6.607
estimates,662,1967,6.508
estimates,662,1968,6.387
estimates,662,1969,6.249
estimates,662,1970,6.101
estimates,662,1971,5.953
estimates,662,1972,5.813
estimates,662,1973,5.686
estimates,662,1974,5.571
estimates,662,1975,5.462
estimates,662,1976,5.347
estimates,662,1977,5.216
estimates,662,1978,5.064
estimates,662,1979,4.891
estimates,662,1980,4.703
estimates,662,1981,4.512
estimates,662,1982,4.328
estimates,662,1983,4.161
estimates,662,1984,4.014
estimates,662,1985,3.888
estimates,662,1986,3.781
estimates,662,1987,3.683
estimates,662,1988,3.589
estimates,662,1989,3.495
estimates,662,1990,3.399
estimates,662,1991,3.302
estimates,662,1992,3.203
estimates,662,1993,3.104
estimates,662,1994,3.001
estimates,662,1995,2.892
estimates,662,1996,2.772
estimates,662,1997,2.641
estimates,662,1998,2.499
estimates,662,1999,2.35
estimates,662,2000,2.202
estimates,662,2001,2.06
estimates,662,2002,1.933
estimates,662,2003,1.826
estimates,662,2004,1.74
estimates,662,2005,1.675
estimates,662,2006,1.63
estimates,662,2007,1.598
estimates,662,2008,1.574
estimates,662,2009,1.555
estimates,662,2010,1.538
estimates,662,2011,1.522
estimates,662,2012,1.507
estimates,662,2013,1.495
estimates,662,2014,1.482
estimates,662,2015,1.471
medium_variant,662,2015,1.471
medium_variant,662,2016,1.459
medium_variant,662,2017,1.448
medium_variant,662,2018,1.438
medium_variant,662,2019,1.429
medium_variant,662,2020,1.422
medium_variant,662,2021,1.416
medium_variant,662,2022,1.412
medium_variant,662,2023,1.41
medium_variant,662,2024,1.409
medium_variant,662,2025,1.41
medium_variant,662,2026,1.412
medium_variant,662,2027,1.416
medium_variant,662,2028,1.42
medium_variant,662,2029,1.426
medium_variant,662,2030,1.432
medium_variant,662,2031,1.438
medium_variant,662,2032,1.445
medium_variant,662,2033,1.452
medium_variant,662,2034,1.459
medium_variant,662,2035,1.466
medium_variant,662,2036,1.474
medium_variant,662,2037,1.482
medium_variant,662,2038,1.49
medium_variant,662,2039,1.498
medium_variant,662,2040,1.506
medium_variant,662,2041,1.514
medium_variant,662,2042,1.522
medium_variant,662,2043,1.529
medium_variant,662,2044,1.537
medium_variant,662,2045,1.544
medium_variant,662,2046,1.551
medium_variant,662,2047,1.558
medium_variant,662,2048,1.565
medium_variant,662,2049,1.572
medium_variant,662,2050,1.579
medium_variant,662,2051,1.586
medium_variant,662,2052,1.593
medium_variant,662,2053,1.6
medium_variant,662,2054,1.606
medium_variant,662,2055,1.613
medium_variant,662,2056,1.619
medium_variant,662,2057,1.625
medium_variant,662,2058,1.631
medium_variant,662,2059,1.637
medium_variant,662,2060,1.642
medium_variant,662,2061,1.648
medium_variant,662,2062,1.653
medium_variant,662,2063,1.658
medium_variant,662,2064,1.662
medium_variant,662,2065,1.667
medium_variant,662,2066,1.672
medium_variant,662,2067,1.676
medium_variant,662,2068,1.68
medium_variant,662,2069,1.684
medium_variant,662,2070,1.688
medium_variant,662,2071,1.692
medium_variant,662,2072,1.695
medium_variant,662,2073,1.699
medium_variant,662,2074,1.703
medium_variant,662,2075,1.706
medium_variant,662,2076,1.71
medium_variant,662,2077,1.713
medium_variant,662,2078,1.716
medium_variant,662,2079,1.719
medium_variant,662,2080,1.722
medium_variant,662,2081,1.725
medium_variant,662,2082,1.727
medium_variant,662,2083,1.73
medium_variant,662,2084,1.732
medium_variant,662,2085,1.735
medium_variant,662,2086,1.738
medium_variant,662,2087,1.74
medium_variant,662,2088,1.743
medium_variant,662,2089,1.745
medium_variant,662,2090,1.747
medium_variant,662,2091,1.749
medium_variant,662,2092,1.752
medium_variant,662,2093,1.754
medium_variant,662,2094,1.756
medium_variant,662,2095,1.758
medium_variant,662,2096,1.759
medium_variant,662,2097,1.761
medium_variant,662,2098,1.763
medium_variant,662,2099,1.765
