variant,country,year,totalfertility
estimates,800,1950,6.893
estimates,800,1951,6.894
estimates,800,1952,6.896
estimates,800,1953,6.9
estimates,800,1954,6.907
estimates,800,1955,6.917
estimates,800,1956,6.929
estimates,800,1957,6.944
estimates,800,1958,6.96
estimates,800,1959,6.979
estimates,800,1960,6.999
estimates,800,1961,7.019
estimates,800,1962,7.04
estimates,800,1963,7.06
estimates,800,1964,7.078
estimates,800,1965,7.094
estimates,800,1966,7.106
estimates,800,1967,7.113
estimates,800,1968,7.117
estimates,800,1969,7.118
estimates,800,1970,7.115
estimates,800,1971,7.111
estimates,800,1972,7.107
estimates,800,1973,7.103
estimates,800,1974,7.1
estimates,800,1975,7.099
estimates,800,1976,7.099
estimates,800,1977,7.099
estimates,800,1978,7.099
estimates,800,1979,7.1
estimates,800,1980,7.1
estimates,800,1981,7.101
estimates,800,1982,7.101
estimates,800,1983,7.102
estimates,800,1984,7.103
estimates,800,1985,7.103
estimates,800,1986,7.103
estimates,800,1987,7.102
estimates,800,1988,7.1
estimates,800,1989,7.097
estimates,800,1990,7.091
estimates,800,1991,7.082
estimates,800,1992,7.071
estimates,800,1993,7.057
estimates,800,1994,7.039
estimates,800,1995,7.018
estimates,800,1996,6.994
estimates,800,1997,6.967
estimates,800,1998,6.937
estimates,800,1999,6.903
estimates,800,2000,6.865
estimates,800,2001,6.822
estimates,800,2002,6.772
estimates,800,2003,6.716
estimates,800,2004,6.653
estimates,800,2005,6.583
estimates,800,2006,6.507
estimates,800,2007,6.424
estimates,800,2008,6.337
estimates,800,2009,6.247
estimates,800,2010,6.154
estimates,800,2011,6.059
estimates,800,2012,5.964
estimates,800,2013,5.869
estimates,800,2014,5.775
estimates,800,2015,5.682
medium_variant,800,2015,5.682
medium_variant,800,2016,5.591
medium_variant,800,2017,5.5
medium_variant,800,2018,5.411
medium_variant,800,2019,5.323
medium_variant,800,2020,5.235
medium_variant,800,2021,5.149
medium_variant,800,2022,5.064
medium_variant,800,2023,4.98
medium_variant,800,2024,4.896
medium_variant,800,2025,4.814
medium_variant,800,2026,4.734
medium_variant,800,2027,4.654
medium_variant,800,2028,4.576
medium_variant,800,2029,4.499
medium_variant,800,2030,4.423
medium_variant,800,2031,4.349
medium_variant,800,2032,4.276
medium_variant,800,2033,4.205
medium_variant,800,2034,4.135
medium_variant,800,2035,4.067
medium_variant,800,2036,4.001
medium_variant,800,2037,3.936
medium_variant,800,2038,3.873
medium_variant,800,2039,3.812
medium_variant,800,2040,3.752
medium_variant,800,2041,3.694
medium_variant,800,2042,3.638
medium_variant,800,2043,3.583
medium_variant,800,2044,3.53
medium_variant,800,2045,3.478
medium_variant,800,2046,3.428
medium_variant,800,2047,3.379
medium_variant,800,2048,3.331
medium_variant,800,2049,3.286
medium_variant,800,2050,3.241
medium_variant,800,2051,3.199
medium_variant,800,2052,3.157
medium_variant,800,2053,3.117
medium_variant,800,2054,3.078
medium_variant,800,2055,3.041
medium_variant,800,2056,3.005
medium_variant,800,2057,2.97
medium_variant,800,2058,2.936
medium_variant,800,2059,2.903
medium_variant,800,2060,2.871
medium_variant,800,2061,2.841
medium_variant,800,2062,2.811
medium_variant,800,2063,2.782
medium_variant,800,2064,2.754
medium_variant,800,2065,2.726
medium_variant,800,2066,2.7
medium_variant,800,2067,2.674
medium_variant,800,2068,2.649
medium_variant,800,2069,2.625
medium_variant,800,2070,2.601
medium_variant,800,2071,2.578
medium_variant,800,2072,2.555
medium_variant,800,2073,2.532
medium_variant,800,2074,2.511
medium_variant,800,2075,2.489
medium_variant,800,2076,2.468
medium_variant,800,2077,2.448
medium_variant,800,2078,2.428
medium_variant,800,2079,2.408
medium_variant,800,2080,2.389
medium_variant,800,2081,2.371
medium_variant,800,2082,2.352
medium_variant,800,2083,2.335
medium_variant,800,2084,2.317
medium_variant,800,2085,2.3
medium_variant,800,2086,2.283
medium_variant,800,2087,2.267
medium_variant,800,2088,2.251
medium_variant,800,2089,2.235
medium_variant,800,2090,2.22
medium_variant,800,2091,2.205
medium_variant,800,2092,2.19
medium_variant,800,2093,2.176
medium_variant,800,2094,2.161
medium_variant,800,2095,2.147
medium_variant,800,2096,2.134
medium_variant,800,2097,2.12
medium_variant,800,2098,2.107
medium_variant,800,2099,2.094
