variant,country,year,totalfertility
estimates,340,1950,7.469
estimates,340,1951,7.479
estimates,340,1952,7.496
estimates,340,1953,7.507
estimates,340,1954,7.512
estimates,340,1955,7.513
estimates,340,1956,7.508
estimates,340,1957,7.498
estimates,340,1958,7.485
estimates,340,1959,7.471
estimates,340,1960,7.458
estimates,340,1961,7.448
estimates,340,1962,7.443
estimates,340,1963,7.441
estimates,340,1964,7.443
estimates,340,1965,7.442
estimates,340,1966,7.435
estimates,340,1967,7.417
estimates,340,1968,7.383
estimates,340,1969,7.334
estimates,340,1970,7.27
estimates,340,1971,7.195
estimates,340,1972,7.111
estimates,340,1973,7.025
estimates,340,1974,6.935
estimates,340,1975,6.844
estimates,340,1976,6.749
estimates,340,1977,6.649
estimates,340,1978,6.543
estimates,340,1979,6.431
estimates,340,1980,6.313
estimates,340,1981,6.19
estimates,340,1982,6.062
estimates,340,1983,5.932
estimates,340,1984,5.802
estimates,340,1985,5.674
estimates,340,1986,5.553
estimates,340,1987,5.439
estimates,340,1988,5.333
estimates,340,1989,5.233
estimates,340,1990,5.139
estimates,340,1991,5.046
estimates,340,1992,4.952
estimates,340,1993,4.853
estimates,340,1994,4.749
estimates,340,1995,4.64
estimates,340,1996,4.525
estimates,340,1997,4.408
estimates,340,1998,4.291
estimates,340,1999,4.173
estimates,340,2000,4.055
estimates,340,2001,3.936
estimates,340,2002,3.815
estimates,340,2003,3.693
estimates,340,2004,3.57
estimates,340,2005,3.447
estimates,340,2006,3.325
estimates,340,2007,3.204
estimates,340,2008,3.087
estimates,340,2009,2.975
estimates,340,2010,2.871
estimates,340,2011,2.777
estimates,340,2012,2.694
estimates,340,2013,2.621
estimates,340,2014,2.559
estimates,340,2015,2.507
medium_variant,340,2015,2.507
medium_variant,340,2016,2.462
medium_variant,340,2017,2.423
medium_variant,340,2018,2.387
medium_variant,340,2019,2.353
medium_variant,340,2020,2.32
medium_variant,340,2021,2.288
medium_variant,340,2022,2.257
medium_variant,340,2023,2.228
medium_variant,340,2024,2.201
medium_variant,340,2025,2.175
medium_variant,340,2026,2.15
medium_variant,340,2027,2.126
medium_variant,340,2028,2.104
medium_variant,340,2029,2.082
medium_variant,340,2030,2.061
medium_variant,340,2031,2.041
medium_variant,340,2032,2.022
medium_variant,340,2033,2.003
medium_variant,340,2034,1.986
medium_variant,340,2035,1.969
medium_variant,340,2036,1.953
medium_variant,340,2037,1.938
medium_variant,340,2038,1.924
medium_variant,340,2039,1.91
medium_variant,340,2040,1.898
medium_variant,340,2041,1.886
medium_variant,340,2042,1.874
medium_variant,340,2043,1.863
medium_variant,340,2044,1.853
medium_variant,340,2045,1.843
medium_variant,340,2046,1.833
medium_variant,340,2047,1.824
medium_variant,340,2048,1.816
medium_variant,340,2049,1.808
medium_variant,340,2050,1.801
medium_variant,340,2051,1.794
medium_variant,340,2052,1.787
medium_variant,340,2053,1.781
medium_variant,340,2054,1.776
medium_variant,340,2055,1.771
medium_variant,340,2056,1.766
medium_variant,340,2057,1.763
medium_variant,340,2058,1.759
medium_variant,340,2059,1.757
medium_variant,340,2060,1.755
medium_variant,340,2061,1.753
medium_variant,340,2062,1.751
medium_variant,340,2063,1.75
medium_variant,340,2064,1.748
medium_variant,340,2065,1.746
medium_variant,340,2066,1.745
medium_variant,340,2067,1.743
medium_variant,340,2068,1.742
medium_variant,340,2069,1.741
medium_variant,340,2070,1.741
medium_variant,340,2071,1.741
medium_variant,340,2072,1.741
medium_variant,340,2073,1.741
medium_variant,340,2074,1.741
medium_variant,340,2075,1.741
medium_variant,340,2076,1.741
medium_variant,340,2077,1.742
medium_variant,340,2078,1.742
medium_variant,340,2079,1.743
medium_variant,340,2080,1.744
medium_variant,340,2081,1.745
medium_variant,340,2082,1.746
medium_variant,340,2083,1.747
medium_variant,340,2084,1.748
medium_variant,340,2085,1.749
medium_variant,340,2086,1.75
medium_variant,340,2087,1.751
medium_variant,340,2088,1.752
medium_variant,340,2089,1.753
medium_variant,340,2090,1.754
medium_variant,340,2091,1.755
medium_variant,340,2092,1.756
medium_variant,340,2093,1.757
medium_variant,340,2094,1.758
medium_variant,340,2095,1.759
medium_variant,340,2096,1.76
medium_variant,340,2097,1.761
medium_variant,340,2098,1.762
medium_variant,340,2099,1.762
