variant,country,year,totalfertility
estimates,144,1950,5.635
estimates,144,1951,5.691
estimates,144,1952,5.789
estimates,144,1953,5.857
estimates,144,1954,5.893
estimates,144,1955,5.9
estimates,144,1956,5.876
estimates,144,1957,5.825
estimates,144,1958,5.749
estimates,144,1959,5.652
estimates,144,1960,5.541
estimates,144,1961,5.421
estimates,144,1962,5.299
estimates,144,1963,5.18
estimates,144,1964,5.067
estimates,144,1965,4.959
estimates,144,1966,4.849
estimates,144,1967,4.734
estimates,144,1968,4.609
estimates,144,1969,4.477
estimates,144,1970,4.342
estimates,144,1971,4.208
estimates,144,1972,4.083
estimates,144,1973,3.97
estimates,144,1974,3.87
estimates,144,1975,3.783
estimates,144,1976,3.705
estimates,144,1977,3.633
estimates,144,1978,3.562
estimates,144,1979,3.488
estimates,144,1980,3.408
estimates,144,1981,3.319
estimates,144,1982,3.223
estimates,144,1983,3.12
estimates,144,1984,3.012
estimates,144,1985,2.904
estimates,144,1986,2.8
estimates,144,1987,2.703
estimates,144,1988,2.617
estimates,144,1989,2.544
estimates,144,1990,2.483
estimates,144,1991,2.433
estimates,144,1992,2.39
estimates,144,1993,2.353
estimates,144,1994,2.32
estimates,144,1995,2.291
estimates,144,1996,2.268
estimates,144,1997,2.252
estimates,144,1998,2.242
estimates,144,1999,2.239
estimates,144,2000,2.241
estimates,144,2001,2.247
estimates,144,2002,2.257
estimates,144,2003,2.268
estimates,144,2004,2.278
estimates,144,2005,2.284
estimates,144,2006,2.283
estimates,144,2007,2.274
estimates,144,2008,2.257
estimates,144,2009,2.232
estimates,144,2010,2.203
estimates,144,2011,2.17
estimates,144,2012,2.138
estimates,144,2013,2.109
estimates,144,2014,2.083
estimates,144,2015,2.063
medium_variant,144,2015,2.063
medium_variant,144,2016,2.046
medium_variant,144,2017,2.032
medium_variant,144,2018,2.019
medium_variant,144,2019,2.006
medium_variant,144,2020,1.993
medium_variant,144,2021,1.98
medium_variant,144,2022,1.967
medium_variant,144,2023,1.955
medium_variant,144,2024,1.943
medium_variant,144,2025,1.931
medium_variant,144,2026,1.921
medium_variant,144,2027,1.91
medium_variant,144,2028,1.9
medium_variant,144,2029,1.891
medium_variant,144,2030,1.882
medium_variant,144,2031,1.874
medium_variant,144,2032,1.866
medium_variant,144,2033,1.859
medium_variant,144,2034,1.852
medium_variant,144,2035,1.845
medium_variant,144,2036,1.839
medium_variant,144,2037,1.834
medium_variant,144,2038,1.828
medium_variant,144,2039,1.824
medium_variant,144,2040,1.819
medium_variant,144,2041,1.815
medium_variant,144,2042,1.811
medium_variant,144,2043,1.807
medium_variant,144,2044,1.804
medium_variant,144,2045,1.801
medium_variant,144,2046,1.798
medium_variant,144,2047,1.796
medium_variant,144,2048,1.794
medium_variant,144,2049,1.792
medium_variant,144,2050,1.791
medium_variant,144,2051,1.79
medium_variant,144,2052,1.788
medium_variant,144,2053,1.788
medium_variant,144,2054,1.787
medium_variant,144,2055,1.786
medium_variant,144,2056,1.786
medium_variant,144,2057,1.785
medium_variant,144,2058,1.785
medium_variant,144,2059,1.784
medium_variant,144,2060,1.784
medium_variant,144,2061,1.783
medium_variant,144,2062,1.783
medium_variant,144,2063,1.783
medium_variant,144,2064,1.783
medium_variant,144,2065,1.784
medium_variant,144,2066,1.785
medium_variant,144,2067,1.785
medium_variant,144,2068,1.786
medium_variant,144,2069,1.786
medium_variant,144,2070,1.787
medium_variant,144,2071,1.787
medium_variant,144,2072,1.787
medium_variant,144,2073,1.788
medium_variant,144,2074,1.788
medium_variant,144,2075,1.788
medium_variant,144,2076,1.789
medium_variant,144,2077,1.789
medium_variant,144,2078,1.79
medium_variant,144,2079,1.79
medium_variant,144,2080,1.79
medium_variant,144,2081,1.791
medium_variant,144,2082,1.791
medium_variant,144,2083,1.792
medium_variant,144,2084,1.793
medium_variant,144,2085,1.793
medium_variant,144,2086,1.794
medium_variant,144,2087,1.795
medium_variant,144,2088,1.796
medium_variant,144,2089,1.797
medium_variant,144,2090,1.797
medium_variant,144,2091,1.798
medium_variant,144,2092,1.799
medium_variant,144,2093,1.8
medium_variant,144,2094,1.801
medium_variant,144,2095,1.801
medium_variant,144,2096,1.802
medium_variant,144,2097,1.803
medium_variant,144,2098,1.804
medium_variant,144,2099,1.805
