variant,country,year,totalfertility
estimates,792,1950,6.738
estimates,792,1951,6.727
estimates,792,1952,6.703
estimates,792,1953,6.675
estimates,792,1954,6.643
estimates,792,1955,6.607
estimates,792,1956,6.567
estimates,792,1957,6.523
estimates,792,1958,6.475
estimates,792,1959,6.423
estimates,792,1960,6.366
estimates,792,1961,6.304
estimates,792,1962,6.237
estimates,792,1963,6.165
estimates,792,1964,6.089
estimates,792,1965,6.011
estimates,792,1966,5.933
estimates,792,1967,5.855
estimates,792,1968,5.778
estimates,792,1969,5.7
estimates,792,1970,5.619
estimates,792,1971,5.529
estimates,792,1972,5.429
estimates,792,1973,5.316
estimates,792,1974,5.191
estimates,792,1975,5.058
estimates,792,1976,4.921
estimates,792,1977,4.785
estimates,792,1978,4.654
estimates,792,1979,4.528
estimates,792,1980,4.405
estimates,792,1981,4.282
estimates,792,1982,4.155
estimates,792,1983,4.021
estimates,792,1984,3.883
estimates,792,1985,3.741
estimates,792,1986,3.598
estimates,792,1987,3.461
estimates,792,1988,3.331
estimates,792,1989,3.213
estimates,792,1990,3.107
estimates,792,1991,3.016
estimates,792,1992,2.937
estimates,792,1993,2.868
estimates,792,1994,2.809
estimates,792,1995,2.755
estimates,792,1996,2.705
estimates,792,1997,2.657
estimates,792,1998,2.607
estimates,792,1999,2.556
estimates,792,2000,2.503
estimates,792,2001,2.451
estimates,792,2002,2.4
estimates,792,2003,2.353
estimates,792,2004,2.31
estimates,792,2005,2.273
estimates,792,2006,2.241
estimates,792,2007,2.214
estimates,792,2008,2.192
estimates,792,2009,2.172
estimates,792,2010,2.155
estimates,792,2011,2.139
estimates,792,2012,2.124
estimates,792,2013,2.108
estimates,792,2014,2.09
estimates,792,2015,2.072
medium_variant,792,2015,2.072
medium_variant,792,2016,2.053
medium_variant,792,2017,2.034
medium_variant,792,2018,2.016
medium_variant,792,2019,1.998
medium_variant,792,2020,1.981
medium_variant,792,2021,1.965
medium_variant,792,2022,1.949
medium_variant,792,2023,1.935
medium_variant,792,2024,1.921
medium_variant,792,2025,1.907
medium_variant,792,2026,1.894
medium_variant,792,2027,1.882
medium_variant,792,2028,1.87
medium_variant,792,2029,1.859
medium_variant,792,2030,1.849
medium_variant,792,2031,1.839
medium_variant,792,2032,1.83
medium_variant,792,2033,1.821
medium_variant,792,2034,1.813
medium_variant,792,2035,1.806
medium_variant,792,2036,1.799
medium_variant,792,2037,1.793
medium_variant,792,2038,1.787
medium_variant,792,2039,1.782
medium_variant,792,2040,1.777
medium_variant,792,2041,1.773
medium_variant,792,2042,1.769
medium_variant,792,2043,1.765
medium_variant,792,2044,1.761
medium_variant,792,2045,1.758
medium_variant,792,2046,1.755
medium_variant,792,2047,1.752
medium_variant,792,2048,1.75
medium_variant,792,2049,1.747
medium_variant,792,2050,1.745
medium_variant,792,2051,1.744
medium_variant,792,2052,1.742
medium_variant,792,2053,1.741
medium_variant,792,2054,1.74
medium_variant,792,2055,1.74
medium_variant,792,2056,1.739
medium_variant,792,2057,1.739
medium_variant,792,2058,1.739
medium_variant,792,2059,1.74
medium_variant,792,2060,1.74
medium_variant,792,2061,1.741
medium_variant,792,2062,1.741
medium_variant,792,2063,1.742
medium_variant,792,2064,1.742
medium_variant,792,2065,1.743
medium_variant,792,2066,1.743
medium_variant,792,2067,1.744
medium_variant,792,2068,1.745
medium_variant,792,2069,1.746
medium_variant,792,2070,1.748
medium_variant,792,2071,1.749
medium_variant,792,2072,1.751
medium_variant,792,2073,1.752
medium_variant,792,2074,1.753
medium_variant,792,2075,1.754
medium_variant,792,2076,1.755
medium_variant,792,2077,1.756
medium_variant,792,2078,1.758
medium_variant,792,2079,1.759
medium_variant,792,2080,1.76
medium_variant,792,2081,1.761
medium_variant,792,2082,1.763
medium_variant,792,2083,1.764
medium_variant,792,2084,1.765
medium_variant,792,2085,1.766
medium_variant,792,2086,1.767
medium_variant,792,2087,1.768
medium_variant,792,2088,1.769
medium_variant,792,2089,1.771
medium_variant,792,2090,1.772
medium_variant,792,2091,1.773
medium_variant,792,2092,1.774
medium_variant,792,2093,1.776
medium_variant,792,2094,1.777
medium_variant,792,2095,1.778
medium_variant,792,2096,1.78
medium_variant,792,2097,1.781
medium_variant,792,2098,1.783
medium_variant,792,2099,1.784
