variant,country,year,totalfertility
estimates,748,1950,6.711
estimates,748,1951,6.707
estimates,748,1952,6.701
estimates,748,1953,6.697
estimates,748,1954,6.694
estimates,748,1955,6.693
estimates,748,1956,6.693
estimates,748,1957,6.696
estimates,748,1958,6.701
estimates,748,1959,6.708
estimates,748,1960,6.717
estimates,748,1961,6.73
estimates,748,1962,6.745
estimates,748,1963,6.763
estimates,748,1964,6.782
estimates,748,1965,6.802
estimates,748,1966,6.822
estimates,748,1967,6.841
estimates,748,1968,6.857
estimates,748,1969,6.869
estimates,748,1970,6.875
estimates,748,1971,6.876
estimates,748,1972,6.871
estimates,748,1973,6.86
estimates,748,1974,6.843
estimates,748,1975,6.82
estimates,748,1976,6.793
estimates,748,1977,6.762
estimates,748,1978,6.728
estimates,748,1979,6.69
estimates,748,1980,6.646
estimates,748,1981,6.596
estimates,748,1982,6.537
estimates,748,1983,6.468
estimates,748,1984,6.387
estimates,748,1985,6.294
estimates,748,1986,6.185
estimates,748,1987,6.061
estimates,748,1988,5.924
estimates,748,1989,5.776
estimates,748,1990,5.619
estimates,748,1991,5.455
estimates,748,1992,5.287
estimates,748,1993,5.119
estimates,748,1994,4.955
estimates,748,1995,4.798
estimates,748,1996,4.652
estimates,748,1997,4.518
estimates,748,1998,4.394
estimates,748,1999,4.284
estimates,748,2000,4.187
estimates,748,2001,4.105
estimates,748,2002,4.036
estimates,748,2003,3.977
estimates,748,2004,3.925
estimates,748,2005,3.873
estimates,748,2006,3.819
estimates,748,2007,3.758
estimates,748,2008,3.689
estimates,748,2009,3.611
estimates,748,2010,3.527
estimates,748,2011,3.44
estimates,748,2012,3.355
estimates,748,2013,3.276
estimates,748,2014,3.204
estimates,748,2015,3.141
medium_variant,748,2015,3.141
medium_variant,748,2016,3.084
medium_variant,748,2017,3.033
medium_variant,748,2018,2.984
medium_variant,748,2019,2.937
medium_variant,748,2020,2.891
medium_variant,748,2021,2.847
medium_variant,748,2022,2.805
medium_variant,748,2023,2.764
medium_variant,748,2024,2.725
medium_variant,748,2025,2.687
medium_variant,748,2026,2.651
medium_variant,748,2027,2.616
medium_variant,748,2028,2.583
medium_variant,748,2029,2.55
medium_variant,748,2030,2.519
medium_variant,748,2031,2.49
medium_variant,748,2032,2.461
medium_variant,748,2033,2.433
medium_variant,748,2034,2.407
medium_variant,748,2035,2.381
medium_variant,748,2036,2.356
medium_variant,748,2037,2.331
medium_variant,748,2038,2.308
medium_variant,748,2039,2.285
medium_variant,748,2040,2.262
medium_variant,748,2041,2.24
medium_variant,748,2042,2.219
medium_variant,748,2043,2.198
medium_variant,748,2044,2.178
medium_variant,748,2045,2.158
medium_variant,748,2046,2.139
medium_variant,748,2047,2.121
medium_variant,748,2048,2.104
medium_variant,748,2049,2.086
medium_variant,748,2050,2.07
medium_variant,748,2051,2.054
medium_variant,748,2052,2.039
medium_variant,748,2053,2.024
medium_variant,748,2054,2.009
medium_variant,748,2055,1.996
medium_variant,748,2056,1.982
medium_variant,748,2057,1.97
medium_variant,748,2058,1.958
medium_variant,748,2059,1.946
medium_variant,748,2060,1.935
medium_variant,748,2061,1.925
medium_variant,748,2062,1.915
medium_variant,748,2063,1.905
medium_variant,748,2064,1.897
medium_variant,748,2065,1.888
medium_variant,748,2066,1.88
medium_variant,748,2067,1.873
medium_variant,748,2068,1.866
medium_variant,748,2069,1.859
medium_variant,748,2070,1.852
medium_variant,748,2071,1.847
medium_variant,748,2072,1.841
medium_variant,748,2073,1.836
medium_variant,748,2074,1.832
medium_variant,748,2075,1.828
medium_variant,748,2076,1.824
medium_variant,748,2077,1.82
medium_variant,748,2078,1.816
medium_variant,748,2079,1.813
medium_variant,748,2080,1.81
medium_variant,748,2081,1.807
medium_variant,748,2082,1.804
medium_variant,748,2083,1.801
medium_variant,748,2084,1.799
medium_variant,748,2085,1.797
medium_variant,748,2086,1.796
medium_variant,748,2087,1.794
medium_variant,748,2088,1.793
medium_variant,748,2089,1.791
medium_variant,748,2090,1.79
medium_variant,748,2091,1.789
medium_variant,748,2092,1.788
medium_variant,748,2093,1.787
medium_variant,748,2094,1.786
medium_variant,748,2095,1.786
medium_variant,748,2096,1.785
medium_variant,748,2097,1.784
medium_variant,748,2098,1.784
medium_variant,748,2099,1.784
