continent,year,variant,freq,agebroad,percentagetotaldeaths
935,1950,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1950,estimates,5yearly,0_4,42.7684104414134
935,1950,estimates,5yearly,0_14,48.7014021190326
935,1950,estimates,5yearly,0_19,51.1571568935011
935,1950,estimates,5yearly,0_24,53.8898950017804
935,1950,estimates,5yearly,5_14,5.93299167761928
935,1950,estimates,5yearly,15plus,51.2985978809674
935,1950,estimates,5yearly,15_24,5.18849288274777
935,1950,estimates,5yearly,15_49,20.5584303740051
935,1950,estimates,5yearly,15_59,28.5895897651594
935,1950,estimates,5yearly,15_64,33.7027425551324
935,1950,estimates,5yearly,20plus,48.8428431064989
935,1950,estimates,5yearly,20_64,31.246987780664
935,1950,estimates,5yearly,20_69,36.5980664735925
935,1950,estimates,5yearly,25plus,46.1101049982196
935,1950,estimates,5yearly,25_69,33.8653283653132
935,1950,estimates,5yearly,40plus,37.6684447257601
935,1950,estimates,5yearly,50plus,30.7401675069622
935,1950,estimates,5yearly,60plus,22.7090081158079
935,1950,estimates,5yearly,65plus,17.5958553258349
935,1950,estimates,5yearly,70plus,12.2447766329064
935,1950,estimates,5yearly,80plus,3.49727302209535
935,1950,estimates,5yearly,90plus,0.31164025800897
935,1955,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1955,estimates,5yearly,0_4,42.5222337767647
935,1955,estimates,5yearly,0_14,48.4428968512939
935,1955,estimates,5yearly,0_19,50.642341356459
935,1955,estimates,5yearly,0_24,53.1626346957061
935,1955,estimates,5yearly,5_14,5.92066307452922
935,1955,estimates,5yearly,15plus,51.5571031487061
935,1955,estimates,5yearly,15_24,4.71973784441216
935,1955,estimates,5yearly,15_49,19.386677224485
935,1955,estimates,5yearly,15_59,27.8516245570864
935,1955,estimates,5yearly,15_64,33.0477957455197
935,1955,estimates,5yearly,20plus,49.3576586435411
935,1955,estimates,5yearly,20_64,30.8483512403547
935,1955,estimates,5yearly,20_69,36.3350408155522
935,1955,estimates,5yearly,25plus,46.8373653042939
935,1955,estimates,5yearly,25_69,33.814747476305
935,1955,estimates,5yearly,40plus,38.7780365330144
935,1955,estimates,5yearly,50plus,32.1704259242211
935,1955,estimates,5yearly,60plus,23.7054785916197
935,1955,estimates,5yearly,65plus,18.5093074031864
935,1955,estimates,5yearly,70plus,13.0226178279889
935,1955,estimates,5yearly,80plus,3.74647570076688
935,1955,estimates,5yearly,90plus,0.33121436226106
935,1960,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1960,estimates,5yearly,0_4,43.6872662919315
935,1960,estimates,5yearly,0_14,50.0823208134388
935,1960,estimates,5yearly,0_19,52.1488137014069
935,1960,estimates,5yearly,0_24,54.34827677622
935,1960,estimates,5yearly,5_14,6.39505452150728
935,1960,estimates,5yearly,15plus,49.9176791865612
935,1960,estimates,5yearly,15_24,4.26595596278122
935,1960,estimates,5yearly,15_49,18.2340231377217
935,1960,estimates,5yearly,15_59,26.7933903086845
935,1960,estimates,5yearly,15_64,32.0291483872922
935,1960,estimates,5yearly,20plus,47.8511862985931
935,1960,estimates,5yearly,20_64,29.9626554993241
935,1960,estimates,5yearly,20_69,35.374954679329
935,1960,estimates,5yearly,25plus,45.65172322378
935,1960,estimates,5yearly,25_69,33.1754916045158
935,1960,estimates,5yearly,40plus,38.1032627937871
935,1960,estimates,5yearly,50plus,31.6836560488395
935,1960,estimates,5yearly,60plus,23.1242888778767
935,1960,estimates,5yearly,65plus,17.8885307992691
935,1960,estimates,5yearly,70plus,12.4762316192642
935,1960,estimates,5yearly,80plus,3.54937840135597
935,1960,estimates,5yearly,90plus,0.343321765771586
935,1965,estimates,5yearly,"Region, subregion, country or area *",ASIA
935,1965,estimates,5yearly,0_4,44.8884687287176
935,1965,estimates,5yearly,0_14,50.3225132834192
935,1965,estimates,5yearly,0_19,52.241387876839
935,1965,estimates,5yearly,0_24,54.2223292937457
935,1965,estimates,5yearly,5_14,5.43404455470155
935,1965,estimates,5yearly,15plus,49.6774867165808
