continent,year,variant,freq,agebroad,percentagetotaldeaths
908,1950,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1950,estimates,5yearly,0_4,17.650985286101
908,1950,estimates,5yearly,0_14,19.1834092694983
908,1950,estimates,5yearly,0_19,20.2410543996113
908,1950,estimates,5yearly,0_24,21.7184624159027
908,1950,estimates,5yearly,5_14,1.53242398339725
908,1950,estimates,5yearly,15plus,80.8165907305017
908,1950,estimates,5yearly,15_24,2.53505314640444
908,1950,estimates,5yearly,15_49,13.4191635886272
908,1950,estimates,5yearly,15_59,23.5473813122086
908,1950,estimates,5yearly,15_64,30.7563029435595
908,1950,estimates,5yearly,20plus,79.7589456003887
908,1950,estimates,5yearly,20_64,29.6986578134465
908,1950,estimates,5yearly,20_69,39.0887157372685
908,1950,estimates,5yearly,25plus,78.2815375840973
908,1950,estimates,5yearly,25_69,37.6113077209772
908,1950,estimates,5yearly,40plus,73.4920996059199
908,1950,estimates,5yearly,50plus,67.3974271418745
908,1950,estimates,5yearly,60plus,57.2692094182931
908,1950,estimates,5yearly,65plus,50.0602877869422
908,1950,estimates,5yearly,70plus,40.6702298631201
908,1950,estimates,5yearly,80plus,17.006747579315
908,1950,estimates,5yearly,90plus,2.497117684618
908,1955,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1955,estimates,5yearly,0_4,12.6224339040679
908,1955,estimates,5yearly,0_14,13.77574071108
908,1955,estimates,5yearly,0_19,14.5500538656675
908,1955,estimates,5yearly,0_24,15.7097408134281
908,1955,estimates,5yearly,5_14,1.15330680701204
908,1955,estimates,5yearly,15plus,86.22425928892
908,1955,estimates,5yearly,15_24,1.93400010234809
908,1955,estimates,5yearly,15_49,11.6157806135436
908,1955,estimates,5yearly,15_59,22.6274050970679
908,1955,estimates,5yearly,15_64,30.4831727110747
908,1955,estimates,5yearly,20plus,85.4499461343325
908,1955,estimates,5yearly,20_64,29.7088595564872
908,1955,estimates,5yearly,20_69,39.69362364746
908,1955,estimates,5yearly,25plus,84.2902591865719
908,1955,estimates,5yearly,25_69,38.5339366996994
908,1955,estimates,5yearly,40plus,79.9224181530955
908,1955,estimates,5yearly,50plus,74.6084786753765
908,1955,estimates,5yearly,60plus,63.5968541918522
908,1955,estimates,5yearly,65plus,55.7410865778454
908,1955,estimates,5yearly,70plus,45.7563224868725
908,1955,estimates,5yearly,80plus,20.0760798554366
908,1955,estimates,5yearly,90plus,2.7405728435955
908,1960,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1960,estimates,5yearly,0_4,8.6433053699155
908,1960,estimates,5yearly,0_14,9.59182940058813
908,1960,estimates,5yearly,0_19,10.229032368848
908,1960,estimates,5yearly,0_24,11.1666756232682
908,1960,estimates,5yearly,5_14,0.948524030672629
908,1960,estimates,5yearly,15plus,90.4081705994119
908,1960,estimates,5yearly,15_24,1.57484622268007
908,1960,estimates,5yearly,15_49,10.4232987311806
908,1960,estimates,5yearly,15_59,21.5268685092732
908,1960,estimates,5yearly,15_64,30.2191573004861
908,1960,estimates,5yearly,20plus,89.770967631152
908,1960,estimates,5yearly,20_64,29.5819543322262
908,1960,estimates,5yearly,20_69,40.1985828021427
908,1960,estimates,5yearly,25plus,88.8333243767318
908,1960,estimates,5yearly,25_69,39.2609395477224
908,1960,estimates,5yearly,40plus,84.5384601230511
908,1960,estimates,5yearly,50plus,79.9848718682313
908,1960,estimates,5yearly,60plus,68.8813020901387
908,1960,estimates,5yearly,65plus,60.1890132989258
908,1960,estimates,5yearly,70plus,49.5723848290094
908,1960,estimates,5yearly,80plus,22.6441043563426
908,1960,estimates,5yearly,90plus,3.25297014303039
908,1965,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1965,estimates,5yearly,0_4,6.01195936852652
908,1965,estimates,5yearly,0_14,6.82585006333653
908,1965,estimates,5yearly,0_19,7.48777437280318
908,1965,estimates,5yearly,0_24,8.30250651007454
908,1965,estimates,5yearly,5_14,0.813890694810008
908,1965,estimates,5yearly,15plus,93.1741499366635
908,1965,estimates,5yearly,15_24,1.47665644673801
908,1965,estimates,5yearly,15_49,10.4029908806405
908,1965,estimates,5yearly,15_59,20.583737726201
908,1965,estimates,5yearly,15_64,29.6755141369841
908,1965,estimates,5yearly,20plus,92.5122256271968
908,1965,estimates,5yearly,20_64,29.0135898275174
908,1965,estimates,5yearly,20_69,40.6015913209683
908,1965,estimates,5yearly,25plus,91.6974934899255
908,1965,estimates,5yearly,25_69,39.786859183697
908,1965,estimates,5yearly,40plus,87.6719920903157
908,1965,estimates,5yearly,50plus,82.7711590560229
908,1965,estimates,5yearly,60plus,72.5904122104625
908,1965,estimates,5yearly,65plus,63.4986357996794
908,1965,estimates,5yearly,70plus,51.9106343062285
908,1965,estimates,5yearly,80plus,24.2645480083901
908,1965,estimates,5yearly,90plus,3.72620438255765
908,1970,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1970,estimates,5yearly,0_4,4.54613070693364
908,1970,estimates,5yearly,0_14,5.24992826334678
908,1970,estimates,5yearly,0_19,5.92390703165162
908,1970,estimates,5yearly,0_24,6.83684808847384
908,1970,estimates,5yearly,5_14,0.703797556413142
908,1970,estimates,5yearly,15plus,94.7500717366532
908,1970,estimates,5yearly,15_24,1.58691982512707
908,1970,estimates,5yearly,15_49,10.8775395959694
908,1970,estimates,5yearly,15_59,19.7737733032299
908,1970,estimates,5yearly,15_64,28.4521323994213
908,1970,estimates,5yearly,20plus,94.0760929683484
908,1970,estimates,5yearly,20_64,27.7781536311165
908,1970,estimates,5yearly,20_69,39.6642439183341
908,1970,estimates,5yearly,25plus,93.1631519115262
908,1970,estimates,5yearly,25_69,38.7513028615119
908,1970,estimates,5yearly,40plus,89.4357180585176
908,1970,estimates,5yearly,50plus,83.8725321406838
908,1970,estimates,5yearly,60plus,74.9762984334233
908,1970,estimates,5yearly,65plus,66.2979393372319
908,1970,estimates,5yearly,70plus,54.4118490500143
908,1970,estimates,5yearly,80plus,25.5654100410009
908,1970,estimates,5yearly,90plus,4.22915931410725
908,1975,estimates,5yearly,"Region, subregion, country or area *",EUROPE
908,1975,estimates,5yearly,0_4,3.67430645482538
908,1975,estimates,5yearly,0_14,4.25643197637179
908,1975,estimates,5yearly,0_19,4.89142699508471
908,1975,estimates,5yearly,0_24,5.8332289691959
908,1975,estimates,5yearly,5_14,0.58212552154641
908,1975,estimates,5yearly,15plus,95.7435680236282
908,1975,estimates,5yearly,15_24,1.57679699282411
908,1975,estimates,5yearly,15_49,10.8275174803334
908,1975,estimates,5yearly,15_59,20.4497159698406
908,1975,estimates,5yearly,15_64,27.5728440153743
908,1975,estimates,5yearly,20plus,95.1085730049153
908,1975,estimates,5yearly,20_64,26.9378489966614
908,1975,estimates,5yearly,20_69,38.282932051489
908,1975,estimates,5yearly,25plus,94.1667710308041
