continent,year,variant,freq,agebroad,percentagetotaldeaths
904,1950,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1950,estimates,5yearly,0_4,49.6260244811894
904,1950,estimates,5yearly,0_14,54.2731144045024
904,1950,estimates,5yearly,0_19,56.2116534924597
904,1950,estimates,5yearly,0_24,58.633140398386
904,1950,estimates,5yearly,5_14,4.64708992331297
904,1950,estimates,5yearly,15plus,45.7268855954976
904,1950,estimates,5yearly,15_24,4.36002599388358
904,1950,estimates,5yearly,15_49,17.5798640660198
904,1950,estimates,5yearly,15_59,24.3807822198005
904,1950,estimates,5yearly,15_64,28.3046513583748
904,1950,estimates,5yearly,20plus,43.7883465075403
904,1950,estimates,5yearly,20_64,26.3661122704175
904,1950,estimates,5yearly,20_69,30.5712413713534
904,1950,estimates,5yearly,25plus,41.366859601614
904,1950,estimates,5yearly,25_69,28.1497544654272
904,1950,estimates,5yearly,40plus,33.7405807038099
904,1950,estimates,5yearly,50plus,28.1470215294777
904,1950,estimates,5yearly,60plus,21.3461033756971
904,1950,estimates,5yearly,65plus,17.4222342371228
904,1950,estimates,5yearly,70plus,13.2171051361868
904,1950,estimates,5yearly,80plus,5.24406033702735
904,1950,estimates,5yearly,90plus,1.15741950552736
904,1955,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1955,estimates,5yearly,0_4,49.3299537200853
904,1955,estimates,5yearly,0_14,53.8682090969286
904,1955,estimates,5yearly,0_19,55.6690548177006
904,1955,estimates,5yearly,0_24,57.917466901628
904,1955,estimates,5yearly,5_14,4.53825537684323
904,1955,estimates,5yearly,15plus,46.1317909030714
904,1955,estimates,5yearly,15_24,4.04925780469946
904,1955,estimates,5yearly,15_49,16.9189908806497
904,1955,estimates,5yearly,15_59,23.9295676453999
904,1955,estimates,5yearly,15_64,28.1084442451399
904,1955,estimates,5yearly,20plus,44.3309451822994
904,1955,estimates,5yearly,20_64,26.3075985243679
904,1955,estimates,5yearly,20_69,30.7711473985503
904,1955,estimates,5yearly,25plus,42.082533098372
904,1955,estimates,5yearly,25_69,28.5227353146228
904,1955,estimates,5yearly,40plus,34.6852019885299
904,1955,estimates,5yearly,50plus,29.2128000224218
904,1955,estimates,5yearly,60plus,22.2022232576716
904,1955,estimates,5yearly,65plus,18.0233466579315
904,1955,estimates,5yearly,70plus,13.5597977837491
904,1955,estimates,5yearly,80plus,5.03321573587166
904,1955,estimates,5yearly,90plus,0.683975798512457
904,1960,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1960,estimates,5yearly,0_4,47.8273971179649
904,1960,estimates,5yearly,0_14,52.235064978399
904,1960,estimates,5yearly,0_19,53.9266464238747
904,1960,estimates,5yearly,0_24,56.0154768952506
904,1960,estimates,5yearly,5_14,4.40766786043412
904,1960,estimates,5yearly,15plus,47.764935021601
904,1960,estimates,5yearly,15_24,3.78041191685159
904,1960,estimates,5yearly,15_49,16.066821165012
904,1960,estimates,5yearly,15_59,23.2322191312616
904,1960,estimates,5yearly,15_64,27.6894906611288
904,1960,estimates,5yearly,20plus,46.0733535761253
904,1960,estimates,5yearly,20_64,25.9979092156532
904,1960,estimates,5yearly,20_69,30.8564063207871
904,1960,estimates,5yearly,25plus,43.9845231047494
904,1960,estimates,5yearly,25_69,28.7675758494112
904,1960,estimates,5yearly,40plus,36.9591712265694
904,1960,estimates,5yearly,50plus,31.698113856589
904,1960,estimates,5yearly,60plus,24.5327158903394
904,1960,estimates,5yearly,65plus,20.0754443604721
904,1960,estimates,5yearly,70plus,15.2169472553382
904,1960,estimates,5yearly,80plus,5.8339694321687
904,1960,estimates,5yearly,90plus,0.737023841752599
904,1965,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1965,estimates,5yearly,0_4,44.7988200350196
904,1965,estimates,5yearly,0_14,48.9975242411003
904,1965,estimates,5yearly,0_19,50.6879493874952
904,1965,estimates,5yearly,0_24,52.6976221199405
904,1965,estimates,5yearly,5_14,4.19870420608068
904,1965,estimates,5yearly,15plus,51.0024757588997
904,1965,estimates,5yearly,15_24,3.70009787884022
904,1965,estimates,5yearly,15_49,15.789638390181
904,1965,estimates,5yearly,15_59,23.2204305991607
904,1965,estimates,5yearly,15_64,28.0100520552863
904,1965,estimates,5yearly,20plus,49.3120506125048
904,1965,estimates,5yearly,20_64,26.3196269088914
904,1965,estimates,5yearly,20_69,31.705151000972
904,1965,estimates,5yearly,25plus,47.3023778800595
904,1965,estimates,5yearly,25_69,29.6954782685267
904,1965,estimates,5yearly,40plus,40.5855051259386
904,1965,estimates,5yearly,50plus,35.2128373687187
