continent,year,variant,freq,agebroad,percentagetotaldeaths
909,1950,estimates,5yearly,0_4,19.8123236830059
909,1950,estimates,5yearly,0_14,22.6419710427121
909,1950,estimates,5yearly,0_19,24.2696677390187
909,1950,estimates,5yearly,0_24,26.3363519769573
909,1950,estimates,5yearly,5_14,2.82964735970622
909,1950,estimates,5yearly,15plus,77.358028957288
909,1950,estimates,5yearly,15_24,3.69438093424519
909,1950,estimates,5yearly,15_49,16.9159643412476
909,1950,estimates,5yearly,15_59,27.0144433332787
909,1950,estimates,5yearly,15_64,34.3187117651436
909,1950,estimates,5yearly,20plus,75.7303322609813
909,1950,estimates,5yearly,20_64,32.6910150688369
909,1950,estimates,5yearly,20_69,41.6961237690126
909,1950,estimates,5yearly,25plus,73.6636480230428
909,1950,estimates,5yearly,25_69,39.629439531074
909,1950,estimates,5yearly,40plus,66.9040469833952
909,1950,estimates,5yearly,50plus,60.4420646160404
909,1950,estimates,5yearly,60plus,50.3435856240093
909,1950,estimates,5yearly,65plus,43.0393171921444
909,1950,estimates,5yearly,70plus,34.0342084919687
909,1950,estimates,5yearly,80plus,14.3942766416003
909,1950,estimates,5yearly,90plus,2.48662922892803
909,1955,estimates,5yearly,0_4,19.1129546122929
909,1955,estimates,5yearly,0_14,21.8282521321439
909,1955,estimates,5yearly,0_19,23.3712381139104
909,1955,estimates,5yearly,0_24,25.2596559160867
909,1955,estimates,5yearly,5_14,2.715297519851
909,1955,estimates,5yearly,15plus,78.1717478678561
909,1955,estimates,5yearly,15_24,3.43140378394275
909,1955,estimates,5yearly,15_49,16.0616606215077
909,1955,estimates,5yearly,15_59,26.0631310655818
909,1955,estimates,5yearly,15_64,33.104107440447
909,1955,estimates,5yearly,20plus,76.6287618860896
909,1955,estimates,5yearly,20_64,31.5611214586805
909,1955,estimates,5yearly,20_69,40.3879521615528
909,1955,estimates,5yearly,25plus,74.7403440839134
909,1955,estimates,5yearly,25_69,38.4995343593765
909,1955,estimates,5yearly,40plus,68.4067738457014
909,1955,estimates,5yearly,50plus,62.1100872463484
909,1955,estimates,5yearly,60plus,52.1086168022743
909,1955,estimates,5yearly,65plus,45.0676404274091
909,1955,estimates,5yearly,70plus,36.2408097245368
909,1955,estimates,5yearly,80plus,15.5430840113714
909,1955,estimates,5yearly,90plus,2.44902460543084
909,1960,estimates,5yearly,0_4,17.4758055478858
909,1960,estimates,5yearly,0_14,20.033942127402
909,1960,estimates,5yearly,0_19,21.5727751328283
909,1960,estimates,5yearly,0_24,23.4114033071046
909,1960,estimates,5yearly,5_14,2.55813657951619
909,1960,estimates,5yearly,15plus,79.966057872598
909,1960,estimates,5yearly,15_24,3.37746117970265
909,1960,estimates,5yearly,15_49,15.6818867109293
909,1960,estimates,5yearly,15_59,26.1732157566333
909,1960,estimates,5yearly,15_64,33.3723432891516
909,1960,estimates,5yearly,20plus,78.4272248671717
909,1960,estimates,5yearly,20_64,31.8335102837252
909,1960,estimates,5yearly,20_69,40.4766223308699
909,1960,estimates,5yearly,25plus,76.5885966928954
909,1960,estimates,5yearly,25_69,38.6379941565936
909,1960,estimates,5yearly,40plus,70.6152212765613
909,1960,estimates,5yearly,50plus,64.2841711616687
909,1960,estimates,5yearly,60plus,53.7928421159647
909,1960,estimates,5yearly,65plus,46.5937145834465
909,1960,estimates,5yearly,70plus,37.9506025363018
909,1960,estimates,5yearly,80plus,16.9386003320275
