variant,region,year,lifeexpectancyatbirth,gender
estimates,1500,1950,31.983,male
estimates,1500,1951,32.343,male
estimates,1500,1952,33.041,male
estimates,1500,1953,33.697,male
estimates,1500,1954,34.312,male
estimates,1500,1955,34.885,male
estimates,1500,1956,35.418,male
estimates,1500,1957,35.913,male
estimates,1500,1958,36.373,male
estimates,1500,1959,36.805,male
estimates,1500,1960,37.218,male
estimates,1500,1961,37.62,male
estimates,1500,1962,38.02,male
estimates,1500,1963,38.426,male
estimates,1500,1964,38.842,male
estimates,1500,1965,39.273,male
estimates,1500,1966,39.715,male
estimates,1500,1967,40.163,male
estimates,1500,1968,40.61,male
estimates,1500,1969,41.053,male
estimates,1500,1970,41.49,male
estimates,1500,1971,41.918,male
estimates,1500,1972,42.336,male
estimates,1500,1973,42.743,male
estimates,1500,1974,43.138,male
estimates,1500,1975,43.518,male
estimates,1500,1976,43.881,male
estimates,1500,1977,44.229,male
estimates,1500,1978,44.563,male
estimates,1500,1979,44.885,male
estimates,1500,1980,45.199,male
estimates,1500,1981,45.516,male
estimates,1500,1982,45.837,male
estimates,1500,1983,46.159,male
estimates,1500,1984,46.476,male
estimates,1500,1985,46.77,male
estimates,1500,1986,47.017,male
estimates,1500,1987,47.204,male
estimates,1500,1988,47.332,male
estimates,1500,1989,47.408,male
estimates,1500,1990,47.455,male
estimates,1500,1991,47.5,male
estimates,1500,1992,47.573,male
estimates,1500,1993,47.701,male
estimates,1500,1994,47.898,male
estimates,1500,1995,48.171,male
estimates,1500,1996,48.516,male
estimates,1500,1997,48.914,male
estimates,1500,1998,49.355,male
estimates,1500,1999,49.835,male
estimates,1500,2000,50.36,male
estimates,1500,2001,50.94,male
estimates,1500,2002,51.577,male
estimates,1500,2003,52.267,male
estimates,1500,2004,52.999,male
estimates,1500,2005,53.76,male
estimates,1500,2006,54.533,male
estimates,1500,2007,55.3,male
estimates,1500,2008,56.045,male
estimates,1500,2009,56.754,male
estimates,1500,2010,57.416,male
estimates,1500,2011,58.026,male
estimates,1500,2012,58.59,male
estimates,1500,2013,59.113,male
estimates,1500,2014,59.598,male
estimates,1500,2015,60.045,male
medium_variant,1500,2015,60.045,male
medium_variant,1500,2016,60.457,male
medium_variant,1500,2017,60.84,male
medium_variant,1500,2018,61.199,male
medium_variant,1500,2019,61.539,male
medium_variant,1500,2020,61.868,male
medium_variant,1500,2021,62.187,male
medium_variant,1500,2022,62.5,male
medium_variant,1500,2023,62.807,male
medium_variant,1500,2024,63.112,male
medium_variant,1500,2025,63.414,male
medium_variant,1500,2026,63.714,male
medium_variant,1500,2027,64.01,male
medium_variant,1500,2028,64.299,male
medium_variant,1500,2029,64.582,male
medium_variant,1500,2030,64.857,male
medium_variant,1500,2031,65.126,male
medium_variant,1500,2032,65.389,male
medium_variant,1500,2033,65.645,male
medium_variant,1500,2034,65.896,male
medium_variant,1500,2035,66.142,male
medium_variant,1500,2036,66.382,male
medium_variant,1500,2037,66.618,male
medium_variant,1500,2038,66.848,male
medium_variant,1500,2039,67.075,male
medium_variant,1500,2040,67.298,male
medium_variant,1500,2041,67.518,male
medium_variant,1500,2042,67.734,male
medium_variant,1500,2043,67.947,male
medium_variant,1500,2044,68.157,male
medium_variant,1500,2045,68.364,male
medium_variant,1500,2046,68.569,male
medium_variant,1500,2047,68.771,male
medium_variant,1500,2048,68.971,male
medium_variant,1500,2049,69.168,male
medium_variant,1500,2050,69.362,male
medium_variant,1500,2051,69.553,male
medium_variant,1500,2052,69.741,male
medium_variant,1500,2053,69.926,male
medium_variant,1500,2054,70.108,male
medium_variant,1500,2055,70.286,male
medium_variant,1500,2056,70.462,male
medium_variant,1500,2057,70.635,male
medium_variant,1500,2058,70.806,male
medium_variant,1500,2059,70.974,male
medium_variant,1500,2060,71.14,male
medium_variant,1500,2061,71.304,male
medium_variant,1500,2062,71.466,male
medium_variant,1500,2063,71.626,male
medium_variant,1500,2064,71.785,male
medium_variant,1500,2065,71.942,male
medium_variant,1500,2066,72.098,male
medium_variant,1500,2067,72.252,male
medium_variant,1500,2068,72.405,male
medium_variant,1500,2069,72.556,male
medium_variant,1500,2070,72.706,male
medium_variant,1500,2071,72.854,male
medium_variant,1500,2072,73.002,male
medium_variant,1500,2073,73.148,male
medium_variant,1500,2074,73.294,male
medium_variant,1500,2075,73.438,male
medium_variant,1500,2076,73.581,male
medium_variant,1500,2077,73.724,male
medium_variant,1500,2078,73.866,male
medium_variant,1500,2079,74.006,male
medium_variant,1500,2080,74.147,male
medium_variant,1500,2081,74.286,male
medium_variant,1500,2082,74.425,male
medium_variant,1500,2083,74.563,male
medium_variant,1500,2084,74.701,male
medium_variant,1500,2085,74.839,male
medium_variant,1500,2086,74.976,male
medium_variant,1500,2087,75.113,male
