variant,region,year,lifeexpectancyatbirth,gender
estimates,941,1950,33.867,male
estimates,941,1951,34.151,male
estimates,941,1952,34.711,male
estimates,941,1953,35.253,male
estimates,941,1954,35.777,male
estimates,941,1955,36.283,male
estimates,941,1956,36.774,male
estimates,941,1957,37.25,male
estimates,941,1958,37.714,male
estimates,941,1959,38.173,male
estimates,941,1960,38.632,male
estimates,941,1961,39.097,male
estimates,941,1962,39.572,male
estimates,941,1963,40.055,male
estimates,941,1964,40.54,male
estimates,941,1965,41.012,male
estimates,941,1966,41.451,male
estimates,941,1967,41.844,male
estimates,941,1968,42.182,male
estimates,941,1969,42.467,male
estimates,941,1970,42.702,male
estimates,941,1971,42.895,male
estimates,941,1972,43.066,male
estimates,941,1973,43.239,male
estimates,941,1974,43.432,male
estimates,941,1975,43.674,male
estimates,941,1976,43.992,male
estimates,941,1977,44.392,male
estimates,941,1978,44.87,male
estimates,941,1979,45.415,male
estimates,941,1980,46.005,male
estimates,941,1981,46.613,male
estimates,941,1982,47.203,male
estimates,941,1983,47.747,male
estimates,941,1984,48.228,male
estimates,941,1985,48.628,male
estimates,941,1986,48.94,male
estimates,941,1987,49.181,male
estimates,941,1988,49.373,male
estimates,941,1989,49.535,male
estimates,941,1990,49.694,male
estimates,941,1991,49.878,male
estimates,941,1992,50.107,male
estimates,941,1993,50.397,male
estimates,941,1994,50.756,male
estimates,941,1995,51.181,male
estimates,941,1996,51.659,male
estimates,941,1997,52.168,male
estimates,941,1998,52.691,male
estimates,941,1999,53.223,male
estimates,941,2000,53.765,male
estimates,941,2001,54.328,male
estimates,941,2002,54.92,male
estimates,941,2003,55.543,male
estimates,941,2004,56.191,male
estimates,941,2005,56.852,male
estimates,941,2006,57.514,male
estimates,941,2007,58.163,male
estimates,941,2008,58.783,male
estimates,941,2009,59.367,male
estimates,941,2010,59.908,male
estimates,941,2011,60.404,male
estimates,941,2012,60.86,male
estimates,941,2013,61.285,male
estimates,941,2014,61.679,male
estimates,941,2015,62.047,male
medium_variant,941,2015,62.047,male
medium_variant,941,2016,62.391,male
medium_variant,941,2017,62.715,male
medium_variant,941,2018,63.023,male
medium_variant,941,2019,63.319,male
medium_variant,941,2020,63.607,male
medium_variant,941,2021,63.889,male
medium_variant,941,2022,64.165,male
medium_variant,941,2023,64.435,male
medium_variant,941,2024,64.701,male
medium_variant,941,2025,64.964,male
medium_variant,941,2026,65.223,male
medium_variant,941,2027,65.479,male
medium_variant,941,2028,65.729,male
medium_variant,941,2029,65.976,male
medium_variant,941,2030,66.218,male
medium_variant,941,2031,66.456,male
medium_variant,941,2032,66.689,male
medium_variant,941,2033,66.918,male
medium_variant,941,2034,67.144,male
medium_variant,941,2035,67.366,male
medium_variant,941,2036,67.584,male
medium_variant,941,2037,67.798,male
medium_variant,941,2038,68.009,male
medium_variant,941,2039,68.218,male
medium_variant,941,2040,68.423,male
medium_variant,941,2041,68.625,male
medium_variant,941,2042,68.825,male
medium_variant,941,2043,69.022,male
medium_variant,941,2044,69.216,male
medium_variant,941,2045,69.408,male
medium_variant,941,2046,69.598,male
medium_variant,941,2047,69.785,male
medium_variant,941,2048,69.969,male
medium_variant,941,2049,70.151,male
medium_variant,941,2050,70.33,male
medium_variant,941,2051,70.507,male
medium_variant,941,2052,70.68,male
medium_variant,941,2053,70.851,male
medium_variant,941,2054,71.019,male
medium_variant,941,2055,71.184,male
medium_variant,941,2056,71.347,male
medium_variant,941,2057,71.508,male
medium_variant,941,2058,71.666,male
medium_variant,941,2059,71.822,male
medium_variant,941,2060,71.976,male
medium_variant,941,2061,72.128,male
medium_variant,941,2062,72.278,male
medium_variant,941,2063,72.427,male
medium_variant,941,2064,72.573,male
medium_variant,941,2065,72.718,male
medium_variant,941,2066,72.861,male
medium_variant,941,2067,73.002,male
medium_variant,941,2068,73.142,male
medium_variant,941,2069,73.28,male
medium_variant,941,2070,73.416,male
medium_variant,941,2071,73.551,male
medium_variant,941,2072,73.684,male
medium_variant,941,2073,73.816,male
medium_variant,941,2074,73.946,male
medium_variant,941,2075,74.075,male
medium_variant,941,2076,74.203,male
medium_variant,941,2077,74.329,male
medium_variant,941,2078,74.454,male
medium_variant,941,2079,74.578,male
medium_variant,941,2080,74.702,male
medium_variant,941,2081,74.825,male
medium_variant,941,2082,74.947,male
medium_variant,941,2083,75.069,male
medium_variant,941,2084,75.19,male
medium_variant,941,2085,75.311,male
medium_variant,941,2086,75.432,male
medium_variant,941,2087,75.553,male
medium_variant,941,2088,75.673,male
medium_variant,941,2089,75.794,male
medium_variant,941,2090,75.915,male
medium_variant,941,2091,76.037,male
medium_variant,941,2092,76.159,male
medium_variant,941,2093,76.282,male
medium_variant,941,2094,76.406,male
medium_variant,941,2095,76.53,male
medium_variant,941,2096,76.656,male
medium_variant,941,2097,76.783,male
medium_variant,941,2098,76.911,male
medium_variant,941,2099,77.039,male
estimates,941,1950,36.304,female
estimates,941,1951,36.583,female
estimates,941,1952,37.135,female
estimates,941,1953,37.67,female
estimates,941,1954,38.189,female
estimates,941,1955,38.693,female
estimates,941,1956,39.182,female
estimates,941,1957,39.658,female
estimates,941,1958,40.124,female
estimates,941,1959,40.586,female
estimates,941,1960,41.047,female
estimates,941,1961,41.514,female
estimates,941,1962,41.989,female
