variant,region,year,lifeexpectancyatbirth,gender
estimates,913,1950,44.196,male
estimates,913,1951,44.573,male
estimates,913,1952,45.303,male
estimates,913,1953,45.985,male
estimates,913,1954,46.618,male
estimates,913,1955,47.202,male
estimates,913,1956,47.74,male
estimates,913,1957,48.234,male
estimates,913,1958,48.686,male
estimates,913,1959,49.106,male
estimates,913,1960,49.5,male
estimates,913,1961,49.878,male
estimates,913,1962,50.249,male
estimates,913,1963,50.617,male
estimates,913,1964,50.985,male
estimates,913,1965,51.348,male
estimates,913,1966,51.701,male
estimates,913,1967,52.032,male
estimates,913,1968,52.333,male
estimates,913,1969,52.602,male
estimates,913,1970,52.836,male
estimates,913,1971,53.033,male
estimates,913,1972,53.198,male
estimates,913,1973,53.34,male
estimates,913,1974,53.466,male
estimates,913,1975,53.585,male
estimates,913,1976,53.702,male
estimates,913,1977,53.825,male
estimates,913,1978,53.964,male
estimates,913,1979,54.129,male
estimates,913,1980,54.339,male
estimates,913,1981,54.609,male
estimates,913,1982,54.943,male
estimates,913,1983,55.331,male
estimates,913,1984,55.764,male
estimates,913,1985,56.233,male
estimates,913,1986,56.728,male
estimates,913,1987,57.222,male
estimates,913,1988,57.682,male
estimates,913,1989,58.074,male
estimates,913,1990,58.353,male
estimates,913,1991,58.479,male
estimates,913,1992,58.439,male
estimates,913,1993,58.224,male
estimates,913,1994,57.837,male
estimates,913,1995,57.269,male
estimates,913,1996,56.523,male
estimates,913,1997,55.638,male
estimates,913,1998,54.67,male
estimates,913,1999,53.675,male
estimates,913,2000,52.708,male
estimates,913,2001,51.819,male
estimates,913,2002,51.05,male
estimates,913,2003,50.441,male
estimates,913,2004,50.036,male
estimates,913,2005,49.885,male
estimates,913,2006,50.027,male
estimates,913,2007,50.443,male
estimates,913,2008,51.097,male
estimates,913,2009,51.951,male
estimates,913,2010,52.96,male
estimates,913,2011,54.068,male
estimates,913,2012,55.213,male
estimates,913,2013,56.33,male
estimates,913,2014,57.369,male
estimates,913,2015,58.284,male
medium_variant,913,2015,58.284,male
medium_variant,913,2016,59.05,male
medium_variant,913,2017,59.682,male
medium_variant,913,2018,60.2,male
medium_variant,913,2019,60.614,male
medium_variant,913,2020,60.938,male
medium_variant,913,2021,61.196,male
medium_variant,913,2022,61.418,male
medium_variant,913,2023,61.632,male
medium_variant,913,2024,61.854,male
medium_variant,913,2025,62.095,male
medium_variant,913,2026,62.357,male
medium_variant,913,2027,62.628,male
medium_variant,913,2028,62.901,male
medium_variant,913,2029,63.175,male
medium_variant,913,2030,63.452,male
medium_variant,913,2031,63.731,male
medium_variant,913,2032,64.011,male
medium_variant,913,2033,64.292,male
medium_variant,913,2034,64.573,male
medium_variant,913,2035,64.853,male
medium_variant,913,2036,65.13,male
medium_variant,913,2037,65.403,male
medium_variant,913,2038,65.672,male
medium_variant,913,2039,65.936,male
medium_variant,913,2040,66.195,male
medium_variant,913,2041,66.449,male
medium_variant,913,2042,66.699,male
medium_variant,913,2043,66.946,male
medium_variant,913,2044,67.191,male
medium_variant,913,2045,67.434,male
medium_variant,913,2046,67.677,male
medium_variant,913,2047,67.92,male
medium_variant,913,2048,68.164,male
medium_variant,913,2049,68.408,male
medium_variant,913,2050,68.652,male
medium_variant,913,2051,68.897,male
medium_variant,913,2052,69.14,male
medium_variant,913,2053,69.381,male
medium_variant,913,2054,69.62,male
medium_variant,913,2055,69.857,male
medium_variant,913,2056,70.09,male
medium_variant,913,2057,70.322,male
medium_variant,913,2058,70.551,male
medium_variant,913,2059,70.778,male
medium_variant,913,2060,71.002,male
medium_variant,913,2061,71.225,male
medium_variant,913,2062,71.447,male
medium_variant,913,2063,71.666,male
medium_variant,913,2064,71.883,male
medium_variant,913,2065,72.096,male
medium_variant,913,2066,72.304,male
medium_variant,913,2067,72.507,male
medium_variant,913,2068,72.703,male
medium_variant,913,2069,72.894,male
medium_variant,913,2070,73.078,male
medium_variant,913,2071,73.256,male
medium_variant,913,2072,73.429,male
medium_variant,913,2073,73.599,male
medium_variant,913,2074,73.766,male
medium_variant,913,2075,73.931,male
medium_variant,913,2076,74.094,male
medium_variant,913,2077,74.255,male
medium_variant,913,2078,74.415,male
medium_variant,913,2079,74.574,male
medium_variant,913,2080,74.732,male
medium_variant,913,2081,74.889,male
medium_variant,913,2082,75.046,male
medium_variant,913,2083,75.201,male
medium_variant,913,2084,75.356,male
medium_variant,913,2085,75.511,male
medium_variant,913,2086,75.665,male
medium_variant,913,2087,75.818,male
medium_variant,913,2088,75.97,male
medium_variant,913,2089,76.122,male
medium_variant,913,2090,76.274,male
medium_variant,913,2091,76.424,male
medium_variant,913,2092,76.574,male
medium_variant,913,2093,76.724,male
medium_variant,913,2094,76.872,male
medium_variant,913,2095,77.02,male
medium_variant,913,2096,77.168,male
medium_variant,913,2097,77.314,male
medium_variant,913,2098,77.46,male
medium_variant,913,2099,77.605,male
estimates,913,1950,48.87,female
estimates,913,1951,49.205,female
estimates,913,1952,49.858,female
