variant,region,year,lifeexpectancyatbirth,gender
estimates,915,1950,49.378,male
estimates,915,1951,49.697,male
estimates,915,1952,50.334,male
estimates,915,1953,50.968,male
estimates,915,1954,51.599,male
estimates,915,1955,52.226,male
estimates,915,1956,52.851,male
estimates,915,1957,53.472,male
estimates,915,1958,54.09,male
estimates,915,1959,54.702,male
estimates,915,1960,55.308,male
estimates,915,1961,55.906,male
estimates,915,1962,56.494,male
estimates,915,1963,57.068,male
estimates,915,1964,57.625,male
estimates,915,1965,58.161,male
estimates,915,1966,58.674,male
estimates,915,1967,59.162,male
estimates,915,1968,59.623,male
estimates,915,1969,60.056,male
estimates,915,1970,60.458,male
estimates,915,1971,60.827,male
estimates,915,1972,61.164,male
estimates,915,1973,61.474,male
estimates,915,1974,61.757,male
estimates,915,1975,62.018,male
estimates,915,1976,62.259,male
estimates,915,1977,62.484,male
estimates,915,1978,62.698,male
estimates,915,1979,62.905,male
estimates,915,1980,63.111,male
estimates,915,1981,63.321,male
estimates,915,1982,63.534,male
estimates,915,1983,63.75,male
estimates,915,1984,63.967,male
estimates,915,1985,64.18,male
estimates,915,1986,64.382,male
estimates,915,1987,64.568,male
estimates,915,1988,64.736,male
estimates,915,1989,64.888,male
estimates,915,1990,65.03,male
estimates,915,1991,65.17,male
estimates,915,1992,65.317,male
estimates,915,1993,65.478,male
estimates,915,1994,65.656,male
estimates,915,1995,65.848,male
estimates,915,1996,66.052,male
estimates,915,1997,66.261,male
estimates,915,1998,66.469,male
estimates,915,1999,66.677,male
estimates,915,2000,66.885,male
estimates,915,2001,67.098,male
estimates,915,2002,67.319,male
estimates,915,2003,67.548,male
estimates,915,2004,67.787,male
estimates,915,2005,68.031,male
estimates,915,2006,68.278,male
estimates,915,2007,68.524,male
estimates,915,2008,68.764,male
estimates,915,2009,68.998,male
estimates,915,2010,69.224,male
estimates,915,2011,69.442,male
estimates,915,2012,69.654,male
estimates,915,2013,69.861,male
estimates,915,2014,70.066,male
estimates,915,2015,70.267,male
medium_variant,915,2015,70.267,male
medium_variant,915,2016,70.465,male
medium_variant,915,2017,70.661,male
medium_variant,915,2018,70.856,male
medium_variant,915,2019,71.048,male
medium_variant,915,2020,71.239,male
medium_variant,915,2021,71.429,male
medium_variant,915,2022,71.617,male
medium_variant,915,2023,71.804,male
medium_variant,915,2024,71.99,male
medium_variant,915,2025,72.174,male
medium_variant,915,2026,72.357,male
medium_variant,915,2027,72.539,male
medium_variant,915,2028,72.72,male
medium_variant,915,2029,72.9,male
medium_variant,915,2030,73.078,male
medium_variant,915,2031,73.254,male
medium_variant,915,2032,73.429,male
medium_variant,915,2033,73.603,male
medium_variant,915,2034,73.774,male
medium_variant,915,2035,73.944,male
medium_variant,915,2036,74.112,male
medium_variant,915,2037,74.277,male
medium_variant,915,2038,74.441,male
medium_variant,915,2039,74.601,male
medium_variant,915,2040,74.759,male
medium_variant,915,2041,74.913,male
medium_variant,915,2042,75.063,male
medium_variant,915,2043,75.209,male
medium_variant,915,2044,75.351,male
medium_variant,915,2045,75.49,male
medium_variant,915,2046,75.626,male
medium_variant,915,2047,75.759,male
medium_variant,915,2048,75.89,male
medium_variant,915,2049,76.018,male
medium_variant,915,2050,76.145,male
medium_variant,915,2051,76.27,male
medium_variant,915,2052,76.392,male
medium_variant,915,2053,76.512,male
medium_variant,915,2054,76.63,male
medium_variant,915,2055,76.747,male
medium_variant,915,2056,76.862,male
medium_variant,915,2057,76.977,male
medium_variant,915,2058,77.092,male
medium_variant,915,2059,77.207,male
medium_variant,915,2060,77.323,male
medium_variant,915,2061,77.441,male
medium_variant,915,2062,77.558,male
medium_variant,915,2063,77.677,male
medium_variant,915,2064,77.797,male
medium_variant,915,2065,77.917,male
medium_variant,915,2066,78.038,male
medium_variant,915,2067,78.16,male
