variant,region,year,lifeexpectancyatbirth,gender
estimates,914,1950,31.647,male
estimates,914,1951,31.83,male
estimates,914,1952,32.2,male
estimates,914,1953,32.578,male
estimates,914,1954,32.965,male
estimates,914,1955,33.361,male
estimates,914,1956,33.764,male
estimates,914,1957,34.174,male
estimates,914,1958,34.59,male
estimates,914,1959,35.007,male
estimates,914,1960,35.423,male
estimates,914,1961,35.834,male
estimates,914,1962,36.238,male
estimates,914,1963,36.633,male
estimates,914,1964,37.02,male
estimates,914,1965,37.404,male
estimates,914,1966,37.788,male
estimates,914,1967,38.179,male
estimates,914,1968,38.581,male
estimates,914,1969,39,male
estimates,914,1970,39.438,male
estimates,914,1971,39.898,male
estimates,914,1972,40.379,male
estimates,914,1973,40.876,male
estimates,914,1974,41.386,male
estimates,914,1975,41.906,male
estimates,914,1976,42.433,male
estimates,914,1977,42.963,male
estimates,914,1978,43.486,male
estimates,914,1979,43.991,male
estimates,914,1980,44.466,male
estimates,914,1981,44.898,male
estimates,914,1982,45.281,male
estimates,914,1983,45.612,male
estimates,914,1984,45.889,male
estimates,914,1985,46.114,male
estimates,914,1986,46.292,male
estimates,914,1987,46.434,male
estimates,914,1988,46.55,male
estimates,914,1989,46.65,male
estimates,914,1990,46.735,male
estimates,914,1991,46.806,male
estimates,914,1992,46.865,male
estimates,914,1993,46.915,male
estimates,914,1994,46.966,male
estimates,914,1995,47.022,male
estimates,914,1996,47.087,male
estimates,914,1997,47.168,male
estimates,914,1998,47.276,male
estimates,914,1999,47.422,male
estimates,914,2000,47.629,male
estimates,914,2001,47.918,male
estimates,914,2002,48.294,male
estimates,914,2003,48.754,male
estimates,914,2004,49.288,male
estimates,914,2005,49.877,male
estimates,914,2006,50.493,male
estimates,914,2007,51.109,male
estimates,914,2008,51.7,male
estimates,914,2009,52.252,male
estimates,914,2010,52.76,male
estimates,914,2011,53.227,male
estimates,914,2012,53.668,male
estimates,914,2013,54.098,male
estimates,914,2014,54.52,male
estimates,914,2015,54.938,male
medium_variant,914,2015,54.938,male
medium_variant,914,2016,55.352,male
medium_variant,914,2017,55.761,male
medium_variant,914,2018,56.165,male
medium_variant,914,2019,56.565,male
medium_variant,914,2020,56.96,male
medium_variant,914,2021,57.35,male
medium_variant,914,2022,57.735,male
medium_variant,914,2023,58.115,male
