variant,region,year,lifeexpectancyatbirth,gender
estimates,5500,1950,49.827,male
estimates,5500,1951,50.026,male
estimates,5500,1952,50.423,male
estimates,5500,1953,50.817,male
estimates,5500,1954,51.208,male
estimates,5500,1955,51.596,male
estimates,5500,1956,51.982,male
estimates,5500,1957,52.366,male
estimates,5500,1958,52.749,male
estimates,5500,1959,53.132,male
estimates,5500,1960,53.516,male
estimates,5500,1961,53.901,male
estimates,5500,1962,54.289,male
estimates,5500,1963,54.679,male
estimates,5500,1964,55.068,male
estimates,5500,1965,55.453,male
estimates,5500,1966,55.832,male
estimates,5500,1967,56.2,male
estimates,5500,1968,56.554,male
estimates,5500,1969,56.891,male
estimates,5500,1970,57.205,male
estimates,5500,1971,57.492,male
estimates,5500,1972,57.753,male
estimates,5500,1973,57.992,male
estimates,5500,1974,58.214,male
estimates,5500,1975,58.428,male
estimates,5500,1976,58.643,male
estimates,5500,1977,58.867,male
estimates,5500,1978,59.108,male
estimates,5500,1979,59.369,male
estimates,5500,1980,59.663,male
estimates,5500,1981,59.999,male
estimates,5500,1982,60.37,male
estimates,5500,1983,60.761,male
estimates,5500,1984,61.151,male
estimates,5500,1985,61.503,male
estimates,5500,1986,61.777,male
estimates,5500,1987,61.947,male
estimates,5500,1988,62.001,male
estimates,5500,1989,61.94,male
estimates,5500,1990,61.772,male
estimates,5500,1991,61.515,male
estimates,5500,1992,61.211,male
estimates,5500,1993,60.904,male
estimates,5500,1994,60.626,male
estimates,5500,1995,60.413,male
estimates,5500,1996,60.292,male
estimates,5500,1997,60.268,male
estimates,5500,1998,60.339,male
estimates,5500,1999,60.507,male
estimates,5500,2000,60.758,male
estimates,5500,2001,61.072,male
estimates,5500,2002,61.421,male
estimates,5500,2003,61.785,male
estimates,5500,2004,62.154,male
estimates,5500,2005,62.535,male
estimates,5500,2006,62.947,male
estimates,5500,2007,63.402,male
estimates,5500,2008,63.904,male
estimates,5500,2009,64.436,male
estimates,5500,2010,64.972,male
estimates,5500,2011,65.476,male
estimates,5500,2012,65.92,male
estimates,5500,2013,66.285,male
estimates,5500,2014,66.566,male
estimates,5500,2015,66.767,male
medium_variant,5500,2015,66.767,male
medium_variant,5500,2016,66.908,male
medium_variant,5500,2017,67.017,male
medium_variant,5500,2018,67.122,male
medium_variant,5500,2019,67.235,male
medium_variant,5500,2020,67.363,male
medium_variant,5500,2021,67.507,male
medium_variant,5500,2022,67.657,male
medium_variant,5500,2023,67.807,male
medium_variant,5500,2024,67.957,male
medium_variant,5500,2025,68.106,male
medium_variant,5500,2026,68.255,male
medium_variant,5500,2027,68.403,male
medium_variant,5500,2028,68.55,male
medium_variant,5500,2029,68.697,male
medium_variant,5500,2030,68.844,male
medium_variant,5500,2031,68.99,male
medium_variant,5500,2032,69.136,male
medium_variant,5500,2033,69.282,male
medium_variant,5500,2034,69.428,male
medium_variant,5500,2035,69.575,male
medium_variant,5500,2036,69.722,male
medium_variant,5500,2037,69.87,male
medium_variant,5500,2038,70.018,male
medium_variant,5500,2039,70.167,male
medium_variant,5500,2040,70.316,male
medium_variant,5500,2041,70.466,male
medium_variant,5500,2042,70.618,male
medium_variant,5500,2043,70.77,male
medium_variant,5500,2044,70.922,male
medium_variant,5500,2045,71.076,male
medium_variant,5500,2046,71.231,male
medium_variant,5500,2047,71.386,male
medium_variant,5500,2048,71.542,male
medium_variant,5500,2049,71.698,male
medium_variant,5500,2050,71.855,male
medium_variant,5500,2051,72.012,male
medium_variant,5500,2052,72.17,male
medium_variant,5500,2053,72.328,male
medium_variant,5500,2054,72.487,male
medium_variant,5500,2055,72.646,male
medium_variant,5500,2056,72.806,male
medium_variant,5500,2057,72.966,male
medium_variant,5500,2058,73.126,male
medium_variant,5500,2059,73.287,male
medium_variant,5500,2060,73.45,male
medium_variant,5500,2061,73.613,male
medium_variant,5500,2062,73.779,male
medium_variant,5500,2063,73.946,male
medium_variant,5500,2064,74.115,male
medium_variant,5500,2065,74.285,male
medium_variant,5500,2066,74.455,male
medium_variant,5500,2067,74.626,male
medium_variant,5500,2068,74.797,male
medium_variant,5500,2069,74.968,male
medium_variant,5500,2070,75.14,male
medium_variant,5500,2071,75.312,male
medium_variant,5500,2072,75.486,male
medium_variant,5500,2073,75.663,male
medium_variant,5500,2074,75.841,male
medium_variant,5500,2075,76.021,male
medium_variant,5500,2076,76.203,male
medium_variant,5500,2077,76.386,male
medium_variant,5500,2078,76.568,male
medium_variant,5500,2079,76.751,male
medium_variant,5500,2080,76.934,male
medium_variant,5500,2081,77.116,male
medium_variant,5500,2082,77.299,male
medium_variant,5500,2083,77.481,male
medium_variant,5500,2084,77.664,male
medium_variant,5500,2085,77.846,male
medium_variant,5500,2086,78.028,male
medium_variant,5500,2087,78.209,male
medium_variant,5500,2088,78.391,male
medium_variant,5500,2089,78.571,male
medium_variant,5500,2090,78.75,male
medium_variant,5500,2091,78.927,male
medium_variant,5500,2092,79.103,male
medium_variant,5500,2093,79.277,male
medium_variant,5500,2094,79.449,male
medium_variant,5500,2095,79.619,male
medium_variant,5500,2096,79.787,male
medium_variant,5500,2097,79.952,male
medium_variant,5500,2098,80.115,male
medium_variant,5500,2099,80.277,male
estimates,5500,1950,58.338,female
estimates,5500,1951,58.529,female
estimates,5500,1952,58.912,female
estimates,5500,1953,59.296,female
estimates,5500,1954,59.68,female
estimates,5500,1955,60.066,female
estimates,5500,1956,60.453,female
estimates,5500,1957,60.841,female
estimates,5500,1958,61.231,female
estimates,5500,1959,61.622,female
estimates,5500,1960,62.016,female
estimates,5500,1961,62.413,female
estimates,5500,1962,62.811,female
estimates,5500,1963,63.209,female
estimates,5500,1964,63.603,female
estimates,5500,1965,63.991,female
estimates,5500,1966,64.368,female
estimates,5500,1967,64.731,female
estimates,5500,1968,65.076,female
estimates,5500,1969,65.402,female
estimates,5500,1970,65.705,female
estimates,5500,1971,65.979,female
estimates,5500,1972,66.229,female
estimates,5500,1973,66.457,female
estimates,5500,1974,66.669,female
estimates,5500,1975,66.874,female
estimates,5500,1976,67.081,female
estimates,5500,1977,67.298,female
estimates,5500,1978,67.528,female
estimates,5500,1979,67.773,female
estimates,5500,1980,68.036,female
estimates,5500,1981,68.318,female
estimates,5500,1982,68.609,female
estimates,5500,1983,68.897,female
estimates,5500,1984,69.167,female
estimates,5500,1985,69.398,female
estimates,5500,1986,69.566,female
estimates,5500,1987,69.661,female
estimates,5500,1988,69.68,female
estimates,5500,1989,69.628,female
estimates,5500,1990,69.514,female
estimates,5500,1991,69.353,female
estimates,5500,1992,69.172,female
estimates,5500,1993,68.999,female
estimates,5500,1994,68.855,female
estimates,5500,1995,68.762,female
estimates,5500,1996,68.737,female
estimates,5500,1997,68.779,female
estimates,5500,1998,68.887,female
estimates,5500,1999,69.057,female
estimates,5500,2000,69.284,female
estimates,5500,2001,69.557,female
estimates,5500,2002,69.858,female
estimates,5500,2003,70.171,female
estimates,5500,2004,70.49,female
estimates,5500,2005,70.811,female
estimates,5500,2006,71.138,female
estimates,5500,2007,71.477,female
estimates,5500,2008,71.827,female
estimates,5500,2009,72.181,female
estimates,5500,2010,72.527,female
estimates,5500,2011,72.851,female
estimates,5500,2012,73.145,female
estimates,5500,2013,73.402,female
estimates,5500,2014,73.622,female
estimates,5500,2015,73.807,female
medium_variant,5500,2015,73.807,female
medium_variant,5500,2016,73.967,female
medium_variant,5500,2017,74.112,female
medium_variant,5500,2018,74.255,female
medium_variant,5500,2019,74.401,female
medium_variant,5500,2020,74.553,female
medium_variant,5500,2021,74.71,female
medium_variant,5500,2022,74.869,female
medium_variant,5500,2023,75.026,female
medium_variant,5500,2024,75.181,female
medium_variant,5500,2025,75.336,female
medium_variant,5500,2026,75.488,female
