variant,region,year,lifeexpectancyatbirth,gender
estimates,922,1950,40.108,male
estimates,922,1951,40.438,male
estimates,922,1952,41.097,male
estimates,922,1953,41.753,male
estimates,922,1954,42.407,male
estimates,922,1955,43.058,male
estimates,922,1956,43.708,male
estimates,922,1957,44.359,male
estimates,922,1958,45.011,male
estimates,922,1959,45.67,male
estimates,922,1960,46.339,male
estimates,922,1961,47.024,male
estimates,922,1962,47.725,male
estimates,922,1963,48.444,male
estimates,922,1964,49.175,male
estimates,922,1965,49.909,male
estimates,922,1966,50.635,male
estimates,922,1967,51.342,male
estimates,922,1968,52.023,male
estimates,922,1969,52.678,male
estimates,922,1970,53.313,male
estimates,922,1971,53.94,male
estimates,922,1972,54.569,male
estimates,922,1973,55.204,male
estimates,922,1974,55.838,male
estimates,922,1975,56.452,male
estimates,922,1976,57.017,male
estimates,922,1977,57.518,male
estimates,922,1978,57.95,male
estimates,922,1979,58.325,male
estimates,922,1980,58.67,male
estimates,922,1981,59.027,male
estimates,922,1982,59.429,male
estimates,922,1983,59.896,male
estimates,922,1984,60.429,male
estimates,922,1985,61.012,male
estimates,922,1986,61.613,male
estimates,922,1987,62.193,male
estimates,922,1988,62.723,male
estimates,922,1989,63.194,male
estimates,922,1990,63.609,male
estimates,922,1991,63.981,male
estimates,922,1992,64.336,male
estimates,922,1993,64.694,male
estimates,922,1994,65.063,male
estimates,922,1995,65.449,male
estimates,922,1996,65.853,male
estimates,922,1997,66.267,male
estimates,922,1998,66.681,male
estimates,922,1999,67.088,male
estimates,922,2000,67.481,male
estimates,922,2001,67.85,male
estimates,922,2002,68.191,male
estimates,922,2003,68.498,male
estimates,922,2004,68.771,male
estimates,922,2005,69.006,male
estimates,922,2006,69.203,male
estimates,922,2007,69.37,male
estimates,922,2008,69.515,male
estimates,922,2009,69.647,male
estimates,922,2010,69.778,male
estimates,922,2011,69.919,male
estimates,922,2012,70.076,male
estimates,922,2013,70.255,male
estimates,922,2014,70.46,male
estimates,922,2015,70.693,male
medium_variant,922,2015,70.693,male
medium_variant,922,2016,70.953,male
medium_variant,922,2017,71.232,male
medium_variant,922,2018,71.521,male
medium_variant,922,2019,71.815,male
medium_variant,922,2020,72.104,male
medium_variant,922,2021,72.383,male
medium_variant,922,2022,72.648,male
medium_variant,922,2023,72.895,male
medium_variant,922,2024,73.123,male
medium_variant,922,2025,73.332,male
medium_variant,922,2026,73.524,male
medium_variant,922,2027,73.705,male
medium_variant,922,2028,73.878,male
medium_variant,922,2029,74.047,male
medium_variant,922,2030,74.214,male
medium_variant,922,2031,74.378,male
medium_variant,922,2032,74.54,male
medium_variant,922,2033,74.7,male
medium_variant,922,2034,74.857,male
medium_variant,922,2035,75.014,male
medium_variant,922,2036,75.17,male
medium_variant,922,2037,75.327,male
medium_variant,922,2038,75.483,male
medium_variant,922,2039,75.639,male
medium_variant,922,2040,75.794,male
medium_variant,922,2041,75.949,male
medium_variant,922,2042,76.103,male
medium_variant,922,2043,76.254,male
medium_variant,922,2044,76.404,male
medium_variant,922,2045,76.551,male
medium_variant,922,2046,76.697,male
medium_variant,922,2047,76.84,male
medium_variant,922,2048,76.983,male
medium_variant,922,2049,77.124,male
medium_variant,922,2050,77.263,male
medium_variant,922,2051,77.4,male
medium_variant,922,2052,77.535,male
medium_variant,922,2053,77.667,male
medium_variant,922,2054,77.798,male
medium_variant,922,2055,77.926,male
medium_variant,922,2056,78.052,male
medium_variant,922,2057,78.177,male
medium_variant,922,2058,78.301,male
medium_variant,922,2059,78.424,male
medium_variant,922,2060,78.546,male
medium_variant,922,2061,78.668,male
medium_variant,922,2062,78.789,male
medium_variant,922,2063,78.91,male
medium_variant,922,2064,79.03,male
medium_variant,922,2065,79.149,male
medium_variant,922,2066,79.269,male
medium_variant,922,2067,79.387,male
medium_variant,922,2068,79.505,male
medium_variant,922,2069,79.623,male
medium_variant,922,2070,79.741,male
medium_variant,922,2071,79.858,male
medium_variant,922,2072,79.976,male
medium_variant,922,2073,80.093,male
medium_variant,922,2074,80.21,male
medium_variant,922,2075,80.327,male
medium_variant,922,2076,80.444,male
medium_variant,922,2077,80.56,male
medium_variant,922,2078,80.676,male
medium_variant,922,2079,80.791,male
medium_variant,922,2080,80.905,male
medium_variant,922,2081,81.018,male
medium_variant,922,2082,81.131,male
medium_variant,922,2083,81.243,male
medium_variant,922,2084,81.355,male
medium_variant,922,2085,81.467,male
medium_variant,922,2086,81.579,male
medium_variant,922,2087,81.691,male
medium_variant,922,2088,81.804,male
medium_variant,922,2089,81.917,male
medium_variant,922,2090,82.031,male
medium_variant,922,2091,82.145,male
medium_variant,922,2092,82.259,male
medium_variant,922,2093,82.373,male
medium_variant,922,2094,82.488,male
medium_variant,922,2095,82.602,male
medium_variant,922,2096,82.717,male
medium_variant,922,2097,82.831,male
medium_variant,922,2098,82.946,male
medium_variant,922,2099,83.06,male
estimates,922,1950,45.011,female
estimates,922,1951,45.319,female
estimates,922,1952,45.932,female
estimates,922,1953,46.541,female
estimates,922,1954,47.145,female
estimates,922,1955,47.744,female
estimates,922,1956,48.34,female
estimates,922,1957,48.934,female
estimates,922,1958,49.528,female
estimates,922,1959,50.128,female
estimates,922,1960,50.738,female
estimates,922,1961,51.364,female
estimates,922,1962,52.011,female
estimates,922,1963,52.68,female
estimates,922,1964,53.371,female
estimates,922,1965,54.078,female
estimates,922,1966,54.794,female
estimates,922,1967,55.511,female
estimates,922,1968,56.222,female
estimates,922,1969,56.923,female
estimates,922,1970,57.612,female
estimates,922,1971,58.293,female
estimates,922,1972,58.969,female
estimates,922,1973,59.643,female
estimates,922,1974,60.317,female
estimates,922,1975,60.992,female
estimates,922,1976,61.671,female
estimates,922,1977,62.352,female
estimates,922,1978,63.031,female
estimates,922,1979,63.704,female
estimates,922,1980,64.361,female
estimates,922,1981,64.995,female
estimates,922,1982,65.6,female
estimates,922,1983,66.171,female
estimates,922,1984,66.707,female
estimates,922,1985,67.206,female
estimates,922,1986,67.671,female
estimates,922,1987,68.11,female
estimates,922,1988,68.528,female
estimates,922,1989,68.931,female
estimates,922,1990,69.326,female
estimates,922,1991,69.717,female
estimates,922,1992,70.107,female
estimates,922,1993,70.495,female
estimates,922,1994,70.881,female
estimates,922,1995,71.259,female
estimates,922,1996,71.622,female
estimates,922,1997,71.965,female
estimates,922,1998,72.285,female
estimates,922,1999,72.581,female
estimates,922,2000,72.859,female
estimates,922,2001,73.127,female
estimates,922,2002,73.393,female
estimates,922,2003,73.66,female
estimates,922,2004,73.929,female
