variant,region,year,lifeexpectancyatbirth,gender
estimates,928,1950,37.227,male
estimates,928,1951,37.617,male
estimates,928,1952,38.371,male
estimates,928,1953,39.073,male
estimates,928,1954,39.722,male
estimates,928,1955,40.319,male
estimates,928,1956,40.867,male
estimates,928,1957,41.372,male
estimates,928,1958,41.842,male
estimates,928,1959,42.292,male
estimates,928,1960,42.739,male
estimates,928,1961,43.203,male
estimates,928,1962,43.703,male
estimates,928,1963,44.249,male
estimates,928,1964,44.846,male
estimates,928,1965,45.486,male
estimates,928,1966,46.153,male
estimates,928,1967,46.827,male
estimates,928,1968,47.49,male
estimates,928,1969,48.137,male
estimates,928,1970,48.771,male
estimates,928,1971,49.402,male
estimates,928,1972,50.043,male
estimates,928,1973,50.697,male
estimates,928,1974,51.36,male
estimates,928,1975,52.025,male
estimates,928,1976,52.681,male
estimates,928,1977,53.315,male
estimates,928,1978,53.911,male
estimates,928,1979,54.461,male
estimates,928,1980,54.95,male
estimates,928,1981,55.367,male
estimates,928,1982,55.716,male
estimates,928,1983,56.003,male
estimates,928,1984,56.24,male
estimates,928,1985,56.443,male
estimates,928,1986,56.628,male
estimates,928,1987,56.816,male
estimates,928,1988,57.021,male
estimates,928,1989,57.253,male
estimates,928,1990,57.516,male
estimates,928,1991,57.809,male
estimates,928,1992,58.119,male
estimates,928,1993,58.438,male
estimates,928,1994,58.761,male
estimates,928,1995,59.083,male
estimates,928,1996,59.403,male
estimates,928,1997,59.72,male
estimates,928,1998,60.032,male
estimates,928,1999,60.34,male
estimates,928,2000,60.645,male
estimates,928,2001,60.95,male
estimates,928,2002,61.256,male
estimates,928,2003,61.564,male
estimates,928,2004,61.87,male
estimates,928,2005,62.168,male
estimates,928,2006,62.452,male
estimates,928,2007,62.716,male
estimates,928,2008,62.956,male
estimates,928,2009,63.173,male
estimates,928,2010,63.366,male
estimates,928,2011,63.54,male
estimates,928,2012,63.7,male
estimates,928,2013,63.852,male
estimates,928,2014,64,male
estimates,928,2015,64.145,male
medium_variant,928,2015,64.145,male
medium_variant,928,2016,64.29,male
medium_variant,928,2017,64.433,male
medium_variant,928,2018,64.574,male
medium_variant,928,2019,64.713,male
medium_variant,928,2020,64.85,male
medium_variant,928,2021,64.986,male
medium_variant,928,2022,65.119,male
medium_variant,928,2023,65.25,male
medium_variant,928,2024,65.379,male
medium_variant,928,2025,65.507,male
medium_variant,928,2026,65.633,male
medium_variant,928,2027,65.758,male
medium_variant,928,2028,65.882,male
medium_variant,928,2029,66.005,male
medium_variant,928,2030,66.127,male
medium_variant,928,2031,66.247,male
medium_variant,928,2032,66.365,male
medium_variant,928,2033,66.482,male
medium_variant,928,2034,66.596,male
medium_variant,928,2035,66.71,male
medium_variant,928,2036,66.822,male
medium_variant,928,2037,66.934,male
medium_variant,928,2038,67.046,male
medium_variant,928,2039,67.159,male
medium_variant,928,2040,67.271,male
medium_variant,928,2041,67.383,male
medium_variant,928,2042,67.494,male
medium_variant,928,2043,67.603,male
medium_variant,928,2044,67.711,male
medium_variant,928,2045,67.816,male
medium_variant,928,2046,67.919,male
medium_variant,928,2047,68.02,male
medium_variant,928,2048,68.119,male
medium_variant,928,2049,68.217,male
medium_variant,928,2050,68.315,male
medium_variant,928,2051,68.411,male
medium_variant,928,2052,68.506,male
medium_variant,928,2053,68.601,male
