variant,region,year,lifeexpectancyatbirth,gender
estimates,1502,1950,44.038,male
estimates,1502,1951,44.321,male
estimates,1502,1952,44.842,male
estimates,1502,1953,45.273,male
estimates,1502,1954,45.614,male
estimates,1502,1955,45.87,male
estimates,1502,1956,46.052,male
estimates,1502,1957,46.179,male
estimates,1502,1958,46.283,male
estimates,1502,1959,46.423,male
estimates,1502,1960,46.666,male
estimates,1502,1961,47.077,male
estimates,1502,1962,47.715,male
estimates,1502,1963,48.608,male
estimates,1502,1964,49.742,male
estimates,1502,1965,51.065,male
estimates,1502,1966,52.496,male
estimates,1502,1967,53.928,male
estimates,1502,1968,55.273,male
estimates,1502,1969,56.481,male
estimates,1502,1970,57.525,male
estimates,1502,1971,58.409,male
estimates,1502,1972,59.18,male
estimates,1502,1973,59.873,male
estimates,1502,1974,60.499,male
estimates,1502,1975,61.059,male
estimates,1502,1976,61.548,male
estimates,1502,1977,61.967,male
estimates,1502,1978,62.325,male
estimates,1502,1979,62.637,male
estimates,1502,1980,62.925,male
estimates,1502,1981,63.215,male
estimates,1502,1982,63.521,male
estimates,1502,1983,63.851,male
estimates,1502,1984,64.204,male
estimates,1502,1985,64.568,male
estimates,1502,1986,64.919,male
estimates,1502,1987,65.233,male
estimates,1502,1988,65.495,male
estimates,1502,1989,65.704,male
estimates,1502,1990,65.864,male
estimates,1502,1991,65.988,male
estimates,1502,1992,66.1,male
estimates,1502,1993,66.219,male
estimates,1502,1994,66.359,male
estimates,1502,1995,66.532,male
estimates,1502,1996,66.745,male
estimates,1502,1997,66.994,male
estimates,1502,1998,67.274,male
estimates,1502,1999,67.583,male
estimates,1502,2000,67.913,male
estimates,1502,2001,68.256,male
estimates,1502,2002,68.602,male
estimates,1502,2003,68.943,male
estimates,1502,2004,69.276,male
estimates,1502,2005,69.601,male
estimates,1502,2006,69.922,male
estimates,1502,2007,70.244,male
estimates,1502,2008,70.57,male
estimates,1502,2009,70.897,male
estimates,1502,2010,71.218,male
estimates,1502,2011,71.526,male
estimates,1502,2012,71.814,male
estimates,1502,2013,72.077,male
estimates,1502,2014,72.315,male
estimates,1502,2015,72.53,male
medium_variant,1502,2015,72.53,male
medium_variant,1502,2016,72.726,male
medium_variant,1502,2017,72.911,male
medium_variant,1502,2018,73.09,male
medium_variant,1502,2019,73.268,male
medium_variant,1502,2020,73.448,male
medium_variant,1502,2021,73.629,male
medium_variant,1502,2022,73.811,male
medium_variant,1502,2023,73.993,male
medium_variant,1502,2024,74.175,male
medium_variant,1502,2025,74.357,male
medium_variant,1502,2026,74.539,male
medium_variant,1502,2027,74.722,male
medium_variant,1502,2028,74.905,male
medium_variant,1502,2029,75.088,male
medium_variant,1502,2030,75.271,male
medium_variant,1502,2031,75.453,male
medium_variant,1502,2032,75.635,male
medium_variant,1502,2033,75.817,male
medium_variant,1502,2034,75.998,male
medium_variant,1502,2035,76.179,male
medium_variant,1502,2036,76.36,male
medium_variant,1502,2037,76.542,male
medium_variant,1502,2038,76.724,male
medium_variant,1502,2039,76.906,male
medium_variant,1502,2040,77.089,male
medium_variant,1502,2041,77.272,male
medium_variant,1502,2042,77.455,male
medium_variant,1502,2043,77.639,male
medium_variant,1502,2044,77.822,male
medium_variant,1502,2045,78.006,male
medium_variant,1502,2046,78.189,male
medium_variant,1502,2047,78.373,male
medium_variant,1502,2048,78.557,male
medium_variant,1502,2049,78.741,male
medium_variant,1502,2050,78.925,male
medium_variant,1502,2051,79.108,male
medium_variant,1502,2052,79.29,male
medium_variant,1502,2053,79.471,male
medium_variant,1502,2054,79.651,male
medium_variant,1502,2055,79.83,male
medium_variant,1502,2056,80.006,male
medium_variant,1502,2057,80.181,male
medium_variant,1502,2058,80.354,male
medium_variant,1502,2059,80.525,male
medium_variant,1502,2060,80.694,male
medium_variant,1502,2061,80.861,male
medium_variant,1502,2062,81.026,male
medium_variant,1502,2063,81.189,male
medium_variant,1502,2064,81.351,male
medium_variant,1502,2065,81.51,male
medium_variant,1502,2066,81.666,male
medium_variant,1502,2067,81.82,male
