variant,region,year,lifeexpectancyatbirth,gender
estimates,920,1950,42.943,male
estimates,920,1951,43.361,male
estimates,920,1952,44.179,male
estimates,920,1953,44.963,male
estimates,920,1954,45.713,male
estimates,920,1955,46.428,male
estimates,920,1956,47.112,male
estimates,920,1957,47.764,male
estimates,920,1958,48.389,male
estimates,920,1959,48.993,male
estimates,920,1960,49.581,male
estimates,920,1961,50.159,male
estimates,920,1962,50.731,male
estimates,920,1963,51.297,male
estimates,920,1964,51.849,male
estimates,920,1965,52.373,male
estimates,920,1966,52.847,male
estimates,920,1967,53.256,male
estimates,920,1968,53.595,male
estimates,920,1969,53.868,male
estimates,920,1970,54.079,male
estimates,920,1971,54.232,male
estimates,920,1972,54.354,male
estimates,920,1973,54.474,male
estimates,920,1974,54.621,male
estimates,920,1975,54.839,male
estimates,920,1976,55.17,male
estimates,920,1977,55.629,male
estimates,920,1978,56.211,male
estimates,920,1979,56.902,male
estimates,920,1980,57.67,male
estimates,920,1981,58.467,male
estimates,920,1982,59.24,male
estimates,920,1983,59.946,male
estimates,920,1984,60.562,male
estimates,920,1985,61.075,male
estimates,920,1986,61.491,male
estimates,920,1987,61.839,male
estimates,920,1988,62.147,male
estimates,920,1989,62.425,male
estimates,920,1990,62.685,male
estimates,920,1991,62.933,male
estimates,920,1992,63.171,male
estimates,920,1993,63.404,male
estimates,920,1994,63.635,male
estimates,920,1995,63.865,male
estimates,920,1996,64.094,male
estimates,920,1997,64.317,male
estimates,920,1998,64.532,male
estimates,920,1999,64.742,male
estimates,920,2000,64.947,male
estimates,920,2001,65.151,male
estimates,920,2002,65.356,male
estimates,920,2003,65.564,male
estimates,920,2004,65.776,male
estimates,920,2005,65.993,male
estimates,920,2006,66.215,male
estimates,920,2007,66.441,male
estimates,920,2008,66.667,male
estimates,920,2009,66.893,male
estimates,920,2010,67.116,male
estimates,920,2011,67.333,male
estimates,920,2012,67.543,male
estimates,920,2013,67.745,male
estimates,920,2014,67.939,male
estimates,920,2015,68.125,male
medium_variant,920,2015,68.125,male
medium_variant,920,2016,68.303,male
medium_variant,920,2017,68.477,male
medium_variant,920,2018,68.647,male
medium_variant,920,2019,68.814,male
medium_variant,920,2020,68.979,male
medium_variant,920,2021,69.143,male
medium_variant,920,2022,69.304,male
medium_variant,920,2023,69.463,male
medium_variant,920,2024,69.619,male
medium_variant,920,2025,69.774,male
medium_variant,920,2026,69.926,male
medium_variant,920,2027,70.075,male
medium_variant,920,2028,70.222,male
medium_variant,920,2029,70.368,male
medium_variant,920,2030,70.512,male
medium_variant,920,2031,70.655,male
medium_variant,920,2032,70.798,male
medium_variant,920,2033,70.941,male
medium_variant,920,2034,71.084,male
medium_variant,920,2035,71.227,male
medium_variant,920,2036,71.37,male
medium_variant,920,2037,71.513,male
medium_variant,920,2038,71.656,male
medium_variant,920,2039,71.798,male
medium_variant,920,2040,71.939,male
medium_variant,920,2041,72.079,male
medium_variant,920,2042,72.218,male
medium_variant,920,2043,72.356,male
medium_variant,920,2044,72.493,male
medium_variant,920,2045,72.629,male
medium_variant,920,2046,72.765,male
medium_variant,920,2047,72.899,male
medium_variant,920,2048,73.033,male
medium_variant,920,2049,73.166,male
medium_variant,920,2050,73.298,male
medium_variant,920,2051,73.428,male
