variant,region,year,lifeexpectancyatbirth,gender
estimates,912,1950,39.972,male
estimates,912,1951,40.341,male
estimates,912,1952,41.068,male
estimates,912,1953,41.774,male
estimates,912,1954,42.459,male
estimates,912,1955,43.122,male
estimates,912,1956,43.763,male
estimates,912,1957,44.383,male
estimates,912,1958,44.983,male
estimates,912,1959,45.562,male
estimates,912,1960,46.123,male
estimates,912,1961,46.664,male
estimates,912,1962,47.189,male
estimates,912,1963,47.697,male
estimates,912,1964,48.19,male
estimates,912,1965,48.663,male
estimates,912,1966,49.11,male
estimates,912,1967,49.532,male
estimates,912,1968,49.932,male
estimates,912,1969,50.321,male
estimates,912,1970,50.713,male
estimates,912,1971,51.123,male
estimates,912,1972,51.565,male
estimates,912,1973,52.047,male
estimates,912,1974,52.572,male
estimates,912,1975,53.142,male
estimates,912,1976,53.749,male
estimates,912,1977,54.383,male
estimates,912,1978,55.028,male
estimates,912,1979,55.679,male
estimates,912,1980,56.332,male
estimates,912,1981,56.99,male
estimates,912,1982,57.653,male
estimates,912,1983,58.314,male
estimates,912,1984,58.964,male
estimates,912,1985,59.585,male
estimates,912,1986,60.159,male
estimates,912,1987,60.675,male
estimates,912,1988,61.132,male
estimates,912,1989,61.531,male
estimates,912,1990,61.883,male
estimates,912,1991,62.205,male
estimates,912,1992,62.516,male
estimates,912,1993,62.833,male
estimates,912,1994,63.163,male
estimates,912,1995,63.508,male
estimates,912,1996,63.86,male
estimates,912,1997,64.209,male
estimates,912,1998,64.548,male
estimates,912,1999,64.876,male
estimates,912,2000,65.195,male
estimates,912,2001,65.512,male
estimates,912,2002,65.833,male
estimates,912,2003,66.161,male
estimates,912,2004,66.497,male
estimates,912,2005,66.843,male
estimates,912,2006,67.197,male
estimates,912,2007,67.555,male
estimates,912,2008,67.912,male
estimates,912,2009,68.26,male
estimates,912,2010,68.595,male
estimates,912,2011,68.907,male
estimates,912,2012,69.195,male
estimates,912,2013,69.457,male
estimates,912,2014,69.693,male
estimates,912,2015,69.904,male
medium_variant,912,2015,69.904,male
medium_variant,912,2016,70.095,male
medium_variant,912,2017,70.272,male
medium_variant,912,2018,70.441,male
medium_variant,912,2019,70.607,male
medium_variant,912,2020,70.771,male
medium_variant,912,2021,70.935,male
medium_variant,912,2022,71.097,male
medium_variant,912,2023,71.257,male
medium_variant,912,2024,71.415,male
medium_variant,912,2025,71.572,male
medium_variant,912,2026,71.729,male
medium_variant,912,2027,71.886,male
medium_variant,912,2028,72.042,male
medium_variant,912,2029,72.199,male
medium_variant,912,2030,72.356,male
medium_variant,912,2031,72.514,male
medium_variant,912,2032,72.672,male
medium_variant,912,2033,72.83,male
medium_variant,912,2034,72.988,male
medium_variant,912,2035,73.146,male
medium_variant,912,2036,73.303,male
medium_variant,912,2037,73.459,male
medium_variant,912,2038,73.614,male
medium_variant,912,2039,73.767,male
medium_variant,912,2040,73.92,male
medium_variant,912,2041,74.072,male
medium_variant,912,2042,74.222,male
medium_variant,912,2043,74.373,male
medium_variant,912,2044,74.522,male
medium_variant,912,2045,74.672,male
medium_variant,912,2046,74.822,male
medium_variant,912,2047,74.971,male
medium_variant,912,2048,75.12,male
medium_variant,912,2049,75.269,male
medium_variant,912,2050,75.417,male
medium_variant,912,2051,75.563,male
medium_variant,912,2052,75.708,male
medium_variant,912,2053,75.851,male
medium_variant,912,2054,75.992,male
medium_variant,912,2055,76.132,male
medium_variant,912,2056,76.27,male
medium_variant,912,2057,76.408,male
medium_variant,912,2058,76.546,male
medium_variant,912,2059,76.684,male
medium_variant,912,2060,76.822,male
medium_variant,912,2061,76.96,male
medium_variant,912,2062,77.097,male
medium_variant,912,2063,77.234,male
medium_variant,912,2064,77.37,male
medium_variant,912,2065,77.504,male
medium_variant,912,2066,77.637,male
medium_variant,912,2067,77.768,male
medium_variant,912,2068,77.897,male
medium_variant,912,2069,78.025,male
medium_variant,912,2070,78.151,male
medium_variant,912,2071,78.276,male
medium_variant,912,2072,78.4,male
medium_variant,912,2073,78.523,male
medium_variant,912,2074,78.646,male
medium_variant,912,2075,78.768,male
medium_variant,912,2076,78.891,male
medium_variant,912,2077,79.013,male
medium_variant,912,2078,79.135,male
medium_variant,912,2079,79.257,male
medium_variant,912,2080,79.38,male
medium_variant,912,2081,79.505,male
medium_variant,912,2082,79.63,male
medium_variant,912,2083,79.758,male
medium_variant,912,2084,79.886,male
medium_variant,912,2085,80.016,male
medium_variant,912,2086,80.147,male
medium_variant,912,2087,80.277,male
medium_variant,912,2088,80.408,male
medium_variant,912,2089,80.537,male
medium_variant,912,2090,80.667,male
medium_variant,912,2091,80.795,male
medium_variant,912,2092,80.924,male
medium_variant,912,2093,81.053,male
medium_variant,912,2094,81.182,male
medium_variant,912,2095,81.311,male
medium_variant,912,2096,81.441,male
medium_variant,912,2097,81.571,male
medium_variant,912,2098,81.702,male
medium_variant,912,2099,81.833,male
estimates,912,1950,41.379,female
estimates,912,1951,41.854,female
estimates,912,1952,42.778,female
estimates,912,1953,43.654,female
estimates,912,1954,44.479,female
estimates,912,1955,45.256,female
estimates,912,1956,45.984,female
estimates,912,1957,46.666,female
estimates,912,1958,47.307,female
estimates,912,1959,47.911,female
estimates,912,1960,48.486,female
estimates,912,1961,49.042,female
estimates,912,1962,49.585,female
estimates,912,1963,50.123,female
estimates,912,1964,50.659,female
estimates,912,1965,51.188,female
estimates,912,1966,51.7,female
estimates,912,1967,52.187,female
estimates,912,1968,52.649,female
estimates,912,1969,53.094,female
estimates,912,1970,53.533,female
estimates,912,1971,53.981,female
estimates,912,1972,54.455,female
estimates,912,1973,54.967,female
estimates,912,1974,55.523,female
estimates,912,1975,56.131,female
estimates,912,1976,56.793,female
estimates,912,1977,57.498,female
estimates,912,1978,58.234,female
estimates,912,1979,58.99,female
estimates,912,1980,59.755,female
estimates,912,1981,60.519,female
estimates,912,1982,61.273,female
estimates,912,1983,62.004,female
estimates,912,1984,62.7,female
estimates,912,1985,63.349,female
estimates,912,1986,63.939,female
estimates,912,1987,64.471,female
estimates,912,1988,64.951,female
estimates,912,1989,65.381,female
estimates,912,1990,65.772,female
estimates,912,1991,66.136,female
estimates,912,1992,66.487,female
estimates,912,1993,66.834,female
estimates,912,1994,67.185,female
estimates,912,1995,67.538,female
estimates,912,1996,67.891,female
estimates,912,1997,68.233,female
estimates,912,1998,68.562,female
estimates,912,1999,68.877,female
estimates,912,2000,69.184,female
estimates,912,2001,69.489,female
estimates,912,2002,69.799,female
estimates,912,2003,70.117,female
estimates,912,2004,70.442,female
estimates,912,2005,70.769,female
estimates,912,2006,71.094,female
estimates,912,2007,71.407,female
estimates,912,2008,71.705,female
estimates,912,2009,71.984,female
estimates,912,2010,72.247,female
estimates,912,2011,72.496,female
estimates,912,2012,72.736,female
estimates,912,2013,72.972,female
estimates,912,2014,73.205,female
estimates,912,2015,73.436,female
medium_variant,912,2015,73.436,female
medium_variant,912,2016,73.664,female
medium_variant,912,2017,73.887,female
medium_variant,912,2018,74.104,female
medium_variant,912,2019,74.315,female
medium_variant,912,2020,74.521,female
medium_variant,912,2021,74.721,female
medium_variant,912,2022,74.916,female
medium_variant,912,2023,75.109,female
medium_variant,912,2024,75.298,female
medium_variant,912,2025,75.486,female
medium_variant,912,2026,75.671,female
medium_variant,912,2027,75.855,female
medium_variant,912,2028,76.038,female
medium_variant,912,2029,76.219,female
medium_variant,912,2030,76.398,female
medium_variant,912,2031,76.577,female
medium_variant,912,2032,76.754,female
medium_variant,912,2033,76.929,female
medium_variant,912,2034,77.102,female
medium_variant,912,2035,77.274,female
medium_variant,912,2036,77.442,female
medium_variant,912,2037,77.607,female
medium_variant,912,2038,77.77,female
medium_variant,912,2039,77.929,female
medium_variant,912,2040,78.084,female
medium_variant,912,2041,78.237,female
medium_variant,912,2042,78.388,female
medium_variant,912,2043,78.536,female
medium_variant,912,2044,78.682,female
medium_variant,912,2045,78.826,female
medium_variant,912,2046,78.969,female
medium_variant,912,2047,79.11,female
medium_variant,912,2048,79.25,female
medium_variant,912,2049,79.387,female
medium_variant,912,2050,79.524,female
medium_variant,912,2051,79.658,female
medium_variant,912,2052,79.791,female
medium_variant,912,2053,79.922,female
medium_variant,912,2054,80.052,female
medium_variant,912,2055,80.179,female
medium_variant,912,2056,80.305,female
medium_variant,912,2057,80.429,female
medium_variant,912,2058,80.552,female
medium_variant,912,2059,80.673,female
medium_variant,912,2060,80.792,female
medium_variant,912,2061,80.91,female
medium_variant,912,2062,81.026,female
