variant,continent,year,totaldeaths,gender
estimates,905,1950,944.483,male
estimates,905,1951,950.66,male
estimates,905,1952,963.191,male
estimates,905,1953,976.073,male
estimates,905,1954,989.31,male
estimates,905,1955,1002.91,male
estimates,905,1956,1016.909,male
estimates,905,1957,1031.311,male
estimates,905,1958,1046.155,male
estimates,905,1959,1061.522,male
estimates,905,1960,1077.468,male
estimates,905,1961,1093.992,male
estimates,905,1962,1110.993,male
estimates,905,1963,1128.214,male
estimates,905,1964,1145.224,male
estimates,905,1965,1161.479,male
estimates,905,1966,1176.419,male
estimates,905,1967,1189.573,male
estimates,905,1968,1200.526,male
estimates,905,1969,1208.98,male
estimates,905,1970,1214.464,male
estimates,905,1971,1216.63,male
estimates,905,1972,1215.825,male
estimates,905,1973,1212.679,male
estimates,905,1974,1207.868,male
estimates,905,1975,1202.303,male
estimates,905,1976,1196.959,male
estimates,905,1977,1192.684,male
estimates,905,1978,1190.189,male
estimates,905,1979,1189.961,male
estimates,905,1980,1192.374,male
estimates,905,1981,1197.488,male
estimates,905,1982,1204.692,male
estimates,905,1983,1213.301,male
estimates,905,1984,1222.866,male
estimates,905,1985,1232.856,male
estimates,905,1986,1242.766,male
estimates,905,1987,1252.221,male
estimates,905,1988,1260.884,male
estimates,905,1989,1268.482,male
estimates,905,1990,1274.771,male
estimates,905,1991,1279.664,male
estimates,905,1992,1283.46,male
estimates,905,1993,1286.52,male
estimates,905,1994,1289.107,male
estimates,905,1995,1291.639,male
estimates,905,1996,1294.565,male
estimates,905,1997,1298.152,male
estimates,905,1998,1302.538,male
estimates,905,1999,1307.731,male
estimates,905,2000,1313.34,male
estimates,905,2001,1318.75,male
estimates,905,2002,1323.54,male
estimates,905,2003,1327.624,male
estimates,905,2004,1331.284,male
estimates,905,2005,1335.226,male
estimates,905,2006,1340.389,male
estimates,905,2007,1347.595,male
estimates,905,2008,1357.376,male
estimates,905,2009,1369.866,male
estimates,905,2010,1384.904,male
estimates,905,2011,1402.025,male
estimates,905,2012,1420.383,male
estimates,905,2013,1439.223,male
estimates,905,2014,1458.143,male
estimates,905,2015,1476.801,male
medium_variant,905,2015,1476.801,male
medium_variant,905,2016,1495.037,male
medium_variant,905,2017,1513.033,male
medium_variant,905,2018,1530.985,male
medium_variant,905,2019,1548.961,male
medium_variant,905,2020,1567.096,male
medium_variant,905,2021,1585.562,male
medium_variant,905,2022,1604.557,male
medium_variant,905,2023,1624.261,male
medium_variant,905,2024,1644.784,male
medium_variant,905,2025,1666.238,male
medium_variant,905,2026,1688.679,male
medium_variant,905,2027,1712.017,male
medium_variant,905,2028,1736.126,male
medium_variant,905,2029,1760.915,male
medium_variant,905,2030,1786.318,male
medium_variant,905,2031,1812.291,male
medium_variant,905,2032,1838.698,male
medium_variant,905,2033,1865.358,male
medium_variant,905,2034,1892.065,male
medium_variant,905,2035,1918.676,male
medium_variant,905,2036,1945.109,male
medium_variant,905,2037,1971.247,male
medium_variant,905,2038,1996.915,male
medium_variant,905,2039,2021.867,male
medium_variant,905,2040,2045.867,male
medium_variant,905,2041,2068.726,male
medium_variant,905,2042,2090.341,male
medium_variant,905,2043,2110.613,male
medium_variant,905,2044,2129.424,male
medium_variant,905,2045,2146.723,male
medium_variant,905,2046,2162.531,male
medium_variant,905,2047,2176.947,male
medium_variant,905,2048,2190.026,male
medium_variant,905,2049,2201.748,male
medium_variant,905,2050,2211.977,male
medium_variant,905,2051,2220.524,male
