variant,continent,year,totaldeaths,gender
estimates,903,1950,3342.548,male
estimates,903,1951,3344.908,male
estimates,903,1952,3350.414,male
estimates,903,1953,3357.494,male
estimates,903,1954,3366.143,male
estimates,903,1955,3376.371,male
estimates,903,1956,3388.189,male
estimates,903,1957,3401.625,male
estimates,903,1958,3416.72,male
estimates,903,1959,3433.547,male
estimates,903,1960,3452.192,male
estimates,903,1961,3472.74,male
estimates,903,1962,3495.257,male
estimates,903,1963,3519.8,male
estimates,903,1964,3546.354,male
estimates,903,1965,3574.956,male
estimates,903,1966,3605.656,male
estimates,903,1967,3638.32,male
estimates,903,1968,3672.703,male
estimates,903,1969,3708.534,male
estimates,903,1970,3745.367,male
estimates,903,1971,3782.706,male
estimates,903,1972,3820.318,male
estimates,903,1973,3858.144,male
estimates,903,1974,3896.261,male
estimates,903,1975,3934.905,male
estimates,903,1976,3974.413,male
estimates,903,1977,4015.347,male
estimates,903,1978,4058.23,male
estimates,903,1979,4103.443,male
estimates,903,1980,4150.666,male
estimates,903,1981,4199.252,male
estimates,903,1982,4249.155,male
estimates,903,1983,4301.023,male
estimates,903,1984,4356.052,male
estimates,903,1985,4417.152,male
estimates,903,1986,4487.738,male
estimates,903,1987,4569.282,male
estimates,903,1988,4661.667,male
estimates,903,1989,4763.412,male
estimates,903,1990,4871.557,male
estimates,903,1991,4982.123,male
estimates,903,1992,5090.587,male
estimates,903,1993,5193.14,male
estimates,903,1994,5287.503,male
estimates,903,1995,5373.622,male
estimates,903,1996,5453.241,male
estimates,903,1997,5528.59,male
estimates,903,1998,5600.335,male
estimates,903,1999,5666.875,male
estimates,903,2000,5724.284,male
estimates,903,2001,5767.697,male
estimates,903,2002,5794.173,male
estimates,903,2003,5802.74,male
estimates,903,2004,5794.468,male
estimates,903,2005,5771.753,male
estimates,903,2006,5738.326,male
estimates,903,2007,5699.893,male
estimates,903,2008,5661.936,male
estimates,903,2009,5628.251,male
estimates,903,2010,5601.821,male
estimates,903,2011,5584.076,male
estimates,903,2012,5574.077,male
estimates,903,2013,5571.143,male
estimates,903,2014,5575.822,male
estimates,903,2015,5588.551,male
medium_variant,903,2015,5588.551,male
medium_variant,903,2016,5609.406,male
medium_variant,903,2017,5637.468,male
medium_variant,903,2018,5671.658,male
medium_variant,903,2019,5711.131,male
medium_variant,903,2020,5754.909,male
medium_variant,903,2021,5802.046,male
medium_variant,903,2022,5851.9,male
medium_variant,903,2023,5903.875,male
medium_variant,903,2024,5957.537,male
medium_variant,903,2025,6012.632,male
medium_variant,903,2026,6069.259,male
medium_variant,903,2027,6127.983,male
medium_variant,903,2028,6189.347,male
medium_variant,903,2029,6253.58,male
medium_variant,903,2030,6320.895,male
medium_variant,903,2031,6391.45,male
medium_variant,903,2032,6465.307,male
medium_variant,903,2033,6542.534,male
medium_variant,903,2034,6623.222,male
medium_variant,903,2035,6707.406,male
