variant,continent,year,totaldeaths,gender
medium_variant,909,2098,349.555,male
medium_variant,909,2099,350.964,male
estimates,909,1950,68.783,female
estimates,909,1951,68.903,female
estimates,909,1952,69.178,female
estimates,909,1953,69.538,female
estimates,909,1954,69.972,female
estimates,909,1955,70.49,female
estimates,909,1956,71.088,female
estimates,909,1957,71.759,female
estimates,909,1958,72.509,female
estimates,909,1959,73.333,female
estimates,909,1960,74.225,female
estimates,909,1961,75.177,female
estimates,909,1962,76.173,female
estimates,909,1963,77.194,female
estimates,909,1964,78.219,female
estimates,909,1965,79.224,female
estimates,909,1966,80.19,female
estimates,909,1967,81.1,female
estimates,909,1968,81.935,female
estimates,909,1969,82.679,female
estimates,909,1970,83.292,female
estimates,909,1971,83.751,female
estimates,909,1972,84.059,female
estimates,909,1973,84.229,female
estimates,909,1974,84.284,female
estimates,909,1975,84.242,female
estimates,909,1976,84.114,female
estimates,909,1977,83.951,female
estimates,909,1978,83.811,female
estimates,909,1979,83.75,female
estimates,909,1980,83.855,female
estimates,909,1981,84.22,female
estimates,909,1982,84.865,female
estimates,909,1983,85.776,female
estimates,909,1984,86.929,female
estimates,909,1985,88.235,female
estimates,909,1986,89.569,female
estimates,909,1987,90.832,female
estimates,909,1988,91.946,female
estimates,909,1989,92.894,female
estimates,909,1990,93.708,female
estimates,909,1991,94.473,female
estimates,909,1992,95.294,female
estimates,909,1993,96.235,female
estimates,909,1994,97.315,female
estimates,909,1995,98.502,female
estimates,909,1996,99.736,female
estimates,909,1997,100.948,female
estimates,909,1998,102.08,female
estimates,909,1999,103.124,female
estimates,909,2000,104.083,female
estimates,909,2001,104.976,female
estimates,909,2002,105.854,female
estimates,909,2003,106.774,female
estimates,909,2004,107.755,female
estimates,909,2005,108.846,female
estimates,909,2006,110.066,female
estimates,909,2007,111.419,female
estimates,909,2008,112.9,female
estimates,909,2009,114.511,female
estimates,909,2010,116.243,female
estimates,909,2011,118.087,female
estimates,909,2012,120.021,female
estimates,909,2013,122.004,female
estimates,909,2014,124.029,female
estimates,909,2015,126.06,female
medium_variant,909,2015,126.06,female
medium_variant,909,2016,128.065,female
medium_variant,909,2017,130.042,female
medium_variant,909,2018,131.997,female
medium_variant,909,2019,133.937,female
medium_variant,909,2020,135.88,female
medium_variant,909,2021,137.848,female
medium_variant,909,2022,139.876,female
medium_variant,909,2023,141.998,female
medium_variant,909,2024,144.236,female
medium_variant,909,2025,146.618,female
medium_variant,909,2026,149.149,female
medium_variant,909,2027,151.828,female
medium_variant,909,2028,154.649,female
medium_variant,909,2029,157.619,female
medium_variant,909,2030,160.739,female
medium_variant,909,2031,164.029,female
medium_variant,909,2032,167.469,female
medium_variant,909,2033,171.042,female
medium_variant,909,2034,174.724,female
medium_variant,909,2035,178.497,female
medium_variant,909,2036,182.342,female
medium_variant,909,2037,186.229,female
medium_variant,909,2038,190.135,female
medium_variant,909,2039,194.016,female
medium_variant,909,2040,197.85,female
medium_variant,909,2041,201.624,female
medium_variant,909,2042,205.323,female
medium_variant,909,2043,208.948,female
medium_variant,909,2044,212.483,female
medium_variant,909,2045,215.908,female
medium_variant,909,2046,219.207,female
medium_variant,909,2047,222.4,female
medium_variant,909,2048,225.482,female
medium_variant,909,2049,228.452,female
medium_variant,909,2050,231.319,female
medium_variant,909,2051,234.085,female
medium_variant,909,2052,236.76,female
medium_variant,909,2053,239.358,female
medium_variant,909,2054,241.876,female
medium_variant,909,2055,244.318,female
medium_variant,909,2056,246.674,female
medium_variant,909,2057,248.943,female
medium_variant,909,2058,251.131,female
medium_variant,909,2059,253.249,female
medium_variant,909,2060,255.306,female
medium_variant,909,2061,257.307,female
medium_variant,909,2062,259.275,female
medium_variant,909,2063,261.223,female
medium_variant,909,2064,263.175,female
medium_variant,909,2065,265.148,female
medium_variant,909,2066,267.154,female
medium_variant,909,2067,269.202,female
medium_variant,909,2068,271.301,female
medium_variant,909,2069,273.461,female
medium_variant,909,2070,275.695,female
medium_variant,909,2071,278.017,female
medium_variant,909,2072,280.427,female
medium_variant,909,2073,282.91,female
medium_variant,909,2074,285.45,female
medium_variant,909,2075,288.037,female
medium_variant,909,2076,290.659,female
medium_variant,909,2077,293.295,female
medium_variant,909,2078,295.912,female
medium_variant,909,2079,298.477,female
medium_variant,909,2080,300.963,female
medium_variant,909,2081,303.339,female
medium_variant,909,2082,305.592,female
medium_variant,909,2083,307.711,female
medium_variant,909,2084,309.689,female
medium_variant,909,2085,311.5,female
medium_variant,909,2086,313.137,female
medium_variant,909,2087,314.616,female
medium_variant,909,2088,315.967,female
medium_variant,909,2089,317.218,female
medium_variant,909,2090,318.401,female
medium_variant,909,2091,319.554,female
medium_variant,909,2092,320.706,female
medium_variant,909,2093,321.885,female
medium_variant,909,2094,323.116,female
medium_variant,909,2095,324.406,female
medium_variant,909,2096,325.765,female
medium_variant,909,2097,327.197,female
medium_variant,909,2098,328.699,female
medium_variant,909,2099,330.275,female
