variant,continent,year,totaldeaths,gender
estimates,908,1950,3238.456,male
estimates,908,1951,3217.969,male
estimates,908,1952,3178.878,male
estimates,908,1953,3143.556,male
estimates,908,1954,3112.005,male
estimates,908,1955,3084.285,male
estimates,908,1956,3060.632,male
estimates,908,1957,3041.312,male
estimates,908,1958,3026.819,male
estimates,908,1959,3018.125,male
estimates,908,1960,3016.242,male
estimates,908,1961,3022.114,male
estimates,908,1962,3036.463,male
estimates,908,1963,3059.363,male
estimates,908,1964,3090.06,male
estimates,908,1965,3127.144,male
estimates,908,1966,3168.787,male
estimates,908,1967,3212.861,male
estimates,908,1968,3257.528,male
estimates,908,1969,3301.661,male
estimates,908,1970,3344.938,male
estimates,908,1971,3387.875,male
estimates,908,1972,3431.426,male
estimates,908,1973,3476.039,male
estimates,908,1974,3521.238,male
estimates,908,1975,3566.737,male
estimates,908,1976,3612.265,male
estimates,908,1977,3656.889,male
estimates,908,1978,3699.298,male
estimates,908,1979,3738.101,male
estimates,908,1980,3769.981,male
estimates,908,1981,3791.268,male
estimates,908,1982,3801.328,male
estimates,908,1983,3801.584,male
estimates,908,1984,3794.866,male
estimates,908,1985,3787.318,male
estimates,908,1986,3786.535,male
estimates,908,1987,3798.184,male
estimates,908,1988,3825.406,male
estimates,908,1989,3868.356,male
estimates,908,1990,3924.238,male
estimates,908,1991,3987.687,male
estimates,908,1992,4051.217,male
estimates,908,1993,4108.766,male
estimates,908,1994,4157.549,male
estimates,908,1995,4196.842,male
estimates,908,1996,4228.096,male
estimates,908,1997,4254.676,male
estimates,908,1998,4278.866,male
estimates,908,1999,4300.59,male
estimates,908,2000,4318.842,male
estimates,908,2001,4332.001,male
estimates,908,2002,4338.45,male
estimates,908,2003,4337.193,male
estimates,908,2004,4328.131,male
estimates,908,2005,4310.557,male
estimates,908,2006,4283.943,male
estimates,908,2007,4249.958,male
estimates,908,2008,4211.306,male
estimates,908,2009,4170.952,male
estimates,908,2010,4133.236,male
estimates,908,2011,4102.659,male
estimates,908,2012,4081.894,male
estimates,908,2013,4072.44,male
estimates,908,2014,4074.721,male
estimates,908,2015,4087.681,male
medium_variant,908,2015,4087.681,male
medium_variant,908,2016,4108.776,male
medium_variant,908,2017,4133.865,male
medium_variant,908,2018,4159.371,male
medium_variant,908,2019,4183.485,male
medium_variant,908,2020,4205.056,male
medium_variant,908,2021,4223.935,male
medium_variant,908,2022,4241.378,male
medium_variant,908,2023,4258.412,male
medium_variant,908,2024,4275.164,male
medium_variant,908,2025,4291.812,male
medium_variant,908,2026,4308.549,male
medium_variant,908,2027,4325.552,male
medium_variant,908,2028,4342.951,male
medium_variant,908,2029,4360.841,male
medium_variant,908,2030,4379.372,male
medium_variant,908,2031,4398.633,male
medium_variant,908,2032,4418.507,male
medium_variant,908,2033,4438.756,male
medium_variant,908,2034,4459.158,male
medium_variant,908,2035,4479.407,male
medium_variant,908,2036,4499.201,male
medium_variant,908,2037,4518.278,male
medium_variant,908,2038,4536.359,male
medium_variant,908,2039,4553.265,male
medium_variant,908,2040,4568.874,male
medium_variant,908,2041,4583.217,male
medium_variant,908,2042,4596.431,male
medium_variant,908,2043,4608.618,male
medium_variant,908,2044,4619.756,male
medium_variant,908,2045,4629.857,male
medium_variant,908,2046,4638.927,male
medium_variant,908,2047,4646.925,male
medium_variant,908,2048,4653.757,male
medium_variant,908,2049,4659.33,male
medium_variant,908,2050,4663.564,male
medium_variant,908,2051,4666.409,male
medium_variant,908,2052,4667.774,male
medium_variant,908,2053,4667.509,male
medium_variant,908,2054,4665.443,male
medium_variant,908,2055,4661.384,male
medium_variant,908,2056,4655.128,male
medium_variant,908,2057,4646.621,male
medium_variant,908,2058,4635.809,male
medium_variant,908,2059,4622.697,male
medium_variant,908,2060,4607.23,male
medium_variant,908,2061,4589.403,male
medium_variant,908,2062,4569.388,male
medium_variant,908,2063,4547.451,male
medium_variant,908,2064,4523.829,male
medium_variant,908,2065,4498.775,male
medium_variant,908,2066,4472.482,male
medium_variant,908,2067,4445.157,male
medium_variant,908,2068,4417.03,male
medium_variant,908,2069,4388.348,male
medium_variant,908,2070,4359.248,male
medium_variant,908,2071,4329.784,male
medium_variant,908,2072,4299.943,male
medium_variant,908,2073,4269.774,male
medium_variant,908,2074,4239.434,male
medium_variant,908,2075,4209,male
medium_variant,908,2076,4178.515,male
medium_variant,908,2077,4148.043,male
medium_variant,908,2078,4117.766,male
medium_variant,908,2079,4087.899,male
medium_variant,908,2080,4058.64,male
medium_variant,908,2081,4030.118,male
medium_variant,908,2082,4002.481,male
medium_variant,908,2083,3975.947,male
medium_variant,908,2084,3950.773,male
medium_variant,908,2085,3927.202,male
medium_variant,908,2086,3905.402,male
medium_variant,908,2087,3885.441,male
medium_variant,908,2088,3867.391,male
medium_variant,908,2089,3851.351,male
medium_variant,908,2090,3837.374,male
medium_variant,908,2091,3825.445,male
medium_variant,908,2092,3815.531,male
medium_variant,908,2093,3807.568,male
medium_variant,908,2094,3801.524,male
medium_variant,908,2095,3797.361,male
medium_variant,908,2096,3795.065,male
medium_variant,908,2097,3794.629,male
medium_variant,908,2098,3796.044,male
medium_variant,908,2099,3799.302,male
estimates,908,1950,3210.308,female
estimates,908,1951,3185.169,female
estimates,908,1952,3137.534,female
estimates,908,1953,3095.178,female
estimates,908,1954,3058.094,female
estimates,908,1955,3026.326,female
estimates,908,1956,3000.002,female
estimates,908,1957,2979.238,female
estimates,908,1958,2964.28,female
estimates,908,1959,2955.608,female
estimates,908,1960,2953.701,female
estimates,908,1961,2958.951,female
estimates,908,1962,2971.553,female
estimates,908,1963,2991.286,female
estimates,908,1964,3017.412,female
estimates,908,1965,3049.01,female
estimates,908,1966,3085.017,female
estimates,908,1967,3124.069,female
estimates,908,1968,3164.769,female
estimates,908,1969,3205.967,female
estimates,908,1970,3246.647,female
estimates,908,1971,3286.198,female
estimates,908,1972,3324.825,female
estimates,908,1973,3362.735,female
estimates,908,1974,3399.881,female
estimates,908,1975,3436.758,female
estimates,908,1976,3474.176,female
estimates,908,1977,3512.634,female
estimates,908,1978,3552.142,female
estimates,908,1979,3592.195,female
estimates,908,1980,3631.37,female
estimates,908,1981,3667.808,female
estimates,908,1982,3700.373,female
estimates,908,1983,3728.705,female
estimates,908,1984,3753.266,female
estimates,908,1985,3775.775,female
estimates,908,1986,3798.654,female
estimates,908,1987,3824.075,female
estimates,908,1988,3853.322,female
estimates,908,1989,3886.52,female
estimates,908,1990,3923.057,female
estimates,908,1991,3961.562,female
estimates,908,1992,3999.662,female
estimates,908,1993,4035.153,female
estimates,908,1994,4066.73,female
estimates,908,1995,4093.344,female
estimates,908,1996,4114.502,female
estimates,908,1997,4130.626,female
estimates,908,1998,4142.092,female
estimates,908,1999,4148.868,female
estimates,908,2000,4150.592,female
estimates,908,2001,4146.883,female
estimates,908,2002,4138.204,female
estimates,908,2003,4125.478,female
estimates,908,2004,4109.807,female
estimates,908,2005,4092.206,female
estimates,908,2006,4073.58,female
estimates,908,2007,4055.156,female
estimates,908,2008,4038.439,female
estimates,908,2009,4024.966,female
estimates,908,2010,4016.877,female
estimates,908,2011,4016.103,female
estimates,908,2012,4022.86,female
estimates,908,2013,4036.612,female
estimates,908,2014,4056.532,female
estimates,908,2015,4080.865,female
medium_variant,908,2015,4080.865,female
medium_variant,908,2016,4107.261,female
medium_variant,908,2017,4133.214,female
medium_variant,908,2018,4156.722,female
medium_variant,908,2019,4176.72,female
medium_variant,908,2020,4192.692,female
medium_variant,908,2021,4204.914,female
medium_variant,908,2022,4214.974,female
medium_variant,908,2023,4224.357,female
medium_variant,908,2024,4233.801,female
medium_variant,908,2025,4243.937,female
medium_variant,908,2026,4255.222,female
medium_variant,908,2027,4267.854,female
medium_variant,908,2028,4282.141,female
medium_variant,908,2029,4298.486,female
medium_variant,908,2030,4317.414,female
medium_variant,908,2031,4339.303,female
medium_variant,908,2032,4364.038,female
medium_variant,908,2033,4391.32,female
medium_variant,908,2034,4420.857,female
medium_variant,908,2035,4452.372,female
medium_variant,908,2036,4485.573,female
medium_variant,908,2037,4519.831,female
medium_variant,908,2038,4554.383,female
medium_variant,908,2039,4588.502,female
medium_variant,908,2040,4621.546,female
medium_variant,908,2041,4653.068,female
medium_variant,908,2042,4682.808,female
medium_variant,908,2043,4710.444,female
medium_variant,908,2044,4735.493,female
medium_variant,908,2045,4757.48,female
medium_variant,908,2046,4776.084,female
medium_variant,908,2047,4791.384,female
medium_variant,908,2048,4803.558,female
medium_variant,908,2049,4812.702,female
medium_variant,908,2050,4819.057,female
medium_variant,908,2051,4822.933,female
medium_variant,908,2052,4824.738,female
