variant,continent,year,totaldeaths,gender
estimates,935,1950,17592.552,male
estimates,935,1951,17514.995,male
estimates,935,1952,17383.337,male
estimates,935,1953,17298.601,male
estimates,935,1954,17260.782,male
estimates,935,1955,17268.126,male
estimates,935,1956,17314.662,male
estimates,935,1957,17392.459,male
estimates,935,1958,17486.155,male
estimates,935,1959,17568.677,male
estimates,935,1960,17609.552,male
estimates,935,1961,17578.413,male
estimates,935,1962,17448.01,male
estimates,935,1963,17205.468,male
estimates,935,1964,16857.706,male
estimates,935,1965,16430.498,male
estimates,935,1966,15963.979,male
estimates,935,1967,15506.884,male
estimates,935,1968,15098.328,male
estimates,935,1969,14757.164,male
estimates,935,1970,14488.379,male
estimates,935,1971,14281.473,male
estimates,935,1972,14110.032,male
estimates,935,1973,13954.237,male
estimates,935,1974,13810.797,male
estimates,935,1975,13682.391,male
estimates,935,1976,13576.452,male
estimates,935,1977,13501.792,male
estimates,935,1978,13463.268,male
estimates,935,1979,13459.533,male
estimates,935,1980,13487.339,male
estimates,935,1981,13541.356,male
estimates,935,1982,13612.821,male
estimates,935,1983,13693.116,male
estimates,935,1984,13776.13,male
estimates,935,1985,13856.497,male
estimates,935,1986,13931.049,male
estimates,935,1987,14000.617,male
estimates,935,1988,14066.091,male
estimates,935,1989,14126.92,male
estimates,935,1990,14184.435,male
estimates,935,1991,14241.287,male
estimates,935,1992,14299.976,male
estimates,935,1993,14361.605,male
estimates,935,1994,14425.431,male
estimates,935,1995,14487.126,male
estimates,935,1996,14540.768,male
estimates,935,1997,14583.28,male
estimates,935,1998,14614.731,male
estimates,935,1999,14638.309,male
estimates,935,2000,14660.516,male
estimates,935,2001,14689.767,male
estimates,935,2002,14734.365,male
estimates,935,2003,14800.611,male
estimates,935,2004,14891.505,male
estimates,935,2005,15007.11,male
estimates,935,2006,15144.363,male
estimates,935,2007,15297.075,male
estimates,935,2008,15460.453,male
estimates,935,2009,15633.152,male
estimates,935,2010,15815.178,male
estimates,935,2011,16007.816,male
estimates,935,2012,16213.286,male
estimates,935,2013,16433.034,male
estimates,935,2014,16667.004,male
estimates,935,2015,16914.592,male
medium_variant,935,2015,16914.592,male
medium_variant,935,2016,17174.733,male
medium_variant,935,2017,17446.02,male
medium_variant,935,2018,17727.334,male
medium_variant,935,2019,18018.158,male
medium_variant,935,2020,18318.699,male
medium_variant,935,2021,18629.668,male
medium_variant,935,2022,18951.736,male
medium_variant,935,2023,19285.047,male
medium_variant,935,2024,19629.031,male
medium_variant,935,2025,19983.057,male
medium_variant,935,2026,20346.406,male
medium_variant,935,2027,20717.871,male
medium_variant,935,2028,21096.131,male
medium_variant,935,2029,21479.967,male
medium_variant,935,2030,21869.031,male
medium_variant,935,2031,22263.542,male
medium_variant,935,2032,22663.272,male
medium_variant,935,2033,23067.152,male
medium_variant,935,2034,23473.332,male
medium_variant,935,2035,23879.945,male
medium_variant,935,2036,24285.297,male
medium_variant,935,2037,24687.713,male
medium_variant,935,2038,25085.351,male
medium_variant,935,2039,25476.374,male
medium_variant,935,2040,25859.578,male
medium_variant,935,2041,26234.517,male
medium_variant,935,2042,26601.476,male
medium_variant,935,2043,26960.316,male
medium_variant,935,2044,27310.213,male
medium_variant,935,2045,27650.255,male
medium_variant,935,2046,27979.725,male
medium_variant,935,2047,28298.379,male
medium_variant,935,2048,28606.035,male
medium_variant,935,2049,28902.5,male
medium_variant,935,2050,29187.88,male
medium_variant,935,2051,29462.514,male
medium_variant,935,2052,29726.966,male
medium_variant,935,2053,29981.614,male
medium_variant,935,2054,30226.514,male
medium_variant,935,2055,30461.381,male
medium_variant,935,2056,30685.747,male
medium_variant,935,2057,30899.298,male
medium_variant,935,2058,31101.982,male
medium_variant,935,2059,31294.074,male
medium_variant,935,2060,31476.057,male
medium_variant,935,2061,31648.537,male
medium_variant,935,2062,31812.207,male
medium_variant,935,2063,31967.644,male
medium_variant,935,2064,32115.222,male
medium_variant,935,2065,32255.108,male
medium_variant,935,2066,32387.244,male
medium_variant,935,2067,32511.288,male
medium_variant,935,2068,32626.978,male
medium_variant,935,2069,32734.302,male
medium_variant,935,2070,32833.767,male
medium_variant,935,2071,32926.101,male
medium_variant,935,2072,33011.32,male
medium_variant,935,2073,33088.872,male
medium_variant,935,2074,33157.775,male
medium_variant,935,2075,33216.636,male
medium_variant,935,2076,33263.918,male
medium_variant,935,2077,33298.172,male
medium_variant,935,2078,33318.128,male
medium_variant,935,2079,33322.934,male
medium_variant,935,2080,33311.215,male
medium_variant,935,2081,33281.884,male
medium_variant,935,2082,33235.902,male
medium_variant,935,2083,33175.071,male
medium_variant,935,2084,33101.374,male
medium_variant,935,2085,33017.058,male
medium_variant,935,2086,32924.457,male
medium_variant,935,2087,32826.132,male
medium_variant,935,2088,32724.709,male
medium_variant,935,2089,32622.504,male
medium_variant,935,2090,32521.042,male
medium_variant,935,2091,32421.032,male
medium_variant,935,2092,32322.657,male
medium_variant,935,2093,32225.82,male
medium_variant,935,2094,32130.209,male
medium_variant,935,2095,32035.744,male
medium_variant,935,2096,31942.413,male
medium_variant,935,2097,31850.08,male
medium_variant,935,2098,31758.696,male
medium_variant,935,2099,31668.253,male
estimates,935,1950,16111.31,female
estimates,935,1951,16019.992,female
estimates,935,1952,15863.81,female
estimates,935,1953,15760.517,female
estimates,935,1954,15710.121,female
estimates,935,1955,15710.769,female
estimates,935,1956,15756.149,female
estimates,935,1957,15837.929,female
estimates,935,1958,15939.923,female
estimates,935,1959,16033.622,female
estimates,935,1960,16086.942,female
estimates,935,1961,16067.98,female
estimates,935,1962,15948.202,female
estimates,935,1963,15714.322,female
estimates,935,1964,15374.033,female
estimates,935,1965,14956.589,female
estimates,935,1966,14506.886,female
estimates,935,1967,14076.459,female
estimates,935,1968,13704.854,female
estimates,935,1969,13408.948,female
estimates,935,1970,13189.565,female
estimates,935,1971,13030.597,female
estimates,935,1972,12899.354,female
estimates,935,1973,12770.842,female
estimates,935,1974,12638.907,female
estimates,935,1975,12503.247,female
estimates,935,1976,12369.887,female
estimates,935,1977,12251.264,female
estimates,935,1978,12157.117,female
estimates,935,1979,12090.204,female
estimates,935,1980,12054.08,female
estimates,935,1981,12050.786,female
estimates,935,1982,12075.809,female
estimates,935,1983,12122.481,female
estimates,935,1984,12184.446,female
estimates,935,1985,12252.67,female
estimates,935,1986,12317.667,female
estimates,935,1987,12372.847,female
estimates,935,1988,12413.632,female
estimates,935,1989,12437.668,female
estimates,935,1990,12445.374,female
estimates,935,1991,12440.354,female
estimates,935,1992,12430.267,female
estimates,935,1993,12421.843,female
estimates,935,1994,12418.37,female
estimates,935,1995,12422.044,female
estimates,935,1996,12433.484,female
estimates,935,1997,12451.393,female
estimates,935,1998,12474.961,female
estimates,935,1999,12504.792,female
estimates,935,2000,12541.333,female
estimates,935,2001,12584.804,female
estimates,935,2002,12635.161,female
estimates,935,2003,12692.43,female
estimates,935,2004,12756.87,female
estimates,935,2005,12827.915,female
estimates,935,2006,12904.682,female
estimates,935,2007,12987.229,female
estimates,935,2008,13076.415,female
estimates,935,2009,13173.795,female
estimates,935,2010,13281.811,female
estimates,935,2011,13403.206,female
estimates,935,2012,13540.002,female
estimates,935,2013,13693.484,female
estimates,935,2014,13864.174,female
estimates,935,2015,14051.588,female
medium_variant,935,2015,14051.588,female
medium_variant,935,2016,14254.28,female
medium_variant,935,2017,14469.897,female
medium_variant,935,2018,14696.538,female
medium_variant,935,2019,14933.422,female
medium_variant,935,2020,15180.328,female
medium_variant,935,2021,15437.658,female
medium_variant,935,2022,15706.296,female
medium_variant,935,2023,15986.837,female
medium_variant,935,2024,16279.205,female
medium_variant,935,2025,16583.26,female
medium_variant,935,2026,16898.75,female
medium_variant,935,2027,17225.205,female
medium_variant,935,2028,17562.108,female
medium_variant,935,2029,17909.094,female
medium_variant,935,2030,18266.685,female
medium_variant,935,2031,18635.824,female
medium_variant,935,2032,19016.407,female
medium_variant,935,2033,19407.367,female
medium_variant,935,2034,19806.887,female
medium_variant,935,2035,20212.842,female
medium_variant,935,2036,20623.03,female
medium_variant,935,2037,21035.123,female
medium_variant,935,2038,21446.779,female
medium_variant,935,2039,21855.993,female
medium_variant,935,2040,22261.657,female
medium_variant,935,2041,22663.654,female
medium_variant,935,2042,23062.628,female
medium_variant,935,2043,23458.649,female
medium_variant,935,2044,23850.769,female
medium_variant,935,2045,24238.293,female
medium_variant,935,2046,24620.722,female
medium_variant,935,2047,24997.355,female
medium_variant,935,2048,25367.182,female
medium_variant,935,2049,25728.964,female
medium_variant,935,2050,26081.618,female
medium_variant,935,2051,26424.363,female
medium_variant,935,2052,26756.726,female
medium_variant,935,2053,27078.117,female
medium_variant,935,2054,27387.739,female
medium_variant,935,2055,27684.965,female
medium_variant,935,2056,27969.479,female
medium_variant,935,2057,28241.433,female
medium_variant,935,2058,28500.924,female
medium_variant,935,2059,28747.795,female
medium_variant,935,2060,28981.836,female
medium_variant,935,2061,29202.91,female
medium_variant,935,2062,29411.194,female
medium_variant,935,2063,29606.993,female
medium_variant,935,2064,29790.599,female
medium_variant,935,2065,29962.554,female
medium_variant,935,2066,30123.481,female
medium_variant,935,2067,30273.723,female
medium_variant,935,2068,30413.413,female
medium_variant,935,2069,30542.485,female
medium_variant,935,2070,30660.784,female
medium_variant,935,2071,30768,female
medium_variant,935,2072,30863.456,female
medium_variant,935,2073,30946.425,female
medium_variant,935,2074,31016.313,female
medium_variant,935,2075,31072.336,female
medium_variant,935,2076,31113.802,female
medium_variant,935,2077,31140.59,female
medium_variant,935,2078,31152.832,female
medium_variant,935,2079,31150.743,female
medium_variant,935,2080,31134.072,female
medium_variant,935,2081,31102.548,female
medium_variant,935,2082,31057.068,female
medium_variant,935,2083,30999.232,female
medium_variant,935,2084,30930.911,female
medium_variant,935,2085,30853.6,female
medium_variant,935,2086,30768.512,female
medium_variant,935,2087,30677.38,female
medium_variant,935,2088,30582.537,female
medium_variant,935,2089,30486.605,female
medium_variant,935,2090,30391.914,female
medium_variant,935,2091,30300.267,female
medium_variant,935,2092,30212.953,female
medium_variant,935,2093,30130.865,female
medium_variant,935,2094,30054.577,female
medium_variant,935,2095,29984.491,female
medium_variant,935,2096,29920.893,female
medium_variant,935,2097,29863.801,female
medium_variant,935,2098,29813.208,female
medium_variant,935,2099,29769.118,female
