variant,country,year,dependencyratio2064
estimates,858,1950,81.979
estimates,858,1951,81.329
estimates,858,1952,80.553
estimates,858,1953,79.915
estimates,858,1954,79.464
estimates,858,1955,79.147
estimates,858,1956,78.897
estimates,858,1957,78.817
estimates,858,1958,78.81
estimates,858,1959,78.813
estimates,858,1960,78.809
estimates,858,1961,79.253
estimates,858,1962,79.643
estimates,858,1963,79.981
estimates,858,1964,80.258
estimates,858,1965,80.453
estimates,858,1966,80.787
estimates,858,1967,80.978
estimates,858,1968,81.09
estimates,858,1969,81.213
estimates,858,1970,81.38
estimates,858,1971,81.622
estimates,858,1972,82.181
estimates,858,1973,82.909
estimates,858,1974,83.62
estimates,858,1975,84.236
estimates,858,1976,84.753
estimates,858,1977,84.965
estimates,858,1978,85
estimates,858,1979,84.953
estimates,858,1980,84.834
estimates,858,1981,84.561
estimates,858,1982,84.117
estimates,858,1983,83.722
estimates,858,1984,83.575
estimates,858,1985,83.731
estimates,858,1986,83.742
estimates,858,1987,84.124
estimates,858,1988,84.653
estimates,858,1989,85.063
estimates,858,1990,85.239
estimates,858,1991,85.691
estimates,858,1992,85.824
estimates,858,1993,85.715
estimates,858,1994,85.477
estimates,858,1995,85.152
estimates,858,1996,84.886
estimates,858,1997,84.444
estimates,858,1998,83.911
estimates,858,1999,83.371
estimates,858,2000,82.87
estimates,858,2001,82.52
estimates,858,2002,82.349
estimates,858,2003,82.266
estimates,858,2004,82.158
estimates,858,2005,81.965
estimates,858,2006,81.667
estimates,858,2007,81.278
estimates,858,2008,80.803
estimates,858,2009,80.268
estimates,858,2010,79.694
estimates,858,2011,79.118
estimates,858,2012,78.47
estimates,858,2013,77.799
estimates,858,2014,77.159
estimates,858,2015,76.578
medium_variant,858,2015,76.578
medium_variant,858,2016,76.056
medium_variant,858,2017,75.587
medium_variant,858,2018,75.181
medium_variant,858,2019,74.849
medium_variant,858,2020,74.596
medium_variant,858,2021,74.475
medium_variant,858,2022,74.43
medium_variant,858,2023,74.443
medium_variant,858,2024,74.489
medium_variant,858,2025,74.548
medium_variant,858,2026,74.651
medium_variant,858,2027,74.776
medium_variant,858,2028,74.902
medium_variant,858,2029,74.996
medium_variant,858,2030,75.044
medium_variant,858,2031,75.051
medium_variant,858,2032,75.011
medium_variant,858,2033,74.964
medium_variant,858,2034,74.968
medium_variant,858,2035,75.054
medium_variant,858,2036,75.19
medium_variant,858,2037,75.397
medium_variant,858,2038,75.668
medium_variant,858,2039,75.99
medium_variant,858,2040,76.351
medium_variant,858,2041,76.724
medium_variant,858,2042,77.155
medium_variant,858,2043,77.602
medium_variant,858,2044,78
medium_variant,858,2045,78.313
medium_variant,858,2046,78.5
medium_variant,858,2047,78.608
medium_variant,858,2048,78.695
medium_variant,858,2049,78.838
medium_variant,858,2050,79.082
medium_variant,858,2051,79.332
medium_variant,858,2052,79.683
medium_variant,858,2053,80.132
medium_variant,858,2054,80.667
medium_variant,858,2055,81.28
medium_variant,858,2056,81.884
medium_variant,858,2057,82.585
medium_variant,858,2058,83.352
medium_variant,858,2059,84.142
medium_variant,858,2060,84.931
medium_variant,858,2061,85.588
medium_variant,858,2062,86.24
medium_variant,858,2063,86.895
medium_variant,858,2064,87.562
medium_variant,858,2065,88.233
medium_variant,858,2066,88.726
medium_variant,858,2067,89.229
medium_variant,858,2068,89.746
medium_variant,858,2069,90.274
medium_variant,858,2070,90.81
medium_variant,858,2071,91.191
medium_variant,858,2072,91.611
medium_variant,858,2073,92.054
medium_variant,858,2074,92.51
medium_variant,858,2075,92.989
medium_variant,858,2076,93.298
medium_variant,858,2077,93.633
medium_variant,858,2078,94.015
medium_variant,858,2079,94.455
medium_variant,858,2080,94.942
medium_variant,858,2081,95.225
medium_variant,858,2082,95.572
medium_variant,858,2083,95.977
medium_variant,858,2084,96.424
medium_variant,858,2085,96.905
medium_variant,858,2086,97.184
medium_variant,858,2087,97.531
medium_variant,858,2088,97.933
medium_variant,858,2089,98.373
medium_variant,858,2090,98.845
medium_variant,858,2091,99.105
medium_variant,858,2092,99.417
medium_variant,858,2093,99.781
medium_variant,858,2094,100.193
medium_variant,858,2095,100.646
medium_variant,858,2096,100.855
medium_variant,858,2097,101.125
medium_variant,858,2098,101.448
medium_variant,858,2099,101.814
medium_variant,858,2100,102.215
high_variant,858,2015,76.5782700289498
low_variant,858,2015,76.5782700289498
constant_fertility,858,2015,76.5782700289498
instant_replacement,858,2015,76.5782700289498
zero_migration,858,2015,76.5782700289498
