variant,continent,year,lifeexpectancyatbirth
estimates,905,1950,68.209
estimates,905,1951,68.346
estimates,905,1952,68.61
estimates,905,1953,68.855
estimates,905,1954,69.08
estimates,905,1955,69.284
estimates,905,1956,69.469
estimates,905,1957,69.633
estimates,905,1958,69.777
estimates,905,1959,69.899
estimates,905,1960,70.002
estimates,905,1961,70.084
estimates,905,1962,70.15
estimates,905,1963,70.204
estimates,905,1964,70.255
estimates,905,1965,70.31
estimates,905,1966,70.379
estimates,905,1967,70.468
estimates,905,1968,70.584
estimates,905,1969,70.733
estimates,905,1970,70.922
estimates,905,1971,71.158
estimates,905,1972,71.437
estimates,905,1973,71.75
estimates,905,1974,72.09
estimates,905,1975,72.444
estimates,905,1976,72.8
estimates,905,1977,73.146
estimates,905,1978,73.471
estimates,905,1979,73.766
estimates,905,1980,74.023
estimates,905,1981,74.239
estimates,905,1982,74.421
estimates,905,1983,74.575
estimates,905,1984,74.708
estimates,905,1985,74.826
estimates,905,1986,74.938
estimates,905,1987,75.051
estimates,905,1988,75.171
estimates,905,1989,75.301
estimates,905,1990,75.446
estimates,905,1991,75.602
estimates,905,1992,75.767
estimates,905,1993,75.934
estimates,905,1994,76.103
estimates,905,1995,76.27
estimates,905,1996,76.432
estimates,905,1997,76.589
estimates,905,1998,76.74
estimates,905,1999,76.888
estimates,905,2000,77.036
estimates,905,2001,77.191
estimates,905,2002,77.356
estimates,905,2003,77.532
estimates,905,2004,77.72
estimates,905,2005,77.914
estimates,905,2006,78.11
estimates,905,2007,78.301
estimates,905,2008,78.482
estimates,905,2009,78.652
estimates,905,2010,78.811
estimates,905,2011,78.96
estimates,905,2012,79.105
estimates,905,2013,79.25
estimates,905,2014,79.395
estimates,905,2015,79.542
medium_variant,905,2015,79.542
medium_variant,905,2016,79.692
medium_variant,905,2017,79.844
medium_variant,905,2018,79.997
medium_variant,905,2019,80.15
medium_variant,905,2020,80.304
medium_variant,905,2021,80.458
medium_variant,905,2022,80.612
medium_variant,905,2023,80.766
medium_variant,905,2024,80.919
medium_variant,905,2025,81.072
medium_variant,905,2026,81.223
medium_variant,905,2027,81.374
medium_variant,905,2028,81.524
medium_variant,905,2029,81.674
medium_variant,905,2030,81.824
medium_variant,905,2031,81.973
medium_variant,905,2032,82.123
medium_variant,905,2033,82.273
medium_variant,905,2034,82.423
medium_variant,905,2035,82.572
medium_variant,905,2036,82.722
medium_variant,905,2037,82.871
medium_variant,905,2038,83.019
medium_variant,905,2039,83.167
medium_variant,905,2040,83.313
medium_variant,905,2041,83.459
medium_variant,905,2042,83.603
medium_variant,905,2043,83.746
medium_variant,905,2044,83.888
medium_variant,905,2045,84.028
medium_variant,905,2046,84.166
medium_variant,905,2047,84.302
medium_variant,905,2048,84.435
medium_variant,905,2049,84.566
medium_variant,905,2050,84.695
medium_variant,905,2051,84.821
medium_variant,905,2052,84.946
medium_variant,905,2053,85.069
medium_variant,905,2054,85.19
medium_variant,905,2055,85.31
medium_variant,905,2056,85.428
medium_variant,905,2057,85.545
medium_variant,905,2058,85.66
medium_variant,905,2059,85.773
medium_variant,905,2060,85.885
medium_variant,905,2061,85.997
medium_variant,905,2062,86.108
medium_variant,905,2063,86.219
medium_variant,905,2064,86.331
medium_variant,905,2065,86.443
medium_variant,905,2066,86.554
medium_variant,905,2067,86.664
medium_variant,905,2068,86.772
medium_variant,905,2069,86.88
medium_variant,905,2070,86.986
medium_variant,905,2071,87.092
medium_variant,905,2072,87.198
medium_variant,905,2073,87.305
medium_variant,905,2074,87.411
medium_variant,905,2075,87.519
medium_variant,905,2076,87.626
medium_variant,905,2077,87.734
medium_variant,905,2078,87.842
medium_variant,905,2079,87.949
medium_variant,905,2080,88.056
medium_variant,905,2081,88.163
medium_variant,905,2082,88.269
medium_variant,905,2083,88.375
medium_variant,905,2084,88.48
medium_variant,905,2085,88.586
medium_variant,905,2086,88.692
medium_variant,905,2087,88.799
medium_variant,905,2088,88.906
medium_variant,905,2089,89.013
medium_variant,905,2090,89.121
medium_variant,905,2091,89.228
medium_variant,905,2092,89.336
medium_variant,905,2093,89.443
medium_variant,905,2094,89.549
medium_variant,905,2095,89.654
medium_variant,905,2096,89.758
medium_variant,905,2097,89.861
medium_variant,905,2098,89.963
medium_variant,905,2099,90.064
