variant,continent,year,gender,childdependencyratio2069
estimates,935,1950,male,90.488
estimates,935,1951,male,91.654
estimates,935,1952,male,93.109
estimates,935,1953,male,94.264
estimates,935,1954,male,94.891
estimates,935,1955,male,95.103
estimates,935,1956,male,96.468
estimates,935,1957,male,97.04
estimates,935,1958,male,97.352
estimates,935,1959,male,97.875
estimates,935,1960,male,98.766
estimates,935,1961,male,99.54
estimates,935,1962,male,100.955
estimates,935,1963,male,102.656
estimates,935,1964,male,104.149
estimates,935,1965,male,105.234
estimates,935,1966,male,106.949
estimates,935,1967,male,108.137
estimates,935,1968,male,108.842
estimates,935,1969,male,109.132
estimates,935,1970,male,109.004
estimates,935,1971,male,108.758
estimates,935,1972,male,107.936
estimates,935,1973,male,106.773
estimates,935,1974,male,105.499
estimates,935,1975,male,104.232
estimates,935,1976,male,103.225
estimates,935,1977,male,102.14
estimates,935,1978,male,100.948
estimates,935,1979,male,99.63
estimates,935,1980,male,98.195
estimates,935,1981,male,96.741
estimates,935,1982,male,95.366
estimates,935,1983,male,93.978
estimates,935,1984,male,92.477
estimates,935,1985,male,90.858
estimates,935,1986,male,89.7
estimates,935,1987,male,88.384
estimates,935,1988,male,86.971
estimates,935,1989,male,85.489
estimates,935,1990,male,83.929
estimates,935,1991,male,82.724
estimates,935,1992,male,81.188
estimates,935,1993,male,79.534
estimates,935,1994,male,78.01
estimates,935,1995,male,76.714
estimates,935,1996,male,75.29
estimates,935,1997,male,74.215
estimates,935,1998,male,73.3
estimates,935,1999,male,72.295
estimates,935,2000,male,71.109
estimates,935,2001,male,70.077
estimates,935,2002,male,68.929
estimates,935,2003,male,67.664
estimates,935,2004,male,66.302
estimates,935,2005,male,64.85
estimates,935,2006,male,63.441
estimates,935,2007,male,61.897
estimates,935,2008,male,60.336
estimates,935,2009,male,58.877
estimates,935,2010,male,57.581
estimates,935,2011,male,56.496
estimates,935,2012,male,55.522
estimates,935,2013,male,54.65
estimates,935,2014,male,53.85
estimates,935,2015,male,53.101
medium_variant,935,2015,male,53.101
medium_variant,935,2016,male,52.467
medium_variant,935,2017,male,51.875
medium_variant,935,2018,male,51.315
medium_variant,935,2019,male,50.779
medium_variant,935,2020,male,50.255
medium_variant,935,2021,male,49.815
medium_variant,935,2022,male,49.374
medium_variant,935,2023,male,48.917
medium_variant,935,2024,male,48.428
medium_variant,935,2025,male,47.901
medium_variant,935,2026,male,47.418
medium_variant,935,2027,male,46.896
medium_variant,935,2028,male,46.346
medium_variant,935,2029,male,45.784
medium_variant,935,2030,male,45.219
medium_variant,935,2031,male,44.74
medium_variant,935,2032,male,44.246
medium_variant,935,2033,male,43.748
medium_variant,935,2034,male,43.257
medium_variant,935,2035,male,42.78
medium_variant,935,2036,male,42.392
medium_variant,935,2037,male,42.009
medium_variant,935,2038,male,41.636
medium_variant,935,2039,male,41.273
medium_variant,935,2040,male,40.921
medium_variant,935,2041,male,40.648
medium_variant,935,2042,male,40.382
medium_variant,935,2043,male,40.121
medium_variant,935,2044,male,39.856
medium_variant,935,2045,male,39.584
medium_variant,935,2046,male,39.371
medium_variant,935,2047,male,39.145
medium_variant,935,2048,male,38.914
medium_variant,935,2049,male,38.687
medium_variant,935,2050,male,38.468
medium_variant,935,2051,male,38.313
medium_variant,935,2052,male,38.155
medium_variant,935,2053,male,37.999
medium_variant,935,2054,male,37.852
medium_variant,935,2055,male,37.718
medium_variant,935,2056,male,37.649
medium_variant,935,2057,male,37.586
medium_variant,935,2058,male,37.52
medium_variant,935,2059,male,37.438
medium_variant,935,2060,male,37.331
medium_variant,935,2061,male,37.255
medium_variant,935,2062,male,37.153
medium_variant,935,2063,male,37.028
medium_variant,935,2064,male,36.887
medium_variant,935,2065,male,36.731
medium_variant,935,2066,male,36.618
medium_variant,935,2067,male,36.485
medium_variant,935,2068,male,36.34
medium_variant,935,2069,male,36.191
medium_variant,935,2070,male,36.045
medium_variant,935,2071,male,35.951
medium_variant,935,2072,male,35.854
medium_variant,935,2073,male,35.757
medium_variant,935,2074,male,35.665
medium_variant,935,2075,male,35.579
medium_variant,935,2076,male,35.546
medium_variant,935,2077,male,35.513
medium_variant,935,2078,male,35.481
medium_variant,935,2079,male,35.45
medium_variant,935,2080,male,35.42
medium_variant,935,2081,male,35.432
medium_variant,935,2082,male,35.438
medium_variant,935,2083,male,35.44
medium_variant,935,2084,male,35.434
medium_variant,935,2085,male,35.422
medium_variant,935,2086,male,35.442
medium_variant,935,2087,male,35.449
medium_variant,935,2088,male,35.444
medium_variant,935,2089,male,35.428
medium_variant,935,2090,male,35.401
medium_variant,935,2091,male,35.401
medium_variant,935,2092,male,35.386
medium_variant,935,2093,male,35.358
medium_variant,935,2094,male,35.32
medium_variant,935,2095,male,35.273
medium_variant,935,2096,male,35.256
medium_variant,935,2097,male,35.227
medium_variant,935,2098,male,35.188
medium_variant,935,2099,male,35.143
medium_variant,935,2100,male,35.095
estimates,935,1950,female,89.565
estimates,935,1951,female,90.878
estimates,935,1952,female,92.357
estimates,935,1953,female,93.511
estimates,935,1954,female,94.169
estimates,935,1955,female,94.452
estimates,935,1956,female,95.818
estimates,935,1957,female,96.465
estimates,935,1958,female,96.871
estimates,935,1959,female,97.451
estimates,935,1960,female,98.342
estimates,935,1961,female,99.212
estimates,935,1962,female,100.641
estimates,935,1963,female,102.294
estimates,935,1964,female,103.713
estimates,935,1965,female,104.724
estimates,935,1966,female,106.387
estimates,935,1967,female,107.538
estimates,935,1968,female,108.227
estimates,935,1969,female,108.515
estimates,935,1970,female,108.392
estimates,935,1971,female,108.18
estimates,935,1972,female,107.368
estimates,935,1973,female,106.203
estimates,935,1974,female,104.938
estimates,935,1975,female,103.699
estimates,935,1976,female,102.675
estimates,935,1977,female,101.624
estimates,935,1978,female,100.492
estimates,935,1979,female,99.225
estimates,935,1980,female,97.82
estimates,935,1981,female,96.382
estimates,935,1982,female,94.989
estimates,935,1983,female,93.559
estimates,935,1984,female,92.006
estimates,935,1985,female,90.325
estimates,935,1986,female,89.061
estimates,935,1987,female,87.628
estimates,935,1988,female,86.099
estimates,935,1989,female,84.509
estimates,935,1990,female,82.852
estimates,935,1991,female,81.555
estimates,935,1992,female,79.928
estimates,935,1993,female,78.182
estimates,935,1994,female,76.565
estimates,935,1995,female,75.178
estimates,935,1996,female,73.581
estimates,935,1997,female,72.361
estimates,935,1998,female,71.315
estimates,935,1999,female,70.183
estimates,935,2000,female,68.868
estimates,935,2001,female,67.788
estimates,935,2002,female,66.566
estimates,935,2003,female,65.217
estimates,935,2004,female,63.783
estimates,935,2005,female,62.283
estimates,935,2006,female,60.785
estimates,935,2007,female,59.184
estimates,935,2008,female,57.59
estimates,935,2009,female,56.112
estimates,935,2010,female,54.803
estimates,935,2011,female,53.698
estimates,935,2012,female,52.719
estimates,935,2013,female,51.857
estimates,935,2014,female,51.084
estimates,935,2015,female,50.377
medium_variant,935,2015,female,50.377
medium_variant,935,2016,female,49.768
medium_variant,935,2017,female,49.218
medium_variant,935,2018,female,48.715
medium_variant,935,2019,female,48.246
medium_variant,935,2020,female,47.798
medium_variant,935,2021,female,47.403
medium_variant,935,2022,female,47.019
medium_variant,935,2023,female,46.629
medium_variant,935,2024,female,46.216
medium_variant,935,2025,female,45.773
medium_variant,935,2026,female,45.349
medium_variant,935,2027,female,44.894
medium_variant,935,2028,female,44.418
medium_variant,935,2029,female,43.935
medium_variant,935,2030,female,43.455
medium_variant,935,2031,female,43.04
medium_variant,935,2032,female,42.616
medium_variant,935,2033,female,42.193
medium_variant,935,2034,female,41.782
medium_variant,935,2035,female,41.389
medium_variant,935,2036,female,41.064
medium_variant,935,2037,female,40.749
medium_variant,935,2038,female,40.447
medium_variant,935,2039,female,40.156
medium_variant,935,2040,female,39.877
medium_variant,935,2041,female,39.656
medium_variant,935,2042,female,39.444
medium_variant,935,2043,female,39.237
medium_variant,935,2044,female,39.028
medium_variant,935,2045,female,38.815
medium_variant,935,2046,female,38.645
medium_variant,935,2047,female,38.462
medium_variant,935,2048,female,38.276
medium_variant,935,2049,female,38.097
medium_variant,935,2050,female,37.93
medium_variant,935,2051,female,37.813
medium_variant,935,2052,female,37.696
medium_variant,935,2053,female,37.585
medium_variant,935,2054,female,37.485
medium_variant,935,2055,female,37.399
medium_variant,935,2056,female,37.364
medium_variant,935,2057,female,37.336
medium_variant,935,2058,female,37.307
medium_variant,935,2059,female,37.259
medium_variant,935,2060,female,37.183
medium_variant,935,2061,female,37.12
medium_variant,935,2062,female,37.026
medium_variant,935,2063,female,36.907
medium_variant,935,2064,female,36.771
medium_variant,935,2065,female,36.624
medium_variant,935,2066,female,36.502
medium_variant,935,2067,female,36.362
medium_variant,935,2068,female,36.212
medium_variant,935,2069,female,36.059
medium_variant,935,2070,female,35.91
medium_variant,935,2071,female,35.8
medium_variant,935,2072,female,35.687
medium_variant,935,2073,female,35.577
medium_variant,935,2074,female,35.473
medium_variant,935,2075,female,35.378
medium_variant,935,2076,female,35.323
medium_variant,935,2077,female,35.271
medium_variant,935,2078,female,35.223
medium_variant,935,2079,female,35.179
medium_variant,935,2080,female,35.138
medium_variant,935,2081,female,35.129
medium_variant,935,2082,female,35.118
medium_variant,935,2083,female,35.105
medium_variant,935,2084,female,35.089
medium_variant,935,2085,female,35.069
medium_variant,935,2086,female,35.073
medium_variant,935,2087,female,35.067
medium_variant,935,2088,female,35.053
medium_variant,935,2089,female,35.031
medium_variant,935,2090,female,35.002
medium_variant,935,2091,female,34.991
medium_variant,935,2092,female,34.968
medium_variant,935,2093,female,34.936
medium_variant,935,2094,female,34.897
medium_variant,935,2095,female,34.852
medium_variant,935,2096,female,34.829
medium_variant,935,2097,female,34.797
medium_variant,935,2098,female,34.758
medium_variant,935,2099,female,34.716
medium_variant,935,2100,female,34.674
