variant,continent,year,gender,childdependencyratio2069
estimates,904,1950,male,106.801
estimates,904,1951,male,107.691
estimates,904,1952,male,108.693
estimates,904,1953,male,109.655
estimates,904,1954,male,110.443
estimates,904,1955,male,111.036
estimates,904,1956,male,112.278
estimates,904,1957,male,113.163
estimates,904,1958,male,113.882
estimates,904,1959,male,114.623
estimates,904,1960,male,115.464
estimates,904,1961,male,116.391
estimates,904,1962,male,117.433
estimates,904,1963,male,118.457
estimates,904,1964,male,119.262
estimates,904,1965,male,119.751
estimates,904,1966,male,120.641
estimates,904,1967,male,121.084
estimates,904,1968,male,121.156
estimates,904,1969,male,120.961
estimates,904,1970,male,120.543
estimates,904,1971,male,120.01
estimates,904,1972,male,119.278
estimates,904,1973,male,118.382
estimates,904,1974,male,117.346
estimates,904,1975,male,116.207
estimates,904,1976,male,115.299
estimates,904,1977,male,114.316
estimates,904,1978,male,113.247
estimates,904,1979,male,112.061
estimates,904,1980,male,110.742
estimates,904,1981,male,109.48
estimates,904,1982,male,108.064
estimates,904,1983,male,106.563
estimates,904,1984,male,105.036
estimates,904,1985,male,103.507
estimates,904,1986,male,102.011
estimates,904,1987,male,100.494
estimates,904,1988,male,98.972
estimates,904,1989,male,97.455
estimates,904,1990,male,95.94
estimates,904,1991,male,94.482
estimates,904,1992,male,93.021
estimates,904,1993,male,91.548
estimates,904,1994,male,90.046
estimates,904,1995,male,88.506
estimates,904,1996,male,86.965
estimates,904,1997,male,85.424
estimates,904,1998,male,83.879
estimates,904,1999,male,82.319
estimates,904,2000,male,80.736
estimates,904,2001,male,79.154
estimates,904,2002,male,77.538
estimates,904,2003,male,75.921
estimates,904,2004,male,74.335
estimates,904,2005,male,72.792
estimates,904,2006,male,71.209
estimates,904,2007,male,69.658
estimates,904,2008,male,68.143
estimates,904,2009,male,66.668
estimates,904,2010,male,65.238
estimates,904,2011,male,63.864
estimates,904,2012,male,62.562
estimates,904,2013,male,61.313
estimates,904,2014,male,60.088
estimates,904,2015,male,58.875
medium_variant,904,2015,male,58.875
medium_variant,904,2016,male,57.777
medium_variant,904,2017,male,56.656
medium_variant,904,2018,male,55.548
medium_variant,904,2019,male,54.496
medium_variant,904,2020,male,53.515
medium_variant,904,2021,male,52.583
medium_variant,904,2022,male,51.712
medium_variant,904,2023,male,50.895
medium_variant,904,2024,male,50.115
medium_variant,904,2025,male,49.363
medium_variant,904,2026,male,48.675
medium_variant,904,2027,male,48.016
medium_variant,904,2028,male,47.378
medium_variant,904,2029,male,46.751
medium_variant,904,2030,male,46.128
medium_variant,904,2031,male,45.538
medium_variant,904,2032,male,44.947
medium_variant,904,2033,male,44.359
medium_variant,904,2034,male,43.781
medium_variant,904,2035,male,43.217
medium_variant,904,2036,male,42.694
medium_variant,904,2037,male,42.18
medium_variant,904,2038,male,41.679
medium_variant,904,2039,male,41.194
medium_variant,904,2040,male,40.728
medium_variant,904,2041,male,40.305
medium_variant,904,2042,male,39.898
medium_variant,904,2043,male,39.508
medium_variant,904,2044,male,39.136
medium_variant,904,2045,male,38.783
medium_variant,904,2046,male,38.471
medium_variant,904,2047,male,38.174
medium_variant,904,2048,male,37.89
medium_variant,904,2049,male,37.623
medium_variant,904,2050,male,37.369
medium_variant,904,2051,male,37.153
medium_variant,904,2052,male,36.946
medium_variant,904,2053,male,36.75
medium_variant,904,2054,male,36.562
medium_variant,904,2055,male,36.383
medium_variant,904,2056,male,36.233
medium_variant,904,2057,male,36.088
medium_variant,904,2058,male,35.946
medium_variant,904,2059,male,35.809
medium_variant,904,2060,male,35.677
medium_variant,904,2061,male,35.57
medium_variant,904,2062,male,35.463
medium_variant,904,2063,male,35.358
medium_variant,904,2064,male,35.256
medium_variant,904,2065,male,35.158
medium_variant,904,2066,male,35.085
medium_variant,904,2067,male,35.01
medium_variant,904,2068,male,34.935
medium_variant,904,2069,male,34.86
medium_variant,904,2070,male,34.787
medium_variant,904,2071,male,34.733
medium_variant,904,2072,male,34.678
medium_variant,904,2073,male,34.622
medium_variant,904,2074,male,34.565
medium_variant,904,2075,male,34.507
medium_variant,904,2076,male,34.47
medium_variant,904,2077,male,34.429
medium_variant,904,2078,male,34.386
medium_variant,904,2079,male,34.346
medium_variant,904,2080,male,34.311
medium_variant,904,2081,male,34.3
medium_variant,904,2082,male,34.29
medium_variant,904,2083,male,34.281
medium_variant,904,2084,male,34.274
medium_variant,904,2085,male,34.266
medium_variant,904,2086,male,34.278
medium_variant,904,2087,male,34.286
medium_variant,904,2088,male,34.292
medium_variant,904,2089,male,34.296
medium_variant,904,2090,male,34.298
medium_variant,904,2091,male,34.315
medium_variant,904,2092,male,34.327
medium_variant,904,2093,male,34.334
medium_variant,904,2094,male,34.337
medium_variant,904,2095,male,34.338
medium_variant,904,2096,male,34.353
medium_variant,904,2097,male,34.362
medium_variant,904,2098,male,34.366
medium_variant,904,2099,male,34.366
medium_variant,904,2100,male,34.365
estimates,904,1950,female,103.352
estimates,904,1951,female,104.026
estimates,904,1952,female,104.85
estimates,904,1953,female,105.642
estimates,904,1954,female,106.275
estimates,904,1955,female,106.748
estimates,904,1956,female,107.919
estimates,904,1957,female,108.751
estimates,904,1958,female,109.43
estimates,904,1959,female,110.14
estimates,904,1960,female,110.951
estimates,904,1961,female,111.842
estimates,904,1962,female,112.862
estimates,904,1963,female,113.881
estimates,904,1964,female,114.698
estimates,904,1965,female,115.221
estimates,904,1966,female,116.126
estimates,904,1967,female,116.609
estimates,904,1968,female,116.735
estimates,904,1969,female,116.599
estimates,904,1970,female,116.24
estimates,904,1971,female,115.694
estimates,904,1972,female,114.95
estimates,904,1973,female,114.042
estimates,904,1974,female,112.999
estimates,904,1975,female,111.857
estimates,904,1976,female,110.831
estimates,904,1977,female,109.732
estimates,904,1978,female,108.547
estimates,904,1979,female,107.25
estimates,904,1980,female,105.832
estimates,904,1981,female,104.493
estimates,904,1982,female,103.01
estimates,904,1983,female,101.445
estimates,904,1984,female,99.853
estimates,904,1985,female,98.257
estimates,904,1986,female,96.703
estimates,904,1987,female,95.121
estimates,904,1988,female,93.533
estimates,904,1989,female,91.952
estimates,904,1990,female,90.384
estimates,904,1991,female,88.847
estimates,904,1992,female,87.318
estimates,904,1993,female,85.789
estimates,904,1994,female,84.25
estimates,904,1995,female,82.697
estimates,904,1996,female,81.199
estimates,904,1997,female,79.709
estimates,904,1998,female,78.222
estimates,904,1999,female,76.721
estimates,904,2000,female,75.196
estimates,904,2001,female,73.691
estimates,904,2002,female,72.144
estimates,904,2003,female,70.59
estimates,904,2004,female,69.068
estimates,904,2005,female,67.595
estimates,904,2006,female,66.103
estimates,904,2007,female,64.657
estimates,904,2008,female,63.251
estimates,904,2009,female,61.878
estimates,904,2010,female,60.541
estimates,904,2011,female,59.285
estimates,904,2012,female,58.085
estimates,904,2013,female,56.925
estimates,904,2014,female,55.787
estimates,904,2015,female,54.661
medium_variant,904,2015,female,54.661
medium_variant,904,2016,female,53.642
medium_variant,904,2017,female,52.604
medium_variant,904,2018,female,51.579
medium_variant,904,2019,female,50.61
medium_variant,904,2020,female,49.71
medium_variant,904,2021,female,48.87
medium_variant,904,2022,female,48.091
medium_variant,904,2023,female,47.363
medium_variant,904,2024,female,46.669
medium_variant,904,2025,female,45.999
medium_variant,904,2026,female,45.389
medium_variant,904,2027,female,44.805
medium_variant,904,2028,female,44.24
medium_variant,904,2029,female,43.685
medium_variant,904,2030,female,43.135
medium_variant,904,2031,female,42.622
medium_variant,904,2032,female,42.108
medium_variant,904,2033,female,41.597
medium_variant,904,2034,female,41.095
medium_variant,904,2035,female,40.606
medium_variant,904,2036,female,40.157
medium_variant,904,2037,female,39.715
medium_variant,904,2038,female,39.284
