continent,variant,gender,freq,year,lifeexpectancyat60
904,estimates,female,5yearly,1950,15.8171046833186
904,estimates,male,5yearly,1950,14.4068122949919
904,estimates,female,5yearly,1955,16.5807822715578
904,estimates,male,5yearly,1955,15.0566858925388
904,estimates,female,5yearly,1960,17.1681943030821
904,estimates,male,5yearly,1960,15.417096834477
904,estimates,female,5yearly,1965,17.5334303364187
904,estimates,male,5yearly,1965,15.7043486631553
904,estimates,female,5yearly,1970,18.0005873195613
904,estimates,male,5yearly,1970,15.9547390469747
904,estimates,female,5yearly,1975,18.4721297901338
904,estimates,male,5yearly,1975,16.04386860194
904,estimates,female,5yearly,1980,19.0058166863551
904,estimates,male,5yearly,1980,16.2363601858545
904,estimates,female,5yearly,1985,19.4332576771239
904,estimates,male,5yearly,1985,16.5235602523846
904,estimates,female,5yearly,1990,20.0429079733288
904,estimates,male,5yearly,1990,17.0614412132334
904,estimates,female,5yearly,1995,21.0768472529725
904,estimates,male,5yearly,1995,18.1994512124167
904,estimates,female,5yearly,2000,21.8777694344614
904,estimates,male,5yearly,2000,18.9352894958281
904,estimates,female,5yearly,2005,22.5888371301973
904,estimates,male,5yearly,2005,19.4420815949477
904,estimates,female,5yearly,2010,23.356892526446
904,estimates,male,5yearly,2010,20.0949905359424
904,medium_variant,female,5yearly,2015,23.9091120277977
904,medium_variant,male,5yearly,2015,20.6440245365843
904,medium_variant,female,5yearly,2020,24.43175586308
904,medium_variant,male,5yearly,2020,21.1091057656062
904,medium_variant,female,5yearly,2025,24.9482819020518
904,medium_variant,male,5yearly,2025,21.5863429755375
904,medium_variant,female,5yearly,2030,25.4522347001105
904,medium_variant,male,5yearly,2030,22.0807036076192
904,medium_variant,female,5yearly,2035,25.9398275700632
904,medium_variant,male,5yearly,2035,22.6001035149275
904,medium_variant,female,5yearly,2040,26.407443258968
904,medium_variant,male,5yearly,2040,23.1243796311427
904,medium_variant,female,5yearly,2045,26.8583727327486
904,medium_variant,male,5yearly,2045,23.6875184578062
904,medium_variant,female,5yearly,2050,27.3237883942327
904,medium_variant,male,5yearly,2050,24.2438148519692
904,medium_variant,female,5yearly,2055,27.7687783644892
904,medium_variant,male,5yearly,2055,24.7790308208556
904,medium_variant,female,5yearly,2060,28.190757378675
904,medium_variant,male,5yearly,2060,25.2617959191418
904,medium_variant,female,5yearly,2065,28.6210895643518
904,medium_variant,male,5yearly,2065,25.7036503003892
904,medium_variant,female,5yearly,2070,29.0394882014445
904,medium_variant,male,5yearly,2070,26.1222008183787
904,medium_variant,female,5yearly,2075,29.4731244443591
904,medium_variant,male,5yearly,2075,26.5284833558895
904,medium_variant,female,5yearly,2080,29.89795304599
904,medium_variant,male,5yearly,2080,26.9146092941539
904,medium_variant,female,5yearly,2085,30.3225034976312
904,medium_variant,male,5yearly,2085,27.3096916785502
904,medium_variant,female,5yearly,2090,30.7585347676249
904,medium_variant,male,5yearly,2090,27.7037775313164
904,medium_variant,female,5yearly,2095,31.1880906858774
904,medium_variant,male,5yearly,2095,28.1025413680308
