continent,variant,gender,freq,year,lifeexpectancyat60
905,estimates,female,5yearly,1950,19.0625716933301
905,estimates,male,5yearly,1950,15.960478985491
905,estimates,female,5yearly,1955,19.5183784958008
905,estimates,male,5yearly,1955,15.983333312434
905,estimates,female,5yearly,1960,19.9214268238179
905,estimates,male,5yearly,1960,15.9377033827605
905,estimates,female,5yearly,1965,20.3639651494727
905,estimates,male,5yearly,1965,15.9275611237751
905,estimates,female,5yearly,1970,21.0325385469036
905,estimates,male,5yearly,1970,16.3204620813033
905,estimates,female,5yearly,1975,22.0844461209362
905,estimates,male,5yearly,1975,17.1720335603153
905,estimates,female,5yearly,1980,22.4638662360816
905,estimates,male,5yearly,1980,17.7145224770646
905,estimates,female,5yearly,1985,22.6873589598232
905,estimates,male,5yearly,1985,18.1650489450797
905,estimates,female,5yearly,1990,23.1036560945539
905,estimates,male,5yearly,1990,18.8752469453997
905,estimates,female,5yearly,1995,23.1578740460757
905,estimates,male,5yearly,1995,19.4248312906494
905,estimates,female,5yearly,2000,23.4811560902872
905,estimates,male,5yearly,2000,20.2506757409177
905,estimates,female,5yearly,2005,24.3148156709166
905,estimates,male,5yearly,2005,21.2817958626483
905,estimates,female,5yearly,2010,24.8619382305923
905,estimates,male,5yearly,2010,21.8994488347327
905,medium_variant,female,5yearly,2015,25.3120939216333
905,medium_variant,male,5yearly,2015,22.4935647595902
905,medium_variant,female,5yearly,2020,25.7741783642949
905,medium_variant,male,5yearly,2020,23.1368816980071
905,medium_variant,female,5yearly,2025,26.231085548531
905,medium_variant,male,5yearly,2025,23.7598235737911
905,medium_variant,female,5yearly,2030,26.6680387383677
905,medium_variant,male,5yearly,2030,24.3959234936647
905,medium_variant,female,5yearly,2035,27.1053644962541
905,medium_variant,male,5yearly,2035,25.0476192330314
905,medium_variant,female,5yearly,2040,27.5552180457369
905,medium_variant,male,5yearly,2040,25.6707039900541
905,medium_variant,female,5yearly,2045,27.9871166788994
905,medium_variant,male,5yearly,2045,26.2529861300149
905,medium_variant,female,5yearly,2050,28.4121466257235
905,medium_variant,male,5yearly,2050,26.7621769487976
905,medium_variant,female,5yearly,2055,28.8359786294265
905,medium_variant,male,5yearly,2055,27.2392386997514
905,medium_variant,female,5yearly,2060,29.261673001978
905,medium_variant,male,5yearly,2060,27.6448286003109
905,medium_variant,female,5yearly,2065,29.6909027402229
905,medium_variant,male,5yearly,2065,28.061209131533
905,medium_variant,female,5yearly,2070,30.1009076872824
905,medium_variant,male,5yearly,2070,28.4409947169411
905,medium_variant,female,5yearly,2075,30.5309331235378
905,medium_variant,male,5yearly,2075,28.8497750636825
905,medium_variant,female,5yearly,2080,30.9551959195752
905,medium_variant,male,5yearly,2080,29.2446273833267
905,medium_variant,female,5yearly,2085,31.3834330020144
905,medium_variant,male,5yearly,2085,29.6168409006651
905,medium_variant,female,5yearly,2090,31.8127788046338
905,medium_variant,male,5yearly,2090,30.032577205777
905,medium_variant,female,5yearly,2095,32.246914668633
905,medium_variant,male,5yearly,2095,30.4038138923134
905,estimates,female,5yearly,Regi,NORTHERN AMERICA
905,estimates,male,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,female,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,male,5yearly,Regi,NORTHERN AMERICA
