continent,variant,gender,freq,year,lifeexpectancyat60
903,estimates,female,5yearly,1950,13.1678579728782
903,estimates,male,5yearly,1950,12.1818207368284
903,estimates,female,5yearly,1955,13.661868676141
903,estimates,male,5yearly,1955,12.5943414174154
903,estimates,female,5yearly,1960,14.122863690346
903,estimates,male,5yearly,1960,12.9893712774809
903,estimates,female,5yearly,1965,14.5346822875474
903,estimates,male,5yearly,1965,13.3408735351769
903,estimates,female,5yearly,1970,14.9179642622157
903,estimates,male,5yearly,1970,13.5829450747079
903,estimates,female,5yearly,1975,15.2775348684702
903,estimates,male,5yearly,1975,13.8572501764014
903,estimates,female,5yearly,1980,15.6141943837188
903,estimates,male,5yearly,1980,14.1382108299311
903,estimates,female,5yearly,1985,15.9009892665667
903,estimates,male,5yearly,1985,14.3943083224926
903,estimates,female,5yearly,1990,16.0541259755209
903,estimates,male,5yearly,1990,14.4935036663341
903,estimates,female,5yearly,1995,16.1846112894231
903,estimates,male,5yearly,1995,14.6602006314237
903,estimates,female,5yearly,2000,16.4263490826838
903,estimates,male,5yearly,2000,14.9094911255642
903,estimates,female,5yearly,2005,17.020914271764
903,estimates,male,5yearly,2005,15.4800862786134
903,estimates,female,5yearly,2010,17.5311395459499
903,estimates,male,5yearly,2010,15.9729955506906
903,medium_variant,female,5yearly,2015,17.9855080354385
903,medium_variant,male,5yearly,2015,16.3579998248071
903,medium_variant,female,5yearly,2020,18.4045073863656
903,medium_variant,male,5yearly,2020,16.678316275148
903,medium_variant,female,5yearly,2025,18.8326010784075
903,medium_variant,male,5yearly,2025,17.0049139288578
903,medium_variant,female,5yearly,2030,19.2548602591694
903,medium_variant,male,5yearly,2030,17.3215125414534
903,medium_variant,female,5yearly,2035,19.6658833740353
903,medium_variant,male,5yearly,2035,17.6067766276347
903,medium_variant,female,5yearly,2040,20.0657478158332
903,medium_variant,male,5yearly,2040,17.9287590827637
903,medium_variant,female,5yearly,2045,20.4814846169809
903,medium_variant,male,5yearly,2045,18.2610779784341
903,medium_variant,female,5yearly,2050,20.9130196446714
903,medium_variant,male,5yearly,2050,18.5964752545951
903,medium_variant,female,5yearly,2055,21.3474633079908
903,medium_variant,male,5yearly,2055,18.9179712200523
903,medium_variant,female,5yearly,2060,21.7580064050462
903,medium_variant,male,5yearly,2060,19.2249168918042
903,medium_variant,female,5yearly,2065,22.1512193852012
903,medium_variant,male,5yearly,2065,19.5279392202934
903,medium_variant,female,5yearly,2070,22.5419829766626
903,medium_variant,male,5yearly,2070,19.8166195819253
903,medium_variant,female,5yearly,2075,22.9123881584475
903,medium_variant,male,5yearly,2075,20.1133291988043
903,medium_variant,female,5yearly,2080,23.293388032372
903,medium_variant,male,5yearly,2080,20.4312481394753
903,medium_variant,female,5yearly,2085,23.6766259416648
903,medium_variant,male,5yearly,2085,20.7687339380919
903,medium_variant,female,5yearly,2090,24.0568226402059
903,medium_variant,male,5yearly,2090,21.1257836344995
903,medium_variant,female,5yearly,2095,24.4305385936896
903,medium_variant,male,5yearly,2095,21.4880142160838
